amplicon	ERR0000001	ERR0000002	ERR0000003	total
ERR2:337720.664501	0	1	0	1
ERR2:337810.723779	0	1	0	1
ERR2:337820.646727	0	1	0	1
ERR2:337830.681456	0	1	0	1
ERR2:337840.682824	0	1	0	1
ERR2:337860.743410	0	1	0	1
ERR2:337940.624431	0	1	0	1
ERR2:338000.713293	0	1	0	1
ERR2:338020.727227	0	1	0	1
ERR2:338080.610113	0	1	0	1
ERR2:338090.630380	0	1	0	1
ERR2:338120.651770	0	1	0	1
ERR2:338170.687668	0	1	0	1
ERR2:338180.690358	0	1	0	1
ERR2:338220.627757	0	1	0	1
ERR2:338230.601544	0	1	0	1
ERR2:338240.715084	0	1	0	1
ERR2:338290.630287	0	1	0	1
ERR2:338300.702179	0	1	0	1
ERR2:33830.638296	0	1	0	1
ERR2:338330.704375	0	1	0	1
ERR2:338370.721527	0	1	0	1
ERR2:338390.692653	0	1	0	1
ERR2:338400.642736	0	1	0	1
ERR2:33840.651950	0	1	0	1
ERR2:338420.730738	0	1	0	1
ERR2:338480.690856	0	1	0	1
ERR2:33850.733060	0	1	0	1
ERR2:338510.723998	0	1	0	1
ERR2:338550.714403	0	1	0	1
ERR2:338570.677512	0	1	0	1
ERR2:338610.685628	0	1	0	1
ERR2:338630.726598	0	1	0	1
ERR2:338650.677255	0	1	0	1
ERR2:338660.715077	0	1	0	1
ERR2:338680.729013	0	1	0	1
ERR2:33870.721806	0	1	0	1
ERR2:338730.697136	0	1	0	1
ERR2:338780.725873	0	1	0	1
ERR2:338800.601652	0	1	0	1
ERR2:338810.690628	0	1	0	1
ERR2:338830.666062	0	1	0	1
ERR2:338860.723789	0	1	0	1
ERR2:338880.606742	0	1	0	1
ERR2:338900.732732	0	1	0	1
ERR2:33890.675652	0	1	0	1
ERR2:338910.661061	0	1	0	1
ERR2:338930.669331	0	1	0	1
ERR2:338970.650174	0	1	0	1
ERR2:338980.722869	0	1	0	1
ERR2:33900.729215	0	1	0	1
ERR2:3390.662194	0	1	0	1
ERR2:339020.719123	0	1	0	1
ERR2:339040.720052	0	1	0	1
ERR2:339070.685725	0	1	0	1
ERR2:339120.669993	0	1	0	1
ERR2:339160.640115	0	1	0	1
ERR2:339180.614040	0	1	0	1
ERR2:339200.739124	0	1	0	1
ERR2:33920.627413	0	1	0	1
ERR2:339230.729580	0	1	0	1
ERR2:339280.620804	0	1	0	1
ERR2:339290.612943	0	1	0	1
ERR2:339320.707155	0	1	0	1
ERR2:339360.722245	0	1	0	1
ERR2:339370.717912	0	1	0	1
ERR2:33940.708820	0	1	0	1
ERR2:339430.679423	0	1	0	1
ERR2:339460.730672	0	1	0	1
ERR2:339470.729191	0	1	0	1
ERR2:339490.734308	0	1	0	1
ERR2:339500.690845	0	1	0	1
ERR2:339550.712768	0	1	0	1
ERR2:339590.700046	0	1	0	1
ERR2:339670.733997	0	1	0	1
ERR2:339710.696721	0	1	0	1
ERR2:339770.692693	0	1	0	1
ERR2:339890.724815	0	1	0	1
ERR2:339910.651724	0	1	0	1
ERR2:339940.690867	0	1	0	1
ERR2:339950.605895	0	1	0	1
ERR2:339970.715862	0	1	0	1
ERR2:339980.724349	0	1	0	1
ERR2:340070.731975	0	1	0	1
ERR2:340090.729135	0	1	0	1
ERR2:340100.745543	0	1	0	1
ERR2:34010.723833	0	1	0	1
ERR2:340110.613106	0	1	0	1
ERR2:340180.607724	0	1	0	1
ERR2:340220.727502	0	1	0	1
ERR2:340300.679933	0	1	0	1
ERR2:340340.732065	0	1	0	1
ERR2:34040.657551	0	1	0	1
ERR2:340490.733705	0	1	0	1
ERR2:34050.737091	0	1	0	1
ERR2:340560.722676	0	1	0	1
ERR2:340590.718811	0	1	0	1
ERR2:340600.728702	0	1	0	1
ERR2:340650.695303	0	1	0	1
ERR2:340690.720049	0	1	0	1
ERR2:340740.612822	0	1	0	1
ERR2:340770.739547	0	1	0	1
ERR2:340850.720215	0	1	0	1
ERR2:340860.723918	0	1	0	1
ERR2:340890.622831	0	1	0	1
ERR2:340900.713483	0	1	0	1
ERR2:340920.668042	0	1	0	1
ERR2:340950.744606	0	1	0	1
ERR2:341000.733343	0	1	0	1
ERR2:341010.716720	0	1	0	1
ERR2:341040.717306	0	1	0	1
ERR2:341050.627304	0	1	0	1
ERR2:341080.743373	0	1	0	1
ERR2:341090.733378	0	1	0	1
ERR2:341140.652896	0	1	0	1
ERR2:341160.725303	0	1	0	1
ERR2:341170.653742	0	1	0	1
ERR2:341190.631452	0	1	0	1
ERR2:341280.691747	0	1	0	1
ERR2:341300.737439	0	1	0	1
ERR2:341310.603246	0	1	0	1
ERR2:341320.633921	0	1	0	1
ERR2:341330.722889	0	1	0	1
ERR2:341340.725895	0	1	0	1
ERR2:341350.725918	0	1	0	1
ERR2:34140.735429	0	1	0	1
ERR2:341410.660786	0	1	0	1
ERR2:341420.743394	0	1	0	1
ERR2:341450.733105	0	1	0	1
ERR2:341520.730753	0	1	0	1
ERR2:341530.698815	0	1	0	1
ERR2:341570.618619	0	1	0	1
ERR2:341580.732688	0	1	0	1
ERR2:341610.703701	0	1	0	1
ERR2:341640.682695	0	1	0	1
ERR2:341660.737597	0	1	0	1
ERR2:341680.711395	0	1	0	1
ERR2:341700.697791	0	1	0	1
ERR2:34170.638471	0	1	0	1
ERR2:341800.736050	0	1	0	1
ERR2:341820.739566	0	1	0	1
ERR2:341860.643116	0	1	0	1
ERR2:341870.708669	0	1	0	1
ERR2:341880.663319	0	1	0	1
ERR2:341900.702312	0	1	0	1
ERR2:341910.724372	0	1	0	1
ERR2:341920.729079	0	1	0	1
ERR2:341970.724729	0	1	0	1
ERR2:341980.632884	0	1	0	1
ERR2:341990.738639	0	1	0	1
ERR2:342000.726769	0	1	0	1
ERR2:3420.695522	0	1	0	1
ERR2:342020.686697	0	1	0	1
ERR2:342040.633910	0	1	0	1
ERR2:342070.622234	0	1	0	1
ERR2:342080.723966	0	1	0	1
ERR2:34210.718156	0	1	0	1
ERR2:342160.612219	0	1	0	1
ERR2:342230.730210	0	1	0	1
ERR2:342280.699517	0	1	0	1
ERR2:34230.701803	0	1	0	1
ERR2:342310.626093	0	1	0	1
ERR2:342350.642698	0	1	0	1
ERR2:342380.735134	0	1	0	1
ERR2:342390.668024	0	1	0	1
ERR2:34240.685011	0	1	0	1
ERR2:342440.700015	0	1	0	1
ERR2:342450.635692	0	1	0	1
ERR2:342480.740490	0	1	0	1
ERR2:34250.641752	0	1	0	1
ERR2:342540.694311	0	1	0	1
ERR2:342570.662888	0	1	0	1
ERR2:342640.739746	0	1	0	1
ERR2:342690.736607	0	1	0	1
ERR2:342720.659265	0	1	0	1
ERR2:342760.684886	0	1	0	1
ERR2:342810.669421	0	1	0	1
ERR2:342820.724488	0	1	0	1
ERR2:342850.694110	0	1	0	1
ERR2:342870.717333	0	1	0	1
ERR2:34290.667913	0	1	0	1
ERR2:342910.737832	0	1	0	1
ERR2:342920.707327	0	1	0	1
ERR2:342950.673520	0	1	0	1
ERR2:342970.707142	0	1	0	1
ERR2:342980.662904	0	1	0	1
ERR2:342990.744669	0	1	0	1
ERR2:343000.740743	0	1	0	1
ERR2:34300.683297	0	1	0	1
ERR2:343020.656147	0	1	0	1
ERR2:343040.725551	0	1	0	1
ERR2:343060.716546	0	1	0	1
ERR2:343100.638669	0	1	0	1
ERR2:34310.663880	0	1	0	1
ERR2:343110.638748	0	1	0	1
ERR2:343170.735465	0	1	0	1
ERR2:343190.716548	0	1	0	1
ERR2:343280.722531	0	1	0	1
ERR2:343290.639957	0	1	0	1
ERR2:343300.713393	0	1	0	1
ERR2:343320.718069	0	1	0	1
ERR2:343380.732005	0	1	0	1
ERR2:343410.731974	0	1	0	1
ERR2:343420.735364	0	1	0	1
ERR2:343530.699498	0	1	0	1
ERR2:343590.704895	0	1	0	1
ERR2:343600.710084	0	1	0	1
ERR2:34360.677166	0	1	0	1
ERR2:343650.681901	0	1	0	1
ERR2:343660.723938	0	1	0	1
ERR2:343700.708194	0	1	0	1
ERR2:343720.750655	0	1	0	1
ERR2:343740.708961	0	1	0	1
ERR2:343760.732281	0	1	0	1
ERR2:343800.600490	0	1	0	1
ERR2:343810.633136	0	1	0	1
ERR2:343850.738585	0	1	0	1
ERR2:343870.724805	0	1	0	1
ERR2:343890.618806	0	1	0	1
ERR2:34390.728884	0	1	0	1
ERR2:343930.720236	0	1	0	1
ERR2:343970.722251	0	1	0	1
ERR2:343990.732707	0	1	0	1
ERR2:3440.651060	0	1	0	1
ERR2:344080.712594	0	1	0	1
ERR2:34410.724484	0	1	0	1
ERR2:344110.729969	0	1	0	1
ERR2:344170.683389	0	1	0	1
ERR2:344200.605913	0	1	0	1
ERR2:344230.724982	0	1	0	1
ERR2:344320.665026	0	1	0	1
ERR2:344370.668526	0	1	0	1
ERR2:344380.619957	0	1	0	1
ERR2:34440.695656	0	1	0	1
ERR2:344430.702883	0	1	0	1
ERR2:344490.734473	0	1	0	1
ERR2:344500.725166	0	1	0	1
ERR2:34450.665682	0	1	0	1
ERR2:344510.716826	0	1	0	1
ERR2:344530.730757	0	1	0	1
ERR2:344540.607286	0	1	0	1
ERR2:344580.663060	0	1	0	1
ERR2:344590.732135	0	1	0	1
ERR2:344640.711384	0	1	0	1
ERR2:344650.622158	0	1	0	1
ERR2:344680.713466	0	1	0	1
ERR2:344700.719201	0	1	0	1
ERR2:344720.683911	0	1	0	1
ERR2:344800.714105	0	1	0	1
ERR2:34480.622964	0	1	0	1
ERR2:344810.710789	0	1	0	1
ERR2:344900.705120	0	1	0	1
ERR2:345000.672872	0	1	0	1
ERR2:345030.726076	0	1	0	1
ERR2:345060.679968	0	1	0	1
ERR2:345070.684758	0	1	0	1
ERR2:345130.627379	0	1	0	1
ERR2:345170.705976	0	1	0	1
ERR2:345220.624467	0	1	0	1
ERR2:345260.628045	0	1	0	1
ERR2:34530.714522	0	1	0	1
ERR2:345340.689023	0	1	0	1
ERR2:345350.711322	0	1	0	1
ERR2:345370.718561	0	1	0	1
ERR2:34540.721703	0	1	0	1
ERR2:345440.624039	0	1	0	1
ERR2:345480.722981	0	1	0	1
ERR2:345490.723599	0	1	0	1
ERR2:345530.730619	0	1	0	1
ERR2:345560.608028	0	1	0	1
ERR2:345600.609161	0	1	0	1
ERR2:34560.696834	0	1	0	1
ERR2:345610.723761	0	1	0	1
ERR2:345630.733140	0	1	0	1
ERR2:345640.732457	0	1	0	1
ERR2:345650.676662	0	1	0	1
ERR2:345670.739672	0	1	0	1
ERR2:34570.700754	0	1	0	1
ERR2:345710.681326	0	1	0	1
ERR2:345720.740394	0	1	0	1
ERR2:345820.701453	0	1	0	1
ERR2:345830.676230	0	1	0	1
ERR2:345890.699030	0	1	0	1
ERR2:34590.667395	0	1	0	1
ERR2:346030.688725	0	1	0	1
ERR2:346040.729603	0	1	0	1
ERR2:346080.707219	0	1	0	1
ERR2:346110.732166	0	1	0	1
ERR2:346170.691873	0	1	0	1
ERR2:346190.716384	0	1	0	1
ERR2:346290.648257	0	1	0	1
ERR2:346310.733256	0	1	0	1
ERR2:346370.661608	0	1	0	1
ERR2:346380.744444	0	1	0	1
ERR2:346440.729047	0	1	0	1
ERR2:346480.676358	0	1	0	1
ERR2:34650.735536	0	1	0	1
ERR2:346510.722989	0	1	0	1
ERR2:346530.639962	0	1	0	1
ERR2:346610.615421	0	1	0	1
ERR2:346640.631965	0	1	0	1
ERR2:346720.740905	0	1	0	1
ERR2:346750.686117	0	1	0	1
ERR2:346790.698942	0	1	0	1
ERR2:34680.639999	0	1	0	1
ERR2:346810.704344	0	1	0	1
ERR2:346840.722016	0	1	0	1
ERR2:346850.636171	0	1	0	1
ERR2:346960.732323	0	1	0	1
ERR2:346980.600465	0	1	0	1
ERR2:347020.702792	0	1	0	1
ERR2:347060.620320	0	1	0	1
ERR2:347080.708003	0	1	0	1
ERR2:347110.648748	0	1	0	1
ERR2:347120.636958	0	1	0	1
ERR2:347150.729393	0	1	0	1
ERR2:347160.722774	0	1	0	1
ERR2:347200.723690	0	1	0	1
ERR2:34720.730819	0	1	0	1
ERR2:347240.729515	0	1	0	1
ERR2:347280.708045	0	1	0	1
ERR2:347310.720603	0	1	0	1
ERR2:347320.607392	0	1	0	1
ERR2:347330.654378	0	1	0	1
ERR2:347360.719858	0	1	0	1
ERR2:347430.664669	0	1	0	1
ERR2:347450.660160	0	1	0	1
ERR2:347460.723161	0	1	0	1
ERR2:347480.667100	0	1	0	1
ERR2:347530.696134	0	1	0	1
ERR2:347590.606102	0	1	0	1
ERR2:347660.703583	0	1	0	1
ERR2:34770.724751	0	1	0	1
ERR2:347710.714819	0	1	0	1
ERR2:347730.717292	0	1	0	1
ERR2:347750.721442	0	1	0	1
ERR2:347770.706806	0	1	0	1
ERR2:347800.705915	0	1	0	1
ERR2:347820.659122	0	1	0	1
ERR2:347850.730714	0	1	0	1
ERR2:347890.663838	0	1	0	1
ERR2:347900.721757	0	1	0	1
ERR2:347910.716840	0	1	0	1
ERR2:347960.652056	0	1	0	1
ERR2:347970.661883	0	1	0	1
ERR2:347980.637182	0	1	0	1
ERR2:348000.746646	0	1	0	1
ERR2:34800.632402	0	1	0	1
ERR2:348040.735972	0	1	0	1
ERR2:348130.716120	0	1	0	1
ERR2:348170.702864	0	1	0	1
ERR2:348190.728731	0	1	0	1
ERR2:348220.648572	0	1	0	1
ERR2:348250.651360	0	1	0	1
ERR2:348290.688018	0	1	0	1
ERR2:348300.621080	0	1	0	1
ERR2:34830.705568	0	1	0	1
ERR2:348320.671727	0	1	0	1
ERR2:348380.734111	0	1	0	1
ERR2:34840.705309	0	1	0	1
ERR2:34850.718919	0	1	0	1
ERR2:348510.660902	0	1	0	1
ERR2:348620.700102	0	1	0	1
ERR2:348630.665721	0	1	0	1
ERR2:348660.616967	0	1	0	1
ERR2:348700.734199	0	1	0	1
ERR2:348720.718982	0	1	0	1
ERR2:348730.685998	0	1	0	1
ERR2:348740.726122	0	1	0	1
ERR2:348760.664809	0	1	0	1
ERR2:348770.603433	0	1	0	1
ERR2:348780.702408	0	1	0	1
ERR2:348800.733971	0	1	0	1
ERR2:348810.725723	0	1	0	1
ERR2:348830.716233	0	1	0	1
ERR2:348860.630998	0	1	0	1
ERR2:348900.628110	0	1	0	1
ERR2:348950.605758	0	1	0	1
ERR2:348960.694829	0	1	0	1
ERR2:348980.729175	0	1	0	1
ERR2:34900.715483	0	1	0	1
ERR2:349010.700208	0	1	0	1
ERR2:349030.652845	0	1	0	1
ERR2:349040.707181	0	1	0	1
ERR2:349060.701115	0	1	0	1
ERR2:349090.738690	0	1	0	1
ERR2:349110.626182	0	1	0	1
ERR2:349120.629034	0	1	0	1
ERR2:349150.733017	0	1	0	1
ERR2:349160.724863	0	1	0	1
ERR2:349200.715521	0	1	0	1
ERR2:349210.711056	0	1	0	1
ERR2:349220.672802	0	1	0	1
ERR2:349240.700125	0	1	0	1
ERR2:349270.700053	0	1	0	1
ERR2:34930.693070	0	1	0	1
ERR2:349330.618625	0	1	0	1
ERR2:349340.622882	0	1	0	1
ERR2:349360.633841	0	1	0	1
ERR2:349390.616489	0	1	0	1
ERR2:349420.706327	0	1	0	1
ERR2:349490.731223	0	1	0	1
ERR2:349500.658518	0	1	0	1
ERR2:349600.659759	0	1	0	1
ERR2:349680.742668	0	1	0	1
ERR2:349750.691467	0	1	0	1
ERR2:349770.702188	0	1	0	1
ERR2:349810.723847	0	1	0	1
ERR2:349840.630011	0	1	0	1
ERR2:349870.699750	0	1	0	1
ERR2:349890.684265	0	1	0	1
ERR2:349900.622473	0	1	0	1
ERR2:349930.634160	0	1	0	1
ERR2:349960.624084	0	1	0	1
ERR2:349970.656483	0	1	0	1
ERR2:350.720542	0	1	0	1
ERR2:350060.737592	0	1	0	1
ERR2:350100.648140	0	1	0	1
ERR2:350110.731953	0	1	0	1
ERR2:350150.709110	0	1	0	1
ERR2:350170.695059	0	1	0	1
ERR2:350200.674581	0	1	0	1
ERR2:350240.701732	0	1	0	1
ERR2:350250.727946	0	1	0	1
ERR2:350300.704609	0	1	0	1
ERR2:350350.644125	0	1	0	1
ERR2:350400.662877	0	1	0	1
ERR2:350410.724049	0	1	0	1
ERR2:350510.672943	0	1	0	1
ERR2:350520.676974	0	1	0	1
ERR2:350530.742075	0	1	0	1
ERR2:35060.731033	0	1	0	1
ERR2:350710.720064	0	1	0	1
ERR2:350760.665879	0	1	0	1
ERR2:350780.709438	0	1	0	1
ERR2:350790.695442	0	1	0	1
ERR2:350870.635708	0	1	0	1
ERR2:350890.631680	0	1	0	1
ERR2:350940.674546	0	1	0	1
ERR2:350960.716160	0	1	0	1
ERR2:351020.735800	0	1	0	1
ERR2:351030.709656	0	1	0	1
ERR2:351040.693101	0	1	0	1
ERR2:351050.736281	0	1	0	1
ERR2:351100.708401	0	1	0	1
ERR2:35110.653409	0	1	0	1
ERR2:351160.696916	0	1	0	1
ERR2:351190.642215	0	1	0	1
ERR2:351210.601578	0	1	0	1
ERR2:351220.697574	0	1	0	1
ERR2:351230.713485	0	1	0	1
ERR2:351240.639540	0	1	0	1
ERR2:351270.686640	0	1	0	1
ERR2:351370.672998	0	1	0	1
ERR2:351390.689928	0	1	0	1
ERR2:351430.618788	0	1	0	1
ERR2:351450.677349	0	1	0	1
ERR2:351490.661185	0	1	0	1
ERR2:351510.708607	0	1	0	1
ERR2:351620.713497	0	1	0	1
ERR2:351650.703428	0	1	0	1
ERR2:351660.701594	0	1	0	1
ERR2:351690.614947	0	1	0	1
ERR2:351710.660027	0	1	0	1
ERR2:351720.713025	0	1	0	1
ERR2:351730.654374	0	1	0	1
ERR2:351830.706728	0	1	0	1
ERR2:351840.631714	0	1	0	1
ERR2:351870.696521	0	1	0	1
ERR2:351940.608143	0	1	0	1
ERR2:351970.658934	0	1	0	1
ERR2:3520.677383	0	1	0	1
ERR2:352010.687849	0	1	0	1
ERR2:352130.724088	0	1	0	1
ERR2:352160.693322	0	1	0	1
ERR2:352190.721773	0	1	0	1
ERR2:352230.611953	0	1	0	1
ERR2:352270.683534	0	1	0	1
ERR2:352290.718026	0	1	0	1
ERR2:352330.701677	0	1	0	1
ERR2:352400.602277	0	1	0	1
ERR2:35240.698755	0	1	0	1
ERR2:352430.680616	0	1	0	1
ERR2:352440.723130	0	1	0	1
ERR2:352450.626962	0	1	0	1
ERR2:352470.612857	0	1	0	1
ERR2:352480.612066	0	1	0	1
ERR2:35250.704884	0	1	0	1
ERR2:352510.706665	0	1	0	1
ERR2:352530.731794	0	1	0	1
ERR2:352550.621281	0	1	0	1
ERR2:352570.631967	0	1	0	1
ERR2:352610.726860	0	1	0	1
ERR2:352620.606013	0	1	0	1
ERR2:352650.697228	0	1	0	1
ERR2:352670.611238	0	1	0	1
ERR2:352690.691299	0	1	0	1
ERR2:352760.705593	0	1	0	1
ERR2:352770.639745	0	1	0	1
ERR2:352780.650979	0	1	0	1
ERR2:352850.731858	0	1	0	1
ERR2:352900.724715	0	1	0	1
ERR2:352930.655150	0	1	0	1
ERR2:352970.730265	0	1	0	1
ERR2:353010.619769	0	1	0	1
ERR2:353020.727821	0	1	0	1
ERR2:353030.600910	0	1	0	1
ERR2:353060.661927	0	1	0	1
ERR2:353070.644077	0	1	0	1
ERR2:353100.679342	0	1	0	1
ERR2:353150.671559	0	1	0	1
ERR2:353160.735033	0	1	0	1
ERR2:353190.623569	0	1	0	1
ERR2:353210.719871	0	1	0	1
ERR2:353250.659892	0	1	0	1
ERR2:353310.690794	0	1	0	1
ERR2:353340.610343	0	1	0	1
ERR2:353360.711717	0	1	0	1
ERR2:35340.724176	0	1	0	1
ERR2:353420.730455	0	1	0	1
ERR2:353470.640558	0	1	0	1
ERR2:353490.707069	0	1	0	1
ERR2:353520.650945	0	1	0	1
ERR2:353550.619785	0	1	0	1
ERR2:353590.677694	0	1	0	1
ERR2:353600.684728	0	1	0	1
ERR2:35360.695577	0	1	0	1
ERR2:353660.673875	0	1	0	1
ERR2:353680.658380	0	1	0	1
ERR2:353730.672638	0	1	0	1
ERR2:353760.706098	0	1	0	1
ERR2:353770.605633	0	1	0	1
ERR2:35380.726859	0	1	0	1
ERR2:353810.632452	0	1	0	1
ERR2:353820.609918	0	1	0	1
ERR2:353860.646792	0	1	0	1
ERR2:353880.673766	0	1	0	1
ERR2:353900.638865	0	1	0	1
ERR2:35400.691290	0	1	0	1
ERR2:354010.722280	0	1	0	1
ERR2:354030.626512	0	1	0	1
ERR2:354110.608634	0	1	0	1
ERR2:354170.720364	0	1	0	1
ERR2:354230.717801	0	1	0	1
ERR2:354240.637638	0	1	0	1
ERR2:354290.735526	0	1	0	1
ERR2:354320.652895	0	1	0	1
ERR2:354330.730917	0	1	0	1
ERR2:354350.628164	0	1	0	1
ERR2:354380.619363	0	1	0	1
ERR2:35440.685037	0	1	0	1
ERR2:354420.637328	0	1	0	1
ERR2:354460.634336	0	1	0	1
ERR2:354490.629202	0	1	0	1
ERR2:35450.727622	0	1	0	1
ERR2:354510.653916	0	1	0	1
ERR2:354600.662026	0	1	0	1
ERR2:354610.620736	0	1	0	1
ERR2:354670.628876	0	1	0	1
ERR2:354690.671005	0	1	0	1
ERR2:354720.608395	0	1	0	1
ERR2:354820.625136	0	1	0	1
ERR2:35490.602838	0	1	0	1
ERR2:3550.719452	0	1	0	1
ERR2:355050.661490	0	1	0	1
ERR2:355070.717174	0	1	0	1
ERR2:355120.614989	0	1	0	1
ERR2:355250.718478	0	1	0	1
ERR2:355270.657379	0	1	0	1
ERR2:35540.738688	0	1	0	1
ERR2:355420.625239	0	1	0	1
ERR2:355490.625710	0	1	0	1
ERR2:35550.724452	0	1	0	1
ERR2:355590.732101	0	1	0	1
ERR2:355660.730463	0	1	0	1
ERR2:355670.730694	0	1	0	1
ERR2:355690.706124	0	1	0	1
ERR2:35570.635031	0	1	0	1
ERR2:355730.744757	0	1	0	1
ERR2:355740.610490	0	1	0	1
ERR2:355770.677872	0	1	0	1
ERR2:355790.644940	0	1	0	1
ERR2:35580.689918	0	1	0	1
ERR2:355890.703181	0	1	0	1
ERR2:35590.705271	0	1	0	1
ERR2:355910.609220	0	1	0	1
ERR2:355920.724880	0	1	0	1
ERR2:355930.611077	0	1	0	1
ERR2:355980.602031	0	1	0	1
ERR2:3560.695334	0	1	0	1
ERR2:356020.642498	0	1	0	1
ERR2:356150.721349	0	1	0	1
ERR2:356170.713507	0	1	0	1
ERR2:356190.608746	0	1	0	1
ERR2:356220.630163	0	1	0	1
ERR2:356240.647516	0	1	0	1
ERR2:356250.710330	0	1	0	1
ERR2:356270.711802	0	1	0	1
ERR2:356280.719265	0	1	0	1
ERR2:356290.737195	0	1	0	1
ERR2:35630.666220	0	1	0	1
ERR2:356320.662852	0	1	0	1
ERR2:356390.629759	0	1	0	1
ERR2:356480.705902	0	1	0	1
ERR2:356510.708415	0	1	0	1
ERR2:356540.733124	0	1	0	1
ERR2:356550.725708	0	1	0	1
ERR2:356560.728682	0	1	0	1
ERR2:356580.698956	0	1	0	1
ERR2:356630.654445	0	1	0	1
ERR2:356710.728461	0	1	0	1
ERR2:356720.736649	0	1	0	1
ERR2:356750.688994	0	1	0	1
ERR2:35680.684367	0	1	0	1
ERR2:356830.702156	0	1	0	1
ERR2:356920.611921	0	1	0	1
ERR2:356950.636877	0	1	0	1
ERR2:35700.727323	0	1	0	1
ERR2:3570.722081	0	1	0	1
ERR2:357010.694604	0	1	0	1
ERR2:357070.727755	0	1	0	1
ERR2:35710.711406	0	1	0	1
ERR2:357120.734698	0	1	0	1
ERR2:357130.650455	0	1	0	1
ERR2:357200.622243	0	1	0	1
ERR2:357230.704011	0	1	0	1
ERR2:35730.714901	0	1	0	1
ERR2:357400.644659	0	1	0	1
ERR2:357420.705364	0	1	0	1
ERR2:357440.724651	0	1	0	1
ERR2:357490.664973	0	1	0	1
ERR2:357510.734862	0	1	0	1
ERR2:357520.721657	0	1	0	1
ERR2:357530.639440	0	1	0	1
ERR2:357560.616861	0	1	0	1
ERR2:357580.727701	0	1	0	1
ERR2:357600.727545	0	1	0	1
ERR2:357610.694954	0	1	0	1
ERR2:357630.689092	0	1	0	1
ERR2:35770.723963	0	1	0	1
ERR2:357750.720902	0	1	0	1
ERR2:357760.682315	0	1	0	1
ERR2:35780.712743	0	1	0	1
ERR2:357810.607248	0	1	0	1
ERR2:357820.632873	0	1	0	1
ERR2:357840.727600	0	1	0	1
ERR2:357850.737135	0	1	0	1
ERR2:357880.737736	0	1	0	1
ERR2:357890.709303	0	1	0	1
ERR2:357960.729870	0	1	0	1
ERR2:357990.703866	0	1	0	1
ERR2:358050.717558	0	1	0	1
ERR2:358060.615401	0	1	0	1
ERR2:358080.697261	0	1	0	1
ERR2:358090.714340	0	1	0	1
ERR2:358140.695036	0	1	0	1
ERR2:358170.740284	0	1	0	1
ERR2:358180.724173	0	1	0	1
ERR2:358190.622718	0	1	0	1
ERR2:358210.644253	0	1	0	1
ERR2:358240.723554	0	1	0	1
ERR2:358250.606272	0	1	0	1
ERR2:35830.699980	0	1	0	1
ERR2:358400.729227	0	1	0	1
ERR2:358440.718497	0	1	0	1
ERR2:358510.716132	0	1	0	1
ERR2:358670.716499	0	1	0	1
ERR2:358680.732515	0	1	0	1
ERR2:358690.627630	0	1	0	1
ERR2:35870.721335	0	1	0	1
ERR2:358820.720163	0	1	0	1
ERR2:358830.659630	0	1	0	1
ERR2:358870.650935	0	1	0	1
ERR2:358880.668920	0	1	0	1
ERR2:358890.717424	0	1	0	1
ERR2:358900.728937	0	1	0	1
ERR2:358920.672807	0	1	0	1
ERR2:358980.726700	0	1	0	1
ERR2:359000.628276	0	1	0	1
ERR2:359010.707257	0	1	0	1
ERR2:359030.724758	0	1	0	1
ERR2:359050.675683	0	1	0	1
ERR2:359080.703877	0	1	0	1
ERR2:359090.656890	0	1	0	1
ERR2:359100.736744	0	1	0	1
ERR2:359200.664658	0	1	0	1
ERR2:359260.709509	0	1	0	1
ERR2:359270.700453	0	1	0	1
ERR2:35930.719341	0	1	0	1
ERR2:359310.694493	0	1	0	1
ERR2:359330.629212	0	1	0	1
ERR2:359360.677288	0	1	0	1
ERR2:359410.637517	0	1	0	1
ERR2:359420.712829	0	1	0	1
ERR2:359440.724053	0	1	0	1
ERR2:359460.611095	0	1	0	1
ERR2:359470.684633	0	1	0	1
ERR2:359510.704314	0	1	0	1
ERR2:359520.713540	0	1	0	1
ERR2:359570.621103	0	1	0	1
ERR2:359580.672988	0	1	0	1
ERR2:359600.616105	0	1	0	1
ERR2:359610.732569	0	1	0	1
ERR2:359660.634431	0	1	0	1
ERR2:359670.738818	0	1	0	1
ERR2:359690.684148	0	1	0	1
ERR2:359740.736994	0	1	0	1
ERR2:359750.714238	0	1	0	1
ERR2:359790.727787	0	1	0	1
ERR2:35980.738474	0	1	0	1
ERR2:359860.648105	0	1	0	1
ERR2:359870.637831	0	1	0	1
ERR2:359890.641312	0	1	0	1
ERR2:35990.746173	0	1	0	1
ERR2:359910.607338	0	1	0	1
ERR2:359920.725129	0	1	0	1
ERR2:359970.639061	0	1	0	1
ERR2:360000.666983	0	1	0	1
ERR2:360030.713774	0	1	0	1
ERR2:360100.702037	0	1	0	1
ERR2:36010.612441	0	1	0	1
ERR2:360110.684986	0	1	0	1
ERR2:360130.691306	0	1	0	1
ERR2:360140.708256	0	1	0	1
ERR2:360200.600057	0	1	0	1
ERR2:36020.713266	0	1	0	1
ERR2:360210.672268	0	1	0	1
ERR2:360260.635811	0	1	0	1
ERR2:360290.711184	0	1	0	1
ERR2:36030.616547	0	1	0	1
ERR2:360310.686559	0	1	0	1
ERR2:360330.730511	0	1	0	1
ERR2:360390.675905	0	1	0	1
ERR2:360400.693762	0	1	0	1
ERR2:360440.701039	0	1	0	1
