amplicon	ERR0000001	ERR0000002	ERR0000003	total
ERR3:1093540.654713	0	0	1	1
ERR3:1093550.661106	0	0	1	1
ERR3:1093560.691213	0	0	1	1
ERR3:1093570.633226	0	0	1	1
ERR3:109360.691620	0	0	1	1
ERR3:1093620.712993	0	0	1	1
ERR3:1093630.705555	0	0	1	1
ERR3:1093640.718655	0	0	1	1
ERR3:1093680.605175	0	0	1	1
ERR3:1093700.709584	0	0	1	1
ERR3:109370.612225	0	0	1	1
ERR3:1093720.699917	0	0	1	1
ERR3:1093730.687012	0	0	1	1
ERR3:1093780.619163	0	0	1	1
ERR3:1093790.724703	0	0	1	1
ERR3:1093800.714239	0	0	1	1
ERR3:109380.618560	0	0	1	1
ERR3:1093810.720319	0	0	1	1
ERR3:1093850.723476	0	0	1	1
ERR3:1093860.670727	0	0	1	1
ERR3:1093900.705576	0	0	1	1
ERR3:1093920.705552	0	0	1	1
ERR3:1093940.706068	0	0	1	1
ERR3:1093950.604872	0	0	1	1
ERR3:1093980.702290	0	0	1	1
ERR3:1094000.669663	0	0	1	1
ERR3:109400.602720	0	0	1	1
ERR3:10940.691605	0	0	1	1
ERR3:1094010.709287	0	0	1	1
ERR3:1094020.687240	0	0	1	1
ERR3:1094030.724577	0	0	1	1
ERR3:1094040.636050	0	0	1	1
ERR3:1094050.666834	0	0	1	1
ERR3:1094070.632746	0	0	1	1
ERR3:1094080.645780	0	0	1	1
ERR3:1094100.666364	0	0	1	1
ERR3:109410.710917	0	0	1	1
ERR3:1094110.660988	0	0	1	1
ERR3:1094130.711528	0	0	1	1
ERR3:1094140.700064	0	0	1	1
ERR3:1094160.728119	0	0	1	1
ERR3:1094170.601148	0	0	1	1
ERR3:1094180.708596	0	0	1	1
ERR3:109420.634939	0	0	1	1
ERR3:1094220.689011	0	0	1	1
ERR3:1094230.693422	0	0	1	1
ERR3:1094240.621576	0	0	1	1
ERR3:1094310.711339	0	0	1	1
ERR3:1094320.704499	0	0	1	1
ERR3:1094330.664654	0	0	1	1
ERR3:1094340.676210	0	0	1	1
ERR3:1094360.606692	0	0	1	1
ERR3:1094370.639048	0	0	1	1
ERR3:1094380.704377	0	0	1	1
ERR3:1094390.707832	0	0	1	1
ERR3:109440.710830	0	0	1	1
ERR3:1094410.695732	0	0	1	1
ERR3:1094420.621409	0	0	1	1
ERR3:1094430.712959	0	0	1	1
ERR3:1094440.676509	0	0	1	1
ERR3:1094460.699384	0	0	1	1
ERR3:1094470.721570	0	0	1	1
ERR3:1094480.638038	0	0	1	1
ERR3:1094500.714950	0	0	1	1
ERR3:109450.635343	0	0	1	1
ERR3:1094520.729460	0	0	1	1
ERR3:1094530.737881	0	0	1	1
ERR3:1094540.686574	0	0	1	1
ERR3:1094560.712921	0	0	1	1
ERR3:1094580.731660	0	0	1	1
ERR3:109460.729733	0	0	1	1
ERR3:1094620.705208	0	0	1	1
ERR3:1094640.710917	0	0	1	1
ERR3:1094650.697648	0	0	1	1
ERR3:1094660.634730	0	0	1	1
ERR3:1094670.711039	0	0	1	1
ERR3:1094690.715449	0	0	1	1
ERR3:109470.695071	0	0	1	1
ERR3:1094720.619253	0	0	1	1
ERR3:1094730.697962	0	0	1	1
ERR3:1094740.607243	0	0	1	1
ERR3:1094750.673999	0	0	1	1
ERR3:1094770.703815	0	0	1	1
ERR3:1094780.662200	0	0	1	1
ERR3:1094790.651836	0	0	1	1
ERR3:1094800.716251	0	0	1	1
ERR3:1094820.673187	0	0	1	1
ERR3:1094830.640939	0	0	1	1
ERR3:1094840.708106	0	0	1	1
ERR3:1094880.614541	0	0	1	1
ERR3:1094890.725509	0	0	1	1
ERR3:109490.715862	0	0	1	1
ERR3:1094920.710383	0	0	1	1
ERR3:1094930.661958	0	0	1	1
ERR3:1094940.707623	0	0	1	1
ERR3:1094950.729969	0	0	1	1
ERR3:1094960.705319	0	0	1	1
ERR3:1094970.728986	0	0	1	1
ERR3:1094980.705865	0	0	1	1
ERR3:1094990.713886	0	0	1	1
ERR3:1095000.689288	0	0	1	1
ERR3:10950.701421	0	0	1	1
ERR3:1095010.663189	0	0	1	1
ERR3:1095050.700281	0	0	1	1
ERR3:1095060.625290	0	0	1	1
ERR3:1095070.683381	0	0	1	1
ERR3:1095080.616364	0	0	1	1
ERR3:1095090.711085	0	0	1	1
ERR3:1095100.627995	0	0	1	1
ERR3:1095110.726618	0	0	1	1
ERR3:1095120.717140	0	0	1	1
ERR3:1095130.600880	0	0	1	1
ERR3:1095140.684655	0	0	1	1
ERR3:1095150.706214	0	0	1	1
ERR3:1095190.664103	0	0	1	1
ERR3:1095210.727307	0	0	1	1
ERR3:1095220.733570	0	0	1	1
ERR3:1095250.689397	0	0	1	1
ERR3:1095270.706452	0	0	1	1
ERR3:1095290.690888	0	0	1	1
ERR3:1095300.710180	0	0	1	1
ERR3:1095310.705511	0	0	1	1
ERR3:1095320.714494	0	0	1	1
ERR3:1095330.694524	0	0	1	1
ERR3:1095340.667522	0	0	1	1
ERR3:1095350.652312	0	0	1	1
ERR3:1095380.627037	0	0	1	1
ERR3:109540.675184	0	0	1	1
ERR3:1095410.698539	0	0	1	1
ERR3:1095420.670452	0	0	1	1
ERR3:1095450.607647	0	0	1	1
ERR3:1095470.647348	0	0	1	1
ERR3:1095480.734330	0	0	1	1
ERR3:1095490.670400	0	0	1	1
ERR3:109550.734491	0	0	1	1
ERR3:1095540.694125	0	0	1	1
ERR3:1095560.717630	0	0	1	1
ERR3:1095570.724011	0	0	1	1
ERR3:1095600.701470	0	0	1	1
ERR3:109560.690267	0	0	1	1
ERR3:1095610.704320	0	0	1	1
ERR3:1095620.633838	0	0	1	1
ERR3:1095630.701477	0	0	1	1
ERR3:1095640.721997	0	0	1	1
ERR3:1095650.691639	0	0	1	1
ERR3:1095660.698247	0	0	1	1
ERR3:1095670.714964	0	0	1	1
ERR3:1095690.694669	0	0	1	1
ERR3:1095700.702505	0	0	1	1
ERR3:109570.717298	0	0	1	1
ERR3:1095730.698655	0	0	1	1
ERR3:1095740.645632	0	0	1	1
ERR3:1095750.657250	0	0	1	1
ERR3:1095780.711149	0	0	1	1
ERR3:1095800.711994	0	0	1	1
ERR3:1095810.707797	0	0	1	1
ERR3:1095820.709134	0	0	1	1
ERR3:1095880.677862	0	0	1	1
ERR3:1095890.628069	0	0	1	1
ERR3:1095900.709980	0	0	1	1
ERR3:1095910.719051	0	0	1	1
ERR3:1095930.620083	0	0	1	1
ERR3:1095950.663664	0	0	1	1
ERR3:1095970.710355	0	0	1	1
ERR3:1095990.712314	0	0	1	1
ERR3:1096000.715753	0	0	1	1
ERR3:109600.714139	0	0	1	1
ERR3:1096010.706662	0	0	1	1
ERR3:1096020.701080	0	0	1	1
ERR3:1096030.707526	0	0	1	1
ERR3:1096060.707174	0	0	1	1
ERR3:1096080.713765	0	0	1	1
ERR3:1096090.668928	0	0	1	1
ERR3:1096100.712184	0	0	1	1
ERR3:109610.711016	0	0	1	1
ERR3:1096110.709534	0	0	1	1
ERR3:1096120.732004	0	0	1	1
ERR3:1096130.716503	0	0	1	1
ERR3:1096170.685355	0	0	1	1
ERR3:1096190.686556	0	0	1	1
ERR3:1096200.715868	0	0	1	1
ERR3:1096210.714373	0	0	1	1
ERR3:1096220.714520	0	0	1	1
ERR3:1096230.667548	0	0	1	1
ERR3:1096250.645890	0	0	1	1
ERR3:1096270.704007	0	0	1	1
ERR3:1096280.643403	0	0	1	1
ERR3:1096330.733325	0	0	1	1
ERR3:1096340.708706	0	0	1	1
ERR3:1096350.695442	0	0	1	1
ERR3:1096370.677165	0	0	1	1
ERR3:1096380.711115	0	0	1	1
ERR3:1096390.652843	0	0	1	1
ERR3:109640.660837	0	0	1	1
ERR3:1096410.681942	0	0	1	1
ERR3:1096420.702932	0	0	1	1
ERR3:1096430.619509	0	0	1	1
ERR3:1096440.688092	0	0	1	1
ERR3:1096460.716972	0	0	1	1
ERR3:1096470.702821	0	0	1	1
ERR3:1096480.628195	0	0	1	1
ERR3:1096500.670622	0	0	1	1
ERR3:109650.715109	0	0	1	1
ERR3:1096520.620623	0	0	1	1
ERR3:1096540.695766	0	0	1	1
ERR3:1096550.628649	0	0	1	1
ERR3:1096570.709962	0	0	1	1
ERR3:1096580.700928	0	0	1	1
ERR3:1096590.730817	0	0	1	1
ERR3:1096600.613289	0	0	1	1
ERR3:109660.707128	0	0	1	1
ERR3:1096620.726690	0	0	1	1
ERR3:1096630.708571	0	0	1	1
ERR3:1096650.713927	0	0	1	1
ERR3:1096660.733781	0	0	1	1
ERR3:1096680.708193	0	0	1	1
ERR3:1096690.721239	0	0	1	1
ERR3:1096700.647096	0	0	1	1
ERR3:109670.697167	0	0	1	1
ERR3:1096710.704580	0	0	1	1
ERR3:1096740.699495	0	0	1	1
ERR3:1096750.621955	0	0	1	1
ERR3:1096760.695937	0	0	1	1
ERR3:1096770.704721	0	0	1	1
ERR3:1096790.727390	0	0	1	1
ERR3:1096800.663936	0	0	1	1
ERR3:109680.683982	0	0	1	1
ERR3:1096810.707856	0	0	1	1
ERR3:1096820.625460	0	0	1	1
ERR3:1096830.709612	0	0	1	1
ERR3:1096860.703660	0	0	1	1
ERR3:1096880.685757	0	0	1	1
ERR3:1096890.714027	0	0	1	1
ERR3:109690.719108	0	0	1	1
ERR3:1096910.686814	0	0	1	1
ERR3:1096930.650629	0	0	1	1
ERR3:1096970.718555	0	0	1	1
ERR3:1096980.717325	0	0	1	1
ERR3:1096990.687636	0	0	1	1
ERR3:1097000.619245	0	0	1	1
ERR3:109700.718118	0	0	1	1
ERR3:10970.676454	0	0	1	1
ERR3:1097010.686400	0	0	1	1
ERR3:1097020.709903	0	0	1	1
ERR3:1097040.683780	0	0	1	1
ERR3:1097050.744640	0	0	1	1
ERR3:1097070.727738	0	0	1	1
ERR3:1097090.648938	0	0	1	1
ERR3:109710.651693	0	0	1	1
ERR3:1097120.697949	0	0	1	1
ERR3:1097160.622058	0	0	1	1
ERR3:1097170.685402	0	0	1	1
ERR3:1097190.700280	0	0	1	1
ERR3:1097200.693592	0	0	1	1
ERR3:109720.671211	0	0	1	1
ERR3:1097220.709661	0	0	1	1
ERR3:1097230.706428	0	0	1	1
ERR3:1097250.716182	0	0	1	1
ERR3:1097260.686435	0	0	1	1
ERR3:1097270.716669	0	0	1	1
ERR3:1097300.729550	0	0	1	1
ERR3:1097310.704867	0	0	1	1
ERR3:1097330.714375	0	0	1	1
ERR3:1097380.658384	0	0	1	1
ERR3:1097400.716698	0	0	1	1
ERR3:109740.712860	0	0	1	1
ERR3:1097410.676518	0	0	1	1
ERR3:1097430.683186	0	0	1	1
ERR3:1097460.695641	0	0	1	1
ERR3:1097470.660176	0	0	1	1
ERR3:1097490.631540	0	0	1	1
ERR3:1097510.654329	0	0	1	1
ERR3:1097530.692501	0	0	1	1
ERR3:1097550.642172	0	0	1	1
ERR3:1097560.621311	0	0	1	1
ERR3:1097580.711934	0	0	1	1
ERR3:1097590.600611	0	0	1	1
ERR3:1097620.639732	0	0	1	1
ERR3:1097630.610520	0	0	1	1
ERR3:1097650.668000	0	0	1	1
ERR3:1097660.703034	0	0	1	1
ERR3:1097670.714946	0	0	1	1
ERR3:1097680.658463	0	0	1	1
ERR3:109770.718440	0	0	1	1
ERR3:1097720.715651	0	0	1	1
ERR3:1097730.704815	0	0	1	1
ERR3:1097740.704215	0	0	1	1
ERR3:1097750.709032	0	0	1	1
ERR3:1097790.694676	0	0	1	1
ERR3:109780.699595	0	0	1	1
ERR3:1097810.734886	0	0	1	1
ERR3:1097860.684554	0	0	1	1
ERR3:1097870.679073	0	0	1	1
ERR3:1097890.718132	0	0	1	1
ERR3:1097900.713685	0	0	1	1
ERR3:109790.705608	0	0	1	1
ERR3:1097910.652569	0	0	1	1
ERR3:1097940.645682	0	0	1	1
ERR3:1097960.688171	0	0	1	1
ERR3:1097970.678661	0	0	1	1
ERR3:1097980.706158	0	0	1	1
ERR3:1097990.676218	0	0	1	1
ERR3:10980.614384	0	0	1	1
ERR3:1098010.652891	0	0	1	1
ERR3:1098020.678894	0	0	1	1
ERR3:1098030.735679	0	0	1	1
ERR3:1098050.703011	0	0	1	1
ERR3:1098060.705064	0	0	1	1
ERR3:1098070.704644	0	0	1	1
ERR3:1098080.710211	0	0	1	1
ERR3:1098110.731255	0	0	1	1
ERR3:1098120.710738	0	0	1	1
ERR3:1098150.737681	0	0	1	1
ERR3:1098160.702393	0	0	1	1
ERR3:1098170.630367	0	0	1	1
ERR3:1098180.716391	0	0	1	1
ERR3:1098190.697303	0	0	1	1
ERR3:1098200.714455	0	0	1	1
ERR3:1098210.719519	0	0	1	1
ERR3:1098220.710278	0	0	1	1
ERR3:1098250.706023	0	0	1	1
ERR3:1098270.715752	0	0	1	1
ERR3:1098280.701661	0	0	1	1
ERR3:1098290.705964	0	0	1	1
ERR3:109830.630744	0	0	1	1
ERR3:1098320.713507	0	0	1	1
ERR3:1098340.700561	0	0	1	1
ERR3:1098400.679415	0	0	1	1
ERR3:1098420.673942	0	0	1	1
ERR3:1098430.702185	0	0	1	1
ERR3:1098440.655378	0	0	1	1
ERR3:1098490.711233	0	0	1	1
ERR3:109850.714259	0	0	1	1
ERR3:1098510.675528	0	0	1	1
ERR3:1098570.714000	0	0	1	1
ERR3:1098580.709413	0	0	1	1
ERR3:1098600.697725	0	0	1	1
ERR3:1098620.695749	0	0	1	1
ERR3:1098630.703884	0	0	1	1
ERR3:1098640.706574	0	0	1	1
ERR3:1098670.718704	0	0	1	1
ERR3:1098680.699413	0	0	1	1
ERR3:1098690.719595	0	0	1	1
ERR3:1098740.701088	0	0	1	1
ERR3:1098750.712654	0	0	1	1
ERR3:1098760.626646	0	0	1	1
ERR3:1098770.695539	0	0	1	1
ERR3:1098810.709898	0	0	1	1
ERR3:1098820.715251	0	0	1	1
ERR3:1098830.643934	0	0	1	1
ERR3:1098850.738869	0	0	1	1
ERR3:1098860.698341	0	0	1	1
ERR3:1098900.738895	0	0	1	1
ERR3:109890.634948	0	0	1	1
ERR3:1098910.706496	0	0	1	1
ERR3:1098950.702204	0	0	1	1
ERR3:1098970.701951	0	0	1	1
ERR3:1099000.678693	0	0	1	1
ERR3:10990.697637	0	0	1	1
ERR3:1099030.684327	0	0	1	1
ERR3:1099040.605943	0	0	1	1
ERR3:1099090.728206	0	0	1	1
ERR3:109910.686218	0	0	1	1
ERR3:1099130.642609	0	0	1	1
ERR3:1099140.732465	0	0	1	1
ERR3:1099170.690954	0	0	1	1
ERR3:1099180.664972	0	0	1	1
ERR3:1099200.695398	0	0	1	1
ERR3:1099210.638410	0	0	1	1
ERR3:1099220.706992	0	0	1	1
ERR3:1099230.724289	0	0	1	1
ERR3:1099250.719878	0	0	1	1
ERR3:1099260.624304	0	0	1	1
ERR3:1099270.725447	0	0	1	1
ERR3:1099280.685936	0	0	1	1
ERR3:1099290.622444	0	0	1	1
ERR3:1099300.703912	0	0	1	1
ERR3:1099310.677388	0	0	1	1
ERR3:1099320.703501	0	0	1	1
ERR3:1099340.708110	0	0	1	1
ERR3:1099360.703515	0	0	1	1
ERR3:1099370.659103	0	0	1	1
ERR3:1099420.687294	0	0	1	1
ERR3:1099440.726230	0	0	1	1
ERR3:1099450.667121	0	0	1	1
ERR3:1099460.617913	0	0	1	1
ERR3:1099470.711041	0	0	1	1
ERR3:1099480.620149	0	0	1	1
ERR3:1099500.667660	0	0	1	1
ERR3:109950.672835	0	0	1	1
ERR3:1099510.712753	0	0	1	1
ERR3:1099520.687062	0	0	1	1
ERR3:1099530.683498	0	0	1	1
ERR3:1099560.707938	0	0	1	1
ERR3:1099570.689152	0	0	1	1
ERR3:1099590.728479	0	0	1	1
ERR3:1099610.719100	0	0	1	1
ERR3:1099640.700883	0	0	1	1
ERR3:1099650.701784	0	0	1	1
ERR3:1099660.739614	0	0	1	1
ERR3:1099670.683459	0	0	1	1
ERR3:1099680.696349	0	0	1	1
ERR3:1099720.710725	0	0	1	1
ERR3:1099740.707959	0	0	1	1
ERR3:1099750.723702	0	0	1	1
ERR3:1099760.658393	0	0	1	1
ERR3:1099770.703148	0	0	1	1
ERR3:1099800.715708	0	0	1	1
ERR3:109980.729600	0	0	1	1
ERR3:1099810.653333	0	0	1	1
ERR3:1099820.630708	0	0	1	1
ERR3:1099830.715078	0	0	1	1
ERR3:1099840.711302	0	0	1	1
ERR3:1099850.706926	0	0	1	1
ERR3:1099880.692324	0	0	1	1
ERR3:1099900.697590	0	0	1	1
ERR3:1099910.701096	0	0	1	1
ERR3:1099930.704294	0	0	1	1
ERR3:1099950.721159	0	0	1	1
ERR3:1099960.715807	0	0	1	1
ERR3:1099990.666547	0	0	1	1
ERR3:1100000.714152	0	0	1	1
ERR3:110000.721261	0	0	1	1
ERR3:11000.713303	0	0	1	1
ERR3:1100.696462	0	0	1	1
ERR3:110.682185	0	0	1	1
ERR3:1100010.740080	0	0	1	1
ERR3:1100020.712664	0	0	1	1
ERR3:1100030.696825	0	0	1	1
ERR3:1100040.726518	0	0	1	1
ERR3:1100060.715518	0	0	1	1
ERR3:1100070.700949	0	0	1	1
ERR3:1100090.600337	0	0	1	1
ERR3:1100100.698110	0	0	1	1
ERR3:110010.695745	0	0	1	1
ERR3:1100110.670834	0	0	1	1
ERR3:1100130.717424	0	0	1	1
ERR3:1100140.739134	0	0	1	1
ERR3:1100160.711553	0	0	1	1
ERR3:1100170.718910	0	0	1	1
ERR3:1100180.715758	0	0	1	1
ERR3:1100200.711660	0	0	1	1
ERR3:1100230.705108	0	0	1	1
ERR3:1100240.631612	0	0	1	1
ERR3:1100250.685228	0	0	1	1
ERR3:1100260.654048	0	0	1	1
ERR3:1100280.707076	0	0	1	1
ERR3:1100290.698323	0	0	1	1
ERR3:110030.661229	0	0	1	1
ERR3:1100310.738875	0	0	1	1
ERR3:1100320.674797	0	0	1	1
ERR3:1100330.717441	0	0	1	1
ERR3:1100380.620584	0	0	1	1
ERR3:1100390.676587	0	0	1	1
ERR3:1100410.682269	0	0	1	1
ERR3:1100420.607552	0	0	1	1
ERR3:1100440.713537	0	0	1	1
ERR3:1100450.711222	0	0	1	1
ERR3:1100460.708245	0	0	1	1
ERR3:1100470.617306	0	0	1	1
ERR3:1100480.635477	0	0	1	1
ERR3:1100500.658354	0	0	1	1
ERR3:1100510.706179	0	0	1	1
ERR3:1100520.711172	0	0	1	1
ERR3:1100550.705954	0	0	1	1
ERR3:1100560.652019	0	0	1	1
ERR3:1100570.711745	0	0	1	1
ERR3:110060.717212	0	0	1	1
ERR3:1100610.655908	0	0	1	1
ERR3:1100620.726041	0	0	1	1
ERR3:1100680.703843	0	0	1	1
ERR3:1100690.723474	0	0	1	1
ERR3:1100700.714479	0	0	1	1
ERR3:1100720.715597	0	0	1	1
ERR3:1100730.704863	0	0	1	1
ERR3:1100740.656593	0	0	1	1
ERR3:1100750.699826	0	0	1	1
ERR3:1100770.661998	0	0	1	1
ERR3:1100780.701276	0	0	1	1
ERR3:1100800.704133	0	0	1	1
ERR3:110080.636738	0	0	1	1
ERR3:1100820.734919	0	0	1	1
ERR3:1100840.710629	0	0	1	1
ERR3:1100860.700764	0	0	1	1
ERR3:1100880.645745	0	0	1	1
ERR3:1100890.671513	0	0	1	1
ERR3:110090.714703	0	0	1	1
ERR3:1100910.686119	0	0	1	1
ERR3:1100940.699923	0	0	1	1
ERR3:1100950.715548	0	0	1	1
ERR3:1100970.713248	0	0	1	1
ERR3:1100980.710751	0	0	1	1
ERR3:110100.713459	0	0	1	1
ERR3:11010.644110	0	0	1	1
ERR3:1101010.737858	0	0	1	1
ERR3:1101030.695748	0	0	1	1
ERR3:1101060.695540	0	0	1	1
ERR3:1101080.628649	0	0	1	1
ERR3:1101090.721867	0	0	1	1
ERR3:1101130.693869	0	0	1	1
ERR3:1101140.718694	0	0	1	1
ERR3:1101150.712657	0	0	1	1
ERR3:1101160.703907	0	0	1	1
ERR3:1101170.626369	0	0	1	1
ERR3:1101180.713416	0	0	1	1
ERR3:1101200.616474	0	0	1	1
ERR3:110120.710752	0	0	1	1
ERR3:1101230.647649	0	0	1	1
ERR3:1101240.683246	0	0	1	1
ERR3:1101250.702631	0	0	1	1
ERR3:1101260.694521	0	0	1	1
ERR3:1101270.676441	0	0	1	1
ERR3:1101280.682787	0	0	1	1
ERR3:1101290.708058	0	0	1	1
ERR3:110130.608165	0	0	1	1
ERR3:1101310.702011	0	0	1	1
ERR3:1101320.665131	0	0	1	1
ERR3:1101330.686112	0	0	1	1
ERR3:1101340.703218	0	0	1	1
ERR3:1101370.709212	0	0	1	1
ERR3:1101380.678097	0	0	1	1
ERR3:1101390.693406	0	0	1	1
ERR3:1101400.713468	0	0	1	1
ERR3:110140.624518	0	0	1	1
ERR3:1101420.639849	0	0	1	1
ERR3:1101450.706501	0	0	1	1
ERR3:1101470.682606	0	0	1	1
ERR3:1101520.714226	0	0	1	1
ERR3:1101530.675549	0	0	1	1
ERR3:1101590.699646	0	0	1	1
ERR3:110160.672286	0	0	1	1
ERR3:1101620.721184	0	0	1	1
ERR3:1101630.702814	0	0	1	1
ERR3:1101650.739410	0	0	1	1
ERR3:1101670.663604	0	0	1	1
ERR3:1101680.665108	0	0	1	1
ERR3:1101690.737673	0	0	1	1
ERR3:1101700.670894	0	0	1	1
ERR3:1101730.728209	0	0	1	1
ERR3:1101740.668870	0	0	1	1
ERR3:1101750.734863	0	0	1	1
ERR3:1101770.708434	0	0	1	1
ERR3:1101790.740517	0	0	1	1
ERR3:1101820.706027	0	0	1	1
ERR3:1101830.683168	0	0	1	1
ERR3:1101850.654583	0	0	1	1
ERR3:1101870.658507	0	0	1	1
ERR3:1101880.707470	0	0	1	1
ERR3:1101890.712587	0	0	1	1
ERR3:110190.639944	0	0	1	1
ERR3:1101920.707991	0	0	1	1
ERR3:1101930.688921	0	0	1	1
ERR3:1101950.618496	0	0	1	1
ERR3:1101980.697867	0	0	1	1
ERR3:1101990.695460	0	0	1	1
ERR3:1102000.614685	0	0	1	1
ERR3:110200.706509	0	0	1	1
ERR3:11020.649848	0	0	1	1
ERR3:1102020.712225	0	0	1	1
ERR3:1102040.724676	0	0	1	1
ERR3:1102050.713360	0	0	1	1
ERR3:1102060.706230	0	0	1	1
ERR3:1102070.608157	0	0	1	1
ERR3:1102080.706418	0	0	1	1
ERR3:1102090.702709	0	0	1	1
ERR3:1102100.716278	0	0	1	1
ERR3:1102130.710341	0	0	1	1
ERR3:1102140.705469	0	0	1	1
ERR3:1102160.723061	0	0	1	1
ERR3:1102190.690147	0	0	1	1
ERR3:110220.637714	0	0	1	1
ERR3:1102210.679618	0	0	1	1
ERR3:1102220.647096	0	0	1	1
ERR3:1102230.624209	0	0	1	1
ERR3:1102260.708967	0	0	1	1
ERR3:1102270.659282	0	0	1	1
ERR3:1102290.714348	0	0	1	1
ERR3:110230.703483	0	0	1	1
ERR3:1102310.704869	0	0	1	1
ERR3:1102320.701561	0	0	1	1
ERR3:1102350.679660	0	0	1	1
ERR3:1102360.644998	0	0	1	1
ERR3:1102370.716452	0	0	1	1
ERR3:110240.642614	0	0	1	1
ERR3:1102410.658373	0	0	1	1
ERR3:1102430.673821	0	0	1	1
ERR3:1102440.685358	0	0	1	1
ERR3:1102490.724598	0	0	1	1
ERR3:1102500.701142	0	0	1	1
ERR3:110250.679141	0	0	1	1
ERR3:1102510.632705	0	0	1	1
ERR3:1102520.652769	0	0	1	1
ERR3:1102530.707758	0	0	1	1
ERR3:1102540.691227	0	0	1	1
ERR3:1102560.677731	0	0	1	1
ERR3:1102570.699780	0	0	1	1
ERR3:1102580.701773	0	0	1	1
ERR3:1102590.712338	0	0	1	1
ERR3:110260.647826	0	0	1	1
ERR3:1102610.713849	0	0	1	1
ERR3:1102630.646578	0	0	1	1
ERR3:1102640.708405	0	0	1	1
ERR3:1102670.696858	0	0	1	1
ERR3:1102690.686639	0	0	1	1
ERR3:1102700.691675	0	0	1	1
ERR3:1102710.703626	0	0	1	1
ERR3:1102720.616446	0	0	1	1
ERR3:1102750.722480	0	0	1	1
ERR3:1102760.697822	0	0	1	1
ERR3:1102770.726197	0	0	1	1
ERR3:1102790.683155	0	0	1	1
ERR3:1102800.687439	0	0	1	1
ERR3:1102830.728289	0	0	1	1
ERR3:1102840.636441	0	0	1	1
ERR3:1102860.718701	0	0	1	1
ERR3:1102890.708326	0	0	1	1
ERR3:1102900.719691	0	0	1	1
ERR3:1102910.703641	0	0	1	1
ERR3:1102940.710936	0	0	1	1
ERR3:1102950.713910	0	0	1	1
ERR3:1102970.720854	0	0	1	1
ERR3:110300.686199	0	0	1	1
ERR3:11030.711105	0	0	1	1
ERR3:1103010.704481	0	0	1	1
ERR3:1103020.703550	0	0	1	1
ERR3:1103030.729500	0	0	1	1
ERR3:1103040.717816	0	0	1	1
ERR3:1103060.685106	0	0	1	1
ERR3:1103070.711875	0	0	1	1
ERR3:1103080.683893	0	0	1	1
ERR3:1103090.684340	0	0	1	1
ERR3:1103100.605674	0	0	1	1
ERR3:110310.676655	0	0	1	1
ERR3:1103110.709319	0	0	1	1
ERR3:1103120.688419	0	0	1	1
ERR3:1103140.685521	0	0	1	1
ERR3:1103150.629127	0	0	1	1
ERR3:1103160.670589	0	0	1	1
ERR3:1103170.717607	0	0	1	1
ERR3:1103180.707804	0	0	1	1
ERR3:1103190.639656	0	0	1	1
ERR3:1103210.689137	0	0	1	1
ERR3:1103230.604196	0	0	1	1
ERR3:1103240.659692	0	0	1	1
ERR3:1103250.707744	0	0	1	1
ERR3:1103260.725693	0	0	1	1
ERR3:1103270.710143	0	0	1	1
ERR3:1103280.729324	0	0	1	1
ERR3:1103290.729092	0	0	1	1
ERR3:1103300.711508	0	0	1	1
ERR3:1103330.639567	0	0	1	1
ERR3:1103350.709890	0	0	1	1
ERR3:1103360.702890	0	0	1	1
ERR3:1103400.685203	0	0	1	1
ERR3:110340.717845	0	0	1	1
ERR3:1103430.707065	0	0	1	1
ERR3:1103440.688192	0	0	1	1
ERR3:1103470.670999	0	0	1	1
ERR3:1103480.728829	0	0	1	1
ERR3:1103490.647217	0	0	1	1
ERR3:1103510.644712	0	0	1	1
ERR3:1103520.697799	0	0	1	1
ERR3:1103530.737888	0	0	1	1
ERR3:1103540.708297	0	0	1	1
ERR3:1103580.752209	0	0	1	1
ERR3:1103600.711307	0	0	1	1
ERR3:1103610.714927	0	0	1	1
ERR3:1103620.671339	0	0	1	1
ERR3:1103630.712341	0	0	1	1
ERR3:1103640.704497	0	0	1	1
ERR3:1103660.637179	0	0	1	1
ERR3:1103700.634316	0	0	1	1
ERR3:110370.711565	0	0	1	1
ERR3:1103710.666049	0	0	1	1
ERR3:1103730.701404	0	0	1	1
ERR3:1103780.636946	0	0	1	1
ERR3:110380.644197	0	0	1	1
ERR3:1103810.648588	0	0	1	1
ERR3:1103820.671697	0	0	1	1
ERR3:1103830.721335	0	0	1	1
ERR3:1103840.697760	0	0	1	1
ERR3:1103850.620709	0	0	1	1
ERR3:1103870.680385	0	0	1	1
ERR3:1103880.722712	0	0	1	1
ERR3:1103890.702721	0	0	1	1
ERR3:1103900.731034	0	0	1	1
ERR3:110390.706845	0	0	1	1
ERR3:1103920.715394	0	0	1	1
ERR3:1103930.680280	0	0	1	1
ERR3:1103940.729525	0	0	1	1
ERR3:1103970.644036	0	0	1	1
ERR3:1104000.695079	0	0	1	1
ERR3:1104020.711431	0	0	1	1
ERR3:1104030.630342	0	0	1	1
ERR3:1104040.713381	0	0	1	1
ERR3:1104050.687376	0	0	1	1
ERR3:1104060.633831	0	0	1	1
ERR3:1104070.722093	0	0	1	1
ERR3:1104080.744142	0	0	1	1
ERR3:1104120.647757	0	0	1	1
ERR3:1104130.644077	0	0	1	1
ERR3:1104150.718044	0	0	1	1
