name	LWR	fract	aLWR	afract	taxopath
Query695	0.3827	0.7754	0.4822	0.977	Eukaryota
Query4278	0.8991	0.9193	0.8991	0.9193	Eukaryota;Oomycota;Oomycota
Query5075	0.4269	0.5641	0.7353	0.9717	Eukaryota
Query4699	0.7188	0.9639	0.7188	0.9639	Eukaryota;Evosea;Eumycetozoa;Physariida
Query3462	0.5	1	0.5	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;unclassified_Rickettsiales;unclassified_Rickettsiales
Query5008	0.2877	0.493	0.2877	0.493	Eukaryota;Evosea;Eumycetozoa;Physariida
Query255	0.726	0.7679	0.9333	0.9872	Eukaryota
Query2902	0.3417	0.3418	0.9995	0.9998	Eukaryota
Query1059	0.3213	0.3213	0.6845	0.6845	Eukaryota;Euglenozoa;Euglenida
Query1070	0.7473	0.7473	0.9995	0.9995	Eukaryota;Euglenozoa;Euglenida
Query2500	0.5452	0.5456	0.5452	0.5456	Eukaryota;Chrysophyceae;Chrysophyceae;Hibberdiales;Hibberdiaceae;Hibberdia;Hibberdia_magna
Query785	0.3507	0.8962	0.3507	0.8962	Archaea;Euryarchaeota;Stenosarchaea_group;Methanomicrobia;Methanosarcinales;Candidatus_Methanoperedenaceae;Candidatus_Methanoperedens
Query1003	0.7362	0.7413	0.9221	0.9286	Eukaryota
Query1998	0.7526	0.7526	0.7526	0.7526	Eukaryota;Euglenozoa;Euglenida;Euglenales
Query3742	0.7035	0.7035	1	1	Bacteria;Proteobacteria;Alphaproteobacteria
Query2358	0.5977	0.5999	0.5977	0.5999	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Caedimonadaceae;Caedimonadaceae
Query3963	0.7094	0.7094	0.9952	0.9952	Bacteria;Proteobacteria;Alphaproteobacteria
Query2417	0.6741	0.6741	0.9846	0.9846	Eukaryota
Query1376	0.6335	0.6335	0.9542	0.9542	Eukaryota
Query128	0.9632	0.9767	0.9633	0.9768	Eukaryota
Query547	0.5669	0.5715	0.5669	0.5715	Eukaryota;Haptista;Haptophyta;Phaeocystales;Phaeocystaceae;Phaeocystis
Query1921	0.3601	0.533	0.3601	0.533	Eukaryota;Euglenozoa;Euglenida
Query1487	0.1584	0.8324	0.1584	0.8324	Eukaryota;Evosea;Variosea
Query4110	0.5783	0.5783	0.5783	0.5783	Eukaryota;Euglenozoa;Euglenida
Query3575	0.477	0.4775	0.9988	1	Eukaryota
