amplicon	ERR3460466	total
ERR3460466:185190.666015	6	6
ERR3460466:5280.639954	6	6
ERR3460466:56110.607115	6	6
ERR3460466:108390.610611	5	5
ERR3460466:15540.613462	5	5
ERR3460466:213720.602551	5	5
ERR3460466:442190.602980	5	5
ERR3460466:55170.607281	5	5
ERR3460466:62310.630793	5	5
ERR3460466:85690.624813	5	5
ERR3460466:10410.619359	4	4
ERR3460466:125070.602618	4	4
ERR3460466:132320.614151	4	4
ERR3460466:142120.652319	4	4
ERR3460466:143800.612059	4	4
ERR3460466:159050.620581	4	4
ERR3460466:187570.659800	4	4
ERR3460466:205230.600645	4	4
ERR3460466:250830.617036	4	4
ERR3460466:262990.602229	4	4
ERR3460466:279200.634014	4	4
ERR3460466:281090.646852	4	4
ERR3460466:306930.624081	4	4
ERR3460466:323350.639978	4	4
ERR3460466:46010.609504	4	4
ERR3460466:47580.620852	4	4
ERR3460466:546970.609334	4	4
ERR3460466:101490.626743	3	3
ERR3460466:107060.603090	3	3
ERR3460466:110840.611215	3	3
ERR3460466:1199070.639982	3	3
ERR3460466:120600.664196	3	3
ERR3460466:122930.608072	3	3
ERR3460466:126770.610973	3	3
ERR3460466:127650.628513	3	3
ERR3460466:127730.615380	3	3
ERR3460466:128030.634858	3	3
ERR3460466:142980.627567	3	3
ERR3460466:143480.612057	3	3
ERR3460466:146690.609240	3	3
ERR3460466:149650.651427	3	3
ERR3460466:15400.630505	3	3
ERR3460466:1580.635149	3	3
ERR3460466:162590.637986	3	3
ERR3460466:164800.608390	3	3
ERR3460466:179450.622155	3	3
ERR3460466:180120.610501	3	3
ERR3460466:193780.604994	3	3
ERR3460466:200120.665898	3	3
ERR3460466:210320.643532	3	3
ERR3460466:210510.616588	3	3
ERR3460466:213050.635069	3	3
ERR3460466:215500.616760	3	3
ERR3460466:219130.617483	3	3
ERR3460466:221230.604435	3	3
ERR3460466:240400.641574	3	3
ERR3460466:256420.617033	3	3
ERR3460466:263710.653636	3	3
ERR3460466:264410.613983	3	3
ERR3460466:274140.634501	3	3
ERR3460466:27560.629583	3	3
ERR3460466:284900.610485	3	3
ERR3460466:288830.687248	3	3
ERR3460466:29460.631918	3	3
ERR3460466:318490.608822	3	3
ERR3460466:322380.608707	3	3
ERR3460466:322600.626385	3	3
ERR3460466:34430.601145	3	3
ERR3460466:362880.614091	3	3
ERR3460466:387700.610588	3	3
ERR3460466:41190.606706	3	3
ERR3460466:41690.665762	3	3
ERR3460466:42780.616345	3	3
ERR3460466:437520.639763	3	3
ERR3460466:454590.619033	3	3
ERR3460466:455400.610143	3	3
ERR3460466:480680.607728	3	3
ERR3460466:493070.602571	3	3
ERR3460466:523310.604914	3	3
ERR3460466:52430.657461	3	3
ERR3460466:533140.613857	3	3
ERR3460466:533820.653846	3	3
ERR3460466:544270.647218	3	3
ERR3460466:54430.612536	3	3
ERR3460466:546650.608544	3	3
ERR3460466:611310.621448	3	3
