amplicon	linearized.dereplicate_ERR3460467.merged.fastq	total
ERR3460467:::12668:0:0:0:0.624605	6	6
ERR3460467:::16547:0:0:0:0.615535	5	5
ERR3460467:::19263:0:0:0:0.635316	5	5
ERR3460467:::12303:0:0:0:0.611599	4	4
ERR3460467:::168048:0:0:0:0.628425	4	4
ERR3460467:::17772:0:0:0:0.659025	4	4
ERR3460467:::1810:0:0:0:0.628767	4	4
ERR3460467:::25283:0:0:0:0.614598	4	4
ERR3460467:::25337:0:0:0:0.645193	4	4
ERR3460467:::31437:0:0:0:0.617210	4	4
ERR3460467:::32737:0:0:0:0.643516	4	4
ERR3460467:::44495:0:0:0:0.625981	4	4
ERR3460467:::60348:0:0:0:0.602805	4	4
ERR3460467:::9620:0:0:0:0.656688	4	4
ERR3460467:::102606:0:0:0:0.609679	3	3
ERR3460467:::10284:0:0:0:0.640397	3	3
ERR3460467:::109973:0:0:0:0.628406	3	3
ERR3460467:::111168:0:0:0:0.618462	3	3
ERR3460467:::114937:0:0:0:0.636507	3	3
ERR3460467:::11816:0:0:0:0.606460	3	3
ERR3460467:::12609:0:0:0:0.611459	3	3
ERR3460467:::126471:0:0:0:0.613141	3	3
ERR3460467:::13734:0:0:0:0.636161	3	3
ERR3460467:::142112:0:0:0:0.665648	3	3
ERR3460467:::150244:0:0:0:0.652102	3	3
ERR3460467:::15065:0:0:0:0.629313	3	3
ERR3460467:::1570:0:0:0:0.611780	3	3
ERR3460467:::16466:0:0:0:0.602121	3	3
ERR3460467:::168407:0:0:0:0.649056	3	3
ERR3460467:::172585:0:0:0:0.630915	3	3
ERR3460467:::174076:0:0:0:0.652207	3	3
ERR3460467:::19402:0:0:0:0.607514	3	3
ERR3460467:::19648:0:0:0:0.602895	3	3
ERR3460467:::206118:0:0:0:0.601894	3	3
ERR3460467:::2146:0:0:0:0.670289	3	3
ERR3460467:::22412:0:0:0:0.613255	3	3
ERR3460467:::23139:0:0:0:0.619992	3	3
ERR3460467:::25267:0:0:0:0.618130	3	3
ERR3460467:::27046:0:0:0:0.630919	3	3
ERR3460467:::2776:0:0:0:0.638953	3	3
ERR3460467:::27852:0:0:0:0.641965	3	3
ERR3460467:::30030:0:0:0:0.624202	3	3
ERR3460467:::32112:0:0:0:0.606833	3	3
ERR3460467:::33632:0:0:0:0.633891	3	3
ERR3460467:::3480:0:0:0:0.640696	3	3
ERR3460467:::34842:0:0:0:0.649964	3	3
ERR3460467:::36171:0:0:0:0.639520	3	3
ERR3460467:::36849:0:0:0:0.603849	3	3
ERR3460467:::36960:0:0:0:0.632261	3	3
ERR3460467:::38924:0:0:0:0.607756	3	3
ERR3460467:::39376:0:0:0:0.631561	3	3
ERR3460467:::39878:0:0:0:0.604403	3	3
ERR3460467:::40255:0:0:0:0.649203	3	3
ERR3460467:::49410:0:0:0:0.606565	3	3
ERR3460467:::50520:0:0:0:0.603326	3	3
ERR3460467:::5126:0:0:0:0.650537	3	3
ERR3460467:::51920:0:0:0:0.610034	3	3
ERR3460467:::53568:0:0:0:0.634876	3	3
ERR3460467:::55187:0:0:0:0.616258	3	3
ERR3460467:::58737:0:0:0:0.604728	3	3
ERR3460467:::59240:0:0:0:0.628933	3	3
ERR3460467:::61695:0:0:0:0.605221	3	3
ERR3460467:::66453:0:0:0:0.617637	3	3
ERR3460467:::66994:0:0:0:0.641723	3	3
ERR3460467:::7280:0:0:0:0.665965	3	3
ERR3460467:::73531:0:0:0:0.614357	3	3
ERR3460467:::8823:0:0:0:0.620142	3	3
ERR3460467:::91087:0:0:0:0.617426	3	3
ERR3460467:::98051:0:0:0:0.625937	3	3
ERR3460467:::98688:0:0:0:0.621422	3	3
ERR3460467:::99128:0:0:0:0.622064	3	3
ERR3460467:::100360:0:0:0:0.613806	2	2
ERR3460467:::100473:0:0:0:0.623631	2	2
ERR3460467:::10199:0:0:0:0.638720	2	2
ERR3460467:::102060:0:0:0:0.602241	2	2
ERR3460467:::102204:0:0:0:0.610840	2	2
ERR3460467:::102331:0:0:0:0.607953	2	2
ERR3460467:::102884:0:0:0:0.603303	2	2
ERR3460467:::105640:0:0:0:0.605971	2	2
ERR3460467:::10724:0:0:0:0.603461	2	2
ERR3460467:::109599:0:0:0:0.604472	2	2
ERR3460467:::109646:0:0:0:0.634739	2	2
ERR3460467:::109838:0:0:0:0.607853	2	2
ERR3460467:::110313:0:0:0:0.624209	2	2
ERR3460467:::1106:0:0:0:0.618599	2	2
ERR3460467:::111974:0:0:0:0.614406	2	2
ERR3460467:::112194:0:0:0:0.600378	2	2
ERR3460467:::112539:0:0:0:0.602607	2	2
ERR3460467:::112661:0:0:0:0.639637	2	2
ERR3460467:::114108:0:0:0:0.600693	2	2
ERR3460467:::114247:0:0:0:0.606258	2	2
ERR3460467:::115528:0:0:0:0.606279	2	2
ERR3460467:::11731:0:0:0:0.610193	2	2
ERR3460467:::117415:0:0:0:0.611718	2	2
ERR3460467:::117569:0:0:0:0.632324	2	2
ERR3460467:::117705:0:0:0:0.608192	2	2
ERR3460467:::118866:0:0:0:0.631806	2	2
ERR3460467:::11888:0:0:0:0.631256	2	2
