OTU	ERR3460467	classification
ERR3460467:1432220.635225	12	Eukaryota;Porifera;Demospongiae;Haplosclerida;Lubomirskiidae;Rezinkovia;Rezinkovia echinata
ERR3460467:1023720.619295	11	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Psarocheilosia;Psarocheilosia djakonovi
ERR3460467:1072660.623878	11	Eukaryota;Arthropoda;Arachnida;Scorpiones;Diplocentridae;Bioculus;Bioculus caboensis
ERR3460467:1141730.633110	11	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Cassiopeidae;Cassiopea;Cassiopea xamachana
ERR3460467:1450210.605370	9	Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Ithysia;Ithysia pravata
ERR3460467:1201540.605570	8	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Laeops;Laeops lanceolata
ERR3460467:1290100.644017	7	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion cuvieri
ERR3460467:1463320.601794	7	Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Campanularia;Campanularia hincksii
ERR3460467:1998820.604589	7	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Atrapsalta (nomen nudum);Atrapsalta corticina (nomen nudum)
ERR3460467:1553540.607378	6	Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Obelia;Obelia dichotoma
ERR3460467:1049030.604840	5	Eukaryota;Mollusca;Gastropoda;Gastropteridae;Sagaminopteron;Sagaminopteron nigropunctatus
ERR3460467:129850.628606	5	Eukaryota;Chordata;Actinopteri;Lophiiformes;Brachionichthyidae;Brachionichthys;Brachionichthys hirsutus
ERR3460467:2358270.621276	5	Eukaryota;Chordata;Ascidiacea;Enterogona;Ascidiidae;Ascidiella;Ascidiella aspersa
ERR3460467:106580.620610	4	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Acartiidae;Acartia;Acartia clausii
ERR3460467:1225420.615072	4	Eukaryota;Chordata;Amphibia;Anura;Dicroglossidae;Limnonectes;Limnonectes fujianensis
ERR3460467:1435490.626049	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Stylasteridae;Distichopora;Distichopora violacea
ERR3460467:1453190.637236	4	Eukaryota;Arthropoda;Pycnogonida;Pantopoda;Ammotheidae;Achelia;Achelia bituberculata
ERR3460467:1566240.625476	4	Eukaryota;Arthropoda;Insecta;Coleoptera;Buprestidae;Trachykele;Trachykele blondeli
ERR3460467:175700.613482	4	Eukaryota;Chordata;Amphibia;Gymnophiona;Dermophiidae;Schistometopum;Schistometopum thomense
ERR3460467:182070.625855	4	Eukaryota;Mollusca;Bivalvia;Ostreoida;Ostreidae;Ostrea;Ostrea lurida
ERR3460467:2013190.626003	4	Eukaryota;Chordata;Aves;Passeriformes;Turdidae;Turdus;Turdus nigriceps
ERR3460467:2250390.619230	4	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
ERR3460467:1175150.602076	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta herveyensis (nomen nudum)
ERR3460467:1186330.620757	3	Eukaryota;Chordata;Amphibia;Gymnophiona;Typhlonectidae;Typhlonectes;Typhlonectes natans
ERR3460467:1189510.615413	3	Eukaryota;Nematoda;Chromadorea;Rhabditida;Molineidae;Nematodirus;Nematodirus oiratianus
ERR3460467:127020.632622	3	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Cuninidae;Solmissus;Solmissus incisa
ERR3460467:130560.624347	3	Eukaryota;Arthropoda;Insecta;Neuroptera;Ascalaphidae;Ascaloptynx;Ascaloptynx appendiculatus
ERR3460467:1591830.616546	3	Eukaryota;Chordata;Mammalia;Rodentia;Heteromyidae;Microdipodops;Microdipodops pallidus
ERR3460467:1783280.638345	3	Eukaryota;Chordata;Aves;Passeriformes;Icteridae;Gymnomystax;Gymnomystax mexicanus
ERR3460467:1801730.620037	3	Eukaryota;Chordata;Actinopteri;Lophiiformes;Brachionichthyidae;Brachionichthys;Brachionichthys hirsutus
ERR3460467:1812360.601148	3	Eukaryota;Nemertea;Palaeonemertea;Cephalothricidae;Cephalothrix;Cephalothrix fasciculus
ERR3460467:1915120.672139	3	Eukaryota;Arthropoda;Arachnida;Astigmata;Psoroptoididae;Pandalura;Pandalura strigisoti
ERR3460467:193950.605380	3	Eukaryota;Chordata;Lepidosireniformes;Lepidosirenidae;Lepidosiren;Lepidosiren paradoxa
ERR3460467:2193640.612386	3	Eukaryota;Mollusca;Bivalvia;Pterioida;Pinnidae;Pinna;Pinna nobilis
ERR3460467:2268260.604555	3	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
ERR3460467:24850.633985	3	Eukaryota;Arthropoda;Insecta;Diptera;Mycetophilidae;Rymosia;Rymosia fasciata
