OTU	ERR0000001	classification
ERR1:16020.727623	13	Eukaryota;Arthropoda;Insecta;Hymenoptera;Megachilidae;Osmia;Osmia melanocephala
ERR1:293050.631983	13	Eukaryota;Arthropoda;Insecta;Hemiptera;Mesoveliidae;Mesovelia;Mesovelia amoena
ERR1:107520.705475	11	Eukaryota;Arthropoda;Insecta;Diptera;Tachinidae;Tachina;Tachina flavosquama
ERR1:110380.638047	11	Eukaryota;Cnidaria;Multivalvulida;Kudoidae;Kudoa;Kudoa hexapunctata
ERR1:115540.625345	11	Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Hemieleotris;Hemieleotris latifasciatus
ERR1:117140.609367	11	Eukaryota;Echinodermata;Ophiuroidea;Euryalida;Gorgonocephalidae;Astrospartus;Astrospartus mediterraneus
ERR1:117650.655030	11	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Popplepsalta (nomen nudum);Popplepsalta aeroides (nomen nudum)
ERR1:121720.683932	11	Eukaryota;Chordata;Mammalia;Bovidae;Raphicerus;Raphicerus campestris
ERR1:15990.619729	11	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Oberea;Oberea hebescens
ERR1:164570.629672	11	Eukaryota;Arthropoda;Insecta;Diptera;Muscidae;Neomyia;Neomyia gavisa
ERR1:204920.616844	11	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta infrasila
ERR1:226990.647874	11	Eukaryota;Arthropoda;Insecta;Hemiptera;Aphelocheiridae;Aphelocheirus;Aphelocheirus ellipsoideus
ERR1:319430.622544	11	Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiuridae;Ophiura;Ophiura lutkeni
ERR1:63190.655753	11	Eukaryota;Chordata;Actinopteri;Pomacanthidae;Genicanthus;Genicanthus semifasciatus
ERR1:103650.713075	10	Eukaryota;Mollusca;Bivalvia;Veneroida;Cardiidae;Acanthocardia;Acanthocardia tuberculata
ERR1:103840.611756	10	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Mimathyma;Mimathyma ambica
ERR1:107650.721974	10	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR1:108350.704186	10	Eukaryota;Chordata;Amphibia;Anura;Arthroleptidae;Cardioglossa;Cardioglossa leucomystax
ERR1:11840.637860	10	Eukaryota;Mollusca;Bivalvia;Arcoida;Arcidae;Asperarca;Asperarca secreta
ERR1:137040.646290	10	Eukaryota;Chordata;Amphibia;Anura;Hyperoliidae;Hyperolius;Hyperolius ocellatus
ERR1:155270.694591	10	Eukaryota;Arthropoda;Insecta;Mantodea;Amorphoscelidae;Cliomantis;Cliomantis obscura
ERR1:155700.622918	10	Eukaryota;Platyhelminthes;Cestoda;Litobothriidea;Litobothriidae;Litobothrium;Litobothrium nickoli
ERR1:158110.671435	10	Eukaryota;Cnidaria;Hydrozoa;Limnomedusae;Olindiasidae;Cubaia;Cubaia aphrodite
ERR1:16210.660577	10	Eukaryota;Arthropoda;Insecta;Phthiraptera;Hoplopleuridae;Hoplopleura;Hoplopleura akanezumi
ERR1:166850.622614	10	Eukaryota;Chordata;Mammalia;Rodentia;Dipodidae;Jaculus;Jaculus jaculus
ERR1:189110.712572	10	Eukaryota;Arthropoda;Insecta;Hemiptera;Miridae;Adelphocoris;Adelphocoris nigritylus
ERR1:204040.718754	10	Eukaryota;Nematoda;Chromadorea;Ascaridida;Cucullanidae;Cucullanus;Cucullanus robustus
ERR1:284590.636632	10	Eukaryota;Arthropoda;Insecta;Hymenoptera;Halictidae;Lasioglossum;Lasioglossum convexum
ERR1:292190.639931	10	Eukaryota;Arthropoda;Insecta;Coleoptera;Dytiscidae;Agabus;Agabus bicolor
ERR1:315610.637627	10	Eukaryota;Arthropoda;Insecta;Siphonaptera;Ctenophthalmidae;Neopsylla;Neopsylla sellaris
ERR1:319030.718163	10	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Alcyoniidae;Complexum;Complexum pusillum
ERR1:365340.667842	10	Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Spermophagus;Spermophagus shamszadehi
ERR1:102180.631991	9	Eukaryota;Arthropoda;Insecta;Hemiptera;Anthocoridae;Anthocoris;Anthocoris dividens
ERR1:105960.651139	9	Eukaryota;Arthropoda;Insecta;Lepidoptera;Papilionidae;Papilio;Papilio epiphorbas
ERR1:110200.631590	9	Eukaryota;Chordata;Aves;Passeriformes;Sturnidae;Spreo;Spreo bicolor
ERR1:137210.693900	9	Eukaryota;Bryozoa;Gymnolaemata;Ctenostomatida;Alcyonidiidae;Alcyonidium;Alcyonidium mamillatum
ERR1:141640.667453	9	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Eurycercidae;Eurycercus;Eurycercus lamellatus
ERR1:15850.662341	9	Eukaryota;Chordata;Squamata;Viperidae;Ovophis;Ovophis okinavensis
ERR1:179900.662956	9	Eukaryota;Arthropoda;Insecta;Diptera;Calliphoridae;Calliphora;Calliphora pattoni
ERR1:185500.701326	9	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Acraea;Acraea oberthueri
ERR1:207430.715965	9	Eukaryota;Mollusca;Bivalvia;Pectinoida;Pectinidae;Mimachlamys;Mimachlamys senatoria
ERR1:218290.707210	9	Eukaryota;Arthropoda;Insecta;Coleoptera;Buprestidae;Torresita;Torresita cuprifera
ERR1:224550.654065	9	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:331670.698653	9	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Hyalenna;Hyalenna buckleyi
ERR1:10030.692571	8	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Alcyoniidae;Complexum;Complexum pusillum
ERR1:104960.691048	8	Eukaryota;Arthropoda;Malacostraca;Decapoda;Portunidae;Charybdis;Charybdis hongkongensis
ERR1:108760.707141	8	Eukaryota;Chordata;Actinopteri;Siluriformes;Amblycipitidae;Liobagrus;Liobagrus kingi
ERR1:113610.718795	8	Eukaryota;Arthropoda;Insecta;Lepidoptera;Crambidae;Eudonia;Eudonia angustea
ERR1:119180.619472	8	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Ablabesmyia;Ablabesmyia monilis
ERR1:122180.693839	8	Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Sphenophorus;Sphenophorus incurrens
ERR1:12250.673170	8	Eukaryota;Chordata;Squamata;Dipsadidae;Hypsiglena;Hypsiglena jani
ERR1:128320.719138	8	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus americanus
ERR1:132020.628923	8	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Sarcophaga;Sarcophaga pumila
ERR1:133640.692303	8	Eukaryota;Arthropoda;Insecta;Coleoptera;Cantharidae;Malthodes;Malthodes mysticus
ERR1:14040.723792	8	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:157330.663639	8	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Sarcophaga;Sarcophaga proxima
ERR1:16860.697650	8	Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Chlorophanus;Chlorophanus sibiricus
ERR1:171130.610260	8	Eukaryota;Arthropoda;Arachnida;Trombiculidae;Leptotrombidium;Leptotrombidium akamushi
ERR1:208580.696711	8	Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Poeciliidae;Poecilia;Poecilia formosa
ERR1:24530.681304	8	Eukaryota;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus distinguendus
ERR1:25120.734290	8	Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Anomala;Anomala balzapambae
ERR1:25530.726921	8	Eukaryota;Arthropoda;Insecta;Orthoptera;Tetrigidae;Alulatettix;Alulatettix yunnanensis
ERR1:342750.620219	8	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus commutatus
ERR1:391750.742891	8	Eukaryota;Mollusca;Bivalvia;Pholadomyoida;Laternulidae;Laternula;Laternula elliptica
ERR1:103170.707999	7	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Ablabesmyia;Ablabesmyia aspera
ERR1:103190.613346	7	Eukaryota;Mollusca;Gastropoda;Epitoniidae;Cirsotrema;Cirsotrema multiperforata
ERR1:103260.632214	7	Eukaryota;Chordata;Squamata;Viperidae;Protobothrops;Protobothrops cornutus
ERR1:110610.740131	7	Eukaryota;Chordata;Mammalia;Cervidae;Rucervus;Rucervus duvaucelii
ERR1:11100.737038	7	Eukaryota;Arthropoda;Malacostraca;Decapoda;Cambaridae;Orconectes;Orconectes sloanii
ERR1:116980.621795	7	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Lista;Lista haraldusalis
ERR1:120070.680979	7	Eukaryota;Chordata;Actinopteri;Galaxiiformes;Galaxiidae;Galaxias;Galaxias gollumoides
ERR1:124510.653037	7	Eukaryota;Arthropoda;Insecta;Mantodea;Tarachodidae;Dysaules;Dysaules longicollis
ERR1:125280.617190	7	Eukaryota;Chordata;Mammalia;Cetacea;Delphinidae;Lagenorhynchus;Lagenorhynchus australis
ERR1:13310.608227	7	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Ablabesmyia;Ablabesmyia aspera
ERR1:142390.690017	7	Eukaryota;Arthropoda;Insecta;Lepidoptera;Tortricidae;Aphelia;Aphelia unitana
ERR1:148930.712708	7	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Ablabesmyia;Ablabesmyia monilis
ERR1:187860.659913	7	Eukaryota;Chordata;Squamata;Gerrhopilidae;Gerrhopilus;Gerrhopilus mirus
ERR1:235520.635273	7	Eukaryota;Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;Anguilla mossambica
ERR1:238310.630133	7	Eukaryota;Arthropoda;Insecta;Coleoptera;Dytiscidae;Prodaticus;Prodaticus philippensis
ERR1:244520.626399	7	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Westracystis;Westracystis lissus
ERR1:294350.715395	7	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Eurycercidae;Eurycercus;Eurycercus lamellatus
ERR1:34650.709456	7	Eukaryota;Cnidaria;Multivalvulida;Kudoidae;Kudoa;Kudoa hexapunctata
ERR1:443250.630239	7	Eukaryota;Chordata;Squamata;Leptotyphlopidae;Rena;Rena humilis
ERR1:103790.655525	6	Eukaryota;Arthropoda;Insecta;Neuroptera;Ascalaphidae;Ascalohybris;Ascalohybris subjacens
ERR1:106920.691608	6	Eukaryota;Arthropoda;Insecta;Orthoptera;Tetrigidae;Alulatettix;Alulatettix yunnanensis
ERR1:118800.660241	6	Eukaryota;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis margarita
ERR1:119920.648244	6	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Popplepsalta (nomen nudum);Popplepsalta aeroides (nomen nudum)
ERR1:120920.711430	6	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:126470.663333	6	Eukaryota;Arthropoda;Insecta;Mantodea;Amorphoscelidae;Cliomantis;Cliomantis obscura
ERR1:130000.601760	6	Eukaryota;Mollusca;Gastropoda;Camaenidae;Camaena;Camaena cicatricosa
ERR1:135110.658452	6	Eukaryota;Arthropoda;Insecta;Hymenoptera;Tenthredinidae;Empria;Empria rubicola
ERR1:144910.657495	6	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Stanisicarion;Stanisicarion freycineti
ERR1:148170.630294	6	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta accola (nomen nudum)
ERR1:149180.673019	6	Eukaryota;Arthropoda;Insecta;Hemiptera;Psyllidae;Cacopsylla;Cacopsylla coccinea
ERR1:164120.605831	6	Eukaryota;Arthropoda;Insecta;Diptera;Deuterophlebiidae;Deuterophlebia;Deuterophlebia coloradensis
ERR1:1690.672150	6	Eukaryota;Nematoda;Chromadorea;Diplogasterida;Neodiplogasteridae;Pristionchus;Pristionchus pacificus
ERR1:181310.699927	6	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Hea;Hea choui
ERR1:184180.632176	6	Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Sphenophorus;Sphenophorus incurrens
ERR1:197760.678707	6	Eukaryota;Arthropoda;Insecta;Trichoptera;Hydrobiosidae;Apsilochorema;Apsilochorema hwangi
ERR1:199260.666797	6	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:200200.661908	6	Eukaryota;Arthropoda;Insecta;Orthoptera;Acrididae;Pacris;Pacris xizangensis
ERR1:203550.680574	6	Eukaryota;Arthropoda;Arachnida;Ixodida;Ixodidae;Ixodes;Ixodes monospinosus
ERR1:204330.713881	6	Eukaryota;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela nigripes
ERR1:210670.692135	6	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Westracystis;Westracystis lissus
ERR1:211380.606144	6	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Alcyoniidae;Complexum;Complexum pusillum
ERR1:219150.711894	6	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR1:221220.622154	6	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR1:233420.624895	6	Eukaryota;Chordata;Actinopteri;Lophiiformes;Linophrynidae;Haplophryne;Haplophryne mollis
ERR1:234460.720263	6	Eukaryota;Arthropoda;Insecta;Diptera;Tachinidae;Gonia;Gonia pilosa
ERR1:245320.740271	6	Eukaryota;Arthropoda;Insecta;Hemiptera;Peloridiidae;Hemiodoecellus;Hemiodoecellus fidelis
ERR1:265930.678148	6	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Merulinidae;Platygyra;Platygyra carnosus
ERR1:315010.616480	6	Eukaryota;Arthropoda;Insecta;Diptera;Dolichopodidae;Campsicnemus;Campsicnemus marginatus
ERR1:41650.710545	6	Eukaryota;Chordata;Mammalia;Dasyuromorphia;Dasyuridae;Dasycercus;Dasycercus cristicauda
ERR1:703970.635473	6	Eukaryota;Platyhelminthes;Cestoda;Spathebothriidea;Acrobothriidae;Didymobothrium;Didymobothrium rudolphii
ERR1:103980.698441	5	Eukaryota;Arthropoda;Arachnida;Ixodida;Ixodidae;Amblyomma;Amblyomma elaphense
