OTU	SRR1808872	classification
SRR11808872:3288460.624720	12	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Microcionidae;Clathria;Clathria rugosa
SRR11808872:3325150.641381	12	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila kanapiae
SRR11808872:4924430.614228	12	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:1001800.628250	11	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Toxomerus;Toxomerus procrastinatus
SRR11808872:1033930.600729	11	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Amiota;Amiota leucostoma
SRR11808872:1041700.615867	11	Eukaryota;Arthropoda;Insecta;Lepidoptera;Riodinidae;Ithomiola;Ithomiola theages
SRR11808872:107730.652497	11	Eukaryota;Arthropoda;Insecta;Blattodea;Ectobiidae;Blattella;Blattella bisignata
SRR11808872:1087600.645224	11	Eukaryota;Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;Anguilla celebesensis
SRR11808872:109310.630636	11	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1144810.627613	11	Eukaryota;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Logania;Logania marmorata
SRR11808872:1146350.620230	11	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Haemopsalta (nomen nudum);Haemopsalta flammeata (nomen nudum)
SRR11808872:1248320.618487	11	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Therophilus;Therophilus festivus
SRR11808872:1282820.607482	11	Eukaryota;Arthropoda;Insecta;Diptera;Muscidae;Musca;Musca sorbens
SRR11808872:1291460.616748	11	Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Eois;Eois necula
SRR11808872:129810.627253	11	Eukaryota;Nematoda;Chromadorea;Rhabditida;Rhabditidae;Caenorhabditis;Caenorhabditis tropicalis
SRR11808872:1311740.615280	11	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Abananote;Abananote erinome
SRR11808872:135620.627627	11	Eukaryota;Arthropoda;Insecta;Lepidoptera;Riodinidae;Detritivora;Detritivora gynaea
SRR11808872:1413580.626293	11	Eukaryota;Arthropoda;Insecta;Siphonaptera;Pulicidae;Xenopsylla;Xenopsylla dipodilli
SRR11808872:149450.602376	11	Eukaryota;Arthropoda;Insecta;Coleoptera;Carabidae;Pterostichus;Pterostichus multiseta
SRR11808872:1633150.615062	11	Eukaryota;Nematoda;Chromadorea;Chromadorida;Chromadoridae;Dichromadora;Dichromadora geophila
SRR11808872:165630.627427	11	Eukaryota;Arthropoda;Insecta;Lepidoptera;Noctuidae;Noctua;Noctua atlantica
SRR11808872:1811450.608395	11	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1819800.619531	11	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
SRR11808872:1856740.624130	11	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:2114620.619441	11	Eukaryota;Arthropoda;Insecta;Diptera;Bombyliidae;Bombylius;Bombylius major
SRR11808872:2364130.603009	11	Eukaryota;Arthropoda;Insecta;Mantodea;Liturgusidae;Humbertiella;Humbertiella similis
SRR11808872:2369030.637154	11	Eukaryota;Arthropoda;Malacostraca;Amphipoda;Crangonyctidae;Stygobromus;Stygobromus foliatus
SRR11808872:2391460.601522	11	Eukaryota;Nematoda;Chromadorea;Rhabditida;Rhabditidae;Caenorhabditis;Caenorhabditis tropicalis
SRR11808872:2779880.638060	11	Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Paraneetroplus synspilus x Amphilophus citrinellus
SRR11808872:2789610.615710	11	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2816080.622521	11	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Malandena;Malandena suturalis
SRR11808872:3326810.609534	11	Eukaryota;Porifera;Demospongiae;Hadromerida;Placospongiidae;Placospongia;Placospongia mixta
SRR11808872:3372100.629657	11	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:3436220.620841	11	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:3565240.618745	11	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava
SRR11808872:3617490.616203	11	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Asterope;Asterope markii
SRR11808872:5430550.625412	11	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Amiota;Amiota leucostoma
SRR11808872:943280.634798	11	Eukaryota;Mollusca;Bivalvia;Pholadomyoida;Laternulidae;Laternula;Laternula elliptica
SRR11808872:1011150.601204	10	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1020450.609100	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia princeps
SRR11808872:1054030.613405	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1059340.616195	10	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Exoneura;Exoneura illustris
SRR11808872:1109640.614015	10	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:1114500.619378	10	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1116810.623956	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1125710.623317	10	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:1126010.617652	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1171480.632216	10	Eukaryota;Arthropoda;Malacostraca;Decapoda;Galatheidae;Shinkaia;Shinkaia crosnieri
SRR11808872:1293560.607678	10	Eukaryota;Nematoda;Chromadorea;Rhabditida;Rhabditidae;Caenorhabditis;Caenorhabditis nigoni
SRR11808872:131440.616306	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1314520.606428	10	Eukaryota;Nematoda;Chromadorea;Chromadorida;Chromadoridae;Dichromadora;Dichromadora geophila
SRR11808872:1332950.624370	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Clava;Clava multicornis
SRR11808872:148990.614175	10	Eukaryota;Mollusca;Gastropoda;Euconulidae;Coneuplecta;Coneuplecta calculosa
SRR11808872:157060.653833	10	Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Pseudamia;Pseudamia zonata
SRR11808872:1598060.601581	10	Eukaryota;Porifera;Demospongiae;Haplosclerida;Lubomirskiidae;Rezinkovia;Rezinkovia echinata
SRR11808872:161770.614445	10	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Nineta;Nineta inpunctata
SRR11808872:163840.604759	10	Eukaryota;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Aleurodicus;Aleurodicus dugesii
SRR11808872:170610.602312	10	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Melanagromyza;Melanagromyza minimoides
SRR11808872:172450.635865	10	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:177210.646953	10	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Endectyon;Endectyon delaubenfelsi
SRR11808872:1807390.625154	10	Eukaryota;Porifera;Demospongiae;Dictyoceratida;Spongiidae;Hyattella;Hyattella sinuosa
SRR11808872:2289160.600393	10	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:2313520.638557	10	Eukaryota;Nematoda;Chromadorea;Ascaridida;Ascarididae;Baylisascaris;Baylisascaris ailuri
SRR11808872:2339850.619345	10	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Doryrhamphus;Doryrhamphus japonicus
SRR11808872:2783400.642648	10	Eukaryota;Arthropoda;Malacostraca;Decapoda;Cambaridae;Procambarus;Procambarus toltecae
SRR11808872:2799120.603728	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2806830.604478	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2822380.614963	10	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa laevicincta
SRR11808872:2823640.621907	10	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Patricia;Patricia oligyrtis
SRR11808872:2835170.612302	10	Eukaryota;Nematoda;Chromadorea;Ascaridida;Anisakidae;Anisakis;Anisakis simplex C Nascetti et al., 1986
SRR11808872:2866000.602894	10	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Lista;Lista haraldusalis
SRR11808872:30750.603480	10	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Isididae;Acanella;Acanella eburnea
SRR11808872:3331170.618784	10	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Dynamine;Dynamine maeon
SRR11808872:3666850.618149	10	Eukaryota;Arthropoda;Insecta;Mantodea;Hymenopodidae;Amorphoscelis;Amorphoscelis austrogermanica
SRR11808872:4066460.607619	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:4469820.623117	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:4969580.620859	10	Eukaryota;Echinodermata;Ophiuroidea;Euryalida;Euryalidae;Astroceras;Astroceras mammosum
SRR11808872:5993780.609212	10	Eukaryota;Chordata;Amphibia;Caudata;Hynobiidae;Hynobius;Hynobius retardatus
SRR11808872:6029950.602601	10	Eukaryota;Arthropoda;Insecta;Ephemeroptera;Siphlonuridae;Siphlonurus;Siphlonurus immanis
SRR11808872:1042620.627370	9	Eukaryota;Arthropoda;Insecta;Coleoptera;Carabidae;Bembidion;Bembidion lugubre
SRR11808872:1059860.616726	9	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1098470.607239	9	Eukaryota;Arthropoda;Insecta;Hemiptera;Aphididae;Aphis;Aphis mizzou
SRR11808872:109990.615677	9	Eukaryota;Arthropoda;Insecta;Lepidoptera;Papilionidae;Papilio;Papilio indra
SRR11808872:1104300.628556	9	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Euptychoides;Euptychoides eugenia
SRR11808872:1142460.636263	9	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:1154950.633753	9	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1294310.603434	9	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Palapsalta;Palapsalta palaga (nomen nudum)
SRR11808872:1309080.618298	9	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
SRR11808872:131770.603548	9	Eukaryota;Arthropoda;Malacostraca;Decapoda;Geryonidae;Chaceon;Chaceon granulatus
SRR11808872:1318280.655465	9	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Godyris;Godyris duillia
SRR11808872:1324050.604891	9	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Zaprionus;Zaprionus badyi
SRR11808872:1345580.617226	9	Eukaryota;Chordata;Amphibia;Caudata;Sirenidae;Siren;Siren intermedia
SRR11808872:1401300.619414	9	Eukaryota;Mollusca;Gastropoda;Runcinidae;Runcina;Runcina coronata
SRR11808872:1491110.622443	9	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1508640.602188	9	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Wohlfahrtia;Wohlfahrtia cheni
SRR11808872:154660.621774	9	Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Sphenophorus;Sphenophorus incurrens
SRR11808872:1805980.633817	9	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:1818290.638066	9	Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Lovenella;Lovenella assimilis
SRR11808872:1840950.607770	9	Eukaryota;Cnidaria;Hydrozoa;Trachymedusae;Rhopalonematidae;Pantachogon;Pantachogon haeckeli
SRR11808872:222270.634736	9	Eukaryota;Arthropoda;Insecta;Coleoptera;Silphidae;Nicrophorus;Nicrophorus carolinus
SRR11808872:2289730.649265	9	Eukaryota;Nematoda;Chromadorea;Desmodorida;Monoposthiidae;Monoposthia;Monoposthia costata
SRR11808872:2342920.619162	9	Eukaryota;Porifera;Demospongiae;Hadromerida;Hemiasterellidae;Axos;Axos cliftoni
SRR11808872:2363810.624645	9	Eukaryota;Arthropoda;Insecta;Coleoptera;Cleridae;Stigmatium;Stigmatium laevium
SRR11808872:238130.627156	9	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2450400.604094	9	Eukaryota;Porifera;Demospongiae;Spirophorida;Tetillidae;Tetilla;Tetilla radiata
SRR11808872:2469810.608040	9	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Cuninidae;Solmissus;Solmissus incisa
SRR11808872:2530350.616234	9	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:2565490.616107	9	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Fungiacyathidae;Fungiacyathus;Fungiacyathus stephanus
SRR11808872:2667490.629860	9	Eukaryota;Chordata;Actinopteri;Pomacanthidae;Holacanthus;Holacanthus africanus
SRR11808872:2780010.632077	9	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Ctenoplectra;Ctenoplectra bequaerti
SRR11808872:2793950.611144	9	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Peloparion;Peloparion submissus
SRR11808872:2806540.607631	9	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:2810330.647100	9	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:2816810.623509	9	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:2821710.630830	9	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:2885420.639642	9	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:3293540.612191	9	Eukaryota;Chordata;Amphibia;Caudata;Hynobiidae;Hynobius;Hynobius retardatus
SRR11808872:3328230.613465	9	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia princeps
SRR11808872:3395640.627053	9	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Gorgoniidae;Antillogorgia;Antillogorgia bipinnata
SRR11808872:3724020.604189	9	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Tubulariidae;Ralpharia;Ralpharia gorgoniae
SRR11808872:4377110.619265	9	Eukaryota;Nematoda;Chromadorea;Ascaridida;Ascarididae;Baylisascaris;Baylisascaris ailuri
SRR11808872:4601190.600331	9	Eukaryota;Rotifera;Monogononta;Ploima;Asplanchnidae;Asplanchna;Asplanchna sieboldi
SRR11808872:5986820.618050	9	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Galba;Galba pervia
SRR11808872:5989060.646126	9	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Stanisicarion;Stanisicarion freycineti
SRR11808872:5996610.624267	9	Eukaryota;Arthropoda;Insecta;Phthiraptera;Boopidae;Heterodoxus;Heterodoxus macropus
SRR11808872:5997580.601738	9	Eukaryota;Annelida;Hirudinida;Arhynchobdellida;Hirudinidae;Philobdella;Philobdella gracilis
SRR11808872:1013470.601551	8	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1020010.609190	8	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Ctenoplectra;Ctenoplectra antinorii
SRR11808872:1044810.602666	8	Eukaryota;Arthropoda;Insecta;Orthoptera;Pneumoridae;Tanaocerus;Tanaocerus koebelei
SRR11808872:1050790.603823	8	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Amiota;Amiota leucostoma
SRR11808872:109850.613745	8	Eukaryota;Arthropoda;Insecta;Neuroptera;Rapismatidae;Rapisma;Rapisma xizangense
SRR11808872:111770.618971	8	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:114310.641870	8	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Toxomerus;Toxomerus costalis
SRR11808872:12500.620660	8	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:1292940.618148	8	Eukaryota;Echinodermata;Crinoidea;Comatulida;Charitometridae;Crinometra;Crinometra brevipinna
SRR11808872:131480.618323	8	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Dulcedo;Dulcedo polita
SRR11808872:13220.619548	8	Eukaryota;Nematoda;Chromadorea;Tylenchida;Heteroderidae;Punctodera;Punctodera chalcoensis
SRR11808872:1330260.605799	8	Eukaryota;Nematoda;Chromadorea;Oxyurida;Oxyuridae;Wellcomia;Wellcomia siamensis
SRR11808872:1334700.613490	8	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:136740.623935	8	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza ceanothi
SRR11808872:1372450.630240	8	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1454610.615354	8	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Amphicaryon;Amphicaryon peltifera
SRR11808872:1464090.607362	8	Eukaryota;Rotifera;Monogononta;Ploima;Asplanchnidae;Asplanchna;Asplanchna sieboldi
SRR11808872:1633010.607060	8	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:1647030.612757	8	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Lucinia;Lucinia cadma
SRR11808872:1657720.602599	8	Eukaryota;Arthropoda;Insecta;Hemiptera;Membracidae;Darnis;Darnis latior
SRR11808872:173080.629681	8	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1786400.605679	8	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Macrocentrus;Macrocentrus camphoraphilus
SRR11808872:1812570.615772	8	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Endectyon;Endectyon delaubenfelsi
SRR11808872:211450.608085	8	Eukaryota;Chordata;Amphibia;Anura;Ranidae;Pelophylax;Pelophylax epeiroticus
SRR11808872:227360.652054	8	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:2288700.638118	8	Eukaryota;Arthropoda;Insecta;Diptera;Anisopodidae;Sylvicola;Sylvicola fenestralis
SRR11808872:2305430.601338	8	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:2314010.635521	8	Eukaryota;Mollusca;Gastropoda;Euconulidae;Coneuplecta;Coneuplecta calculosa
SRR11808872:2355200.622236	8	Eukaryota;Mollusca;Gastropoda;Runcinidae;Runcina;Runcina coronata
SRR11808872:2356830.633362	8	Eukaryota;Cnidaria;Calicogorgia;Calicogorgia granulosa
SRR11808872:2361810.611717	8	Eukaryota;Nematoda;Chromadorea;Rhabditida;Metastrongylidae;Metastrongylus;Metastrongylus pudendotectus
SRR11808872:2370590.634415	8	Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Rhamphochromis;Rhamphochromis esox
SRR11808872:239040.639693	8	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Toxomerus;Toxomerus costalis
SRR11808872:2714020.628833	8	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria clarioralis
SRR11808872:274020.607778	8	Eukaryota;Arthropoda;Insecta;Diptera;Mycetophilidae;Exechia;Exechia confinis
SRR11808872:276990.603215	8	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Acletoxenus;Acletoxenus indicus
SRR11808872:277070.611482	8	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Moerisiidae;Moerisia;Moerisia inkermanica
SRR11808872:2780890.633258	8	Eukaryota;Arthropoda;Insecta;Hemiptera;Machaerotidae;Apomachaerota;Apomachaerota reticulata
SRR11808872:2784640.613579	8	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Westracystis;Westracystis lissus
SRR11808872:2820840.603011	8	Eukaryota;Onychophora;Peripatopsidae;Peripatopsis;Peripatopsis lawrencei
SRR11808872:2822550.610214	8	Eukaryota;Arthropoda;Arachnida;Araneae;Theridiidae;Coleosoma;Coleosoma acutiventer
SRR11808872:2826870.606957	8	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:2831660.601248	8	Eukaryota;Chordata;Squamata;Agamidae;Acanthosaura;Acanthosaura armata
SRR11808872:2842760.614790	8	Eukaryota;Arthropoda;Insecta;Orthoptera;Gryllidae;Amphiacusta;Amphiacusta aetheria
SRR11808872:2866200.603690	8	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria contortella
SRR11808872:2898800.603437	8	Eukaryota;Arthropoda;Insecta;Coleoptera;Endomychidae;Eumorphus;Eumorphus quadriguttatus
SRR11808872:3286010.623692	8	Eukaryota;Arthropoda;Insecta;Mantodea;Hymenopodidae;Otomantis;Otomantis scutigera
SRR11808872:3382110.600315	8	Eukaryota;Porifera;Demospongiae;Hadromerida;Tethyidae;Tethya;Tethya actinia
SRR11808872:4036680.611295	8	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:4405990.614904	8	Eukaryota;Arthropoda;Insecta;Hymenoptera;Halictidae;Pseudagapostemon;Pseudagapostemon brasiliensis
SRR11808872:4964280.604430	8	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus coioides x Epinephelus lanceolatus
SRR11808872:4970490.621954	8	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:5995360.622426	8	Eukaryota;Mollusca;Gastropoda;Volutidae;Cymbiola;Cymbiola pulchra
SRR11808872:6006660.626411	8	Eukaryota;Chordata;Mammalia;Insectivora;Talpidae;Urotrichus;Urotrichus talpoides
SRR11808872:6030750.609735	8	Eukaryota;Porifera;Demospongiae;Spirophorida;Tetillidae;Tetilla;Tetilla radiata
SRR11808872:6058300.608795	8	Eukaryota;Chordata;Actinopteri;Anguilliformes;Nemichthyidae;Labichthys;Labichthys carinatus
SRR11808872:71220.636234	8	Eukaryota;Chordata;Squamata;Boidae;Eunectes;Eunectes notaeus
SRR11808872:1047320.627062	7	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:1074110.614957	7	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta conflua (nomen nudum)
SRR11808872:108320.626276	7	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Alcyoniidae;Sarcophyton;Sarcophyton crassum
SRR11808872:109290.602656	7	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1220.602148	7	Eukaryota;Mollusca;Gastropoda;Ancylidae;Burnupia;Burnupia caffra
SRR11808872:1224690.627090	7	Eukaryota;Chordata;Amphibia;Anura;Dicroglossidae;Limnonectes;Limnonectes fujianensis
SRR11808872:1299810.634863	7	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1331900.615186	7	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Endectyon;Endectyon delaubenfelsi
SRR11808872:1343930.600777	7	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:1362240.608971	7	Eukaryota;Arthropoda;Insecta;Diptera;Mycetophilidae;Allodia;Allodia zaitzevi
SRR11808872:138260.605410	7	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1505320.647100	7	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Cotesia;Cotesia koebelei
SRR11808872:1727830.618329	7	Eukaryota;Arthropoda;Arachnida;Araneae;Araneidae;Argiope;Argiope protensa
SRR11808872:1792560.604635	7	Eukaryota;Arthropoda;Insecta;Siphonaptera;Stivaliidae;Lentistivalius;Lentistivalius insolli
SRR11808872:1827900.602417	7	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1830320.617835	7	Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Linepithema;Linepithema aztecoides
SRR11808872:1862440.610664	7	Eukaryota;Arthropoda;Pycnogonida;Pantopoda;Ammotheidae;Ammothella;Ammothella tuberculata
SRR11808872:1868800.624365	7	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella malakhovi
SRR11808872:1923050.602833	7	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Amiota;Amiota leucostoma
SRR11808872:1925840.613850	7	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:1980330.629036	7	Eukaryota;Echinodermata;Crinoidea;Comatulida;Comatulidae;Comactinia;Comactinia echinoptera
SRR11808872:227940.629953	7	Eukaryota;Placozoa;Trichoplax;Trichoplax adhaerens
SRR11808872:228100.621869	7	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Clava;Clava multicornis
SRR11808872:2297580.612214	7	Eukaryota;Porifera;Demospongiae;Hadromerida;Hemiasterellidae;Axos;Axos cliftoni
SRR11808872:2344810.646655	7	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza ovimontis
SRR11808872:2346040.651824	7	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Westracystis;Westracystis lissus
SRR11808872:2368990.630742	7	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
