OTU	SRR1808872	classification
SRR11808872:1211120.602950	25	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Caldwellia;Caldwellia angularis
SRR11808872:1292310.608864	25	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Chrysoperla;Chrysoperla pudica
SRR11808872:1306780.618243	25	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:146900.611452	25	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Cardiochiles;Cardiochiles fuscipennis
SRR11808872:2445610.611536	25	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Malandena;Malandena suturalis
SRR11808872:2482730.601022	25	Eukaryota;Echinodermata;Crinoidea;Comatulida;Comatulidae;Comanthus;Comanthus parvicirrus
SRR11808872:2796430.618959	25	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1005100.624156	24	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1017080.602422	24	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:129890.617318	24	Eukaryota;Arthropoda;Insecta;Neuroptera;Nymphidae;Norfolius;Norfolius howensis
SRR11808872:2093460.606841	24	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Euthalia;Euthalia patala
SRR11808872:2298250.614091	24	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila caribiana
SRR11808872:2786110.610115	24	Eukaryota;Annelida;Polychaeta;Terebellida;Alvinellidae;Paralvinella;Paralvinella sulfincola
SRR11808872:3117720.612551	24	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Caldwellia;Caldwellia angularis
SRR11808872:536300.632270	24	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1018370.643093	23	Eukaryota;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Euphilotes;Euphilotes glaucon
SRR11808872:1019820.611101	23	Eukaryota;Porifera;Demospongiae;Hadromerida;Tethyidae;Tethya;Tethya californiana
SRR11808872:1030390.609300	23	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:1060800.617757	23	Eukaryota;Arthropoda;Insecta;Hemiptera;Clastopteridae;Clastoptera;Clastoptera brunnea
SRR11808872:1086900.624346	23	Eukaryota;Mollusca;Gastropoda;Runcinidae;Runcina;Runcina coronata
SRR11808872:1087320.610570	23	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:111920.607144	23	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza jonaitisi
SRR11808872:128240.626321	23	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Macrocentrus;Macrocentrus camphoraphilus
SRR11808872:1336360.613730	23	Eukaryota;Onychophora;Peripatopsidae;Peripatopsis;Peripatopsis lawrencei
SRR11808872:1500720.631760	23	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha flavocingulata
SRR11808872:174900.600920	23	Eukaryota;Arthropoda;Insecta;Hemiptera;Reduviidae;Peirates;Peirates lepturoides
SRR11808872:3287050.609163	23	Eukaryota;Porifera;Demospongiae;Hadromerida;Polymastiidae;Polymastia;Polymastia littoralis
SRR11808872:3307650.607807	23	Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Eois;Eois nr. sagittaria PS-2010
SRR11808872:3311790.609851	23	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:4415960.609473	23	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Dideopsis;Dideopsis aegrota
SRR11808872:94610.643737	23	Eukaryota;Arthropoda;Maxillopoda;Siphonostomatoida;Pandaridae;Pandarus;Pandarus rhincodonicus
SRR11808872:1062110.616613	22	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:149510.608831	22	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Radix;Radix swinhoei
SRR11808872:1784660.609192	22	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Godyris;Godyris duillia
SRR11808872:1822460.610887	22	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1852240.610872	22	Eukaryota;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Aloeides;Aloeides simplex
SRR11808872:2304520.615000	22	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:4427900.690501	22	Eukaryota;Chordata;Squamata;Gekkonidae;Tropiocolotes;Tropiocolotes tripolitanus
SRR11808872:1037160.606895	21	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:106610.630026	21	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1149700.610370	21	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Peloparion;Peloparion submissus
SRR11808872:1314960.602080	21	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Endectyon;Endectyon delaubenfelsi
SRR11808872:154930.606141	21	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1838840.618315	21	Eukaryota;Arthropoda;Insecta;Phthiraptera;Boopidae;Heterodoxus;Heterodoxus macropus
SRR11808872:3103930.602687	21	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Hyllus;Hyllus treleaveni
SRR11808872:3322300.610535	21	Eukaryota;Arthropoda;Insecta;Diptera;Tabanidae;Cydistomyia;Cydistomyia duplonotata
SRR11808872:763360.617778	21	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Endectyon;Endectyon delaubenfelsi
SRR11808872:1020820.604655	20	Eukaryota;Arthropoda;Insecta;Lepidoptera;Riodinidae;Lyropteryx;Lyropteryx apollonia
SRR11808872:1033010.600417	20	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1111140.615062	20	Eukaryota;Arthropoda;Insecta;Mantodea;Hymenopodidae;Antemna;Antemna rapax
SRR11808872:1141850.613752	20	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Peloparion;Peloparion submissus
SRR11808872:1143210.602115	20	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:115890.604481	20	Eukaryota;Nemertea;Enopla;Monostilifera;Tetrastemmatidae;Tetrastemma;Tetrastemma olgarum
SRR11808872:1170810.646055	20	Eukaryota;Arthropoda;Insecta;Hymenoptera;Cynipidae;Iraella;Iraella hispanica
SRR11808872:11810.621647	20	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:1567280.630516	20	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1863140.626208	20	Eukaryota;Arthropoda;Maxillopoda;Arguloida;Argulidae;Argulus;Argulus americanus
SRR11808872:1914150.619998	20	Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Coccotrypes;Coccotrypes cardamomi
SRR11808872:2784120.638749	20	Eukaryota;Arthropoda;Insecta;Diptera;Mycetophilidae;Sciophila;Sciophila pseudoflexuosa
SRR11808872:2790090.629330	20	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Atrapsalta (nomen nudum);Atrapsalta nigristriga (nomen nudum)
SRR11808872:3345370.653299	20	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Amiota;Amiota leucostoma
SRR11808872:1005550.604292	19	Eukaryota;Mollusca;Gastropoda;Runcinidae;Runcina;Runcina coronata
SRR11808872:1049830.628063	19	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:110130.617198	19	Eukaryota;Arthropoda;Pycnogonida;Pantopoda;Ammotheidae;Achelia;Achelia bituberculata
SRR11808872:1102490.644914	19	Eukaryota;Arthropoda;Insecta;Diptera;Calliphoridae;Chrysomya;Chrysomya chani
SRR11808872:1145820.643260	19	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza nr. acteae
SRR11808872:1169670.626911	19	Eukaryota;Gastrotricha;Macrodasyida;Thaumastodermatidae;Tetranchyroderma;Tetranchyroderma quadritentaculatum
SRR11808872:1229740.606493	19	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:125550.611181	19	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1287920.611293	19	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Ceratina;Ceratina chrysomalla
SRR11808872:136730.644989	19	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1909570.628462	19	Eukaryota;Porifera;Demospongiae;Dictyoceratida;Spongiidae;Hippospongia;Hippospongia lachne
SRR11808872:3472390.607240	19	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:4987580.629915	19	Eukaryota;Chordata;Actinopteri;Gonorynchiformes;Gonorynchidae;Gonorynchus;Gonorynchus greyi
SRR11808872:1115300.630216	18	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1157080.647511	18	Eukaryota;Arthropoda;Arachnida;Scorpiones;Vaejovidae;Franckeus;Franckeus kochi
SRR11808872:123650.628067	18	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa stilbonata
SRR11808872:1240010.616646	18	Eukaryota;Arthropoda;Insecta;Mantodea;Hymenopodidae;Otomantis;Otomantis scutigera
SRR11808872:1361530.617024	18	Eukaryota;Chordata;Mammalia;Carnivora;Procyonidae;Bassariscus;Bassariscus astutus
SRR11808872:166770.623066	18	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1802810.670704	18	Eukaryota;Chordata;Aves;Passeriformes;Meliphagidae;Notiomystis;Notiomystis cincta
SRR11808872:1818840.623787	18	Eukaryota;Mollusca;Gastropoda;Thiaridae;Stenomelania;Stenomelania juncea
SRR11808872:193520.628791	18	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Peloparion;Peloparion submissus
SRR11808872:2778950.604115	18	Eukaryota;Arthropoda;Arachnida;Astigmata;Psoroptidae;Chorioptes;Chorioptes sweatmani
SRR11808872:5075500.614733	18	Eukaryota;Arthropoda;Insecta;Embioptera;Embiidae;Embia;Embia tyrrhenica
SRR11808872:1000060.600007	17	Eukaryota;Arthropoda;Arachnida;Opiliones;Gonyleptidae;Triglochinura;Triglochinura curvispina
SRR11808872:1007310.603244	17	Eukaryota;Arthropoda;Arachnida;Astigmata;Psoroptidae;Chorioptes;Chorioptes sweatmani
SRR11808872:1018830.606396	17	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:11520.607421	17	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya reticulata
SRR11808872:123110.618736	17	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Hyllus;Hyllus tuberculatus
SRR11808872:1297520.639464	17	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Tetraopes;Tetraopes sublaevis
SRR11808872:145320.608013	17	Eukaryota;Arthropoda;Arachnida;Araneae;Theridiidae;Argyrodes;Argyrodes miniaceus
SRR11808872:1565890.628898	17	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Moerisiidae;Moerisia;Moerisia inkermanica
SRR11808872:1686220.612880	17	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1892570.622425	17	Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Sphenophorus;Sphenophorus incurrens
SRR11808872:2385780.615733	17	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila caribiana
SRR11808872:2858190.642888	17	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:3290020.620745	17	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia lanosa
SRR11808872:3312710.602678	17	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha incisa
SRR11808872:3329290.657001	17	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Crossorhombus;Crossorhombus kobensis
SRR11808872:3367160.631824	17	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:102550.600035	16	Eukaryota;Chordata;Aves;Tinamiformes;Tinamidae;Eudromia;Eudromia formosa
SRR11808872:1060000.623561	16	Eukaryota;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Zesius;Zesius chrysomallus
SRR11808872:1089500.606134	16	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria clarioralis
SRR11808872:1111510.609344	16	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:122150.632761	16	Eukaryota;Placozoa;Trichoplax;Trichoplax adhaerens
SRR11808872:127170.626492	16	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1334630.627480	16	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Coenonympha;Coenonympha elbana
SRR11808872:137370.617151	16	Eukaryota;Echinodermata;Crinoidea;Comatulida;Comatulidae;Comactinia;Comactinia meridionalis
SRR11808872:149560.601972	16	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa iopyrrha
SRR11808872:175520.611259	16	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia princeps
SRR11808872:2823670.631819	16	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza nr. acteae
SRR11808872:2823960.613853	16	Eukaryota;Annelida;Polychaeta;Terebellida;Terebellidae;Loimia;Loimia medusa
SRR11808872:2851510.603982	16	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:3293050.609194	16	Eukaryota;Arthropoda;Insecta;Neuroptera;Mantispidae;Trichoscelia;Trichoscelia iridella
SRR11808872:4023850.610159	16	Eukaryota;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Lampronia;Lampronia rubiella
SRR11808872:6000020.642509	16	Eukaryota;Chordata;Aves;Passeriformes;Sturnidae;Onychognathus;Onychognathus tristramii
SRR11808872:6006590.676796	16	Eukaryota;Arthropoda;Insecta;Mantodea;Thespidae;Thesprotia;Thesprotia graminis
SRR11808872:1004910.636158	15	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:1019280.608201	15	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Amphicaryon;Amphicaryon acaule
SRR11808872:10540.643638	15	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus papuanus
SRR11808872:1058550.602979	15	Eukaryota;Onychophora;Peripatopsidae;Tasmanipatus;Tasmanipatus anophthalmus
SRR11808872:115120.611789	15	Eukaryota;Chordata;Aves;Passeriformes;Sturnidae;Streptocitta;Streptocitta albicollis
SRR11808872:130720.646464	15	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:137600.631724	15	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:142720.611924	15	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Porpitidae;Porpita;Porpita porpita
SRR11808872:2537510.627557	15	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza nr. nigrinervis
SRR11808872:3357690.607875	15	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia lanosa
SRR11808872:5988280.606347	15	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1011550.605001	14	Eukaryota;Arthropoda;Insecta;Diptera;Empididae;Heterophlebus;Heterophlebus versabilis
SRR11808872:10160.625650	14	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1083720.640900	14	Eukaryota;Mollusca;Gastropoda;Runcinidae;Runcina;Runcina coronata
SRR11808872:1102310.628153	14	Eukaryota;Porifera;Demospongiae;Hadromerida;Tethyidae;Tethya;Tethya actinia
SRR11808872:1102970.613431	14	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion cuvieri
SRR11808872:1126740.612988	14	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Calycomyza;Calycomyza majuscula
SRR11808872:1318800.603799	14	Eukaryota;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Uvarovites;Uvarovites inflatus
SRR11808872:1367600.604424	14	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Peloparion;Peloparion submissus
SRR11808872:13860.631732	14	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:14990.611017	14	Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Ischalis;Ischalis variabilis
SRR11808872:1607340.655862	14	Eukaryota;Arthropoda;Insecta;Coleoptera;Carabidae;Pterostichus;Pterostichus pilifer
SRR11808872:163500.616179	14	Eukaryota;Arthropoda;Arachnida;Araneae;Nephilidae;Clitaetra;Clitaetra episinoides
SRR11808872:170730.608821	14	Eukaryota;Chordata;Aves;Galliformes;Odontophoridae;Rhynchortyx;Rhynchortyx cinctus
SRR11808872:1796050.612040	14	Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Hydrolycus;Hydrolycus scomberoides
SRR11808872:1826520.608311	14	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta elgneri
SRR11808872:2131250.619469	14	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa laevicincta
SRR11808872:2285740.636456	14	Eukaryota;Arthropoda;Insecta;Coleoptera;Elateridae;Pyrophorus;Pyrophorus divergens
SRR11808872:2301370.630085	14	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya reticulata
SRR11808872:2796690.602757	14	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa macrorhyncha
SRR11808872:2796820.610849	14	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:2799190.606817	14	Eukaryota;Porifera;Demospongiae;Hadromerida;Hemiasterellidae;Axos;Axos cliftoni
SRR11808872:2812270.622216	14	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Nineta;Nineta itoi
SRR11808872:2821990.608457	14	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion cuvieri
SRR11808872:2832130.630231	14	Eukaryota;Mollusca;Gastropoda;Runcinidae;Runcina;Runcina coronata
SRR11808872:2874990.612418	14	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Sympagohydridae;Sympagohydra;Sympagohydra tuuli
SRR11808872:3305710.632351	14	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:3313310.639639	14	Eukaryota;Placozoa;Trichoplax;Trichoplax adhaerens
SRR11808872:3710560.620114	14	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Clava;Clava multicornis
SRR11808872:6011760.631940	14	Eukaryota;Arthropoda;Malacostraca;Decapoda;Callianassidae;Corallianassa;Corallianassa coutierei
SRR11808872:1008310.625905	13	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:10410.637054	13	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:1043940.614112	13	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:106670.606215	13	Eukaryota;Arthropoda;Malacostraca;Amphipoda;Hyperiidae;Hyperioides;Hyperioides longipes
SRR11808872:1119720.653705	13	Eukaryota;Arthropoda;Insecta;Hymenoptera;Eulophidae;Hemiptarsenus;Hemiptarsenus varicornis
SRR11808872:1301720.603564	13	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa laevicincta
SRR11808872:1311030.615623	13	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila unimaculata
SRR11808872:1355160.607932	13	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Galba;Galba pervia
SRR11808872:168110.614630	13	Eukaryota;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Polycarpa;Polycarpa mytiligera
SRR11808872:1802080.625721	13	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:2351170.624775	13	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Fazia;Fazia strigifacies
SRR11808872:2784510.606131	13	Eukaryota;Arthropoda;Insecta;Coleoptera;Cleridae;Stigmatium;Stigmatium laevium
SRR11808872:2802910.618821	13	Eukaryota;Brachiopoda;Rhynchonellata;Terebratulida;Terebratellidae;Terebratella;Terebratella sanguinea
SRR11808872:2891350.601981	13	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:3334650.610518	13	Eukaryota;Platyhelminthes;Cestoda;Cyclophyllidea;Dipylidiidae;Dipylidium;Dipylidium caninum
SRR11808872:3785870.636906	13	Eukaryota;Arthropoda;Insecta;Hymenoptera;Eulophidae;Neochrysocharis;Neochrysocharis okazakii
SRR11808872:4952580.659367	13	Eukaryota;Chordata;Squamata;Chamaeleonidae;Trioceros;Trioceros melleri
SRR11808872:4960630.601527	13	Eukaryota;Arthropoda;Maxillopoda;Siphonostomatoida;Pandaridae;Pandarus;Pandarus rhincodonicus
SRR11808872:5983100.636106	13	Eukaryota;Chordata;Amphibia;Caudata;Cryptobranchidae;Cryptobranchus;Cryptobranchus alleganiensis
SRR11808872:6007550.611559	13	Eukaryota;Arthropoda;Insecta;Hemiptera;Issidae;Sivaloka;Sivaloka damnosus
SRR11808872:6013490.618306	13	Eukaryota;Arthropoda;Insecta;Hymenoptera;Sphecidae;Parapsammophila;Parapsammophila turanica
SRR11808872:1002510.623878	12	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1005430.626289	12	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:1043930.612598	12	Eukaryota;Chordata;Actinopteri;Cypriniformes;Balitoridae;Sinogastromyzon;Sinogastromyzon puliensis
SRR11808872:1059830.621171	12	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Pocillopora;Pocillopora eydouxi
SRR11808872:1100620.633003	12	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1103910.619228	12	Eukaryota;Porifera;Demospongiae;Hadromerida;Polymastiidae;Polymastia;Polymastia littoralis
SRR11808872:1123180.602675	12	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Galba;Galba pervia
SRR11808872:1140780.648048	12	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Falcatpsalta (nomen nudum);Falcatpsalta aquila (nomen nudum)
SRR11808872:1184890.642313	12	Eukaryota;Hemichordata;Pterobranchia;Rhabdopleurida;Rhabdopleuridae;Rhabdopleura;Rhabdopleura compacta
SRR11808872:1199630.638386	12	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Macrocentrus;Macrocentrus camphoraphilus
SRR11808872:120930.617148	12	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Galiomyza;Galiomyza violivora
SRR11808872:12360.617474	12	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:1320450.623221	12	Eukaryota;Nematoda;Chromadorea;Oxyurida;Oxyuridae;Wellcomia;Wellcomia siamensis
SRR11808872:134620.602503	12	Eukaryota;Arthropoda;Insecta;Neuroptera;Osmylidae;Thyridosmylus;Thyridosmylus langii
SRR11808872:13580.649999	12	Eukaryota;Arthropoda;Insecta;Diptera;Calliphoridae;Chrysomya;Chrysomya chani
SRR11808872:1439100.636759	12	Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Brontispa;Brontispa chalybeipennis
SRR11808872:1461030.638907	12	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Rhinogobio;Rhinogobio ventralis
SRR11808872:16820.603171	12	Eukaryota;Mollusca;Gastropoda;Runcinidae;Runcina;Runcina coronata
SRR11808872:1838380.640172	12	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Aesopia;Aesopia cornuta
SRR11808872:1905130.606474	12	Eukaryota;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Prodoxus;Prodoxus californicus
SRR11808872:230070.601244	12	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
SRR11808872:2313390.609378	12	Eukaryota;Nematoda;Chromadorea;Rhabditida;Dictyocaulidae;Dictyocaulus;Dictyocaulus capreolus
SRR11808872:2371630.605991	12	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza agromyzina
SRR11808872:2414100.607781	12	Eukaryota;Arthropoda;Insecta;Coleoptera;Silphidae;Nicrophorus;Nicrophorus carolinus
SRR11808872:2568040.614192	12	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria contortella
SRR11808872:2664190.633223	12	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:2776110.602865	12	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Euptychoides;Euptychoides nossis
SRR11808872:2808650.629511	12	Eukaryota;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Logania;Logania marmorata
SRR11808872:2812300.623484	12	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Therophilus;Therophilus festivus
SRR11808872:2812390.627750	12	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Cotesia;Cotesia griffini
SRR11808872:2882570.619455	12	Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Tetrastes;Tetrastes sewerzowi
