OTU	amplicon	SRR1808872	total
302	SRR11808872:1058410.624669	1	1
303	SRR11808872:1058540.653862	1	1
305	SRR11808872:1058830.615744	1	1
311	SRR11808872:1059980.623790	1	1
314	SRR11808872:1060240.611123	1	1
318	SRR11808872:1061570.618178	1	1
319	SRR11808872:1061720.601482	1	1
325	SRR11808872:1064030.609264	2	2
326	SRR11808872:1064420.608950	1	1
327	SRR11808872:1064440.658274	1	1
328	SRR11808872:1065280.604621	1	1
332	SRR11808872:1068090.608775	2	2
333	SRR11808872:1070720.644968	2	2
334	SRR11808872:1071020.645740	1	1
336	SRR11808872:1072190.608315	2	2
337	SRR11808872:1072310.602203	2	2
339	SRR11808872:1073790.668279	1	1
340	SRR11808872:1073850.600963	1	1
341	SRR11808872:1074010.650430	1	1
343	SRR11808872:1074590.626839	1	1
344	SRR11808872:1074650.600788	1	1
345	SRR11808872:1074930.622505	1	1
346	SRR11808872:1075330.604281	2	2
347	SRR11808872:1075430.603077	2	2
348	SRR11808872:1075550.647224	1	1
349	SRR11808872:1076640.640524	1	1
352	SRR11808872:1077380.606754	1	1
359	SRR11808872:1082570.632611	2	2
360	SRR11808872:1082770.635861	1	1
361	SRR11808872:1082870.613707	2	2
365	SRR11808872:1083800.627102	1	1
367	SRR11808872:1084290.609612	1	1
368	SRR11808872:1084680.619929	1	1
370	SRR11808872:1085630.600454	2	2
371	SRR11808872:1086180.615537	1	1
372	SRR11808872:1086300.620601	2	2
374	SRR11808872:1087120.659933	1	1
376	SRR11808872:1087470.645083	1	1
378	SRR11808872:1088410.632715	1	1
379	SRR11808872:1089140.662577	1	1
381	SRR11808872:1089400.619107	2	2
383	SRR11808872:1089610.639335	1	1
384	SRR11808872:1089690.603167	2	2
386	SRR11808872:1091930.632867	1	1
387	SRR11808872:1092230.607280	1	1
392	SRR11808872:1094150.639863	1	1
396	SRR11808872:1095640.603765	1	1
397	SRR11808872:1097470.636831	2	2
398	SRR11808872:1097560.626008	1	1
399	SRR11808872:1098130.621457	1	1
400	SRR11808872:1098370.617461	1	1
405	SRR11808872:1099650.615374	1	1
406	SRR11808872:1099710.632548	2	2
414	SRR11808872:1102460.626799	1	1
416	SRR11808872:1102690.622074	1	1
418	SRR11808872:1102930.655550	2	2
421	SRR11808872:1103970.623182	1	1
422	SRR11808872:1104070.603085	1	1
424	SRR11808872:1104320.629846	1	1
425	SRR11808872:1104420.631491	1	1
426	SRR11808872:1104670.617588	1	1
428	SRR11808872:1105190.608451	2	2
429	SRR11808872:1107110.637125	1	1
430	SRR11808872:1108070.612303	1	1
432	SRR11808872:1108650.631344	2	2
433	SRR11808872:1108740.629543	1	1
434	SRR11808872:1108910.622784	1	1
437	SRR11808872:1110070.616498	2	2
444	SRR11808872:1111760.612750	1	1
445	SRR11808872:1111810.643246	2	2
447	SRR11808872:111370.672539	1	1
448	SRR11808872:1114180.614710	1	1
453	SRR11808872:1116590.607464	1	1
455	SRR11808872:1117040.602614	1	1
458	SRR11808872:1118110.630165	1	1
460	SRR11808872:1119250.640112	1	1
463	SRR11808872:1120590.617655	1	1
464	SRR11808872:1120680.603562	1	1
465	SRR11808872:11210.613443	2	2
466	SRR11808872:112120.639991	1	1
468	SRR11808872:1121870.629818	1	1
469	SRR11808872:1122950.646214	2	2
471	SRR11808872:1124370.605535	1	1
472	SRR11808872:1124640.620170	1	1
473	SRR11808872:1124710.602432	2	2
474	SRR11808872:1125220.621670	1	1
477	SRR11808872:1125900.617088	1	1
479	SRR11808872:1126170.654176	1	1
480	SRR11808872:1126280.639228	1	1
481	SRR11808872:112650.602488	1	1
482	SRR11808872:1126570.625886	1	1
484	SRR11808872:112770.636895	2	2
485	SRR11808872:1129040.624774	1	1
487	SRR11808872:112960.602821	2	2
488	SRR11808872:1129760.611345	1	1
489	SRR11808872:1130800.601821	2	2
490	SRR11808872:1130920.626857	1	1
492	SRR11808872:1133220.604877	2	2
493	SRR11808872:1136140.630531	1	1
495	SRR11808872:1136500.683635	1	1
498	SRR11808872:1137820.608293	1	1
499	SRR11808872:1139000.636221	1	1
502	SRR11808872:113960.624623	1	1
503	SRR11808872:1139640.602867	1	1
504	SRR11808872:1139700.645814	1	1
505	SRR11808872:1140230.637910	2	2
507	SRR11808872:1140460.638071	1	1
511	SRR11808872:1140790.606963	1	1
512	SRR11808872:1141320.616989	2	2
513	SRR11808872:1141370.623620	1	1
517	SRR11808872:1141900.647932	2	2
519	SRR11808872:1142630.656870	1	1
520	SRR11808872:1142900.630798	1	1
522	SRR11808872:1143090.626778	1	1
526	SRR11808872:1144390.624502	2	2
527	SRR11808872:1144430.613414	1	1
529	SRR11808872:1145360.640074	1	1
531	SRR11808872:1145730.637408	1	1
533	SRR11808872:1145920.641077	1	1
534	SRR11808872:1146210.616282	1	1
541	SRR11808872:1149900.661975	1	1
543	SRR11808872:115160.618658	1	1
548	SRR11808872:1152250.614591	1	1
549	SRR11808872:1152730.617047	1	1
554	SRR11808872:1154930.646882	1	1
557	SRR11808872:1155790.622326	1	1
558	SRR11808872:1155920.638331	1	1
559	SRR11808872:1156130.646447	2	2
561	SRR11808872:115650.613231	1	1
562	SRR11808872:1156530.632643	1	1
563	SRR11808872:115690.639829	1	1
565	SRR11808872:1157200.622943	1	1
566	SRR11808872:115810.626781	2	2
569	SRR11808872:1159290.634132	2	2
570	SRR11808872:1159450.627347	1	1
573	SRR11808872:1162930.611546	1	1
574	SRR11808872:1163270.628602	2	2
578	SRR11808872:1164820.611154	2	2
581	SRR11808872:1166010.658441	1	1
582	SRR11808872:1167030.609079	1	1
583	SRR11808872:1167210.643402	1	1
585	SRR11808872:1167760.630998	1	1
586	SRR11808872:1168000.603692	1	1
587	SRR11808872:1168120.608545	1	1
588	SRR11808872:1168700.667752	1	1
589	SRR11808872:1169060.618237	2	2
590	SRR11808872:1169360.613845	1	1
593	SRR11808872:1170120.601316	2	2
594	SRR11808872:1170580.605577	1	1
596	SRR11808872:1170880.626077	1	1
597	SRR11808872:1170910.623451	1	1
599	SRR11808872:1173190.636002	2	2
600	SRR11808872:1173490.628188	1	1
601	SRR11808872:1173820.631774	2	2
602	SRR11808872:1174870.611156	2	2
603	SRR11808872:1177040.634496	1	1
604	SRR11808872:1178890.607374	1	1
606	SRR11808872:1179600.618097	1	1
607	SRR11808872:1180160.630233	1	1
609	SRR11808872:1181300.639242	2	2
610	SRR11808872:1181500.638781	2	2
612	SRR11808872:1181690.609871	1	1
613	SRR11808872:1182310.605398	1	1
614	SRR11808872:1182690.680974	2	2
617	SRR11808872:1184110.621537	1	1
620	SRR11808872:1185000.611949	1	1
621	SRR11808872:1185250.610844	1	1
623	SRR11808872:1186750.659840	1	1
624	SRR11808872:1187270.638744	1	1
625	SRR11808872:1187470.633743	2	2
630	SRR11808872:1189140.607464	1	1
632	SRR11808872:1189390.629994	1	1
633	SRR11808872:1191960.634093	2	2
634	SRR11808872:1192190.614302	2	2
635	SRR11808872:1192320.612509	1	1
637	SRR11808872:1194620.640156	1	1
638	SRR11808872:1195050.619452	2	2
639	SRR11808872:1195220.603081	2	2
641	SRR11808872:1195830.631637	2	2
642	SRR11808872:1196010.617404	1	1
644	SRR11808872:1196280.636813	2	2
646	SRR11808872:1196930.634560	1	1
649	SRR11808872:1197360.638420	2	2
650	SRR11808872:1197810.620769	2	2
651	SRR11808872:1198300.657407	1	1
652	SRR11808872:1198320.608050	2	2
653	SRR11808872:1198680.643505	1	1
654	SRR11808872:1199140.602643	1	1
655	SRR11808872:1199300.630997	1	1
657	SRR11808872:1199960.617314	1	1
658	SRR11808872:1200680.623793	2	2
659	SRR11808872:1201230.604878	1	1
660	SRR11808872:1201330.616330	1	1
661	SRR11808872:1201360.623890	1	1
662	SRR11808872:1201880.632779	2	2
663	SRR11808872:1202240.626555	1	1
665	SRR11808872:1203900.632977	1	1
666	SRR11808872:1205060.676836	1	1
669	SRR11808872:1206850.635150	2	2
670	SRR11808872:1207490.615608	1	1
672	SRR11808872:1208500.610978	1	1
675	SRR11808872:1210860.607358	1	1
677	SRR11808872:121190.622651	1	1
678	SRR11808872:1211950.632474	1	1
679	SRR11808872:1212280.602956	1	1
682	SRR11808872:1212880.637811	1	1
683	SRR11808872:1213320.601603	1	1
684	SRR11808872:1216670.636563	1	1
685	SRR11808872:1217030.631024	1	1
686	SRR11808872:1217720.616941	1	1
687	SRR11808872:1217970.637288	1	1
688	SRR11808872:1218310.613899	1	1
689	SRR11808872:1218330.602817	1	1
690	SRR11808872:121920.633746	1	1
691	SRR11808872:1219920.623583	1	1
693	SRR11808872:1221310.610162	2	2
697	SRR11808872:1224110.640471	2	2
698	SRR11808872:1224240.629749	1	1
699	SRR11808872:1224640.637942	1	1
701	SRR11808872:1224700.620594	1	1
703	SRR11808872:1225670.600270	2	2
706	SRR11808872:1226620.623149	1	1
708	SRR11808872:1226970.637524	1	1
709	SRR11808872:1227370.604561	1	1
710	SRR11808872:1227910.602474	1	1
711	SRR11808872:1228310.618357	2	2
712	SRR11808872:1228720.604878	1	1
714	SRR11808872:1230170.665808	1	1
717	SRR11808872:1231260.636328	1	1
718	SRR11808872:1231280.633897	1	1
720	SRR11808872:1232110.661455	2	2
723	SRR11808872:1235590.612331	2	2
724	SRR11808872:1235700.680231	1	1
726	SRR11808872:1236430.611500	1	1
728	SRR11808872:1238620.607927	1	1
729	SRR11808872:1239450.624692	2	2
731	SRR11808872:1240030.632768	1	1
733	SRR11808872:1240320.642505	1	1
734	SRR11808872:1240540.640335	2	2
735	SRR11808872:1241110.629813	1	1
736	SRR11808872:1241710.601243	2	2
737	SRR11808872:1242840.713867	1	1
739	SRR11808872:1243230.662385	2	2
740	SRR11808872:1243510.624623	2	2
741	SRR11808872:1243690.646451	1	1
742	SRR11808872:1243830.615664	1	1
743	SRR11808872:1244640.605656	1	1
744	SRR11808872:1244780.623687	1	1
745	SRR11808872:124490.625883	1	1
747	SRR11808872:1246100.690615	1	1
748	SRR11808872:1247400.639511	1	1
750	SRR11808872:124860.614446	1	1
751	SRR11808872:1248900.601609	2	2
752	SRR11808872:1249350.606974	1	1
753	SRR11808872:1249930.602577	2	2
755	SRR11808872:1251420.630909	2	2
756	SRR11808872:1253090.627596	2	2
757	SRR11808872:1253110.609100	2	2
759	SRR11808872:1254120.630592	1	1
760	SRR11808872:1254460.682974	1	1
763	SRR11808872:125650.613283	2	2
764	SRR11808872:1256510.606312	1	1
765	SRR11808872:1256630.620088	1	1
766	SRR11808872:1256660.641292	1	1
767	SRR11808872:1256730.601400	1	1
769	SRR11808872:125770.607716	2	2
770	SRR11808872:1258870.612222	1	1
771	SRR11808872:1258940.631082	1	1
772	SRR11808872:1259420.604259	1	1
774	SRR11808872:1261050.605923	1	1
776	SRR11808872:1262050.627529	1	1
777	SRR11808872:1262120.630739	1	1
778	SRR11808872:1264460.607015	1	1
780	SRR11808872:1264790.605746	2	2
782	SRR11808872:1265140.630939	2	2
784	SRR11808872:1265770.619452	2	2
785	SRR11808872:1265810.692182	1	1
786	SRR11808872:1266480.611054	1	1
787	SRR11808872:1266970.632319	1	1
789	SRR11808872:1267980.605162	1	1
791	SRR11808872:1269020.619357	1	1
793	SRR11808872:1269980.627374	1	1
794	SRR11808872:1270310.676362	1	1
795	SRR11808872:1271270.625125	1	1
797	SRR11808872:1271790.613283	1	1
798	SRR11808872:1272130.665210	2	2
799	SRR11808872:1275370.636249	1	1
800	SRR11808872:1275870.654809	1	1
801	SRR11808872:1276050.621333	1	1
802	SRR11808872:1276480.612740	2	2
804	SRR11808872:1279370.608578	1	1
805	SRR11808872:1279940.655454	1	1
807	SRR11808872:1280860.623529	2	2
808	SRR11808872:1281490.637410	1	1
813	SRR11808872:1283000.636347	1	1
814	SRR11808872:1283990.600019	1	1
815	SRR11808872:1286890.613177	1	1
818	SRR11808872:1288170.602628	1	1
820	SRR11808872:1289840.626348	2	2
826	SRR11808872:1293820.628126	1	1
830	SRR11808872:1297040.610965	1	1
835	SRR11808872:1298730.604106	2	2
838	SRR11808872:1299420.610310	1	1
843	SRR11808872:1301810.603123	1	1
845	SRR11808872:1304630.629514	2	2
851	SRR11808872:1307460.639749	2	2
852	SRR11808872:1308580.613453	1	1
857	SRR11808872:1311370.612474	2	2
860	SRR11808872:1312010.635888	1	1
861	SRR11808872:1312150.608411	1	1
868	SRR11808872:1316420.615660	2	2
873	SRR11808872:1318150.626975	1	1
874	SRR11808872:1318180.635151	1	1
877	SRR11808872:1319960.601235	1	1
878	SRR11808872:1320060.606905	1	1
882	SRR11808872:1321490.630878	1	1
884	SRR11808872:1322540.619665	1	1
886	SRR11808872:1323790.611101	1	1
888	SRR11808872:1324850.621567	1	1
890	SRR11808872:1324990.643119	1	1
892	SRR11808872:1325890.614692	2	2
893	SRR11808872:1327710.600515	1	1
894	SRR11808872:1329080.629161	1	1
895	SRR11808872:1329140.620040	1	1
896	SRR11808872:1329350.609329	1	1
897	SRR11808872:1329630.624227	2	2
898	SRR11808872:132980.611796	2	2
900	SRR11808872:1330980.601751	1	1
901	SRR11808872:1331590.607054	2	2
905	SRR11808872:1334510.644033	2	2
908	SRR11808872:1334910.622502	2	2
909	SRR11808872:1334960.620342	1	1
912	SRR11808872:1336470.633914	1	1
914	SRR11808872:133740.605857	2	2
915	SRR11808872:1338110.636760	2	2
916	SRR11808872:1338400.635830	1	1
918	SRR11808872:1341580.602953	2	2
920	SRR11808872:1342500.612030	1	1
928	SRR11808872:1346960.617373	1	1
929	SRR11808872:134840.602646	1	1
932	SRR11808872:1350150.638757	1	1
934	SRR11808872:1350480.616564	1	1
935	SRR11808872:1351350.634797	1	1
936	SRR11808872:1353400.627061	1	1
938	SRR11808872:1355180.642878	1	1
939	SRR11808872:1355200.603976	2	2
944	SRR11808872:1357680.620364	2	2
946	SRR11808872:1358010.621817	2	2
948	SRR11808872:1360300.629041	2	2
949	SRR11808872:1360550.620066	1	1
952	SRR11808872:1363780.607371	2	2
953	SRR11808872:1364330.606627	2	2
958	SRR11808872:1368160.617277	1	1
962	SRR11808872:1370890.623029	2	2
963	SRR11808872:1371550.619594	2	2
966	SRR11808872:1371830.639318	1	1
967	SRR11808872:13720.636009	2	2
970	SRR11808872:137360.601359	1	1
978	SRR11808872:1377440.612979	2	2
980	SRR11808872:1382610.608973	1	1
982	SRR11808872:1387220.626274	1	1
983	SRR11808872:1393090.600139	1	1
984	SRR11808872:1394600.609546	1	1
989	SRR11808872:1401110.620560	2	2
991	SRR11808872:1401720.612555	1	1
992	SRR11808872:140260.624307	2	2
993	SRR11808872:1402670.602533	1	1
994	SRR11808872:140300.643966	1	1
995	SRR11808872:1411310.616208	2	2
996	SRR11808872:1411340.602849	1	1
997	SRR11808872:1412270.640221	1	1
999	SRR11808872:1413710.622603	1	1
1000	SRR11808872:1413880.612715	1	1
1002	SRR11808872:1415610.621115	2	2
1005	SRR11808872:1417130.610448	1	1
1006	SRR11808872:1417410.611982	2	2
1007	SRR11808872:1422630.677008	1	1
1011	SRR11808872:1427810.608839	1	1
1013	SRR11808872:1429930.612073	1	1
1014	SRR11808872:1438920.612023	1	1
1016	SRR11808872:1441010.607293	1	1
1017	SRR11808872:1443500.638237	1	1
1018	SRR11808872:1444020.612457	1	1
1019	SRR11808872:1446440.614654	1	1
1022	SRR11808872:1451120.637655	1	1
1025	SRR11808872:1453320.601864	2	2
1026	SRR11808872:1453620.624125	1	1
1027	SRR11808872:1454150.628885	1	1
1031	SRR11808872:1461060.600327	1	1
1033	SRR11808872:1464690.613173	2	2
1035	SRR11808872:1464980.601574	1	1
1036	SRR11808872:1465430.627327	1	1
1037	SRR11808872:1468120.619412	1	1
1038	SRR11808872:1468880.622856	2	2
1040	SRR11808872:147020.608486	1	1
1041	SRR11808872:1475260.625046	1	1
1042	SRR11808872:1475340.621961	1	1
1045	SRR11808872:1477740.604213	1	1
1046	SRR11808872:1479010.611706	1	1
1047	SRR11808872:1481420.607714	2	2
1048	SRR11808872:1482270.635012	1	1
1049	SRR11808872:1482300.612925	1	1
1050	SRR11808872:1482380.604180	1	1
1051	SRR11808872:1483010.614808	2	2
1053	SRR11808872:1489010.600752	1	1
1056	SRR11808872:1490110.630247	1	1
1057	SRR11808872:1491000.655019	1	1
1059	SRR11808872:1493240.612961	2	2
1063	SRR11808872:149710.608557	2	2
1066	SRR11808872:1499330.625835	1	1
1067	SRR11808872:1500660.621763	1	1
1069	SRR11808872:1500750.649559	1	1
1070	SRR11808872:1500770.605319	2	2
1071	SRR11808872:1500890.621915	1	1
1072	SRR11808872:1501270.609324	1	1
1074	SRR11808872:1501850.645835	1	1
1075	SRR11808872:150190.603567	1	1
1076	SRR11808872:150220.604948	1	1
1078	SRR11808872:1503940.622251	2	2
1083	SRR11808872:1516440.641834	2	2
1084	SRR11808872:151690.615427	1	1
1086	SRR11808872:1519590.632198	2	2
1087	SRR11808872:1520910.609385	1	1
1088	SRR11808872:1529970.618942	1	1
1089	SRR11808872:1530950.607851	2	2
1090	SRR11808872:1530960.639696	1	1
1092	SRR11808872:153150.617290	1	1
1094	SRR11808872:1532610.616403	2	2
1095	SRR11808872:1532890.625161	2	2
1096	SRR11808872:1534000.614343	1	1
1098	SRR11808872:1535290.612918	2	2
1099	SRR11808872:1535610.614679	2	2
1101	SRR11808872:1539940.647046	1	1
1107	SRR11808872:1549850.618170	1	1
1110	SRR11808872:1554090.623150	1	1
1111	SRR11808872:1555950.620718	2	2
1112	SRR11808872:1557140.618991	1	1
1113	SRR11808872:1557230.623003	2	2
1115	SRR11808872:155880.637597	2	2
1116	SRR11808872:1562720.617554	1	1
1117	SRR11808872:1563860.624732	1	1
1121	SRR11808872:156780.643917	1	1
1122	SRR11808872:1569970.608225	2	2
1124	SRR11808872:1570900.610195	1	1
1125	SRR11808872:1573700.616548	1	1
1126	SRR11808872:1573950.625100	1	1
1127	SRR11808872:1574950.617605	1	1
1128	SRR11808872:1577480.635955	1	1
1129	SRR11808872:1587030.621033	1	1
1131	SRR11808872:159140.601522	1	1
1132	SRR11808872:1594920.616597	1	1
1134	SRR11808872:1603320.612124	1	1
1135	SRR11808872:1603580.638014	1	1
1136	SRR11808872:1607070.619971	1	1
1138	SRR11808872:16080.614430	2	2
1139	SRR11808872:160820.626006	1	1
1141	SRR11808872:1609970.654953	1	1
1142	SRR11808872:1610600.634935	1	1
1143	SRR11808872:1611160.639616	1	1
1144	SRR11808872:1611930.605882	2	2
1145	SRR11808872:1613420.611246	1	1
1146	SRR11808872:1613850.653399	1	1
1147	SRR11808872:1614630.641185	1	1
1149	SRR11808872:1618070.628637	1	1
1150	SRR11808872:1620440.622547	1	1
1151	SRR11808872:1621520.618437	1	1
1152	SRR11808872:162160.614855	1	1
1154	SRR11808872:1624450.608699	1	1
1155	SRR11808872:1625650.614963	1	1
1156	SRR11808872:1625980.632191	1	1
1157	SRR11808872:1626610.609291	1	1
1159	SRR11808872:1630840.610107	1	1
1162	SRR11808872:1634420.648471	1	1
1164	SRR11808872:1636190.624249	2	2
1165	SRR11808872:1636910.613645	2	2
1166	SRR11808872:1637520.615789	1	1
1167	SRR11808872:1637700.642469	1	1
1169	SRR11808872:1638910.602286	2	2
1171	SRR11808872:1644340.604487	1	1
1173	SRR11808872:1645430.701836	1	1
1174	SRR11808872:1645520.608238	2	2
1175	SRR11808872:1645680.605040	1	1
1176	SRR11808872:1646200.601889	1	1
1177	SRR11808872:1646510.674512	1	1
1178	SRR11808872:1646560.608725	1	1
1181	SRR11808872:1647680.603084	1	1
1182	SRR11808872:1647870.612116	1	1
1183	SRR11808872:1649080.619840	1	1
1184	SRR11808872:1652890.627999	1	1
1187	SRR11808872:1654900.632356	1	1
1190	SRR11808872:1656490.601237	1	1
1191	SRR11808872:1656990.627767	1	1
1194	SRR11808872:1659780.616191	1	1
1195	SRR11808872:1659990.639148	1	1
1196	SRR11808872:1660000.632636	1	1
1197	SRR11808872:1661520.626951	1	1
1198	SRR11808872:1664530.625653	2	2
1199	SRR11808872:1665120.607765	2	2
1200	SRR11808872:1665650.606325	1	1
1201	SRR11808872:1666090.601139	1	1
1203	SRR11808872:1670230.644222	1	1
1204	SRR11808872:1670470.625586	1	1
1205	SRR11808872:1671360.601591	1	1
1206	SRR11808872:1671450.622834	1	1
1207	SRR11808872:1672920.602021	2	2
1208	SRR11808872:1674030.606739	2	2
1209	SRR11808872:1674350.602723	1	1
1210	SRR11808872:167500.620521	2	2
1211	SRR11808872:1675550.628163	1	1
1212	SRR11808872:1675810.658894	1	1
1213	SRR11808872:1678060.605692	1	1
1214	SRR11808872:1678190.608956	1	1
1216	SRR11808872:1678700.643487	1	1
1219	SRR11808872:168260.682919	1	1
1220	SRR11808872:1685940.677223	1	1
1221	SRR11808872:1686070.601219	1	1
1223	SRR11808872:1686380.632743	1	1
1224	SRR11808872:1686850.638756	1	1
1225	SRR11808872:1687990.624951	1	1
1226	SRR11808872:1688940.621511	2	2
1227	SRR11808872:1689280.640080	1	1
1228	SRR11808872:1690870.620168	1	1
1229	SRR11808872:1694030.620146	1	1
1230	SRR11808872:1696690.614014	1	1
1232	SRR11808872:1698460.619009	1	1
1234	SRR11808872:1699270.633258	1	1
1237	SRR11808872:170170.605676	1	1
1238	SRR11808872:1701900.607751	1	1
1239	SRR11808872:1703990.632998	1	1
1241	SRR11808872:1707090.613744	1	1
1243	SRR11808872:1710550.682272	1	1
1245	SRR11808872:1712040.623002	1	1
1246	SRR11808872:171410.629736	1	1
1247	SRR11808872:1715790.600273	1	1
1248	SRR11808872:171730.610199	2	2
1249	SRR11808872:1723310.618748	1	1
1251	SRR11808872:1725220.609153	1	1
1254	SRR11808872:1728600.618839	1	1
1256	SRR11808872:1729570.600252	2	2
1258	SRR11808872:1731360.614241	1	1
1259	SRR11808872:173480.640079	2	2
1260	SRR11808872:1734860.604060	1	1
1261	SRR11808872:1735090.610456	1	1
1262	SRR11808872:1735160.610343	1	1
1263	SRR11808872:1735520.615882	1	1
1265	SRR11808872:1737090.631738	1	1
1266	SRR11808872:1737200.621195	1	1
1267	SRR11808872:1738800.617470	1	1
1269	SRR11808872:1740740.636943	1	1
1270	SRR11808872:1744060.616198	1	1
1271	SRR11808872:1744340.609517	1	1
1273	SRR11808872:1746080.638983	1	1
1274	SRR11808872:1747760.619708	1	1
1276	SRR11808872:1749670.662938	1	1
1277	SRR11808872:1752010.621554	1	1
1278	SRR11808872:175280.613286	1	1
1279	SRR11808872:1753600.628377	1	1
1282	SRR11808872:1756540.619564	1	1
1283	SRR11808872:175790.618280	2	2
1284	SRR11808872:1759230.610444	1	1
1285	SRR11808872:1761700.605543	2	2
1286	SRR11808872:1763900.637968	2	2
1287	SRR11808872:177200.640122	1	1
1289	SRR11808872:1774840.632314	1	1
1290	SRR11808872:1776170.609653	1	1
1291	SRR11808872:1776510.612285	1	1
1292	SRR11808872:1776820.626003	1	1
1293	SRR11808872:1778200.639049	1	1
1294	SRR11808872:1780660.613201	1	1
1295	SRR11808872:1783590.620728	2	2
1298	SRR11808872:1786880.633689	1	1
1299	SRR11808872:178690.604105	2	2
1300	SRR11808872:178760.604023	2	2
1301	SRR11808872:1788740.617708	2	2
1302	SRR11808872:1789050.627385	1	1
1303	SRR11808872:1789410.610555	2	2
1304	SRR11808872:1790010.620922	1	1
1306	SRR11808872:1791580.603506	1	1
1307	SRR11808872:1792100.631539	1	1
1309	SRR11808872:1793230.603210	1	1
1310	SRR11808872:1795750.618916	1	1
1312	SRR11808872:1799490.641246	1	1
1314	SRR11808872:1800420.638270	1	1
1315	SRR11808872:1801180.622252	1	1
1317	SRR11808872:1801500.639296	2	2
1320	SRR11808872:1803380.637026	1	1
1322	SRR11808872:1804850.628704	2	2
1325	SRR11808872:1806080.648917	1	1
1326	SRR11808872:1806570.623645	1	1
1328	SRR11808872:1807440.604559	1	1
1329	SRR11808872:1807920.653502	1	1
1330	SRR11808872:1809110.617145	1	1
1331	SRR11808872:1809630.641621	1	1
1332	SRR11808872:1811430.636304	1	1
1336	SRR11808872:1813260.608685	2	2
1337	SRR11808872:181370.625438	1	1
1338	SRR11808872:1815830.620912	1	1
1339	SRR11808872:1816350.604796	2	2
1342	SRR11808872:1819300.605388	2	2
1345	SRR11808872:1823290.602104	2	2
1347	SRR11808872:1825060.625317	1	1
1351	SRR11808872:1827800.608415	1	1
1354	SRR11808872:1828940.619982	1	1
1355	SRR11808872:1829300.613003	1	1
1357	SRR11808872:1830290.630701	2	2
1359	SRR11808872:1830550.629264	2	2
1360	SRR11808872:1831000.638733	2	2
1361	SRR11808872:1831870.675980	1	1
1362	SRR11808872:1832850.603991	1	1
1363	SRR11808872:1834000.606885	1	1
1364	SRR11808872:1834870.605307	1	1
1366	SRR11808872:1836690.654766	2	2
1367	SRR11808872:1836860.615334	1	1
1371	SRR11808872:1841090.606081	1	1
1372	SRR11808872:1841320.609038	2	2
1373	SRR11808872:1841460.604120	1	1
1375	SRR11808872:1844780.622898	1	1
1376	SRR11808872:1845530.609004	1	1
1377	SRR11808872:1846010.611114	1	1
1378	SRR11808872:184870.611375	2	2
1379	SRR11808872:1849930.632291	1	1
1380	SRR11808872:1850130.621883	2	2
1381	SRR11808872:1850750.617836	1	1
1382	SRR11808872:1852070.639437	1	1
