Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Sphenophorus;Sphenophorus incurrens
Eukaryota;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Vasdavidius;Vasdavidius concursus
Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Gorgoniidae;Antillogorgia;Antillogorgia bipinnata
Eukaryota;Porifera;Demospongiae;Haplosclerida;Niphatidae;Cribrochalina;Cribrochalina vasculum
Eukaryota;Gastrotricha;Macrodasyida;Thaumastodermatidae;Tetranchyroderma;Tetranchyroderma quadritentaculatum
Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila okadai
Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
Eukaryota;Chordata;Actinopteri;Perciformes;Zoarcidae;Zoarces;Zoarces gillii
Eukaryota;Chordata;Aves;Piciformes;Picidae;Campethera;Campethera cailliautii
Eukaryota;Nematoda;Chromadorea;Rhabditida;Trichostrongylidae;Trichostrongylus;Trichostrongylus vitrinus
Eukaryota;Chordata;Amphibia;Anura;Heleophrynidae;Heleophryne;Heleophryne purcelli
Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Clavulariidae;Carijoa;Carijoa riisei
Eukaryota;Annelida;Polychaeta;Terebellida;Ampharetidae;Auchenoplax;Auchenoplax crinita
Eukaryota;Chordata;Actinopteri;Perciformes;Zoarcidae;Zoarces;Zoarces gillii
Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Aulagromyza;Aulagromyza nitida
Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Microthrissa;Microthrissa congica
Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Tettigades;Tettigades auropilosa
Eukaryota;Mollusca;Gastropoda;Lottiidae;Patelloida;Patelloida striata
Eukaryota;Mollusca;Bivalvia;Veneroida;Galeommatidae;Galeomma;Galeomma turtoni
