OTU	amplicon	ERR0000001	total
83	ERR1:204470.687802	2	2
115	ERR1:634490.698892	2	2
131	ERR1:907270.612345	2	2
133	ERR1:953770.680564	2	2
137	ERR1:1000770.656471	1	1
139	ERR1:1001260.627636	1	1
141	ERR1:100140.603700	2	2
142	ERR1:100150.733068	1	1
144	ERR1:1002070.605117	1	1
145	ERR1:100230.603124	1	1
146	ERR1:100290.652511	1	1
147	ERR1:100310.714443	1	1
148	ERR1:1003380.631763	1	1
152	ERR1:1003440.725599	1	1
156	ERR1:1003890.601449	1	1
157	ERR1:100400.610377	1	1
158	ERR1:1004070.714145	1	1
160	ERR1:1004120.604692	1	1
161	ERR1:1004170.646424	1	1
162	ERR1:1004260.678129	1	1
164	ERR1:1004280.648752	1	1
167	ERR1:1004590.618482	2	2
168	ERR1:1004670.735448	1	1
169	ERR1:100470.625883	1	1
170	ERR1:1004760.671430	1	1
171	ERR1:1004850.664231	1	1
174	ERR1:1004940.606168	1	1
175	ERR1:1004950.672774	1	1
176	ERR1:10050.651681	1	1
177	ERR1:1005060.678504	1	1
178	ERR1:1005080.674706	1	1
180	ERR1:100530.682263	1	1
185	ERR1:1005720.621605	1	1
186	ERR1:1005790.630692	1	1
189	ERR1:1005960.680206	1	1
190	ERR1:1005970.673027	1	1
194	ERR1:1006220.632821	1	1
195	ERR1:1006310.709111	1	1
197	ERR1:1006460.670826	1	1
201	ERR1:1006540.606816	1	1
205	ERR1:1006600.665972	1	1
207	ERR1:1006670.602244	1	1
208	ERR1:1006830.604596	1	1
210	ERR1:1006890.654635	1	1
216	ERR1:100710.643720	1	1
219	ERR1:1007230.713351	1	1
224	ERR1:1007350.673110	1	1
226	ERR1:1007400.653239	2	2
227	ERR1:1007420.674073	1	1
229	ERR1:1007510.607245	1	1
231	ERR1:1007600.625515	1	1
233	ERR1:100770.629541	2	2
234	ERR1:1007740.652879	1	1
236	ERR1:1007850.651219	1	1
240	ERR1:1008360.639970	1	1
243	ERR1:1008470.663082	1	1
246	ERR1:1008710.683736	1	1
247	ERR1:1008750.602269	1	1
249	ERR1:1008950.634601	1	1
252	ERR1:1009020.641797	1	1
253	ERR1:1009100.608473	2	2
254	ERR1:1009130.609599	1	1
256	ERR1:1009160.612551	1	1
257	ERR1:1009210.699154	1	1
258	ERR1:1009230.677459	1	1
260	ERR1:1009400.695690	1	1
262	ERR1:1009650.655575	1	1
264	ERR1:1009730.624284	1	1
265	ERR1:1009800.691343	1	1
266	ERR1:1009810.642770	1	1
267	ERR1:1009840.629672	2	2
269	ERR1:1009880.729017	2	2
270	ERR1:1009890.637515	1	1
271	ERR1:1009910.654095	1	1
273	ERR1:1009930.723835	1	1
274	ERR1:1009980.703199	1	1
275	ERR1:1010000.641197	1	1
277	ERR1:1010170.743130	1	1
281	ERR1:1010410.717125	1	1
286	ERR1:1010680.670583	1	1
288	ERR1:101070.601155	1	1
289	ERR1:1010770.703521	1	1
292	ERR1:1010990.626131	1	1
295	ERR1:1011180.666704	2	2
296	ERR1:101120.606327	1	1
300	ERR1:1011320.703461	1	1
303	ERR1:1011410.603784	1	1
308	ERR1:1011640.610249	1	1
314	ERR1:1011920.614312	2	2
316	ERR1:1012060.606532	2	2
317	ERR1:1012120.623683	2	2
319	ERR1:1012200.623860	1	1
320	ERR1:1012220.688891	2	2
322	ERR1:1012320.675645	1	1
323	ERR1:1012330.602471	1	1
324	ERR1:1012370.623056	1	1
325	ERR1:1012380.722283	1	1
326	ERR1:1012500.604951	1	1
327	ERR1:1012590.612592	1	1
328	ERR1:1012650.680038	1	1
332	ERR1:1012810.699734	1	1
333	ERR1:1012870.680218	1	1
337	ERR1:1013080.650411	1	1
338	ERR1:1013180.697017	1	1
339	ERR1:101320.701996	1	1
340	ERR1:1013260.707463	1	1
344	ERR1:101340.716095	2	2
345	ERR1:1013470.612785	1	1
348	ERR1:1013560.647913	1	1
349	ERR1:1013600.660146	1	1
350	ERR1:1013630.624376	2	2
352	ERR1:1013690.695893	1	1
354	ERR1:1013810.645390	1	1
355	ERR1:1013840.712815	1	1
356	ERR1:1013860.655869	1	1
358	ERR1:1013890.652135	1	1
359	ERR1:1013900.711514	1	1
360	ERR1:1013940.668621	1	1
361	ERR1:1013990.672054	1	1
365	ERR1:1014270.622370	1	1
366	ERR1:1014300.647777	1	1
368	ERR1:1014350.641653	2	2
369	ERR1:1014390.683732	1	1
373	ERR1:1014670.671251	2	2
375	ERR1:1014720.605350	2	2
377	ERR1:1014840.673124	1	1
380	ERR1:1014970.606663	1	1
381	ERR1:1014980.679428	2	2
385	ERR1:101520.636344	2	2
386	ERR1:1015240.624926	1	1
388	ERR1:1015310.682073	1	1
389	ERR1:1015340.691911	1	1
393	ERR1:1015720.734016	1	1
394	ERR1:1015770.674876	1	1
396	ERR1:1015820.685473	1	1
397	ERR1:1015860.619799	1	1
403	ERR1:1016080.622274	1	1
404	ERR1:1016100.609962	1	1
406	ERR1:1016220.672934	2	2
408	ERR1:1016310.602515	1	1
409	ERR1:1016360.674429	1	1
411	ERR1:1016410.671805	1	1
412	ERR1:1016420.696515	1	1
413	ERR1:1016490.642532	1	1
414	ERR1:1016620.708539	1	1
416	ERR1:1016750.710806	1	1
417	ERR1:1016940.686216	1	1
421	ERR1:1017020.686501	1	1
422	ERR1:1017170.735596	1	1
423	ERR1:1017370.692452	2	2
425	ERR1:1017470.617294	1	1
426	ERR1:1017510.675979	1	1
432	ERR1:1017880.673568	1	1
433	ERR1:1017900.664703	1	1
435	ERR1:1017980.600695	2	2
436	ERR1:101810.677375	1	1
437	ERR1:1018100.602256	1	1
438	ERR1:1018170.641441	1	1
439	ERR1:1018270.680206	1	1
440	ERR1:1018380.618274	1	1
442	ERR1:1018420.661689	1	1
444	ERR1:1018490.601996	1	1
447	ERR1:1018600.608711	2	2
451	ERR1:1018890.671711	1	1
453	ERR1:1018930.638318	1	1
455	ERR1:1019020.694550	1	1
457	ERR1:1019210.694892	1	1
461	ERR1:1019620.642635	1	1
462	ERR1:1019750.607627	1	1
463	ERR1:1019770.675820	1	1
464	ERR1:101980.673551	1	1
465	ERR1:1019810.729729	2	2
466	ERR1:1019840.667371	1	1
467	ERR1:1019860.606295	1	1
471	ERR1:1019980.614623	1	1
472	ERR1:1019990.657621	1	1
474	ERR1:1020140.608416	1	1
476	ERR1:1020180.651933	2	2
478	ERR1:1020260.636786	1	1
480	ERR1:1020500.667977	1	1
485	ERR1:1020820.652894	1	1
488	ERR1:1021060.631544	1	1
489	ERR1:1021070.613183	1	1
490	ERR1:1021080.647485	1	1
493	ERR1:1021140.646032	1	1
495	ERR1:1021200.690035	2	2
496	ERR1:1021240.606653	2	2
499	ERR1:1021370.697874	1	1
500	ERR1:1021380.689602	1	1
501	ERR1:1021390.693782	2	2
503	ERR1:1021610.709252	1	1
504	ERR1:1021630.673751	1	1
508	ERR1:1021770.749323	1	1
509	ERR1:1021860.611088	1	1
510	ERR1:1021880.602429	2	2
511	ERR1:102190.601575	1	1
513	ERR1:1021940.616504	2	2
515	ERR1:1022020.697017	1	1
517	ERR1:1022160.620949	1	1
520	ERR1:1022270.650282	1	1
524	ERR1:1022510.657699	2	2
525	ERR1:1022520.607826	1	1
527	ERR1:102260.624406	1	1
528	ERR1:1022660.625552	1	1
531	ERR1:1022840.621390	1	1
532	ERR1:102290.695011	2	2
533	ERR1:102300.627850	1	1
535	ERR1:1023110.692383	1	1
537	ERR1:1023200.656184	1	1
539	ERR1:1023250.653944	1	1
544	ERR1:1023360.617697	1	1
545	ERR1:1023370.638042	1	1
546	ERR1:1023420.600222	2	2
548	ERR1:1023500.612057	1	1
550	ERR1:102360.674318	1	1
552	ERR1:1023700.710411	1	1
553	ERR1:1023790.619052	1	1
554	ERR1:102380.691150	1	1
556	ERR1:102390.657006	1	1
557	ERR1:1023900.640307	1	1
560	ERR1:1024040.672633	1	1
561	ERR1:1024050.738619	1	1
562	ERR1:1024060.637912	1	1
564	ERR1:1024260.647068	1	1
566	ERR1:1024330.682514	1	1
567	ERR1:1024340.642396	1	1
568	ERR1:1024360.600906	2	2
569	ERR1:1024410.684936	1	1
570	ERR1:1024420.632466	1	1
572	ERR1:1024540.641391	2	2
573	ERR1:1024560.673203	1	1
576	ERR1:1024670.606781	1	1
578	ERR1:1024840.633505	1	1
579	ERR1:102500.611060	1	1
581	ERR1:102510.683064	2	2
582	ERR1:1025220.603668	1	1
584	ERR1:1025280.608219	1	1
587	ERR1:1025500.692070	1	1
588	ERR1:1025550.645071	1	1
589	ERR1:1025590.627187	1	1
590	ERR1:1025710.695400	1	1
591	ERR1:1025760.612872	1	1
592	ERR1:1025810.678776	2	2
593	ERR1:1025820.629870	1	1
596	ERR1:1026230.643577	1	1
598	ERR1:1026370.720964	1	1
602	ERR1:102660.616803	1	1
604	ERR1:1026630.609163	2	2
605	ERR1:1026660.615441	1	1
606	ERR1:1026760.701600	1	1
607	ERR1:1026800.653407	1	1
610	ERR1:1026860.705017	1	1
611	ERR1:1026910.614728	1	1
612	ERR1:1026930.703417	1	1
614	ERR1:1027000.738984	1	1
615	ERR1:1027050.600415	1	1
619	ERR1:1027170.683759	1	1
620	ERR1:1027230.634664	1	1
622	ERR1:1027320.611394	1	1
623	ERR1:1027490.653859	1	1
625	ERR1:1027590.737732	1	1
626	ERR1:1027660.671585	1	1
628	ERR1:1027800.643539	2	2
629	ERR1:1027830.659371	1	1
630	ERR1:1027880.676424	1	1
633	ERR1:1027930.634007	1	1
634	ERR1:1027970.675356	1	1
635	ERR1:1027990.667036	1	1
636	ERR1:102800.636771	1	1
637	ERR1:1028130.645932	1	1
639	ERR1:1028200.636349	1	1
640	ERR1:1028210.652104	1	1
641	ERR1:1028220.636812	1	1
642	ERR1:1028240.619592	1	1
644	ERR1:1028370.658319	1	1
647	ERR1:1028420.655584	2	2
649	ERR1:1028480.663648	1	1
650	ERR1:1028650.659376	1	1
651	ERR1:1028670.632141	1	1
652	ERR1:1028680.604672	1	1
654	ERR1:1028860.694082	1	1
656	ERR1:1028900.620908	1	1
657	ERR1:1028920.611144	1	1
662	ERR1:1029100.687904	1	1
663	ERR1:1029140.621227	1	1
670	ERR1:1029460.605158	1	1
674	ERR1:1029560.684532	1	1
676	ERR1:1029610.673902	1	1
678	ERR1:102980.646701	1	1
679	ERR1:1029800.676416	1	1
680	ERR1:1029880.677528	1	1
681	ERR1:1030010.604849	1	1
682	ERR1:1030080.662541	1	1
683	ERR1:1030170.618223	1	1
685	ERR1:1030390.609324	1	1
689	ERR1:103050.678484	2	2
690	ERR1:1030550.695469	1	1
691	ERR1:103060.659587	2	2
692	ERR1:1030600.637437	1	1
693	ERR1:1030730.692183	1	1
694	ERR1:1030740.602127	2	2
695	ERR1:1030800.614700	2	2
696	ERR1:1030820.628034	1	1
697	ERR1:1030910.609313	1	1
698	ERR1:1030950.687326	1	1
699	ERR1:1030960.703647	2	2
705	ERR1:1031360.620079	1	1
706	ERR1:1031400.602581	1	1
707	ERR1:1031410.623498	2	2
708	ERR1:1031430.651591	1	1
709	ERR1:1031540.603147	1	1
712	ERR1:1031620.745112	1	1
716	ERR1:1031940.608577	1	1
719	ERR1:103200.653923	1	1
720	ERR1:1032110.610801	1	1
721	ERR1:1032280.672662	1	1
723	ERR1:1032410.713368	1	1
724	ERR1:1032540.603585	1	1
726	ERR1:1032580.665331	1	1
727	ERR1:1032650.730712	1	1
728	ERR1:1032790.623920	1	1
734	ERR1:1033500.638875	1	1
739	ERR1:1033700.646894	2	2
740	ERR1:1033710.646459	1	1
741	ERR1:1033820.621633	1	1
743	ERR1:103390.678909	1	1
744	ERR1:1033920.603903	1	1
745	ERR1:1033930.606572	1	1
747	ERR1:1033970.654844	1	1
748	ERR1:1033990.604135	2	2
749	ERR1:1034050.601514	1	1
750	ERR1:1034090.706077	2	2
751	ERR1:1034100.653603	1	1
753	ERR1:1034370.625104	1	1
755	ERR1:1034400.634141	2	2
756	ERR1:1034410.627494	1	1
757	ERR1:1034730.619611	1	1
758	ERR1:1034740.698057	1	1
764	ERR1:1035090.601002	1	1
766	ERR1:1035120.678483	1	1
767	ERR1:1035180.648024	1	1
768	ERR1:1035210.611121	1	1
769	ERR1:1035280.602534	2	2
770	ERR1:1035330.637784	1	1
771	ERR1:103540.612533	1	1
773	ERR1:1035470.695472	2	2
774	ERR1:103550.602231	1	1
776	ERR1:1035540.676283	1	1
778	ERR1:1035590.674572	1	1
779	ERR1:1035660.699205	1	1
782	ERR1:1035740.684321	1	1
783	ERR1:1035750.671137	1	1
784	ERR1:1035760.649974	2	2
785	ERR1:1035770.603319	1	1
786	ERR1:1035820.693530	2	2
787	ERR1:1035850.602250	1	1
789	ERR1:1036120.663692	2	2
790	ERR1:1036130.627974	1	1
791	ERR1:1036270.726786	2	2
793	ERR1:1036370.628649	1	1
