amplicon	linearized.dereplicate_ERR1308239.merged.fastq	total
ERR1308239:::7903:0:0:0:0.631145	11	11
ERR1308239:::62115:0:0:0:0.623190	10	10
ERR1308239:::17143:0:0:0:0.607344	8	8
ERR1308239:::30791:0:0:0:0.601132	8	8
ERR1308239:::100241:0:0:0:0.607429	7	7
ERR1308239:::12696:0:0:0:0.609646	7	7
ERR1308239:::18713:0:0:0:0.618977	7	7
ERR1308239:::40947:0:0:0:0.636043	7	7
ERR1308239:::42869:0:0:0:0.631466	7	7
ERR1308239:::42876:0:0:0:0.602409	7	7
ERR1308239:::52609:0:0:0:0.601315	7	7
ERR1308239:::52963:0:0:0:0.627703	7	7
ERR1308239:::6302:0:0:0:0.614921	7	7
ERR1308239:::71164:0:0:0:0.607058	7	7
ERR1308239:::101617:0:0:0:0.602697	6	6
ERR1308239:::12234:0:0:0:0.621807	6	6
ERR1308239:::141366:0:0:0:0.608846	6	6
ERR1308239:::14333:0:0:0:0.620505	6	6
ERR1308239:::175:0:0:0:0.613944	6	6
ERR1308239:::229179:0:0:0:0.603085	6	6
ERR1308239:::42710:0:0:0:0.606835	6	6
ERR1308239:::51275:0:0:0:0.612266	6	6
ERR1308239:::5390:0:0:0:0.600990	6	6
ERR1308239:::59776:0:0:0:0.618090	6	6
ERR1308239:::63589:0:0:0:0.613218	6	6
ERR1308239:::65718:0:0:0:0.600868	6	6
ERR1308239:::8159:0:0:0:0.602660	6	6
ERR1308239:::102589:0:0:0:0.602136	5	5
ERR1308239:::111853:0:0:0:0.605393	5	5
ERR1308239:::1212:0:0:0:0.619031	5	5
ERR1308239:::12223:0:0:0:0.612518	5	5
ERR1308239:::12465:0:0:0:0.625949	5	5
ERR1308239:::126784:0:0:0:0.610191	5	5
ERR1308239:::13105:0:0:0:0.614459	5	5
ERR1308239:::132252:0:0:0:0.618741	5	5
ERR1308239:::134609:0:0:0:0.609780	5	5
ERR1308239:::136946:0:0:0:0.626385	5	5
ERR1308239:::147056:0:0:0:0.602525	5	5
ERR1308239:::15759:0:0:0:0.615209	5	5
ERR1308239:::15856:0:0:0:0.615651	5	5
ERR1308239:::174576:0:0:0:0.608068	5	5
ERR1308239:::20967:0:0:0:0.605135	5	5
ERR1308239:::22275:0:0:0:0.626681	5	5
ERR1308239:::23014:0:0:0:0.625985	5	5
ERR1308239:::25403:0:0:0:0.620191	5	5
ERR1308239:::25569:0:0:0:0.605481	5	5
ERR1308239:::27411:0:0:0:0.613174	5	5
ERR1308239:::28270:0:0:0:0.610622	5	5
ERR1308239:::3019:0:0:0:0.633308	5	5
ERR1308239:::306108:0:0:0:0.629351	5	5
ERR1308239:::33800:0:0:0:0.638731	5	5
ERR1308239:::34590:0:0:0:0.608456	5	5
ERR1308239:::34789:0:0:0:0.620865	5	5
ERR1308239:::35363:0:0:0:0.607234	5	5
ERR1308239:::35416:0:0:0:0.609014	5	5
ERR1308239:::35770:0:0:0:0.607774	5	5
ERR1308239:::4050:0:0:0:0.606225	5	5
ERR1308239:::4143:0:0:0:0.626672	5	5
ERR1308239:::42531:0:0:0:0.603108	5	5
ERR1308239:::44378:0:0:0:0.613712	5	5
ERR1308239:::44729:0:0:0:0.606027	5	5
ERR1308239:::44945:0:0:0:0.610014	5	5
ERR1308239:::45392:0:0:0:0.622415	5	5
ERR1308239:::4646:0:0:0:0.613998	5	5
ERR1308239:::53320:0:0:0:0.609252	5	5
ERR1308239:::62810:0:0:0:0.603073	5	5
ERR1308239:::63119:0:0:0:0.613767	5	5
ERR1308239:::70917:0:0:0:0.603108	5	5
ERR1308239:::71363:0:0:0:0.614488	5	5
ERR1308239:::71476:0:0:0:0.607451	5	5
ERR1308239:::71874:0:0:0:0.621310	5	5
ERR1308239:::74209:0:0:0:0.601549	5	5
ERR1308239:::80230:0:0:0:0.606500	5	5
ERR1308239:::81765:0:0:0:0.627737	5	5
ERR1308239:::8184:0:0:0:0.602958	5	5
ERR1308239:::83110:0:0:0:0.636356	5	5
ERR1308239:::86093:0:0:0:0.617237	5	5
ERR1308239:::96144:0:0:0:0.624580	5	5
ERR1308239:::98542:0:0:0:0.605124	5	5
ERR1308239:::100276:0:0:0:0.619811	4	4
ERR1308239:::100546:0:0:0:0.610646	4	4
ERR1308239:::100577:0:0:0:0.605204	4	4
ERR1308239:::102958:0:0:0:0.608099	4	4
ERR1308239:::103655:0:0:0:0.608715	4	4
ERR1308239:::104296:0:0:0:0.602231	4	4
ERR1308239:::105005:0:0:0:0.616323	4	4
ERR1308239:::106428:0:0:0:0.607241	4	4
ERR1308239:::108661:0:0:0:0.635858	4	4
ERR1308239:::110560:0:0:0:0.607453	4	4
ERR1308239:::110752:0:0:0:0.607054	4	4
ERR1308239:::111780:0:0:0:0.605554	4	4
ERR1308239:::111902:0:0:0:0.625304	4	4
ERR1308239:::112508:0:0:0:0.611398	4	4
ERR1308239:::113830:0:0:0:0.615906	4	4
ERR1308239:::114277:0:0:0:0.622929	4	4
ERR1308239:::11506:0:0:0:0.603067	4	4
ERR1308239:::120197:0:0:0:0.603455	4	4
ERR1308239:::121567:0:0:0:0.611472	4	4
ERR1308239:::123325:0:0:0:0.615296	4	4
ERR1308239:::123386:0:0:0:0.604234	4	4
ERR1308239:::125328:0:0:0:0.612656	4	4
ERR1308239:::126699:0:0:0:0.610023	4	4
ERR1308239:::133042:0:0:0:0.607128	4	4
ERR1308239:::133480:0:0:0:0.605022	4	4
ERR1308239:::13500:0:0:0:0.610786	4	4
ERR1308239:::1352:0:0:0:0.601511	4	4
ERR1308239:::141025:0:0:0:0.617273	4	4
ERR1308239:::142864:0:0:0:0.629010	4	4
ERR1308239:::143135:0:0:0:0.608824	4	4
ERR1308239:::143598:0:0:0:0.618111	4	4
ERR1308239:::14972:0:0:0:0.619525	4	4
ERR1308239:::15962:0:0:0:0.610051	4	4
ERR1308239:::16419:0:0:0:0.611262	4	4
ERR1308239:::164374:0:0:0:0.629349	4	4
ERR1308239:::164547:0:0:0:0.605210	4	4
ERR1308239:::16764:0:0:0:0.614202	4	4
ERR1308239:::169219:0:0:0:0.619208	4	4
ERR1308239:::169361:0:0:0:0.609625	4	4
ERR1308239:::172594:0:0:0:0.607791	4	4
ERR1308239:::175315:0:0:0:0.628917	4	4
ERR1308239:::17584:0:0:0:0.637966	4	4
ERR1308239:::17847:0:0:0:0.613669	4	4
ERR1308239:::18269:0:0:0:0.629063	4	4
ERR1308239:::192205:0:0:0:0.632593	4	4
ERR1308239:::194935:0:0:0:0.622106	4	4
ERR1308239:::202949:0:0:0:0.600263	4	4
ERR1308239:::203619:0:0:0:0.605670	4	4
ERR1308239:::20414:0:0:0:0.615368	4	4
ERR1308239:::204489:0:0:0:0.620578	4	4
ERR1308239:::20708:0:0:0:0.605618	4	4
ERR1308239:::222658:0:0:0:0.601712	4	4
ERR1308239:::22293:0:0:0:0.624855	4	4
ERR1308239:::230269:0:0:0:0.603888	4	4
ERR1308239:::24320:0:0:0:0.601434	4	4
ERR1308239:::24633:0:0:0:0.601656	4	4
ERR1308239:::24682:0:0:0:0.610949	4	4
ERR1308239:::247254:0:0:0:0.606425	4	4
ERR1308239:::24733:0:0:0:0.616803	4	4
ERR1308239:::24761:0:0:0:0.604154	4	4
ERR1308239:::247701:0:0:0:0.607488	4	4
ERR1308239:::25529:0:0:0:0.631879	4	4
ERR1308239:::25588:0:0:0:0.627337	4	4
ERR1308239:::257686:0:0:0:0.611346	4	4
ERR1308239:::26462:0:0:0:0.656969	4	4
ERR1308239:::264643:0:0:0:0.600332	4	4
ERR1308239:::268553:0:0:0:0.618284	4	4
ERR1308239:::268897:0:0:0:0.610246	4	4
ERR1308239:::269670:0:0:0:0.606397	4	4
ERR1308239:::270279:0:0:0:0.630682	4	4
ERR1308239:::282398:0:0:0:0.605691	4	4
ERR1308239:::290228:0:0:0:0.613845	4	4
ERR1308239:::30774:0:0:0:0.603592	4	4
ERR1308239:::31074:0:0:0:0.623219	4	4
ERR1308239:::31296:0:0:0:0.603926	4	4
ERR1308239:::322926:0:0:0:0.632011	4	4
ERR1308239:::32649:0:0:0:0.602545	4	4
ERR1308239:::32896:0:0:0:0.618307	4	4
ERR1308239:::33169:0:0:0:0.606018	4	4
ERR1308239:::34413:0:0:0:0.618234	4	4
ERR1308239:::34511:0:0:0:0.687733	4	4
ERR1308239:::34673:0:0:0:0.603632	4	4
ERR1308239:::35882:0:0:0:0.637360	4	4
ERR1308239:::35941:0:0:0:0.604097	4	4
ERR1308239:::35993:0:0:0:0.602434	4	4
ERR1308239:::36234:0:0:0:0.604548	4	4
ERR1308239:::36689:0:0:0:0.614516	4	4
ERR1308239:::36838:0:0:0:0.603496	4	4
ERR1308239:::3875:0:0:0:0.606488	4	4
ERR1308239:::39991:0:0:0:0.609890	4	4
ERR1308239:::42744:0:0:0:0.611398	4	4
ERR1308239:::43182:0:0:0:0.632104	4	4
ERR1308239:::435:0:0:0:0.602121	4	4
ERR1308239:::43682:0:0:0:0.600586	4	4
ERR1308239:::44280:0:0:0:0.609983	4	4
ERR1308239:::45718:0:0:0:0.607458	4	4
ERR1308239:::45910:0:0:0:0.603896	4	4
ERR1308239:::46835:0:0:0:0.613441	4	4
ERR1308239:::47396:0:0:0:0.619891	4	4
ERR1308239:::4744:0:0:0:0.601882	4	4
ERR1308239:::47895:0:0:0:0.601809	4	4
ERR1308239:::49987:0:0:0:0.602786	4	4
ERR1308239:::50989:0:0:0:0.610114	4	4
ERR1308239:::51705:0:0:0:0.602515	4	4
ERR1308239:::53831:0:0:0:0.632186	4	4
ERR1308239:::54039:0:0:0:0.614470	4	4
ERR1308239:::54278:0:0:0:0.608267	4	4
ERR1308239:::54507:0:0:0:0.620607	4	4
ERR1308239:::55168:0:0:0:0.632602	4	4
ERR1308239:::55588:0:0:0:0.605244	4	4
ERR1308239:::5585:0:0:0:0.622387	4	4
ERR1308239:::55856:0:0:0:0.607190	4	4
ERR1308239:::56135:0:0:0:0.630147	4	4
ERR1308239:::56505:0:0:0:0.623945	4	4
ERR1308239:::59233:0:0:0:0.615819	4	4
ERR1308239:::61940:0:0:0:0.641464	4	4
ERR1308239:::61969:0:0:0:0.613920	4	4
ERR1308239:::62139:0:0:0:0.610181	4	4
ERR1308239:::62601:0:0:0:0.602972	4	4
ERR1308239:::63710:0:0:0:0.604559	4	4
ERR1308239:::64269:0:0:0:0.631073	4	4
ERR1308239:::64552:0:0:0:0.624288	4	4
ERR1308239:::6475:0:0:0:0.610714	4	4
ERR1308239:::65516:0:0:0:0.634105	4	4
ERR1308239:::6677:0:0:0:0.609460	4	4
ERR1308239:::71229:0:0:0:0.632052	4	4
ERR1308239:::74054:0:0:0:0.622504	4	4
ERR1308239:::75241:0:0:0:0.608146	4	4
ERR1308239:::75679:0:0:0:0.608103	4	4
ERR1308239:::76461:0:0:0:0.601772	4	4
ERR1308239:::77624:0:0:0:0.613380	4	4
ERR1308239:::77800:0:0:0:0.601928	4	4
ERR1308239:::79265:0:0:0:0.600337	4	4
ERR1308239:::79395:0:0:0:0.603961	4	4
ERR1308239:::79576:0:0:0:0.625556	4	4
ERR1308239:::82342:0:0:0:0.633208	4	4
ERR1308239:::82641:0:0:0:0.603516	4	4
ERR1308239:::82935:0:0:0:0.634971	4	4
ERR1308239:::83485:0:0:0:0.631159	4	4
ERR1308239:::83538:0:0:0:0.635503	4	4
ERR1308239:::83650:0:0:0:0.600172	4	4
ERR1308239:::83727:0:0:0:0.623790	4	4
ERR1308239:::84568:0:0:0:0.639106	4	4
ERR1308239:::84898:0:0:0:0.612967	4	4
ERR1308239:::86613:0:0:0:0.612286	4	4
ERR1308239:::86661:0:0:0:0.603924	4	4
ERR1308239:::87910:0:0:0:0.604047	4	4
ERR1308239:::91442:0:0:0:0.616449	4	4
ERR1308239:::91444:0:0:0:0.600987	4	4
ERR1308239:::94831:0:0:0:0.607354	4	4
ERR1308239:::95951:0:0:0:0.601160	4	4
ERR1308239:::95957:0:0:0:0.605667	4	4
ERR1308239:::96636:0:0:0:0.619891	4	4
ERR1308239:::99091:0:0:0:0.607847	4	4
ERR1308239:::100256:0:0:0:0.606873	3	3
ERR1308239:::100764:0:0:0:0.614801	3	3
ERR1308239:::100895:0:0:0:0.610133	3	3
ERR1308239:::102016:0:0:0:0.609315	3	3
ERR1308239:::1022:0:0:0:0.605041	3	3
ERR1308239:::102504:0:0:0:0.621585	3	3
ERR1308239:::103232:0:0:0:0.600104	3	3
ERR1308239:::104089:0:0:0:0.606878	3	3
ERR1308239:::104186:0:0:0:0.605734	3	3
ERR1308239:::104204:0:0:0:0.626698	3	3
ERR1308239:::104417:0:0:0:0.613052	3	3
ERR1308239:::104608:0:0:0:0.606686	3	3
ERR1308239:::1049:0:0:0:0.621667	3	3
ERR1308239:::105563:0:0:0:0.601336	3	3
ERR1308239:::10569:0:0:0:0.602198	3	3
ERR1308239:::105701:0:0:0:0.606020	3	3
ERR1308239:::105871:0:0:0:0.606708	3	3
ERR1308239:::105967:0:0:0:0.605992	3	3
ERR1308239:::10642:0:0:0:0.610895	3	3
ERR1308239:::106528:0:0:0:0.612337	3	3
ERR1308239:::10889:0:0:0:0.612935	3	3
ERR1308239:::110283:0:0:0:0.624144	3	3
ERR1308239:::110514:0:0:0:0.600856	3	3
ERR1308239:::110946:0:0:0:0.606517	3	3
ERR1308239:::111239:0:0:0:0.608679	3	3
ERR1308239:::111675:0:0:0:0.608710	3	3
ERR1308239:::111742:0:0:0:0.614147	3	3
ERR1308239:::11196:0:0:0:0.616882	3	3
ERR1308239:::112223:0:0:0:0.628264	3	3
ERR1308239:::112324:0:0:0:0.621711	3	3
ERR1308239:::112375:0:0:0:0.606920	3	3
ERR1308239:::112870:0:0:0:0.605744	3	3
ERR1308239:::113027:0:0:0:0.603245	3	3
ERR1308239:::113586:0:0:0:0.614941	3	3
ERR1308239:::113758:0:0:0:0.603911	3	3
ERR1308239:::113797:0:0:0:0.615229	3	3
ERR1308239:::115064:0:0:0:0.614882	3	3
ERR1308239:::115126:0:0:0:0.608029	3	3
ERR1308239:::115178:0:0:0:0.624987	3	3
ERR1308239:::115260:0:0:0:0.600649	3	3
ERR1308239:::115349:0:0:0:0.610514	3	3
ERR1308239:::11541:0:0:0:0.617110	3	3
ERR1308239:::115530:0:0:0:0.603777	3	3
ERR1308239:::115838:0:0:0:0.623666	3	3
ERR1308239:::115922:0:0:0:0.627052	3	3
ERR1308239:::11636:0:0:0:0.604116	3	3
ERR1308239:::116565:0:0:0:0.637309	3	3
ERR1308239:::11661:0:0:0:0.619800	3	3
ERR1308239:::117215:0:0:0:0.625340	3	3
ERR1308239:::118965:0:0:0:0.605343	3	3
ERR1308239:::120163:0:0:0:0.620214	3	3
ERR1308239:::120598:0:0:0:0.619651	3	3
ERR1308239:::122182:0:0:0:0.613996	3	3
ERR1308239:::122251:0:0:0:0.606292	3	3
ERR1308239:::122544:0:0:0:0.604892	3	3
ERR1308239:::12291:0:0:0:0.602546	3	3
ERR1308239:::122960:0:0:0:0.600509	3	3
ERR1308239:::12310:0:0:0:0.627039	3	3
ERR1308239:::12348:0:0:0:0.636635	3	3
ERR1308239:::123599:0:0:0:0.624347	3	3
ERR1308239:::123674:0:0:0:0.617736	3	3
ERR1308239:::123949:0:0:0:0.607494	3	3
ERR1308239:::124050:0:0:0:0.639599	3	3
ERR1308239:::124279:0:0:0:0.606670	3	3
ERR1308239:::124331:0:0:0:0.635515	3	3
ERR1308239:::124365:0:0:0:0.611930	3	3
ERR1308239:::125809:0:0:0:0.630760	3	3
ERR1308239:::1267:0:0:0:0.624022	3	3
ERR1308239:::128753:0:0:0:0.609515	3	3
ERR1308239:::129031:0:0:0:0.604301	3	3
ERR1308239:::12936:0:0:0:0.620155	3	3
ERR1308239:::130219:0:0:0:0.619628	3	3
ERR1308239:::131398:0:0:0:0.601093	3	3
ERR1308239:::13149:0:0:0:0.615069	3	3
ERR1308239:::131538:0:0:0:0.610464	3	3
ERR1308239:::131593:0:0:0:0.620414	3	3
ERR1308239:::132195:0:0:0:0.609377	3	3
ERR1308239:::13227:0:0:0:0.611395	3	3
