amplicon	ERR1308239	total
ERR1308239:79030.631145	11	11
ERR1308239:621150.623190	10	10
ERR1308239:171430.607344	8	8
ERR1308239:307910.601132	8	8
ERR1308239:1002410.607429	7	7
ERR1308239:126960.609646	7	7
ERR1308239:187130.618977	7	7
ERR1308239:409470.636043	7	7
ERR1308239:428690.631466	7	7
ERR1308239:428760.602409	7	7
ERR1308239:526090.601315	7	7
ERR1308239:529630.627703	7	7
ERR1308239:63020.614921	7	7
ERR1308239:711640.607058	7	7
ERR1308239:1016170.602697	6	6
ERR1308239:122340.621807	6	6
ERR1308239:1413660.608846	6	6
ERR1308239:143330.620505	6	6
ERR1308239:1750.613944	6	6
ERR1308239:2291790.603085	6	6
ERR1308239:427100.606835	6	6
ERR1308239:512750.612266	6	6
ERR1308239:53900.600990	6	6
ERR1308239:597760.618090	6	6
ERR1308239:635890.613218	6	6
ERR1308239:657180.600868	6	6
ERR1308239:81590.602660	6	6
ERR1308239:1025890.602136	5	5
ERR1308239:1118530.605393	5	5
ERR1308239:12120.619031	5	5
ERR1308239:122230.612518	5	5
ERR1308239:124650.625949	5	5
ERR1308239:1267840.610191	5	5
ERR1308239:131050.614459	5	5
ERR1308239:1322520.618741	5	5
ERR1308239:1346090.609780	5	5
ERR1308239:1369460.626385	5	5
ERR1308239:1470560.602525	5	5
ERR1308239:157590.615209	5	5
ERR1308239:158560.615651	5	5
ERR1308239:1745760.608068	5	5
ERR1308239:209670.605135	5	5
ERR1308239:222750.626681	5	5
ERR1308239:230140.625985	5	5
ERR1308239:254030.620191	5	5
ERR1308239:255690.605481	5	5
ERR1308239:274110.613174	5	5
ERR1308239:282700.610622	5	5
ERR1308239:30190.633308	5	5
ERR1308239:3061080.629351	5	5
ERR1308239:338000.638731	5	5
ERR1308239:345900.608456	5	5
ERR1308239:347890.620865	5	5
ERR1308239:353630.607234	5	5
ERR1308239:354160.609014	5	5
ERR1308239:357700.607774	5	5
ERR1308239:40500.606225	5	5
ERR1308239:41430.626672	5	5
ERR1308239:425310.603108	5	5
ERR1308239:443780.613712	5	5
ERR1308239:447290.606027	5	5
ERR1308239:449450.610014	5	5
ERR1308239:453920.622415	5	5
ERR1308239:46460.613998	5	5
ERR1308239:533200.609252	5	5
ERR1308239:628100.603073	5	5
ERR1308239:631190.613767	5	5
ERR1308239:709170.603108	5	5
ERR1308239:713630.614488	5	5
ERR1308239:714760.607451	5	5
ERR1308239:718740.621310	5	5
ERR1308239:742090.601549	5	5
ERR1308239:802300.606500	5	5
ERR1308239:817650.627737	5	5
ERR1308239:81840.602958	5	5
ERR1308239:831100.636356	5	5
ERR1308239:860930.617237	5	5
ERR1308239:961440.624580	5	5
ERR1308239:985420.605124	5	5
ERR1308239:1002760.619811	4	4
ERR1308239:1005460.610646	4	4
ERR1308239:1005770.605204	4	4
ERR1308239:1029580.608099	4	4
ERR1308239:1036550.608715	4	4
ERR1308239:1042960.602231	4	4
ERR1308239:1050050.616323	4	4
ERR1308239:1064280.607241	4	4
ERR1308239:1086610.635858	4	4
ERR1308239:1105600.607453	4	4
ERR1308239:1107520.607054	4	4
ERR1308239:1117800.605554	4	4
ERR1308239:1119020.625304	4	4
ERR1308239:1125080.611398	4	4
ERR1308239:1138300.615906	4	4
ERR1308239:1142770.622929	4	4
ERR1308239:115060.603067	4	4
ERR1308239:1201970.603455	4	4
ERR1308239:1215670.611472	4	4
ERR1308239:1233250.615296	4	4
ERR1308239:1233860.604234	4	4
ERR1308239:1253280.612656	4	4
ERR1308239:1266990.610023	4	4
ERR1308239:1330420.607128	4	4
ERR1308239:1334800.605022	4	4
ERR1308239:135000.610786	4	4
ERR1308239:13520.601511	4	4
ERR1308239:1410250.617273	4	4
ERR1308239:1428640.629010	4	4
ERR1308239:1431350.608824	4	4
ERR1308239:1435980.618111	4	4
ERR1308239:149720.619525	4	4
ERR1308239:159620.610051	4	4
ERR1308239:164190.611262	4	4
ERR1308239:1643740.629349	4	4
ERR1308239:1645470.605210	4	4
ERR1308239:167640.614202	4	4
ERR1308239:1692190.619208	4	4
ERR1308239:1693610.609625	4	4
ERR1308239:1725940.607791	4	4
ERR1308239:1753150.628917	4	4
ERR1308239:175840.637966	4	4
ERR1308239:178470.613669	4	4
ERR1308239:182690.629063	4	4
ERR1308239:1922050.632593	4	4
ERR1308239:1949350.622106	4	4
ERR1308239:2029490.600263	4	4
ERR1308239:2036190.605670	4	4
ERR1308239:204140.615368	4	4
ERR1308239:2044890.620578	4	4
ERR1308239:207080.605618	4	4
ERR1308239:2226580.601712	4	4
ERR1308239:222930.624855	4	4
ERR1308239:2302690.603888	4	4
ERR1308239:243200.601434	4	4
ERR1308239:246330.601656	4	4
ERR1308239:246820.610949	4	4
ERR1308239:2472540.606425	4	4
ERR1308239:247330.616803	4	4
ERR1308239:247610.604154	4	4
ERR1308239:2477010.607488	4	4
ERR1308239:255290.631879	4	4
ERR1308239:255880.627337	4	4
ERR1308239:2576860.611346	4	4
ERR1308239:264620.656969	4	4
ERR1308239:2646430.600332	4	4
ERR1308239:2685530.618284	4	4
