LWR	fract	aLWR	afract	taxopath
0	0	12.23	0.009428	Archaea
0	0	9.227	0.007114	Archaea;Euryarchaeota
0	0	7.227	0.005572	Archaea;Euryarchaeota;environmental_samples
1.736	0.001339	7.227	0.005572	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III
0.2505	0.0001931	0.2505	0.0001931	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_KM3_164_G07
0.9894	0.0007629	0.9894	0.0007629	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_KM3_37_D11
1	0.0007711	1	0.0007711	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_AD1000_61_A07
0.9971	0.0007689	0.9971	0.0007689	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_AD1000_11_G05
0.9999	0.000771	0.9999	0.000771	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_KM3_178_D06
0.2542	0.000196	0.2542	0.000196	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_AD1000_104_H03
0.9999	0.000771	0.9999	0.000771	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_KM3_74_C08
1	0.000771	1	0.000771	Archaea;Euryarchaeota;Diaforarchaea_group_Thermoplasmata_Thermoplasmatales
0.9998	0.0007709	0.9998	0.0007709	Archaea;Euryarchaeota;Stenosarchaea_group_Halobacteria
0	0	3	0.002313	Archaea;TACK_group
0	0	1	0.000771	Archaea;TACK_group;Crenarchaeota
1	0.000771	1	0.000771	Archaea;TACK_group;Crenarchaeota;Thermoprotei
0.0004264	3.288e-07	2	0.001542	Archaea;TACK_group;Thaumarchaeota
0	0	0.9997	0.0007708	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria
0	0	0.9997	0.0007708	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales
0	0	0.9997	0.0007708	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae
0	0	0.9997	0.0007708	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera
0	0	0.9997	0.0007708	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Nitrososphaera_viennensis
0.9997	0.0007708	0.9997	0.0007708	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Nitrososphaera_viennensis;Nitrososphaera_viennensis_EN76
0.9999	0.000771	0.9999	0.000771	Archaea;TACK_group;Thaumarchaeota;Nitrosopumilales
5.373	0.004143	5.373	0.004143	DISTANT
6.907	0.005326	158.2	0.122	Bacteria
0	0	0.9999	0.000771	Bacteria;Ignavibacteriae
0	0	0.9999	0.000771	Bacteria;Ignavibacteriae;Ignavibacteria
0	0	0.9999	0.000771	Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales
0	0	0.9999	0.000771	Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Melioribacteraceae
0	0	0.9999	0.000771	Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter
0.9999	0.000771	0.9999	0.000771	Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter;Melioribacter_roseus_P3M2
0	0	0.9999	0.000771	Bacteria;Candidatus
0	0	0.9999	0.000771	Bacteria;Candidatus;Bipolaricaulota
0	0	0.9999	0.000771	Bacteria;Candidatus;Bipolaricaulota;p_Candidatus_Bipolaricaulota
0	0	0.9999	0.000771	Bacteria;Candidatus;Bipolaricaulota;p_Candidatus_Bipolaricaulota;p_c_Candidatus_Bipolaricaulota
0	0	0.9999	0.000771	Bacteria;Candidatus;Bipolaricaulota;p_Candidatus_Bipolaricaulota;p_c_Candidatus_Bipolaricaulota;p_c_o_Candidatus_Bipolaricaulota
