OTU	amplicon	SRR1808870	total
3550	SRR11808870:2154970.613012	1	1
3551	SRR11808870:2155540.640137	1	1
3552	SRR11808870:2156320.705528	2	2
3555	SRR11808870:2157910.702903	1	1
3556	SRR11808870:2157940.612866	1	1
3557	SRR11808870:2158130.617576	1	1
3558	SRR11808870:2158970.681193	1	1
3559	SRR11808870:2159440.641069	2	2
3560	SRR11808870:2159510.678744	2	2
3561	SRR11808870:2159730.606012	2	2
3562	SRR11808870:2159880.630152	2	2
3563	SRR11808870:2159930.758796	1	1
3565	SRR11808870:2160350.609730	1	1
3566	SRR11808870:2160630.667034	1	1
3567	SRR11808870:2160640.646653	1	1
3568	SRR11808870:2161240.671532	1	1
3569	SRR11808870:2161320.633383	1	1
3570	SRR11808870:2161540.724707	1	1
3571	SRR11808870:2162020.616816	1	1
3572	SRR11808870:2162270.651566	1	1
3574	SRR11808870:2162680.618288	1	1
3575	SRR11808870:2163350.622701	2	2
3576	SRR11808870:2163760.606720	1	1
3577	SRR11808870:2163950.647606	1	1
3578	SRR11808870:216410.629820	1	1
3579	SRR11808870:2164160.661439	1	1
3580	SRR11808870:2166290.711542	1	1
3581	SRR11808870:2166760.621464	1	1
3582	SRR11808870:2167210.615290	1	1
3583	SRR11808870:2167290.646749	1	1
3584	SRR11808870:2167870.705749	2	2
3585	SRR11808870:2168250.667986	2	2
3586	SRR11808870:2168440.609208	1	1
3587	SRR11808870:2168560.622807	2	2
3588	SRR11808870:2169270.676095	1	1
3589	SRR11808870:2169310.666632	1	1
3590	SRR11808870:2169390.633394	1	1
3591	SRR11808870:2169650.607175	1	1
3592	SRR11808870:2169730.683072	1	1
3593	SRR11808870:2169840.627506	2	2
3594	SRR11808870:2169930.610438	1	1
3595	SRR11808870:2170110.691689	1	1
3596	SRR11808870:2170530.646011	1	1
3597	SRR11808870:2170540.640204	1	1
3598	SRR11808870:2170810.638588	2	2
3599	SRR11808870:2170890.600323	1	1
3600	SRR11808870:2170930.616215	1	1
3602	SRR11808870:2171270.681295	1	1
3603	SRR11808870:2172210.628193	1	1
3604	SRR11808870:2172640.642344	1	1
3606	SRR11808870:2172720.627394	1	1
3607	SRR11808870:2173190.668598	1	1
3608	SRR11808870:2173550.614756	1	1
3609	SRR11808870:2173710.687313	1	1
3610	SRR11808870:2174040.632470	1	1
3612	SRR11808870:2174880.668474	2	2
3613	SRR11808870:2174910.645834	1	1
3614	SRR11808870:2175350.617733	1	1
3615	SRR11808870:2175760.621952	1	1
3616	SRR11808870:2176720.600362	1	1
3618	SRR11808870:2177140.640225	1	1
3619	SRR11808870:2178060.665768	1	1
3620	SRR11808870:2178960.604680	1	1
3621	SRR11808870:2179000.629781	1	1
3622	SRR11808870:2179370.629724	1	1
3623	SRR11808870:2179650.681298	2	2
3624	SRR11808870:2179920.633890	1	1
3625	SRR11808870:218120.608159	1	1
3626	SRR11808870:2181210.618430	1	1
3628	SRR11808870:2182000.644722	1	1
3629	SRR11808870:2182100.684394	2	2
3630	SRR11808870:2182190.712042	1	1
3631	SRR11808870:2182230.614416	1	1
3634	SRR11808870:2183130.667249	2	2
3635	SRR11808870:2183180.630352	1	1
3636	SRR11808870:2183520.663835	1	1
3637	SRR11808870:2183540.666364	1	1
3638	SRR11808870:2183640.625889	1	1
3639	SRR11808870:2184010.714834	1	1
3640	SRR11808870:2184140.682405	2	2
3641	SRR11808870:218460.618016	2	2
3642	SRR11808870:2184630.619718	1	1
3643	SRR11808870:2184790.608125	1	1
3644	SRR11808870:2185050.638675	1	1
3645	SRR11808870:2185600.633701	2	2
3647	SRR11808870:2185880.606102	1	1
3649	SRR11808870:2187520.696387	1	1
3650	SRR11808870:2187650.656799	1	1
3651	SRR11808870:2188110.621873	1	1
3652	SRR11808870:2188250.703188	1	1
3653	SRR11808870:2188790.611871	1	1
3654	SRR11808870:2189050.643283	1	1
3655	SRR11808870:2189550.700948	1	1
3656	SRR11808870:2189730.610255	1	1
3657	SRR11808870:2189870.630748	1	1
3659	SRR11808870:2190110.627300	1	1
3660	SRR11808870:2190300.627324	1	1
3661	SRR11808870:2190360.625943	1	1
3662	SRR11808870:2191770.635847	1	1
3663	SRR11808870:2191940.689729	1	1
3664	SRR11808870:2192100.678106	1	1
3666	SRR11808870:2192410.667974	1	1
3667	SRR11808870:2192500.631749	1	1
3670	SRR11808870:2192840.621022	1	1
3671	SRR11808870:2193110.622606	2	2
3672	SRR11808870:2193790.608625	1	1
3673	SRR11808870:2194010.625797	1	1
3674	SRR11808870:2194370.691517	1	1
3677	SRR11808870:2195590.687808	1	1
3678	SRR11808870:2195900.613089	1	1
3679	SRR11808870:2196980.626349	1	1
3680	SRR11808870:2197620.640977	1	1
3681	SRR11808870:2197930.627053	1	1
3682	SRR11808870:2197940.612289	1	1
3683	SRR11808870:2197970.604592	1	1
3684	SRR11808870:2198140.626343	1	1
3686	SRR11808870:2199120.620537	1	1
3687	SRR11808870:2199440.620359	1	1
3688	SRR11808870:2199480.645609	1	1
3690	SRR11808870:2200150.607621	1	1
3691	SRR11808870:2201120.613181	1	1
3692	SRR11808870:2201570.600351	2	2
3694	SRR11808870:2201660.620738	1	1
3695	SRR11808870:2202040.633791	1	1
3696	SRR11808870:2203020.634175	1	1
3697	SRR11808870:2203230.700333	1	1
3698	SRR11808870:2203580.612893	1	1
3699	SRR11808870:2203770.643682	2	2
3700	SRR11808870:2204050.635000	2	2
3702	SRR11808870:2204180.644224	1	1
3703	SRR11808870:2204200.654379	1	1
3704	SRR11808870:2204630.630654	1	1
3705	SRR11808870:2204710.636813	1	1
3706	SRR11808870:2204930.663250	1	1
3707	SRR11808870:2204950.602728	1	1
3711	SRR11808870:2205730.643547	1	1
3712	SRR11808870:2205970.605242	1	1
3713	SRR11808870:2206680.661268	1	1
3714	SRR11808870:2207650.614436	1	1
3715	SRR11808870:2208680.625193	1	1
3717	SRR11808870:2209170.632823	1	1
3718	SRR11808870:2209180.640357	1	1
3719	SRR11808870:2209230.644122	1	1
3720	SRR11808870:2210800.631044	1	1
3721	SRR11808870:2211380.621588	1	1
3722	SRR11808870:2211400.631092	1	1
3723	SRR11808870:2211410.611810	1	1
3725	SRR11808870:2211630.643174	1	1
3726	SRR11808870:2211940.711736	1	1
3727	SRR11808870:2212020.684183	1	1
3728	SRR11808870:2212140.718792	2	2
3729	SRR11808870:2212160.637890	1	1
3730	SRR11808870:2212460.617489	1	1
3731	SRR11808870:2212620.692443	1	1
3732	SRR11808870:2212910.650569	1	1
3733	SRR11808870:2213110.612069	1	1
3734	SRR11808870:2213280.638607	1	1
3735	SRR11808870:2213310.623793	1	1
3736	SRR11808870:2213450.634614	1	1
3737	SRR11808870:2213780.724598	1	1
3739	SRR11808870:2213990.622710	1	1
3740	SRR11808870:2214210.653782	1	1
3742	SRR11808870:2214890.688245	1	1
3743	SRR11808870:2214900.699871	1	1
3744	SRR11808870:2214950.687398	1	1
3745	SRR11808870:2215000.683197	1	1
3746	SRR11808870:2215760.615573	1	1
3747	SRR11808870:2215830.653753	1	1
3748	SRR11808870:2216120.668527	1	1
3749	SRR11808870:2216640.639459	1	1
3750	SRR11808870:2216980.677888	1	1
3751	SRR11808870:2217530.643082	1	1
3753	SRR11808870:2218370.621375	2	2
3755	SRR11808870:2218940.654328	1	1
3756	SRR11808870:2219290.673128	2	2
3757	SRR11808870:2220040.606197	1	1
3759	SRR11808870:2220410.612101	1	1
3760	SRR11808870:2220750.656601	1	1
3762	SRR11808870:2221800.637009	1	1
3763	SRR11808870:2221900.669539	1	1
3764	SRR11808870:2222130.622665	1	1
3766	SRR11808870:2223050.620245	1	1
3767	SRR11808870:2223070.616483	1	1
3768	SRR11808870:2223180.617530	1	1
3769	SRR11808870:2223320.620278	1	1
3771	SRR11808870:2223990.661142	1	1
3773	SRR11808870:2224490.622952	1	1
3774	SRR11808870:2224500.690009	1	1
3775	SRR11808870:2225120.702156	1	1
3776	SRR11808870:2225200.653917	1	1
3777	SRR11808870:2225430.706887	1	1
3778	SRR11808870:2226220.612765	1	1
3779	SRR11808870:2226840.633664	1	1
3780	SRR11808870:2227280.719975	1	1
3781	SRR11808870:2227360.653321	1	1
3782	SRR11808870:2227600.649823	1	1
3783	SRR11808870:2227820.712140	1	1
3785	SRR11808870:2228010.610380	1	1
3786	SRR11808870:2228620.604316	1	1
3787	SRR11808870:2229440.686188	1	1
3789	SRR11808870:2230110.629698	1	1
3790	SRR11808870:2230420.634797	1	1
3791	SRR11808870:2230540.683352	1	1
3792	SRR11808870:2232320.624201	2	2
3793	SRR11808870:2232470.636041	1	1
3794	SRR11808870:2232540.685027	1	1
3796	SRR11808870:2233450.722500	1	1
3797	SRR11808870:2233480.688568	1	1
3798	SRR11808870:2234490.661443	1	1
3799	SRR11808870:2234510.611681	1	1
3800	SRR11808870:2234600.611143	1	1
3801	SRR11808870:2234990.607537	2	2
3802	SRR11808870:2235540.613527	1	1
3803	SRR11808870:2235610.638910	1	1
3804	SRR11808870:2235720.661098	1	1
3805	SRR11808870:2235730.645863	1	1
3807	SRR11808870:2236120.629939	1	1
3808	SRR11808870:2236220.638084	1	1
3809	SRR11808870:2236460.662461	1	1
3810	SRR11808870:2237770.601732	1	1
3811	SRR11808870:2237830.624091	1	1
3812	SRR11808870:2237910.627096	1	1
3813	SRR11808870:2238160.617332	1	1
3814	SRR11808870:2238390.603988	1	1
3815	SRR11808870:2238700.624436	1	1
3816	SRR11808870:2238750.649144	1	1
3817	SRR11808870:2242400.633739	1	1
3818	SRR11808870:2242440.610596	1	1
3819	SRR11808870:2242600.688901	1	1
3820	SRR11808870:2242790.646013	1	1
3821	SRR11808870:2243380.689429	1	1
3822	SRR11808870:2243530.685022	1	1
3823	SRR11808870:2244010.644279	2	2
3824	SRR11808870:2244830.698659	1	1
3825	SRR11808870:2245160.621412	2	2
3826	SRR11808870:2245340.637549	1	1
3827	SRR11808870:2245580.629535	1	1
3829	SRR11808870:2245930.632448	1	1
3831	SRR11808870:2246720.669852	1	1
3832	SRR11808870:2247120.610139	1	1
3833	SRR11808870:2247400.675125	1	1
3834	SRR11808870:2247580.646791	1	1
3835	SRR11808870:2247920.618083	1	1
3836	SRR11808870:2247990.640383	1	1
3837	SRR11808870:2248140.689083	1	1
3838	SRR11808870:2249230.624265	1	1
3839	SRR11808870:2249520.609345	2	2
3841	SRR11808870:2250040.604769	1	1
3842	SRR11808870:2250470.674286	1	1
3843	SRR11808870:2252680.674625	1	1
3844	SRR11808870:2253250.652337	1	1
3845	SRR11808870:2253580.635209	1	1
3846	SRR11808870:2253760.621636	1	1
3847	SRR11808870:2254610.633212	2	2
3848	SRR11808870:2255540.623949	1	1
3849	SRR11808870:2255590.674377	2	2
3850	SRR11808870:2255710.620735	2	2
3851	SRR11808870:2256850.666954	1	1
3852	SRR11808870:2257530.627657	1	1
3853	SRR11808870:2257700.644438	1	1
3854	SRR11808870:2258110.612235	1	1
3855	SRR11808870:2258720.604639	1	1
3856	SRR11808870:2258940.634444	1	1
3857	SRR11808870:2258990.683737	2	2
3858	SRR11808870:2259110.619033	1	1
3859	SRR11808870:2259360.629668	1	1
3861	SRR11808870:2261760.699733	1	1
3862	SRR11808870:2262420.682185	1	1
3863	SRR11808870:2263080.639809	1	1
3864	SRR11808870:2263340.628002	1	1
3865	SRR11808870:2263580.696835	1	1
3866	SRR11808870:2263760.713587	1	1
3868	SRR11808870:2264110.645141	1	1
3869	SRR11808870:2264280.600007	1	1
3870	SRR11808870:2264450.604501	1	1
3871	SRR11808870:2264770.647732	1	1
3872	SRR11808870:2265050.613814	1	1
3875	SRR11808870:2265810.678277	1	1
3876	SRR11808870:2265860.696406	1	1
3877	SRR11808870:2266110.703646	1	1
3878	SRR11808870:2266390.695573	1	1
3879	SRR11808870:2266660.643712	1	1
3880	SRR11808870:2266970.702920	1	1
3881	SRR11808870:2267070.627344	1	1
3882	SRR11808870:2267260.698690	1	1
3883	SRR11808870:2267300.673955	1	1
3884	SRR11808870:2267770.609558	1	1
3885	SRR11808870:2268710.651864	1	1
3886	SRR11808870:2269730.626805	1	1
3887	SRR11808870:226990.656490	1	1
3888	SRR11808870:227010.602541	1	1
3889	SRR11808870:2270190.620256	1	1
3890	SRR11808870:2270620.638331	1	1
3891	SRR11808870:2271070.695166	1	1
3894	SRR11808870:2272880.608261	1	1
3895	SRR11808870:2273350.669840	1	1
3896	SRR11808870:2273510.603649	1	1
3897	SRR11808870:2274180.677986	1	1
3898	SRR11808870:2274380.614209	1	1
3900	SRR11808870:2275830.628268	1	1
3901	SRR11808870:2275840.604307	1	1
3902	SRR11808870:2275850.615805	1	1
3903	SRR11808870:2276550.678105	1	1
3904	SRR11808870:2276670.717697	1	1
3905	SRR11808870:2276810.670391	1	1
3906	SRR11808870:2277010.602362	1	1
3907	SRR11808870:2277120.605217	1	1
3908	SRR11808870:2277220.613341	1	1
3909	SRR11808870:2278290.600178	1	1
3910	SRR11808870:2279170.625533	1	1
3911	SRR11808870:2280210.639048	1	1
3912	SRR11808870:2280390.622616	1	1
3913	SRR11808870:2280460.641725	1	1
3914	SRR11808870:2280480.619333	1	1
3915	SRR11808870:2280670.651747	1	1
3917	SRR11808870:2281240.608703	1	1
3918	SRR11808870:2281250.647824	1	1
3920	SRR11808870:2281730.617892	2	2
3927	SRR11808870:2282550.632163	1	1
3928	SRR11808870:2282680.656179	1	1
3929	SRR11808870:2283060.639893	1	1
3931	SRR11808870:2283310.604203	1	1
3935	SRR11808870:2284050.620554	2	2
3936	SRR11808870:2284080.638748	2	2
3940	SRR11808870:228480.689338	1	1
3942	SRR11808870:2284820.641386	2	2
3945	SRR11808870:2285120.642688	2	2
3951	SRR11808870:2285680.618544	1	1
3955	SRR11808870:2285890.606091	2	2
3957	SRR11808870:2285950.604080	2	2
3959	SRR11808870:2286220.635920	1	1
3966	SRR11808870:2286920.699988	1	1
3969	SRR11808870:2287470.608609	2	2
3970	SRR11808870:228750.623473	2	2
3974	SRR11808870:2288210.643465	2	2
3976	SRR11808870:2288570.635884	1	1
3981	SRR11808870:228930.652785	2	2
3982	SRR11808870:2289300.627743	2	2
3985	SRR11808870:2289730.651075	1	1
3989	SRR11808870:2290160.634736	1	1
3993	SRR11808870:2290910.638379	2	2
3995	SRR11808870:2291310.612712	2	2
3999	SRR11808870:2292630.602549	1	1
4003	SRR11808870:2293400.637760	1	1
4010	SRR11808870:2295000.613867	1	1
4011	SRR11808870:2295170.644159	1	1
4014	SRR11808870:2295390.669020	1	1
4020	SRR11808870:2295750.700127	2	2
4022	SRR11808870:2295840.639826	2	2
4026	SRR11808870:2296500.646214	1	1
4028	SRR11808870:2296620.608484	2	2
4029	SRR11808870:2296660.679103	1	1
4030	SRR11808870:2296790.645748	1	1
4032	SRR11808870:2297110.604642	1	1
4036	SRR11808870:2297660.679045	2	2
4038	SRR11808870:2297910.672182	1	1
4040	SRR11808870:2298090.646461	1	1
4042	SRR11808870:2298910.628831	1	1
4043	SRR11808870:2299070.663969	2	2
4048	SRR11808870:2300690.638189	2	2
4054	SRR11808870:2301500.647109	1	1
4058	SRR11808870:230250.631874	2	2
4069	SRR11808870:2304720.629281	1	1
4074	SRR11808870:2305060.631340	1	1
4076	SRR11808870:2305830.674712	1	1
4082	SRR11808870:2307110.648417	1	1
4089	SRR11808870:2308480.633503	2	2
4092	SRR11808870:2308650.670347	2	2
4099	SRR11808870:2309930.635471	1	1
4103	SRR11808870:2310660.635434	2	2
4106	SRR11808870:2310700.660340	1	1
4107	SRR11808870:2310790.608324	1	1
4108	SRR11808870:2310820.601092	1	1
4114	SRR11808870:2311570.608041	1	1
4115	SRR11808870:2311590.618216	1	1
4118	SRR11808870:2311860.631541	1	1
4119	SRR11808870:2312250.637389	2	2
4120	SRR11808870:2312300.622347	2	2
4123	SRR11808870:2312690.626530	1	1
4125	SRR11808870:2312960.617368	2	2
4126	SRR11808870:2313140.643995	1	1
4128	SRR11808870:2313710.664093	1	1
4130	SRR11808870:2313950.622484	1	1
4132	SRR11808870:2314710.638643	2	2
4134	SRR11808870:2314960.621862	1	1
4135	SRR11808870:2315210.641504	1	1
4136	SRR11808870:2315580.607568	2	2
4137	SRR11808870:2316230.613377	1	1
4146	SRR11808870:2318430.600525	1	1
4149	SRR11808870:2319570.694285	1	1
4151	SRR11808870:2320320.608993	1	1
4152	SRR11808870:2320330.624175	1	1
4154	SRR11808870:2320640.638246	1	1
4156	SRR11808870:2320810.628325	1	1
4157	SRR11808870:2321060.632110	1	1
4160	SRR11808870:2321940.666677	2	2
4161	SRR11808870:2322550.617754	1	1
4163	SRR11808870:2323060.623774	1	1
4165	SRR11808870:2323370.631648	1	1
4169	SRR11808870:2324000.629970	1	1
4172	SRR11808870:2324630.612544	1	1
4177	SRR11808870:2326470.604084	1	1
4179	SRR11808870:2327480.617581	1	1
4180	SRR11808870:2328080.611685	2	2
4182	SRR11808870:2328230.639992	2	2
4186	SRR11808870:233050.607696	1	1
4189	SRR11808870:2332170.710269	2	2
4192	SRR11808870:2333040.669017	1	1
4194	SRR11808870:2333480.604940	1	1
4195	SRR11808870:2333530.622369	2	2
4196	SRR11808870:2333860.645629	1	1
4199	SRR11808870:2334450.634936	1	1
4201	SRR11808870:233510.636537	1	1
4202	SRR11808870:2335140.616072	1	1
4204	SRR11808870:2335420.634780	1	1
4205	SRR11808870:2335430.622255	1	1
4207	SRR11808870:2335820.633794	1	1
4209	SRR11808870:2336410.641907	2	2
4210	SRR11808870:2336590.646061	1	1
4211	SRR11808870:2336650.615770	1	1
4212	SRR11808870:2336780.642736	1	1
4213	SRR11808870:233680.605762	2	2
4215	SRR11808870:2337090.600843	1	1
4222	SRR11808870:2339300.644003	2	2
4226	SRR11808870:2340830.634492	1	1
4227	SRR11808870:2340910.609311	1	1
4228	SRR11808870:2341200.614613	1	1
4229	SRR11808870:2341850.627348	1	1
4230	SRR11808870:2341960.637203	2	2
4233	SRR11808870:2342730.615776	1	1
4234	SRR11808870:2342810.626651	2	2
4237	SRR11808870:2343130.634284	1	1
4238	SRR11808870:2343140.653095	1	1
4241	SRR11808870:2344460.604561	1	1
4242	SRR11808870:2344530.642276	1	1
4243	SRR11808870:2344770.659260	1	1
4244	SRR11808870:2344880.649846	2	2
4245	SRR11808870:2344970.657857	1	1
4246	SRR11808870:2346000.610814	1	1
4247	SRR11808870:2346060.600223	1	1
4249	SRR11808870:2346460.630816	1	1
4254	SRR11808870:2347200.608218	1	1
4257	SRR11808870:2348010.641735	1	1
4258	SRR11808870:2348310.662943	2	2
4259	SRR11808870:2348420.658857	1	1
4262	SRR11808870:2348710.658233	1	1
4264	SRR11808870:2349000.641536	1	1
4265	SRR11808870:2349030.652177	1	1
4269	SRR11808870:2351230.661518	1	1
4270	SRR11808870:2351710.628441	1	1
4272	SRR11808870:2351900.601284	1	1
4274	SRR11808870:2352230.635812	2	2
4275	SRR11808870:2352300.615451	1	1
4276	SRR11808870:2352880.613042	1	1
4278	SRR11808870:2353950.612267	1	1
4279	SRR11808870:2353960.601649	2	2
4280	SRR11808870:2354190.639595	2	2
4282	SRR11808870:2354860.623396	1	1
4285	SRR11808870:2355200.655145	2	2
4286	SRR11808870:2355300.667319	1	1
4287	SRR11808870:2355370.626892	1	1
4288	SRR11808870:2355450.660616	1	1
4293	SRR11808870:2355990.630293	2	2
4295	SRR11808870:2356610.610146	1	1
4296	SRR11808870:2357230.641071	2	2
4297	SRR11808870:2357350.671028	2	2
4300	SRR11808870:235800.663199	1	1
4301	SRR11808870:2358130.601649	1	1
4302	SRR11808870:2358490.616693	2	2
4304	SRR11808870:2358700.657812	1	1
4306	SRR11808870:2359130.609154	1	1
4308	SRR11808870:2359950.632474	2	2
4310	SRR11808870:2360960.623021	1	1
4311	SRR11808870:2361000.643761	1	1
4313	SRR11808870:2361320.621929	1	1
4314	SRR11808870:2361360.613704	2	2
4315	SRR11808870:2362070.613684	1	1
4316	SRR11808870:2363940.643361	1	1
4317	SRR11808870:2364070.645587	1	1
4318	SRR11808870:2364080.617735	1	1
4319	SRR11808870:2364130.628314	1	1
4320	SRR11808870:2364480.628514	1	1
4321	SRR11808870:2364790.608873	1	1
4323	SRR11808870:2365310.607470	1	1
4326	SRR11808870:2365720.625809	2	2
4329	SRR11808870:2366130.627888	2	2
4330	SRR11808870:2366260.605548	2	2
4332	SRR11808870:2367370.661278	2	2
4334	SRR11808870:2367480.607589	1	1
4335	SRR11808870:2367800.697212	1	1
4336	SRR11808870:2367930.655582	2	2
4339	SRR11808870:2368710.606100	1	1
4340	SRR11808870:2369180.671539	2	2
4342	SRR11808870:2369600.636398	1	1
4343	SRR11808870:2369820.610637	1	1
4344	SRR11808870:2370090.648506	1	1
4345	SRR11808870:2370250.629799	1	1
4346	SRR11808870:2370720.627023	1	1
4350	SRR11808870:2371500.653323	2	2
4351	SRR11808870:2371550.604092	2	2
4352	SRR11808870:2371570.604555	1	1
4360	SRR11808870:2373500.666427	2	2
4361	SRR11808870:2373750.603741	1	1
4363	SRR11808870:2373850.611014	1	1
4366	SRR11808870:2375630.633520	1	1
4367	SRR11808870:2377250.615512	1	1
4369	SRR11808870:2377540.643645	2	2
4370	SRR11808870:2377730.689235	1	1
4371	SRR11808870:2377960.617245	2	2
4374	SRR11808870:2378630.618393	2	2
4375	SRR11808870:2378990.606030	1	1
4376	SRR11808870:2379360.644782	1	1
4378	SRR11808870:2379570.633158	2	2
4379	SRR11808870:2379730.623955	1	1
4380	SRR11808870:2379820.638427	1	1
4381	SRR11808870:2379910.647510	1	1
4382	SRR11808870:2379960.653977	2	2
4384	SRR11808870:2380470.636078	1	1
4385	SRR11808870:2380820.628669	1	1
4387	SRR11808870:2381290.647525	1	1
4388	SRR11808870:2381750.665525	1	1
4389	SRR11808870:2382480.657273	1	1
4390	SRR11808870:2382500.619651	1	1
4394	SRR11808870:2384530.610247	2	2
4395	SRR11808870:2384670.624701	1	1
4396	SRR11808870:2384960.642297	1	1
4397	SRR11808870:2385130.605636	1	1
4399	SRR11808870:2386810.613453	1	1
4401	SRR11808870:2389050.634314	2	2
4403	SRR11808870:238920.612440	2	2
4404	SRR11808870:2389710.603396	1	1
4405	SRR11808870:2390050.624826	1	1
4407	SRR11808870:2390150.621933	2	2
4408	SRR11808870:2390520.608247	2	2
4409	SRR11808870:2390870.665508	2	2
4411	SRR11808870:2391390.605585	2	2
4412	SRR11808870:2391530.608761	2	2
4414	SRR11808870:2391690.631378	1	1
4418	SRR11808870:2392240.622876	2	2
4419	SRR11808870:2392290.604383	2	2
4420	SRR11808870:2392490.609645	1	1
4422	SRR11808870:2393510.729633	1	1
4423	SRR11808870:2393860.702833	1	1
4427	SRR11808870:2394510.672101	1	1
4432	SRR11808870:2395910.618743	1	1
4433	SRR11808870:2396120.639116	1	1
4435	SRR11808870:2396540.622617	1	1
4436	SRR11808870:2396940.614790	1	1
4438	SRR11808870:2397640.635446	2	2
4439	SRR11808870:2398160.656111	1	1
4441	SRR11808870:2398310.610954	1	1
4444	SRR11808870:239930.622056	1	1
4445	SRR11808870:2399330.627434	1	1
4446	SRR11808870:2399710.617352	1	1
4447	SRR11808870:2400620.633581	1	1
4448	SRR11808870:2401110.662710	1	1
4452	SRR11808870:2403440.641159	2	2
4453	SRR11808870:2403600.607293	1	1
4454	SRR11808870:2403820.617589	1	1
4455	SRR11808870:240420.614451	1	1
4456	SRR11808870:2404350.621376	1	1
4457	SRR11808870:2404470.641513	1	1
4458	SRR11808870:2404660.635104	2	2
4459	SRR11808870:2405090.671037	1	1
4460	SRR11808870:2405600.610799	1	1
4462	SRR11808870:2405870.629500	1	1
4463	SRR11808870:2405970.658521	1	1
4464	SRR11808870:2406370.650330	2	2
4466	SRR11808870:2406420.604148	1	1
4467	SRR11808870:2408010.653545	1	1
4468	SRR11808870:2408280.605131	1	1
4469	SRR11808870:2408890.622560	1	1
4470	SRR11808870:2409110.619327	1	1
4471	SRR11808870:2409180.611385	2	2
4473	SRR11808870:2409720.655551	1	1
4478	SRR11808870:2412240.663848	1	1
4479	SRR11808870:2412840.652288	1	1
4480	SRR11808870:2412920.638088	1	1
4482	SRR11808870:2414440.628914	1	1
4483	SRR11808870:2415250.630028	1	1
4484	SRR11808870:2415480.647776	1	1
4485	SRR11808870:2415630.605919	1	1
4486	SRR11808870:2416380.611977	1	1
4487	SRR11808870:2416530.625663	1	1
4489	SRR11808870:2417220.650538	1	1
4490	SRR11808870:2418060.651215	1	1
4491	SRR11808870:2418230.647145	1	1
4492	SRR11808870:241920.633642	1	1
4495	SRR11808870:2419640.653390	2	2
4496	SRR11808870:2420440.616432	1	1
4499	SRR11808870:2421330.646403	2	2
4500	SRR11808870:2421760.618085	1	1
4502	SRR11808870:2424410.617994	1	1
4504	SRR11808870:2425310.649410	1	1
4506	SRR11808870:2425370.630174	1	1
4507	SRR11808870:2425940.608198	1	1
4510	SRR11808870:2426540.625077	1	1
4511	SRR11808870:2426930.608002	1	1
4512	SRR11808870:2427010.645510	1	1
4513	SRR11808870:2427140.671585	2	2
4514	SRR11808870:2427250.661331	1	1
4516	SRR11808870:2427870.676525	2	2
4517	SRR11808870:2427910.669826	1	1
4518	SRR11808870:2427940.626165	2	2
4519	SRR11808870:2428000.610695	1	1
4520	SRR11808870:2428520.648667	1	1
4522	SRR11808870:2428940.640859	1	1
4523	SRR11808870:2430030.641661	1	1
4524	SRR11808870:2430370.611701	2	2
4527	SRR11808870:2431580.627569	2	2
4528	SRR11808870:2432490.658794	2	2
4533	SRR11808870:2433680.640963	1	1
4534	SRR11808870:2434230.664990	1	1
4538	SRR11808870:2436520.658766	1	1
4540	SRR11808870:2437350.656468	1	1
4542	SRR11808870:2437670.650815	1	1
4544	SRR11808870:2438270.664797	1	1
4545	SRR11808870:2438300.647757	2	2
4546	SRR11808870:2439190.671822	1	1
4547	SRR11808870:2439270.615157	2	2
4548	SRR11808870:2439340.621121	2	2
4551	SRR11808870:2440480.619204	1	1
4553	SRR11808870:2441160.644254	2	2
4554	SRR11808870:2441170.613146	1	1
4556	SRR11808870:2441580.612422	1	1
4557	SRR11808870:2442340.600699	2	2
4558	SRR11808870:2443040.621634	1	1
4559	SRR11808870:2443510.608014	2	2
4560	SRR11808870:2443630.621807	1	1
4563	SRR11808870:2445630.632727	1	1
4565	SRR11808870:2446000.631373	1	1
4566	SRR11808870:2446300.642126	1	1
4568	SRR11808870:2447120.622672	2	2
4570	SRR11808870:2447330.601717	1	1
4572	SRR11808870:2448150.639647	1	1
4574	SRR11808870:24500.634317	1	1
4576	SRR11808870:2450640.674012	1	1
4577	SRR11808870:2451260.615740	1	1
4578	SRR11808870:2451320.609168	1	1
4579	SRR11808870:2452660.615530	1	1
4580	SRR11808870:2455180.603888	1	1
4581	SRR11808870:2455530.618570	2	2
4583	SRR11808870:2456450.749512	1	1
4584	SRR11808870:2456950.658426	1	1
4585	SRR11808870:2457350.638805	2	2
4587	SRR11808870:2457870.642900	1	1
4588	SRR11808870:2458050.601620	1	1
4589	SRR11808870:2458620.648025	2	2
4590	SRR11808870:2458980.628403	1	1
4592	SRR11808870:2459960.658132	1	1
4595	SRR11808870:246250.634000	2	2
4596	SRR11808870:2462620.627954	1	1
4597	SRR11808870:2463350.657742	1	1
4598	SRR11808870:2463450.641986	1	1
4599	SRR11808870:2464230.664545	1	1
4600	SRR11808870:2464460.649692	1	1
4601	SRR11808870:2464530.641524	2	2
4602	SRR11808870:2465940.621040	2	2
4603	SRR11808870:2466500.632588	2	2
4604	SRR11808870:2467690.644821	2	2
4605	SRR11808870:2467840.658007	1	1
4609	SRR11808870:2468870.645626	1	1
4610	SRR11808870:2469190.624908	1	1
4611	SRR11808870:2470000.651537	2	2
4613	SRR11808870:2470440.603955	2	2
4614	SRR11808870:2471320.615646	2	2
