OTU	SRR1808870	classification
SRR11808870:2896130.652742	31	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa viridifrons
SRR11808870:101990.602568	30	Eukaryota;Arthropoda;Insecta;Coleoptera;Carabidae;Promecognathus;Promecognathus crassus
SRR11808870:102770.625452	30	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Peloparion;Peloparion submissus
SRR11808870:123230.636459	30	Eukaryota;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Tomares;Tomares ballus
SRR11808870:1279960.668125	30	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808870:1319210.606524	30	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:1505210.607421	30	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808870:1616330.630641	30	Eukaryota;Arthropoda;Malacostraca;Amphipoda;Hyalellidae;Hyalella;Hyalella texana
SRR11808870:2092820.633503	30	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808870:2721050.646684	30	Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Altica;Altica carinata
SRR11808870:3142410.636684	30	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808870:1003880.640577	29	Eukaryota;Arthropoda;Insecta;Ephemeroptera;Baetidae;Takobia;Takobia yixiani
SRR11808870:1005640.643417	29	Eukaryota;Mollusca;Gastropoda;Planorbidae;Planorbula;Planorbula armigera
SRR11808870:1005740.626783	29	Eukaryota;Arthropoda;Insecta;Lepidoptera;Riodinidae;Syrmatia;Syrmatia nyx
SRR11808870:1027380.624812	29	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria clarioralis
SRR11808870:1043620.635474	29	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Moerisiidae;Moerisia;Moerisia inkermanica
SRR11808870:1173950.616140	29	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta infrasila
SRR11808870:1508730.649004	29	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808870:1606000.682154	29	Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Saurida;Saurida wanieso
SRR11808870:1614650.618268	29	Eukaryota;Nemertea;Enopla;Monostilifera;Tetrastemmatidae;Tetrastemma;Tetrastemma olgarum
SRR11808870:165020.637936	29	Eukaryota;Porifera;Demospongiae;Hadromerida;Polymastiidae;Polymastia;Polymastia littoralis
SRR11808870:1868170.612346	29	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Mycalesis;Mycalesis discobolus
SRR11808870:1872470.660549	29	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808870:1916250.604361	29	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808870:1932940.648655	29	Eukaryota;Arthropoda;Insecta;Hemiptera;Machaerotidae;Apomachaerota;Apomachaerota reticulata
SRR11808870:218600.640237	29	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Clava;Clava multicornis
SRR11808870:226380.603443	29	Eukaryota;Arthropoda;Arachnida;Ixodida;Ixodidae;Ixodes;Ixodes asanumai
SRR11808870:2295450.607753	29	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:2317450.633792	29	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:2326540.662920	29	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:2411710.623916	29	Eukaryota;Nematoda;Chromadorea;Rhabditida;Rhabditidae;Caenorhabditis;Caenorhabditis tropicalis
SRR11808870:2460820.612764	29	Eukaryota;Gastrotricha;Chaetonotida;Chaetonotidae;Lepidodermella;Lepidodermella intermedia
SRR11808870:2715730.647452	29	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808870:2775470.651751	29	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Popplepsalta (nomen nudum);Popplepsalta tremula (nomen nudum)
SRR11808870:2785810.659375	29	Eukaryota;Arthropoda;Arachnida;Araneae;Lycosidae;Pardosa;Pardosa chapini
SRR11808870:3467790.657126	29	Eukaryota;Cnidaria;Hydrozoa;Trachymedusae;Rhopalonematidae;Pantachogon;Pantachogon haeckeli
SRR11808870:3487810.620787	29	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Diphyidae;Dimophyes;Dimophyes arctica
SRR11808870:386620.637882	29	Eukaryota;Arthropoda;Insecta;Siphonaptera;Ctenophthalmidae;Neopsylla;Neopsylla sellaris
SRR11808870:5607640.642393	29	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria contortella
SRR11808870:875870.687473	29	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
SRR11808870:1079260.617980	28	Eukaryota;Cnidaria;Anthozoa;Actiniaria;Aiptasiidae;Aiptasia;Aiptasia pulchella
SRR11808870:1510510.629523	28	Eukaryota;Arthropoda;Insecta;Coleoptera;Endomychidae;Beccariola;Beccariola papuensis
SRR11808870:1516440.650215	28	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Pseudocorticium;Pseudocorticium jarrei
SRR11808870:1527820.615712	28	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Ocyptamus;Ocyptamus amplus
SRR11808870:1544430.627194	28	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808870:1562240.618089	28	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila malagassya
SRR11808870:166230.602102	28	Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Lovenella;Lovenella assimilis
SRR11808870:1871070.639529	28	Eukaryota;Chordata;Ascidiacea;Enterogona;Corellidae;Rhodosoma;Rhodosoma turcicum
SRR11808870:187190.616993	28	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Parabathippus;Parabathippus kiabau
SRR11808870:1880770.629074	28	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808870:1933650.625152	28	Eukaryota;Rotifera;Monogononta;Ploima;Notommatidae;Notommata;Notommata allantois
SRR11808870:2355880.662287	28	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808870:2754010.638478	28	Eukaryota;Mollusca;Gastropoda;Gastropteridae;Sagaminopteron;Sagaminopteron nigropunctatus
SRR11808870:3154490.601409	28	Eukaryota;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Aleurochiton;Aleurochiton aceris
SRR11808870:3155520.635129	28	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808870:3469260.690853	28	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Braunsapis;Braunsapis trochanterata
SRR11808870:4530370.666246	28	Eukaryota;Chordata;Squamata;Agamidae;Pogona;Pogona vitticeps
SRR11808870:1003350.601922	27	Eukaryota;Arthropoda;Insecta;Orthoptera;Gryllidae;Amphiacusta;Amphiacusta eritheles
SRR11808870:1055400.655428	27	Eukaryota;Arthropoda;Insecta;Diptera;Mycetophilidae;Exechia;Exechia separata
SRR11808870:1058190.608937	27	Eukaryota;Mollusca;Bivalvia;Ostreoida;Ostreidae;Ostrea;Ostrea lurida
SRR11808870:1073530.601764	27	Eukaryota;Mollusca;Gastropoda;Planorbidae;Anisus;Anisus spirorbis
SRR11808870:1076290.613464	27	Eukaryota;Brachiopoda;Craniata;Craniida;Craniidae;Craniscus;Craniscus japonicus
SRR11808870:1166440.652812	27	Eukaryota;Arthropoda;Insecta;Lepidoptera;Crambidae;Catharylla;Catharylla mayrabonillae
SRR11808870:1199360.642352	27	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila orena
SRR11808870:1202280.612409	27	Eukaryota;Cnidaria;Anthozoa;Corallimorpharia;Corallimorphidae;Corallimorphus;Corallimorphus profundus
SRR11808870:1454490.615298	27	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808870:15200.628521	27	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Cheilosia;Cheilosia hercyniae
SRR11808870:1638650.619979	27	Eukaryota;Arthropoda;Insecta;Orthoptera;Gryllidae;Amphiacusta;Amphiacusta aetheria
SRR11808870:1902940.620761	27	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808870:1938190.630325	27	Eukaryota;Arthropoda;Insecta;Ephemeroptera;Siphlonuridae;Siphlonurus;Siphlonurus immanis
SRR11808870:1945200.631391	27	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808870:207670.622769	27	Eukaryota;Arthropoda;Arachnida;Scorpiones;Chactidae;Belisarius;Belisarius xambeui
SRR11808870:2295620.623858	27	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Ceratina;Ceratina nasalis
SRR11808870:2714210.650283	27	Eukaryota;Arthropoda;Arachnida;Ixodida;Ixodidae;Ixodes;Ixodes ovatus
SRR11808870:3158650.630518	27	Eukaryota;Mollusca;Gastropoda;Vertiginidae;Vertigo;Vertigo pusilla
SRR11808870:3458270.647940	27	Eukaryota;Arthropoda;Arachnida;Scorpiones;Bothriuridae;Brachistosternus;Brachistosternus aconcagua
SRR11808870:4070320.622972	27	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808870:1008170.642026	26	Eukaryota;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Hasora;Hasora vitta
SRR11808870:11520.606291	26	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Rhinoprosopa;Rhinoprosopa aenea
SRR11808870:1236560.660733	26	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:1502080.652010	26	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Popplepsalta (nomen nudum);Popplepsalta notialis (nomen nudum)
SRR11808870:150680.662151	26	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:1519470.644811	26	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:1891060.609962	26	Eukaryota;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Chrysoritis;Chrysoritis pyramus
SRR11808870:2024320.654953	26	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Candidia;Candidia barbatus
SRR11808870:2054170.633354	26	Eukaryota;Arthropoda;Insecta;Coleoptera;Staphylinidae;Atheta;Atheta pervagata
SRR11808870:2187280.632422	26	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808870:227250.658524	26	Eukaryota;Mollusca;Gastropoda;Trochomorphidae;Orpiella;Orpiella concavum
SRR11808870:2336540.655219	26	Eukaryota;Arthropoda;Arachnida;Araneae;Gnaphosidae;Zelotes;Zelotes tortuosus
SRR11808870:2504570.617839	26	Eukaryota;Arthropoda;Insecta;Hymenoptera;Tenthredinidae;Empria;Empria minuta
SRR11808870:2809910.623264	26	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Sympagohydridae;Sympagohydra;Sympagohydra tuuli
SRR11808870:3139340.627726	26	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila vulcana
SRR11808870:3145880.609901	26	Eukaryota;Arthropoda;Insecta;Coleoptera;Cleridae;Stigmatium;Stigmatium laevium
SRR11808870:3167960.663013	26	Eukaryota;Chordata;Squamata;Trogonophiidae;Diplometopon;Diplometopon zarudnyi
SRR11808870:3449580.661238	26	Eukaryota;Arthropoda;Insecta;Coleoptera;Lampyridae;Photuris;Photuris tremulans
SRR11808870:4388240.652722	26	Eukaryota;Mollusca;Gastropoda;Runcinidae;Runcina;Runcina coronata
SRR11808870:4506730.676786	26	Eukaryota;Cnidaria;Hydrozoa;Limnomedusae;Olindiasidae;Cubaia;Cubaia aphrodite
SRR11808870:5432760.653160	26	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria tumicolella
SRR11808870:1007070.651511	25	Eukaryota;Nematoda;Chromadorea;Tylenchida;Pratylenchidae;Radopholus;Radopholus similis
SRR11808870:1018270.615782	25	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808870:1019210.643144	25	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia lanosa
SRR11808870:1023960.652704	25	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Atrapsalta (nomen nudum);Atrapsalta nigristriga (nomen nudum)
SRR11808870:1043960.625533	25	Eukaryota;Arthropoda;Insecta;Hymenoptera;Argidae;Arge;Arge cyra
SRR11808870:1045320.614059	25	Eukaryota;Chordata;Ascidiacea;Enterogona;Corellidae;Rhodosoma;Rhodosoma turcicum
SRR11808870:1074020.625091	25	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:1194690.635339	25	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:1211770.613737	25	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:1294260.611698	25	Eukaryota;Mollusca;Gastropoda;Nudibranchia;Polyceridae;Tambja;Tambja ceutae
SRR11808870:1510900.637806	25	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa retroviridis
SRR11808870:1537950.614385	25	Eukaryota;Nematoda;Chromadorea;Rhabditida;Filaroididae;Parafilaroides;Parafilaroides normani
SRR11808870:1548530.646681	25	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Eunica;Eunica bechina
SRR11808870:181810.621892	25	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808870:1873890.621356	25	Eukaryota;Arthropoda;Arachnida;Scorpiones;Bothriuridae;Brachistosternus;Brachistosternus chilensis
SRR11808870:1880830.602197	25	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia princeps
SRR11808870:1958440.628222	25	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:2284530.649663	25	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Stegana;Stegana singularis
SRR11808870:2411830.656498	25	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808870:3156600.641649	25	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Cornuplura;Cornuplura nigroalbata
SRR11808870:3263270.617070	25	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Halistemma;Halistemma rubrum
SRR11808870:105020.604847	24	Eukaryota;Annelida;Polychaeta;Capitellida;Maldanidae;Leiochone;Leiochone leiopygos
SRR11808870:1096140.611428	24	Eukaryota;Nematoda;Chromadorea;Oxyurida;Oxyuridae;Wellcomia;Wellcomia siamensis
SRR11808870:1109370.635297	24	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:111050.615042	24	Eukaryota;Platyhelminthes;Polycladida;Callioplanidae;Pseudostylochus;Pseudostylochus intermedius
SRR11808870:1127080.687613	24	Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Sphenophorus;Sphenophorus incurrens
SRR11808870:1183900.630151	24	Eukaryota;Arthropoda;Insecta;Coleoptera;Melyridae;Chaetosoma;Chaetosoma scaritides
SRR11808870:1278310.670784	24	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:1350710.607281	24	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Inquilina;Inquilina excavata
SRR11808870:1367790.647241	24	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:1501650.623600	24	Eukaryota;Arthropoda;Insecta;Coleoptera;Staphylinidae;Aleochara;Aleochara haematoptera
SRR11808870:1510960.628307	24	Eukaryota;Arthropoda;Insecta;Diptera;Tachinidae;Nemorilla;Nemorilla floralis
SRR11808870:1511040.651233	24	Eukaryota;Mollusca;Gastropoda;Runcinidae;Runcina;Runcina coronata
SRR11808870:1906430.611220	24	Eukaryota;Arthropoda;Arachnida;Mesostigmata;Ameroseiidae;Neocypholaelaps;Neocypholaelaps apicola
SRR11808870:2281780.610182	24	Eukaryota;Arthropoda;Insecta;Coleoptera;Buprestidae;Evides;Evides gambiensis
SRR11808870:2306400.618856	24	Eukaryota;Arthropoda;Arachnida;Araneae;Lycosidae;Arctosa;Arctosa alluaudi
SRR11808870:2717410.630585	24	Eukaryota;Chordata;Actinopteri;Perciformes;Stichaeidae;Alectrias;Alectrias benjamini
SRR11808870:3143460.666248	24	Eukaryota;Cnidaria;Hydrozoa;Limnomedusae;Olindiasidae;Cubaia;Cubaia aphrodite
SRR11808870:3144120.644296	24	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella malakhovi
SRR11808870:3157940.607846	24	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Toxomerus;Toxomerus costalis
SRR11808870:3160900.656478	24	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Salebriaria;Salebriaria roseopunctella
SRR11808870:3161300.661176	24	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta herveyensis (nomen nudum)
SRR11808870:3462660.665026	24	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Caldwellia;Caldwellia angularis
SRR11808870:3465670.608745	24	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Stanisicarion;Stanisicarion freycineti
SRR11808870:3471510.630868	24	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Galba;Galba pervia
SRR11808870:4499410.614248	24	Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Spermophagus;Spermophagus perpastus
SRR11808870:4507920.604597	24	Eukaryota;Arthropoda;Arachnida;Astigmata;Psoroptidae;Chorioptes;Chorioptes bovis
SRR11808870:4513530.649299	24	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:4591200.684997	24	Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Sphenophorus;Sphenophorus incurrens
SRR11808870:5400510.611522	24	Eukaryota;Nematoda;Chromadorea;Rhabditida;Protostrongylidae;Protostrongylus;Protostrongylus rufescens
SRR11808870:1005280.669750	23	Eukaryota;Mollusca;Gastropoda;Runcinidae;Runcina;Runcina coronata
SRR11808870:1019000.638960	23	Eukaryota;Arthropoda;Insecta;Lepidoptera;Tortricidae;Choristoneura;Choristoneura argentifasciata
SRR11808870:1045780.602458	23	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Desmacellidae;Biemna;Biemna fistulosa
SRR11808870:1063800.665013	23	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808870:1280910.633128	23	Eukaryota;Porifera;Demospongiae;Hadromerida;Polymastiidae;Polymastia;Polymastia littoralis
SRR11808870:1352460.601776	23	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808870:1533400.612520	23	Eukaryota;Arthropoda;Arachnida;Trombiculidae;Leptotrombidium;Leptotrombidium scutellare
SRR11808870:1593420.609827	23	Eukaryota;Arthropoda;Insecta;Diptera;Cecidomyiidae;Protaplonyx;Protaplonyx sarcobati
SRR11808870:1620850.643960	23	Eukaryota;Chordata;Actinopteri;Alepocephaliformes;Alepocephalidae;Rinoctes;Rinoctes nasutus
SRR11808870:170340.669466	23	Eukaryota;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Bergstroemia;Bergstroemia nigrimaculata
SRR11808870:1947550.600693	23	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808870:2307640.624280	23	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Cotesia;Cotesia griffini
SRR11808870:2332940.644657	23	Eukaryota;Arthropoda;Insecta;Diptera;Calliphoridae;Lucilia;Lucilia taiyuanensis
SRR11808870:2716870.661142	23	Eukaryota;Gastrotricha;Macrodasyida;Macrodasyidae;Urodasys;Urodasys calicostylis
SRR11808870:2721850.638238	23	Eukaryota;Arthropoda;Insecta;Coleoptera;Hydroscaphidae;Hydroscapha;Hydroscapha granulum
SRR11808870:2729910.681023	23	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Paramacera;Paramacera xicaque
SRR11808870:2747600.669930	23	Eukaryota;Annelida;Polychaeta;Terebellida;Alvinellidae;Paralvinella;Paralvinella sulfincola
SRR11808870:3141060.631480	23	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo heidelbergensis
SRR11808870:3145390.633022	23	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Rosacea;Rosacea cymbiformis
SRR11808870:3164600.649291	23	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808870:3168660.701360	23	Eukaryota;Chordata;Amphibia;Anura;Hylidae;Nyctimystes;Nyctimystes kubori
SRR11808870:3176120.640060	23	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Malandena;Malandena suturalis
SRR11808870:5495740.631895	23	Eukaryota;Arthropoda;Arachnida;Scorpiones;Diplocentridae;Bioculus;Bioculus comondae
SRR11808870:1005570.634554	22	Eukaryota;Arthropoda;Insecta;Coleoptera;Endomychidae;Beccariola;Beccariola papuensis
SRR11808870:1023340.645847	22	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza nr. acteae
SRR11808870:1027420.636435	22	Eukaryota;Platyhelminthes;Cestoda;Cyclophyllidea;Taeniidae;Hydatigera;Hydatigera krepkogorski
SRR11808870:1031290.624516	22	Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Scarabaeus;Scarabaeus radama
SRR11808870:1034070.647954	22	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808870:1160850.631905	22	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Clava;Clava multicornis
SRR11808870:1376730.693948	22	Eukaryota;Rotifera;Monogononta;Ploima;Asplanchnidae;Asplanchna;Asplanchna sieboldi
SRR11808870:1504750.612521	22	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Dynamine;Dynamine coenus
SRR11808870:1519060.615465	22	Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Mormyrus;Mormyrus rume
SRR11808870:1520140.627011	22	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:1557220.621811	22	Eukaryota;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Tegeticula;Tegeticula californica
SRR11808870:1872980.667111	22	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Orthrus;Orthrus bicolor
SRR11808870:1875990.637814	22	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808870:1905740.645840	22	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808870:1930340.619783	22	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Endectyon;Endectyon delaubenfelsi
SRR11808870:1953920.671983	22	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808870:2080370.629809	22	Eukaryota;Arthropoda;Insecta;Hemiptera;Machaerotidae;Apomachaerota;Apomachaerota reticulata
SRR11808870:2192710.602523	22	Eukaryota;Arthropoda;Insecta;Coleoptera;Cleridae;Thriocerodes;Thriocerodes bipartitus
SRR11808870:222020.667492	22	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nolidae;Gabala;Gabala argentata
SRR11808870:2265250.646659	22	Eukaryota;Mollusca;Gastropoda;Planorbidae;Planorbula;Planorbula armigera
SRR11808870:2313220.618728	22	Eukaryota;Chordata;Actinopteri;Scombriformes;Ariommatidae;Ariomma;Ariomma brevimanus
SRR11808870:2512380.620042	22	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808870:2721610.623514	22	Eukaryota;Arthropoda;Insecta;Hymenoptera;Eulophidae;Neochrysocharis;Neochrysocharis okazakii
SRR11808870:2751070.675215	22	Eukaryota;Chordata;Mammalia;Rodentia;Gliridae;Graphiurus;Graphiurus kelleni
SRR11808870:3325350.655929	22	Eukaryota;Porifera;Demospongiae;Hadromerida;Hemiasterellidae;Axos;Axos cliftoni
SRR11808870:3667260.680105	22	Eukaryota;Chordata;Actinopteri;Alepocephaliformes;Alepocephalidae;Bathylaco;Bathylaco nigricans
SRR11808870:4098580.641506	22	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Cuninidae;Solmissus;Solmissus incisa
SRR11808870:4604420.645501	22	Eukaryota;Arthropoda;Insecta;Hemiptera;Rhopalidae;Aeschyntelus;Aeschyntelus notatus
SRR11808870:4909060.630878	22	Eukaryota;Annelida;Haplotaxida;Megascolecidae;Amynthas;Amynthas heterochaetus
SRR11808870:4952270.632790	22	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Acroporidae;Astreopora;Astreopora explanata
SRR11808870:5399350.605425	22	Eukaryota;Nematoda;Chromadorea;Rhabditida;Dictyocaulidae;Dictyocaulus;Dictyocaulus eckerti
SRR11808870:849300.638154	22	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808870:1000030.667848	21	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Clava;Clava multicornis
SRR11808870:1017920.661625	21	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Toxomerus;Toxomerus procrastinatus
SRR11808870:1018280.630582	21	Eukaryota;Arthropoda;Insecta;Phthiraptera;Boopidae;Heterodoxus;Heterodoxus macropus
SRR11808870:1019440.667179	21	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808870:1030450.602057	21	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
