amplicon	linearized.dereplicate_ERR0000002.merged.fastq	total
ERR2:::18675:0:0:0:0.707232	2	2
ERR2:::18688:0:0:0:0.732548	2	2
ERR2:::18728:0:0:0:0.694788	2	2
ERR2:::18807:0:0:0:0.701006	2	2
ERR2:::18874:0:0:0:0.700763	2	2
ERR2:::19029:0:0:0:0.733054	2	2
ERR2:::19080:0:0:0:0.722495	2	2
ERR2:::19109:0:0:0:0.747339	2	2
ERR2:::19204:0:0:0:0.724694	2	2
ERR2:::19215:0:0:0:0.743622	2	2
ERR2:::19240:0:0:0:0.723511	2	2
ERR2:::1930:0:0:0:0.706402	2	2
ERR2:::19331:0:0:0:0.714570	2	2
ERR2:::19371:0:0:0:0.729905	2	2
ERR2:::19432:0:0:0:0.701153	2	2
ERR2:::19621:0:0:0:0.711664	2	2
ERR2:::19626:0:0:0:0.691137	2	2
ERR2:::19637:0:0:0:0.656120	2	2
ERR2:::19669:0:0:0:0.693317	2	2
ERR2:::19939:0:0:0:0.606420	2	2
ERR2:::20342:0:0:0:0.701208	2	2
ERR2:::2037:0:0:0:0.737304	2	2
ERR2:::20553:0:0:0:0.664912	2	2
ERR2:::20584:0:0:0:0.727771	2	2
ERR2:::20626:0:0:0:0.727642	2	2
ERR2:::20710:0:0:0:0.726270	2	2
ERR2:::20813:0:0:0:0.709568	2	2
ERR2:::20846:0:0:0:0.702807	2	2
ERR2:::20881:0:0:0:0.733902	2	2
ERR2:::20905:0:0:0:0.732749	2	2
ERR2:::20964:0:0:0:0.740143	2	2
ERR2:::21057:0:0:0:0.723871	2	2
ERR2:::21058:0:0:0:0.731991	2	2
ERR2:::21075:0:0:0:0.727526	2	2
ERR2:::21338:0:0:0:0.724874	2	2
ERR2:::2178:0:0:0:0.725430	2	2
ERR2:::21824:0:0:0:0.744791	2	2
ERR2:::21888:0:0:0:0.732313	2	2
ERR2:::21990:0:0:0:0.651536	2	2
ERR2:::21998:0:0:0:0.714435	2	2
ERR2:::22193:0:0:0:0.718837	2	2
ERR2:::22197:0:0:0:0.723908	2	2
ERR2:::22486:0:0:0:0.722076	2	2
ERR2:::22488:0:0:0:0.717612	2	2
ERR2:::22632:0:0:0:0.734537	2	2
ERR2:::22678:0:0:0:0.719865	2	2
ERR2:::22686:0:0:0:0.733031	2	2
ERR2:::22718:0:0:0:0.714741	2	2
ERR2:::22750:0:0:0:0.730639	2	2
ERR2:::22897:0:0:0:0.732655	2	2
ERR2:::22909:0:0:0:0.737463	2	2
ERR2:::22979:0:0:0:0.722736	2	2
ERR2:::22994:0:0:0:0.737385	2	2
ERR2:::23160:0:0:0:0.749999	2	2
ERR2:::23320:0:0:0:0.714340	2	2
ERR2:::23372:0:0:0:0.681181	2	2
ERR2:::23458:0:0:0:0.705380	2	2
ERR2:::23694:0:0:0:0.739095	2	2
ERR2:::23754:0:0:0:0.727714	2	2
ERR2:::2376:0:0:0:0.724685	2	2
ERR2:::23845:0:0:0:0.740249	2	2
ERR2:::23863:0:0:0:0.725952	2	2
ERR2:::2388:0:0:0:0.706341	2	2
ERR2:::23900:0:0:0:0.742736	2	2
ERR2:::23942:0:0:0:0.731564	2	2
ERR2:::2401:0:0:0:0.696834	2	2
ERR2:::24059:0:0:0:0.723737	2	2
ERR2:::24073:0:0:0:0.741359	2	2
ERR2:::24102:0:0:0:0.708389	2	2
