OTU	amplicon	ERR0000002	total
69	ERR2:364560.739640	26	26
87	ERR2:10340.701548	2	2
92	ERR2:108950.729932	2	2
93	ERR2:109120.736595	2	2
95	ERR2:111650.730714	2	2
96	ERR2:112020.663059	2	2
97	ERR2:115640.630266	2	2
100	ERR2:121150.746558	2	2
101	ERR2:122800.734337	2	2
104	ERR2:134770.650065	3	3
109	ERR2:151500.723194	2	2
110	ERR2:151580.697635	2	2
111	ERR2:161460.700294	2	2
117	ERR2:170360.731454	2	2
118	ERR2:172110.731023	2	2
124	ERR2:18570.742991	10	10
133	ERR2:208810.733902	12	12
137	ERR2:218240.744791	2	2
138	ERR2:219900.651536	2	2
139	ERR2:221930.718837	2	2
141	ERR2:224880.717612	2	2
142	ERR2:226320.734537	2	2
143	ERR2:226780.719865	2	2
144	ERR2:226860.733031	2	2
147	ERR2:24260.731411	2	2
148	ERR2:247150.682101	2	2
149	ERR2:248090.716859	2	2
152	ERR2:252960.709926	2	2
154	ERR2:255680.729947	2	2
156	ERR2:257440.728715	2	2
158	ERR2:261150.605434	2	2
160	ERR2:271830.728126	2	2
162	ERR2:276820.730995	2	2
163	ERR2:277780.739662	2	2
165	ERR2:280540.680134	2	2
166	ERR2:281890.612915	2	2
168	ERR2:284780.725635	2	2
169	ERR2:28840.730455	2	2
170	ERR2:288480.717874	2	2
171	ERR2:288550.689395	2	2
172	ERR2:293450.734116	2	2
173	ERR2:29500.617089	2	2
175	ERR2:301170.719460	2	2
177	ERR2:303680.665086	2	2
178	ERR2:304720.640215	2	2
179	ERR2:305930.723361	2	2
181	ERR2:308540.657532	2	2
182	ERR2:313310.749957	2	2
184	ERR2:328960.683553	8	8
186	ERR2:3330.631827	2	2
187	ERR2:333340.668384	2	2
193	ERR2:353050.647174	2	2
196	ERR2:360930.707124	2	2
198	ERR2:365760.707928	2	2
200	ERR2:36760.614636	2	2
203	ERR2:376760.615459	2	2
207	ERR2:387520.733024	2	2
208	ERR2:388450.739044	2	2
210	ERR2:39000.689430	2	2
211	ERR2:393430.706386	2	2
213	ERR2:397430.674929	2	2
214	ERR2:39760.735162	2	2
217	ERR2:406920.692026	2	2
218	ERR2:408060.743884	2	2
219	ERR2:41250.686242	2	2
221	ERR2:417440.734400	2	2
222	ERR2:419550.731703	2	2
223	ERR2:420270.671193	2	2
224	ERR2:420890.729206	2	2
227	ERR2:438190.645947	2	2
230	ERR2:45470.702150	2	2
232	ERR2:457220.733289	2	2
233	ERR2:458030.688282	2	2
234	ERR2:46020.720397	2	2
235	ERR2:462740.661653	2	2
236	ERR2:46290.685172	2	2
244	ERR2:495590.713084	2	2
245	ERR2:50130.720208	2	2
246	ERR2:508750.741398	2	2
248	ERR2:515710.736629	2	2
249	ERR2:516740.721889	2	2
250	ERR2:519600.705320	2	2
251	ERR2:523340.721616	2	2
252	ERR2:5320.730605	2	2
254	ERR2:55750.629411	2	2
256	ERR2:574250.724502	2	2
257	ERR2:577230.729317	2	2
259	ERR2:58140.654175	2	2
260	ERR2:591690.673671	2	2
261	ERR2:600460.720318	2	2
263	ERR2:613360.724353	2	2
264	ERR2:619050.689807	2	2
265	ERR2:621380.737836	4	4
266	ERR2:655130.731050	2	2
267	ERR2:668280.644712	2	2
268	ERR2:686150.660828	2	2
269	ERR2:68640.719956	2	2
274	ERR2:724080.726358	4	4
275	ERR2:72910.712805	2	2
278	ERR2:74750.697800	2	2
279	ERR2:761120.735639	2	2
281	ERR2:770.699503	2	2
282	ERR2:77150.730908	2	2
283	ERR2:779100.697988	2	2
284	ERR2:791870.659571	2	2
285	ERR2:793470.705131	2	2
