name	LWR	fract	aLWR	afract	taxopath
Query13	0.7367	0.7367	0.7367	0.7367	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query189	0.9167	0.9167	0.9167	0.9167	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query135	0.5769	0.5769	0.9996	0.9996	Bacteria;Proteobacteria;Alphaproteobacteria
Query46	0.9572	0.9574	0.9572	0.9574	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query37	0.69	0.6963	0.9908	1	Eukaryota;Chlorophyta
Query111	0.9683	0.9717	0.9825	0.9859	Bacteria
Query54	0.8151	0.8151	1	1	Bacteria;Proteobacteria;Gammaproteobacteria
Query79	0.7381	0.7388	0.9934	0.9944	Eukaryota
Query88	0.2996	0.8356	0.2996	0.8356	Eukaryota;Cryptophyceae;Cryptophyceae;Cyathomonadacea
Query191	0.8051	0.8098	0.9943	1	Eukaryota;Bacillariophyta
Query89	0.9621	0.9625	0.9621	0.9625	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query103	0.7849	0.947	0.7849	0.947	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query40	0.4298	0.433	0.4298	0.433	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales
Query28	0.2306	0.9784	0.2306	0.9784	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query62	0.7875	0.8819	0.8594	0.9624	Bacteria;Proteobacteria;Gammaproteobacteria
Query145	0.6552	0.6552	0.6552	0.6552	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;SAR116_cluster_alpha_proteobacterium_HIMB100
Query29	0.7314	0.7314	0.7314	0.7314	Eukaryota;Mucoromycota;Glomeromycetes
Query95	0.679	0.679	0.9976	0.9976	Eukaryota;Cryptophyceae;Cryptophyceae
Query154	0.6625	0.6625	0.6625	0.6625	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query25	0.7658	0.7658	0.7658	0.7658	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query174	0.6687	0.6983	0.9573	0.9996	Eukaryota;Chlorophyta
Query10	0.717	0.7317	0.9794	0.9995	Eukaryota;Chlorophyta
Query70	0.5141	0.5289	0.5141	0.5289	Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales
Query15	0.53	0.53	0.9823	0.9823	Bacteria
Query66	0.0756	0.4709	0.0756	0.4709	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query7	0.952	0.952	0.9864	0.9864	Bacteria
Query77	0.5648	0.5648	0.5648	0.5648	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;SAR116_cluster_alpha_proteobacterium_HIMB100
Query109	0.6198	0.6559	0.9124	0.9656	Eukaryota;Chlorophyta
Query84	0.7062	0.7062	0.9969	0.9969	Eukaryota;Cryptophyceae;Cryptophyceae
Query144	0.7327	0.7327	0.7327	0.7327	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query17	0.8032	0.8032	0.8032	0.8032	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query185	0.8396	0.8396	0.8396	0.8396	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query181	0.7028	0.7074	0.9936	1	Eukaryota;Chlorophyta
Query126	0.03403	0.8479	0.03406	0.8486	Eukaryota
Query76	0.8504	0.9774	0.8504	0.9774	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query152	0.9828	0.9828	1	1	Bacteria
Query68	0.2257	1	0.2257	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query108	0.6559	0.6559	0.6559	0.6559	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query86	0.8951	0.8951	0.8951	0.8951	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query80	0.9578	0.9654	0.9578	0.9654	Bacteria;Proteobacteria;Alphaproteobacteria
Query107	0.7019	0.9403	0.7019	0.9403	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query124	0.4707	0.8897	0.4707	0.8897	Bacteria
Query30	0.9315	0.9329	0.9957	0.9972	Bacteria
Query168	0.2997	0.6688	0.2997	0.6688	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales
Query125	0.261	0.8199	0.261	0.8199	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query134	0.6087	0.6106	0.9969	1	Bacteria
Query136	0.5009	0.5097	0.5009	0.5097	Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales
Query130	0.7116	0.7116	0.9956	0.9956	Eukaryota;Cryptophyceae;Cryptophyceae
Query160	0.7632	0.7632	0.7632	0.7632	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query166	0.8442	0.8442	0.8442	0.8442	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query179	0.7822	0.9787	0.7822	0.9787	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query182	0.209	1	0.209	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query99	0.5	0.5	0.5	0.5	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae
Query78	0.7659	0.7659	1	1	Bacteria;Proteobacteria;Gammaproteobacteria
Query132	0.5248	0.5248	1	1	Bacteria;Proteobacteria;Alphaproteobacteria
Query23	0.6621	0.6621	0.6621	0.6621	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query2	0.9039	0.9039	0.9039	0.9039	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query115	0.6953	0.6953	0.6953	0.6953	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query87	0.1207	0.5551	0.1207	0.5551	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales
Query146	0.5813	0.5813	0.5813	0.5813	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;SAR116_cluster_alpha_proteobacterium_HIMB100
Query52	0.6358	0.6358	0.9837	0.9837	Eukaryota;Cryptophyceae;Cryptophyceae
Query45	0.7096	0.7096	0.7096	0.7096	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query11	0.7182	0.7182	0.7182	0.7182	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query162	0.7661	0.7661	0.7661	0.7661	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query32	0.5716	0.5716	0.5716	0.5716	Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales
Query169	0.352	0.841	0.352	0.841	Eukaryota;Chlorophyta;Mamiellophyceae;Dolichomastigales
Query14	0.2751	0.7112	0.2751	0.7112	Bacteria
Query153	0.1752	0.7718	0.1752	0.7718	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query120	0.08071	1	0.08071	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query61	0.5	1	0.5	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query157	0.5509	0.969	0.5509	0.969	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales
Query4	0.688	0.688	0.688	0.688	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query192	0.916	0.916	0.916	0.916	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query167	0.7559	0.9675	0.7559	0.9675	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query24	0.9127	0.9653	0.9127	0.9653	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query47	0.9901	0.9901	0.9992	0.9992	Bacteria
Query180	0.007291	0.9979	0.007291	0.9979	DISTANT
Query21	0.916	0.916	0.916	0.916	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query177	0.8735	0.9939	0.8735	0.9939	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query128	0.8406	0.9636	0.8406	0.9636	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query53	0.1177	0.686	0.1177	0.686	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales
Query31	0.7882	0.7882	0.7882	0.7882	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query36	1	1	1	1	Bacteria
Query34	0.8564	0.8564	0.9937	0.9937	Bacteria
Query56	0.5315	0.9674	0.5315	0.9674	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales
Query22	0.5	1	0.5	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query147	0.08242	1	0.08242	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query188	0.9776	0.9835	0.9776	0.9835	Bacteria
Query48	0.6863	0.6863	1	1	Eukaryota
Query94	0.8874	0.8874	0.8874	0.8874	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query1	0.8631	0.8631	0.8631	0.8631	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query156	0.7766	0.9827	0.7766	0.9827	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query72	0.9677	1	0.9677	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query3	0.9629	0.9899	0.9629	0.9899	Bacteria
Query195	0.3911	0.7983	0.3911	0.7983	Bacteria
Query112	0.1991	1	0.1991	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query133	0.5842	0.9728	0.5842	0.9728	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales
Query113	0.6353	0.6353	1	1	Bacteria;Proteobacteria;Gammaproteobacteria
Query106	0.5139	0.5139	0.5139	0.5139	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;SAR116_cluster_alpha_proteobacterium_HIMB100
Query71	0.535	0.535	1	1	Bacteria;Proteobacteria;Alphaproteobacteria
Query118	0.8628	0.8628	0.8628	0.8628	DISTANT
Query150	0.5648	0.5648	0.8762	0.8762	Eukaryota
Query5	0.8357	0.8357	0.8357	0.8357	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query161	0.7221	0.7221	0.7221	0.7221	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query171	0.5948	0.5948	1	1	Eukaryota;Chlorophyta
Query12	0.9208	0.9598	0.9208	0.9598	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query155	0.5	1	0.5	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query8	0.6185	0.6185	1	1	Bacteria;Proteobacteria;Gammaproteobacteria
Query148	0.5834	0.5834	0.5834	0.5834	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;SAR116_cluster_alpha_proteobacterium_HIMB100
Query33	0.6467	0.6467	0.6467	0.6467	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query57	0.7403	0.9817	0.7403	0.9817	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query104	0.9017	0.995	0.9017	0.995	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query27	0.2297	1	0.2297	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query43	0.1096	1	0.1096	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query74	0.1201	1	0.1201	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query187	0.6956	0.6956	0.6956	0.6956	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query183	0.7837	0.7837	0.7837	0.7837	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query131	0.675	0.675	0.675	0.675	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query26	0.8407	0.8407	0.8407	0.8407	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query42	0.9323	0.9644	0.9323	0.9644	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query116	0.9629	1	0.9629	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query159	0.1362	0.5366	0.1362	0.5366	Bacteria
Query16	0.1289	1	0.1289	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query165	0.9526	0.9526	1	1	Bacteria;Proteobacteria;Gammaproteobacteria
Query64	0.672	0.672	0.672	0.672	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query178	0.7773	0.7773	0.7773	0.7773	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query96	0.6356	0.6356	0.6356	0.6356	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query67	0.9329	0.9983	0.9329	0.9983	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query93	0.7786	0.9795	0.7786	0.9795	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query44	0.5	1	0.5	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query51	0.504	0.868	0.504	0.868	Bacteria
Query91	0.9519	0.9519	0.9981	0.9981	Bacteria
Query140	0.5245	0.5245	0.9983	0.9983	Eukaryota;Bacillariophyta
Query105	0.6436	0.6436	0.6436	0.6436	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query151	0.695	0.695	0.695	0.695	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query175	0.9848	0.9966	0.9848	0.9966	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query110	0.5	1	0.5	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query19	0.8678	0.8678	0.8678	0.8678	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query9	0.9413	0.9585	0.9413	0.9585	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query50	0.1972	1	0.1972	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query82	0.5091	0.5091	1	1	Bacteria;Proteobacteria;Gammaproteobacteria
Query20	0.7913	0.7913	0.7913	0.7913	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query172	0.772	0.772	0.772	0.772	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query90	0.983	0.9832	0.983	0.9832	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query149	0.1048	1	0.1048	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query85	0.6105	0.6105	1	1	Bacteria;Proteobacteria;Gammaproteobacteria
Query100	0.5001	0.5001	1	1	Bacteria;Proteobacteria;Alphaproteobacteria
Query117	0.7853	0.7853	0.9771	0.9771	Bacteria;Proteobacteria;Alphaproteobacteria
Query119	0.8102	0.8102	0.8102	0.8102	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query138	0.9408	0.9842	0.9408	0.9842	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query193	0.9999	0.9999	0.9999	0.9999	Bacteria
Query83	0.03444	1	0.03444	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query123	0.5391	0.5391	1	1	Bacteria;Proteobacteria;Alphaproteobacteria
Query69	0.9585	0.9585	1	1	Eukaryota
Query122	0.7034	0.7034	0.7034	0.7034	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query173	0.8514	0.8514	0.8514	0.8514	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query121	0.9363	0.9655	0.9363	0.9655	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
