amplicon	SRR1808872	total
SRR11808872:1184750.611760	1	1
SRR11808872:1184790.605379	1	1
SRR11808872:1184860.600834	1	1
SRR11808872:1184890.642313	1	1
SRR11808872:1184960.611315	1	1
SRR11808872:1185000.611949	1	1
SRR11808872:1185050.656961	1	1
SRR11808872:1185070.640058	1	1
SRR11808872:1185080.635402	1	1
SRR11808872:1185200.630532	1	1
SRR11808872:1185240.634710	1	1
SRR11808872:1185250.610844	1	1
SRR11808872:1185270.603179	1	1
SRR11808872:1185290.604912	1	1
SRR11808872:1185300.634531	1	1
SRR11808872:1185330.616648	1	1
SRR11808872:1185350.602901	1	1
SRR11808872:1185500.611451	1	1
SRR11808872:1185570.608639	1	1
SRR11808872:1185620.601190	1	1
SRR11808872:1185630.629140	1	1
SRR11808872:1185660.600364	1	1
SRR11808872:1185690.641934	1	1
SRR11808872:1185970.616048	1	1
SRR11808872:1186080.630554	1	1
SRR11808872:1186220.612302	1	1
SRR11808872:1186230.615278	1	1
SRR11808872:1186300.607926	1	1
SRR11808872:1186430.622458	1	1
SRR11808872:1186470.608880	1	1
SRR11808872:1186680.630264	1	1
SRR11808872:1186690.615204	1	1
SRR11808872:1186730.618033	1	1
SRR11808872:1186750.659840	1	1
SRR11808872:1186840.605475	1	1
SRR11808872:1186900.644190	1	1
SRR11808872:1186930.605754	1	1
SRR11808872:1187000.619216	1	1
SRR11808872:1187010.607265	1	1
SRR11808872:1187130.602412	1	1
SRR11808872:1187170.604273	1	1
SRR11808872:1187270.638744	1	1
SRR11808872:1187310.614955	1	1
SRR11808872:1187450.603775	1	1
SRR11808872:1187470.633743	1	1
SRR11808872:1187570.604792	1	1
SRR11808872:1187660.605052	1	1
SRR11808872:1187670.656527	1	1
SRR11808872:1187710.624760	1	1
SRR11808872:1187870.612882	1	1
SRR11808872:1187910.610265	1	1
SRR11808872:1187940.618568	1	1
SRR11808872:1187970.606115	1	1
SRR11808872:1187980.623735	1	1
SRR11808872:1187990.627273	1	1
SRR11808872:1188060.637889	1	1
SRR11808872:1188140.652645	1	1
SRR11808872:1188150.659135	1	1
SRR11808872:1188210.620494	1	1
SRR11808872:1188230.600832	1	1
SRR11808872:1188270.633157	1	1
SRR11808872:1188410.658536	1	1
SRR11808872:1188590.626204	1	1
SRR11808872:1188730.618606	1	1
SRR11808872:1188740.611142	1	1
SRR11808872:1188750.632308	1	1
SRR11808872:1188760.603127	1	1
SRR11808872:1188770.647401	1	1
SRR11808872:1188840.624296	1	1
SRR11808872:1188900.612356	1	1
SRR11808872:1188990.605749	1	1
SRR11808872:1189000.617490	1	1
SRR11808872:1189060.636700	1	1
SRR11808872:1189090.620420	1	1
SRR11808872:1189140.607464	1	1
SRR11808872:1189150.619515	1	1
SRR11808872:1189180.624330	1	1
SRR11808872:1189270.629718	1	1
SRR11808872:1189310.655262	1	1
SRR11808872:1189320.626307	1	1
SRR11808872:1189390.629994	1	1
SRR11808872:1189460.605632	1	1
SRR11808872:1189680.639699	1	1
SRR11808872:1189750.641604	1	1
SRR11808872:1189830.617171	1	1
SRR11808872:1190020.608777	1	1
SRR11808872:1190580.607742	1	1
SRR11808872:1191800.613225	1	1
SRR11808872:1191960.634093	1	1
SRR11808872:11920.623118	1	1
SRR11808872:1192190.614302	1	1
SRR11808872:1192320.612509	1	1
SRR11808872:1192460.618083	1	1
SRR11808872:1192970.601149	1	1
SRR11808872:1193020.621481	1	1
SRR11808872:1193240.611027	1	1
SRR11808872:1193440.681180	1	1
SRR11808872:1193770.622969	1	1
SRR11808872:1194150.604740	1	1
SRR11808872:1194620.640156	1	1
SRR11808872:1195050.619452	1	1
SRR11808872:1195220.603081	1	1
SRR11808872:1195600.638474	1	1
SRR11808872:1195620.636698	1	1
SRR11808872:1195650.644167	1	1
SRR11808872:1195670.603284	1	1
SRR11808872:1195680.630459	1	1
SRR11808872:1195720.634372	1	1
SRR11808872:1195750.625235	1	1
SRR11808872:1195830.631637	1	1
SRR11808872:1195970.626786	1	1
SRR11808872:1196010.617404	1	1
SRR11808872:1196020.614864	1	1
SRR11808872:1196070.610145	1	1
SRR11808872:1196170.617428	1	1
SRR11808872:1196280.636813	1	1
SRR11808872:1196430.618336	1	1
SRR11808872:1196520.608065	1	1
SRR11808872:1196560.607227	1	1
SRR11808872:1196580.609816	1	1
SRR11808872:1196750.621894	1	1
SRR11808872:119680.604906	1	1
SRR11808872:1196880.621725	1	1
SRR11808872:1196930.634560	1	1
SRR11808872:1196950.611605	1	1
SRR11808872:1196980.619849	1	1
SRR11808872:11970.624522	1	1
SRR11808872:1197010.610469	1	1
SRR11808872:1197110.617516	1	1
SRR11808872:1197170.614073	1	1
SRR11808872:1197220.603832	1	1
SRR11808872:1197260.614920	1	1
SRR11808872:1197360.638420	1	1
SRR11808872:1197470.618356	1	1
SRR11808872:1197550.617508	1	1
SRR11808872:1197700.603903	1	1
SRR11808872:1197720.648341	1	1
SRR11808872:1197740.607091	1	1
SRR11808872:1197770.636546	1	1
SRR11808872:1197810.620769	1	1
SRR11808872:1197880.616206	1	1
SRR11808872:1197970.604695	1	1
SRR11808872:1198300.657407	1	1
SRR11808872:1198320.608050	1	1
SRR11808872:1198330.649024	1	1
SRR11808872:1198410.615031	1	1
SRR11808872:1198450.617390	1	1
SRR11808872:1198480.612310	1	1
SRR11808872:1198540.600217	1	1
SRR11808872:1198600.616047	1	1
SRR11808872:1198680.643505	1	1
SRR11808872:1198830.612175	1	1
SRR11808872:1198840.657559	1	1
SRR11808872:1198860.601437	1	1
SRR11808872:1198920.628409	1	1
SRR11808872:1198930.651188	1	1
SRR11808872:1198950.627301	1	1
SRR11808872:1199000.601205	1	1
SRR11808872:1199040.637848	1	1
SRR11808872:1199050.604539	1	1
SRR11808872:1199110.617201	1	1
SRR11808872:1199120.619317	1	1
SRR11808872:1199140.602643	1	1
SRR11808872:1199190.632182	1	1
SRR11808872:1199300.630997	1	1
SRR11808872:1199330.651944	1	1
SRR11808872:1199350.620574	1	1
SRR11808872:1199430.606105	1	1
SRR11808872:1199630.638386	1	1
SRR11808872:1199640.602895	1	1
SRR11808872:1199960.617314	1	1
SRR11808872:1199970.640963	1	1
SRR11808872:12000.621286	1	1
SRR11808872:1200010.640417	1	1
SRR11808872:1200090.604255	1	1
SRR11808872:1200300.616700	1	1
SRR11808872:1200320.642760	1	1
SRR11808872:1200420.616180	1	1
SRR11808872:1200490.620426	1	1
SRR11808872:1200500.615462	1	1
SRR11808872:1200670.606328	1	1
SRR11808872:1200680.623793	1	1
SRR11808872:1200800.616654	1	1
SRR11808872:1200840.634384	1	1
SRR11808872:1200870.622008	1	1
SRR11808872:1201200.639253	1	1
SRR11808872:1201230.604878	1	1
SRR11808872:1201240.609372	1	1
SRR11808872:1201330.616330	1	1
SRR11808872:1201360.623890	1	1
SRR11808872:1201550.622883	1	1
SRR11808872:1201560.627982	1	1
SRR11808872:1201590.621429	1	1
SRR11808872:1201600.609113	1	1
SRR11808872:1201700.659708	1	1
SRR11808872:1201740.617454	1	1
SRR11808872:1201750.608913	1	1
SRR11808872:1201760.606527	1	1
SRR11808872:1201810.618229	1	1
SRR11808872:1201830.610124	1	1
SRR11808872:1201850.640657	1	1
SRR11808872:1201880.632779	1	1
SRR11808872:1201900.656985	1	1
SRR11808872:1201970.605601	1	1
SRR11808872:1201980.612435	1	1
SRR11808872:1202100.635050	1	1
SRR11808872:1202150.636228	1	1
SRR11808872:1202190.656299	1	1
SRR11808872:1202240.626555	1	1
SRR11808872:1202330.639010	1	1
SRR11808872:1202590.606340	1	1
SRR11808872:1202710.601755	1	1
SRR11808872:120280.601381	1	1
SRR11808872:1202860.606235	1	1
SRR11808872:1202980.605192	1	1
SRR11808872:1202990.616075	1	1
SRR11808872:1203040.618685	1	1
SRR11808872:1203150.606047	1	1
SRR11808872:1203170.621684	1	1
SRR11808872:1203310.606365	1	1
SRR11808872:1203600.604657	1	1
SRR11808872:1203730.638613	1	1
SRR11808872:1203800.621328	1	1
SRR11808872:1203900.632977	1	1
SRR11808872:1204000.602177	1	1
SRR11808872:1204040.623302	1	1
SRR11808872:1204080.644409	1	1
SRR11808872:1204170.625754	1	1
SRR11808872:1205060.676836	1	1
SRR11808872:120530.608052	1	1
SRR11808872:1205320.606651	1	1
SRR11808872:120610.600485	1	1
SRR11808872:1206180.608438	1	1
SRR11808872:1206270.608777	1	1
SRR11808872:1206280.625173	1	1
SRR11808872:1206590.606549	1	1
SRR11808872:1206610.622781	1	1
SRR11808872:1206700.603702	1	1
SRR11808872:1206750.621001	1	1
SRR11808872:1206850.635150	1	1
SRR11808872:1207160.601359	1	1
SRR11808872:1207360.617714	1	1
SRR11808872:1207490.615608	1	1
SRR11808872:1208000.626301	1	1
SRR11808872:120830.611667	1	1
SRR11808872:1208500.610978	1	1
SRR11808872:1208610.602220	1	1
SRR11808872:1209270.623424	1	1
SRR11808872:120930.617148	1	1
SRR11808872:1209700.605071	1	1
SRR11808872:1210040.613071	1	1
SRR11808872:1210050.614042	1	1
SRR11808872:1210090.623652	1	1
SRR11808872:1210250.613103	1	1
SRR11808872:1210380.610673	1	1
SRR11808872:1210580.639533	1	1
SRR11808872:1210640.610014	1	1
SRR11808872:1210770.606602	1	1
SRR11808872:1210820.648636	1	1
SRR11808872:1210860.607358	1	1
SRR11808872:121090.613096	1	1
SRR11808872:1210980.638903	1	1
SRR11808872:1211000.614902	1	1
SRR11808872:1211070.604383	1	1
SRR11808872:1211120.602950	1	1
SRR11808872:1211280.632283	1	1
SRR11808872:1211290.612322	1	1
SRR11808872:1211580.602776	1	1
SRR11808872:1211700.604758	1	1
SRR11808872:121190.622651	1	1
SRR11808872:1211910.607665	1	1
SRR11808872:1211950.632474	1	1
SRR11808872:1212040.608547	1	1
SRR11808872:121210.634368	1	1
SRR11808872:1212140.623517	1	1
SRR11808872:1212190.623132	1	1
SRR11808872:1212210.610798	1	1
SRR11808872:1212220.606072	1	1
SRR11808872:1212280.602956	1	1
SRR11808872:1212300.620630	1	1
SRR11808872:1212310.638540	1	1
SRR11808872:1212340.615569	1	1
SRR11808872:1212440.614448	1	1
SRR11808872:1212490.619707	1	1
SRR11808872:1212500.613026	1	1
SRR11808872:1212540.612483	1	1
SRR11808872:1212610.608863	1	1
SRR11808872:1212620.612168	1	1
SRR11808872:1212750.610412	1	1
SRR11808872:1212780.654452	1	1
SRR11808872:1212800.600430	1	1
SRR11808872:1212820.607368	1	1
SRR11808872:1212830.603202	1	1
SRR11808872:1212880.637811	1	1
SRR11808872:1212940.606460	1	1
SRR11808872:1212960.615892	1	1
SRR11808872:1213000.638250	1	1
SRR11808872:1213100.644790	1	1
SRR11808872:1213140.614956	1	1
SRR11808872:1213320.601603	1	1
SRR11808872:1213370.623513	1	1
SRR11808872:1213440.609629	1	1
SRR11808872:1213510.639339	1	1
SRR11808872:1213520.603498	1	1
SRR11808872:1213710.607489	1	1
SRR11808872:1213720.619948	1	1
SRR11808872:1213740.611893	1	1
SRR11808872:1213900.623525	1	1
SRR11808872:1214200.624599	1	1
SRR11808872:1214250.624133	1	1
SRR11808872:1214290.607088	1	1
SRR11808872:121430.610659	1	1
SRR11808872:1214390.639185	1	1
SRR11808872:1214410.612704	1	1
SRR11808872:1214480.652134	1	1
SRR11808872:121450.633929	1	1
SRR11808872:1214720.622414	1	1
SRR11808872:1214860.616216	1	1
SRR11808872:1214990.610566	1	1
SRR11808872:1215040.606443	1	1
SRR11808872:1215120.637872	1	1
SRR11808872:1215220.611197	1	1
SRR11808872:1215400.629818	1	1
SRR11808872:1215430.624461	1	1
SRR11808872:1215490.616823	1	1
SRR11808872:1215600.608674	1	1
SRR11808872:1215720.629025	1	1
SRR11808872:1215760.626866	1	1
SRR11808872:1216010.617265	1	1
SRR11808872:1216070.602601	1	1
SRR11808872:1216350.603979	1	1
SRR11808872:1216400.625013	1	1
SRR11808872:1216670.636563	1	1
SRR11808872:1216700.635017	1	1
SRR11808872:1217010.640864	1	1
SRR11808872:1217030.631024	1	1
SRR11808872:1217270.605861	1	1
SRR11808872:1217440.606904	1	1
SRR11808872:1217670.621080	1	1
SRR11808872:1217720.616941	1	1
SRR11808872:1217970.637288	1	1
SRR11808872:1218100.610456	1	1
SRR11808872:1218120.604297	1	1
SRR11808872:1218170.624788	1	1
SRR11808872:1218240.617546	1	1
SRR11808872:1218310.613899	1	1
SRR11808872:1218330.602817	1	1
SRR11808872:1218630.605421	1	1
SRR11808872:1219030.616695	1	1
SRR11808872:121920.633746	1	1
SRR11808872:1219920.623583	1	1
SRR11808872:1220.602148	1	1
SRR11808872:1220290.617771	1	1
SRR11808872:1220570.616030	1	1
SRR11808872:1221050.613331	1	1
SRR11808872:1221310.610162	1	1
SRR11808872:1221430.613817	1	1
SRR11808872:1221440.614747	1	1
SRR11808872:122150.632761	1	1
SRR11808872:1221790.631788	1	1
SRR11808872:1221800.630828	1	1
SRR11808872:1222410.601977	1	1
SRR11808872:1222710.613750	1	1
SRR11808872:1222780.603082	1	1
SRR11808872:122300.645275	1	1
SRR11808872:1223140.604024	1	1
SRR11808872:1223500.601610	1	1
SRR11808872:1223530.602511	1	1
SRR11808872:1223810.611949	1	1
SRR11808872:1223960.643184	1	1
SRR11808872:1224110.640471	1	1
SRR11808872:1224180.608808	1	1
SRR11808872:1224220.624740	1	1
SRR11808872:1224240.629749	1	1
SRR11808872:1224260.604445	1	1
SRR11808872:122430.618943	1	1
SRR11808872:1224320.624934	1	1
SRR11808872:1224350.629647	1	1
SRR11808872:1224410.623413	1	1
SRR11808872:1224470.616464	1	1
SRR11808872:1224540.627127	1	1
SRR11808872:1224640.637942	1	1
SRR11808872:1224690.627090	1	1
SRR11808872:1224700.620594	1	1
SRR11808872:1224820.631502	1	1
SRR11808872:1224880.624582	1	1
SRR11808872:12250.638899	1	1
SRR11808872:1225080.606753	1	1
SRR11808872:1225120.620323	1	1
SRR11808872:1225150.603920	1	1
SRR11808872:1225160.615198	1	1
SRR11808872:1225170.622149	1	1
SRR11808872:1225240.623936	1	1
SRR11808872:1225480.625663	1	1
SRR11808872:1225610.633198	1	1
SRR11808872:1225620.634216	1	1
SRR11808872:1225670.600270	1	1
SRR11808872:1225710.631795	1	1
SRR11808872:1225770.636408	1	1
SRR11808872:1225790.603401	1	1
SRR11808872:1225870.609735	1	1
SRR11808872:1225990.631511	1	1
SRR11808872:12260.629009	1	1
SRR11808872:1226100.624753	1	1
SRR11808872:1226240.616610	1	1
SRR11808872:1226260.633005	1	1
SRR11808872:1226270.629124	1	1
SRR11808872:1226420.620185	1	1
SRR11808872:1226520.610947	1	1
SRR11808872:1226620.623149	1	1
SRR11808872:1226660.639467	1	1
SRR11808872:1226690.602911	1	1
SRR11808872:1226850.632648	1	1
SRR11808872:1226900.625660	1	1
SRR11808872:1226970.637524	1	1
SRR11808872:122700.625541	1	1
SRR11808872:1227030.615990	1	1
SRR11808872:1227130.610495	1	1
SRR11808872:1227180.607068	1	1
SRR11808872:1227240.618852	1	1
SRR11808872:1227250.616598	1	1
SRR11808872:1227260.638515	1	1
SRR11808872:1227310.602551	1	1
SRR11808872:1227360.623623	1	1
SRR11808872:1227370.604561	1	1
SRR11808872:1227680.609821	1	1
SRR11808872:1227760.623491	1	1
SRR11808872:122780.635191	1	1
SRR11808872:1227850.604363	1	1
SRR11808872:1227910.602474	1	1
SRR11808872:1227970.607344	1	1
SRR11808872:1228080.600958	1	1
SRR11808872:1228190.633321	1	1
SRR11808872:1228280.601830	1	1
SRR11808872:1228310.618357	1	1
SRR11808872:1228610.603400	1	1
SRR11808872:1228620.618181	1	1
SRR11808872:1228720.604878	1	1
SRR11808872:1228940.604718	1	1
SRR11808872:1228970.609424	1	1
SRR11808872:1228990.653851	1	1
SRR11808872:1229010.600492	1	1
SRR11808872:1229050.601860	1	1
SRR11808872:1229190.600106	1	1
SRR11808872:1229350.608081	1	1
SRR11808872:1229480.601578	1	1
SRR11808872:1229560.626834	1	1
SRR11808872:1229740.606493	1	1
SRR11808872:1229900.610005	1	1
SRR11808872:1229950.616219	1	1
SRR11808872:1230170.665808	1	1
SRR11808872:1230240.605455	1	1
SRR11808872:1230310.601263	1	1
SRR11808872:1230460.614166	1	1
SRR11808872:1230550.610648	1	1
SRR11808872:1230600.637216	1	1
SRR11808872:1230760.623350	1	1
SRR11808872:1230960.606605	1	1
SRR11808872:1230970.609584	1	1
SRR11808872:1230990.639893	1	1
SRR11808872:1231100.633527	1	1
SRR11808872:123110.618736	1	1
SRR11808872:1231260.636328	1	1
SRR11808872:1231280.633897	1	1
SRR11808872:1231290.606973	1	1
SRR11808872:1231380.623357	1	1
SRR11808872:1231420.612519	1	1
SRR11808872:1231470.605463	1	1
SRR11808872:1231600.640282	1	1
SRR11808872:1231610.612152	1	1
SRR11808872:1231620.620930	1	1
SRR11808872:1231650.645006	1	1
SRR11808872:1231690.634741	1	1
SRR11808872:1231710.624321	1	1
SRR11808872:1231770.614304	1	1
SRR11808872:1231790.633288	1	1
SRR11808872:1231900.625249	1	1
SRR11808872:1231950.601737	1	1
SRR11808872:1231970.635177	1	1
SRR11808872:1232110.661455	1	1
SRR11808872:1232190.654383	1	1
SRR11808872:1232230.612339	1	1
SRR11808872:1232490.611011	1	1
SRR11808872:1232840.695942	1	1
SRR11808872:1233430.604640	1	1
SRR11808872:1234660.600875	1	1
SRR11808872:1234810.611191	1	1
SRR11808872:1234900.606625	1	1
SRR11808872:1234950.623673	1	1
SRR11808872:1235080.627253	1	1
SRR11808872:1235200.616305	1	1
SRR11808872:1235340.603087	1	1
SRR11808872:1235590.612331	1	1
SRR11808872:1235700.680231	1	1
SRR11808872:1235710.607259	1	1
SRR11808872:1235810.630497	1	1
SRR11808872:1235910.619137	1	1
SRR11808872:1236000.622841	1	1
SRR11808872:12360.617474	1	1
SRR11808872:1236160.602875	1	1
SRR11808872:1236230.641896	1	1
SRR11808872:1236430.611500	1	1
SRR11808872:123650.628067	1	1
SRR11808872:1236740.613085	1	1
SRR11808872:1236940.600813	1	1
SRR11808872:1236950.621199	1	1
SRR11808872:1237330.633347	1	1
SRR11808872:1237590.604217	1	1
SRR11808872:1237810.626698	1	1
SRR11808872:1237820.621614	1	1
SRR11808872:1238010.626376	1	1
SRR11808872:1238070.621058	1	1
SRR11808872:1238340.606796	1	1
SRR11808872:1238560.602263	1	1
SRR11808872:1238620.607927	1	1
SRR11808872:1238830.609850	1	1
SRR11808872:1238870.642247	1	1
SRR11808872:1238880.602636	1	1
SRR11808872:1239100.627411	1	1
SRR11808872:1239200.609285	1	1
SRR11808872:1239260.633318	1	1
SRR11808872:1239300.601874	1	1
SRR11808872:1239440.646844	1	1
SRR11808872:1239450.624692	1	1
SRR11808872:1239520.623129	1	1
SRR11808872:1239570.639539	1	1
SRR11808872:1239660.603864	1	1
SRR11808872:1239700.608884	1	1
SRR11808872:1239770.602764	1	1
SRR11808872:1239870.600808	1	1
SRR11808872:1239990.626125	1	1
SRR11808872:1240010.616646	1	1
SRR11808872:1240030.632768	1	1
SRR11808872:1240110.634563	1	1
SRR11808872:1240160.606664	1	1
SRR11808872:1240270.603022	1	1
SRR11808872:1240320.642505	1	1
SRR11808872:1240360.626838	1	1
SRR11808872:1240410.606998	1	1
SRR11808872:1240540.640335	1	1
SRR11808872:1240650.613167	1	1
SRR11808872:1240870.610003	1	1
SRR11808872:1240960.611974	1	1
SRR11808872:1240990.611200	1	1
SRR11808872:1241030.639282	1	1
SRR11808872:1241080.603391	1	1
SRR11808872:1241090.638252	1	1
SRR11808872:1241110.629813	1	1
SRR11808872:1241220.631616	1	1
SRR11808872:1241310.635926	1	1
SRR11808872:1241350.605047	1	1
SRR11808872:1241370.605738	1	1
SRR11808872:1241500.638998	1	1
SRR11808872:1241710.601243	1	1
SRR11808872:1241780.616786	1	1
SRR11808872:1241810.666004	1	1
SRR11808872:1242110.628814	1	1
SRR11808872:1242180.601318	1	1
SRR11808872:1242390.607540	1	1
SRR11808872:1242730.631958	1	1
SRR11808872:1242770.645442	1	1
SRR11808872:1242820.640022	1	1
SRR11808872:1242840.713867	1	1
SRR11808872:1242970.626034	1	1
SRR11808872:1242990.639379	1	1
SRR11808872:1243110.617861	1	1
SRR11808872:1243230.662385	1	1
SRR11808872:1243310.636333	1	1
SRR11808872:1243350.615082	1	1
SRR11808872:1243510.624623	1	1
SRR11808872:1243590.655376	1	1
SRR11808872:1243650.630011	1	1
SRR11808872:1243690.646451	1	1
SRR11808872:1243800.616315	1	1
SRR11808872:1243810.637809	1	1
SRR11808872:1243830.615664	1	1
SRR11808872:1243870.604532	1	1
SRR11808872:1243910.602392	1	1
SRR11808872:1243960.633650	1	1
SRR11808872:124400.618904	1	1
SRR11808872:1244050.607898	1	1
SRR11808872:1244130.622005	1	1
SRR11808872:1244230.626392	1	1
SRR11808872:1244300.629009	1	1
SRR11808872:1244330.621129	1	1
SRR11808872:1244390.638488	1	1
SRR11808872:1244460.618142	1	1
SRR11808872:1244590.635551	1	1
SRR11808872:1244640.605656	1	1
SRR11808872:1244780.623687	1	1
SRR11808872:1244830.612333	1	1
SRR11808872:124490.625883	1	1
SRR11808872:1245080.622400	1	1
SRR11808872:1245090.633951	1	1
SRR11808872:1245210.629820	1	1
SRR11808872:1245290.605223	1	1
SRR11808872:1245410.619623	1	1
SRR11808872:1245630.620768	1	1
SRR11808872:1245710.619578	1	1
SRR11808872:1245840.601893	1	1
SRR11808872:1246100.690615	1	1
SRR11808872:124610.626023	1	1
SRR11808872:1246260.603335	1	1
SRR11808872:124710.609789	1	1
SRR11808872:1247400.639511	1	1
SRR11808872:1247940.640647	1	1
SRR11808872:1248020.608258	1	1
SRR11808872:1248210.614398	1	1
SRR11808872:1248310.622275	1	1
SRR11808872:1248320.618487	1	1
SRR11808872:124860.614446	1	1
SRR11808872:124870.610532	1	1
SRR11808872:124880.602544	1	1
SRR11808872:1248900.601609	1	1
SRR11808872:1249100.608872	1	1
SRR11808872:1249350.606974	1	1
SRR11808872:1249420.625193	1	1
SRR11808872:1249490.626710	1	1
SRR11808872:1249550.606070	1	1
SRR11808872:1249910.613578	1	1
SRR11808872:1249930.602577	1	1
SRR11808872:12500.620660	1	1
SRR11808872:1250760.635676	1	1
SRR11808872:1250810.602072	1	1
SRR11808872:1250850.641362	1	1
SRR11808872:1250880.628784	1	1
SRR11808872:1251030.634779	1	1
SRR11808872:1251060.610350	1	1
SRR11808872:1251080.629390	1	1
SRR11808872:1251100.600127	1	1
SRR11808872:1251120.614916	1	1
SRR11808872:1251150.653006	1	1
SRR11808872:1251290.609770	1	1
SRR11808872:1251410.616271	1	1
SRR11808872:1251420.630909	1	1
SRR11808872:1251430.638758	1	1
SRR11808872:1251490.606529	1	1
SRR11808872:1251520.638393	1	1
SRR11808872:1251850.631374	1	1
SRR11808872:1251860.603017	1	1
SRR11808872:1251930.606649	1	1
SRR11808872:1251950.605636	1	1
SRR11808872:1251980.600063	1	1
SRR11808872:1252010.637068	1	1
SRR11808872:1252130.603756	1	1
SRR11808872:125240.608224	1	1
SRR11808872:1252710.616488	1	1
SRR11808872:1252740.620570	1	1
SRR11808872:1252760.613044	1	1
SRR11808872:1252840.616797	1	1
SRR11808872:1252970.637762	1	1
SRR11808872:1253060.614133	1	1
SRR11808872:1253090.627596	1	1
SRR11808872:1253110.609100	1	1
SRR11808872:125330.603189	1	1
SRR11808872:1253360.614817	1	1
SRR11808872:1253590.609251	1	1
SRR11808872:1253610.612546	1	1
SRR11808872:125370.600697	1	1
SRR11808872:1253780.633312	1	1
SRR11808872:1253990.642541	1	1
SRR11808872:1254040.619939	1	1
SRR11808872:1254120.630592	1	1
SRR11808872:1254250.623639	1	1
SRR11808872:1254280.609995	1	1
SRR11808872:1254310.611634	1	1
SRR11808872:1254330.644650	1	1
SRR11808872:1254460.682974	1	1
SRR11808872:1254490.616230	1	1
SRR11808872:125460.606088	1	1
SRR11808872:1254620.609418	1	1
SRR11808872:1254890.635211	1	1
SRR11808872:1255050.621009	1	1
SRR11808872:1255090.641456	1	1
SRR11808872:1255160.611826	1	1
SRR11808872:1255180.608394	1	1
SRR11808872:1255260.600271	1	1
SRR11808872:1255270.630980	1	1
SRR11808872:1255450.617847	1	1
SRR11808872:1255490.638882	1	1
SRR11808872:125550.611181	1	1
SRR11808872:1255790.618816	1	1
SRR11808872:125580.628419	1	1
SRR11808872:1255850.661585	1	1
SRR11808872:1255890.611860	1	1
SRR11808872:1256030.629462	1	1
SRR11808872:1256170.605345	1	1
SRR11808872:125650.613283	1	1
SRR11808872:1256510.606312	1	1
SRR11808872:1256520.602932	1	1
SRR11808872:1256630.620088	1	1
SRR11808872:1256660.641292	1	1
SRR11808872:1256680.634363	1	1
SRR11808872:1256690.600351	1	1
SRR11808872:1256730.601400	1	1
SRR11808872:1256750.632889	1	1
SRR11808872:1256780.609936	1	1
SRR11808872:1256850.601914	1	1
SRR11808872:1256930.614465	1	1
SRR11808872:1256940.600757	1	1
SRR11808872:1257030.606339	1	1
SRR11808872:1257060.616787	1	1
SRR11808872:1257130.631292	1	1
SRR11808872:1257200.617510	1	1
SRR11808872:125720.639996	1	1
SRR11808872:1257240.633595	1	1
SRR11808872:1257300.633098	1	1
SRR11808872:1257510.619765	1	1
SRR11808872:1257640.623094	1	1
SRR11808872:125770.607716	1	1
SRR11808872:125810.613007	1	1
SRR11808872:1258140.633533	1	1
SRR11808872:1258300.620690	1	1
SRR11808872:1258420.604446	1	1
SRR11808872:1258440.610931	1	1
SRR11808872:1258850.634790	1	1
SRR11808872:1258870.612222	1	1
SRR11808872:1258940.631082	1	1
SRR11808872:125900.632681	1	1
SRR11808872:1259420.604259	1	1
SRR11808872:125950.633063	1	1
SRR11808872:125990.605887	1	1
SRR11808872:126060.606950	1	1
SRR11808872:126070.620005	1	1
SRR11808872:1261050.605923	1	1
SRR11808872:1261060.615282	1	1
SRR11808872:1261180.611459	1	1
SRR11808872:126120.614376	1	1
SRR11808872:1261560.608788	1	1
SRR11808872:126160.623034	1	1
SRR11808872:1261680.609574	1	1
SRR11808872:1261750.631255	1	1
SRR11808872:1262050.627529	1	1
SRR11808872:1262120.630739	1	1
SRR11808872:1262360.602342	1	1
SRR11808872:1262550.611216	1	1
SRR11808872:126270.626220	1	1
SRR11808872:1262870.613278	1	1
SRR11808872:126290.643469	1	1
SRR11808872:1263100.643918	1	1
SRR11808872:1263860.623098	1	1
SRR11808872:1263950.627150	1	1
SRR11808872:1264070.613112	1	1
SRR11808872:1264180.601656	1	1
SRR11808872:1264220.607979	1	1
SRR11808872:1264460.607015	1	1
SRR11808872:126450.634246	1	1
SRR11808872:1264530.689573	1	1
SRR11808872:1264640.614166	1	1
SRR11808872:1264680.644705	1	1
SRR11808872:1264780.646416	1	1
SRR11808872:1264790.605746	1	1
SRR11808872:1264840.613555	1	1
SRR11808872:1264940.607091	1	1
SRR11808872:1264970.605870	1	1
SRR11808872:1265040.625586	1	1
SRR11808872:1265060.607244	1	1
SRR11808872:1265140.630939	1	1
SRR11808872:1265240.630710	1	1
SRR11808872:1265250.625606	1	1
SRR11808872:1265280.645477	1	1
SRR11808872:1265330.627262	1	1
SRR11808872:1265340.636264	1	1
SRR11808872:1265410.632517	1	1
SRR11808872:1265440.630187	1	1
SRR11808872:1265510.613462	1	1
SRR11808872:1265520.616205	1	1
SRR11808872:1265570.610664	1	1
SRR11808872:1265600.613431	1	1
SRR11808872:1265700.603202	1	1
SRR11808872:1265770.619452	1	1
SRR11808872:1265810.692182	1	1
SRR11808872:1265830.600278	1	1
SRR11808872:1265890.646826	1	1
SRR11808872:1265900.604203	1	1
SRR11808872:126610.602151	1	1
SRR11808872:1266260.612912	1	1
SRR11808872:1266350.621418	1	1
SRR11808872:1266480.611054	1	1
SRR11808872:1266500.614492	1	1
