amplicon	SRR1808872	total
SRR11808872:2734800.615806	1	1
SRR11808872:2734810.604831	1	1
SRR11808872:2734850.604947	1	1
SRR11808872:2734920.668892	1	1
SRR11808872:2734950.644494	1	1
SRR11808872:2735110.616841	1	1
SRR11808872:2735170.609172	1	1
SRR11808872:2735180.643711	1	1
SRR11808872:2735280.621861	1	1
SRR11808872:2735340.618278	1	1
SRR11808872:2735430.630779	1	1
SRR11808872:2735470.626744	1	1
SRR11808872:2735590.604113	1	1
SRR11808872:2735610.660948	1	1
SRR11808872:2735670.635561	1	1
SRR11808872:2736020.634414	1	1
SRR11808872:2736100.622869	1	1
SRR11808872:273640.655661	1	1
SRR11808872:2737630.602940	1	1
SRR11808872:2737770.625079	1	1
SRR11808872:2737810.613604	1	1
SRR11808872:2738090.601639	1	1
SRR11808872:2738400.614178	1	1
SRR11808872:2738610.625954	1	1
SRR11808872:2738620.604746	1	1
SRR11808872:2738690.613406	1	1
SRR11808872:2739300.636239	1	1
SRR11808872:2739340.624395	1	1
SRR11808872:2739380.618271	1	1
SRR11808872:2739420.633690	1	1
SRR11808872:2739450.620489	1	1
SRR11808872:2739970.623143	1	1
SRR11808872:2739980.615706	1	1
SRR11808872:274020.607778	1	1
SRR11808872:2740210.612133	1	1
SRR11808872:2740500.617003	1	1
SRR11808872:2740730.623349	1	1
SRR11808872:2740910.616763	1	1
SRR11808872:2740970.604034	1	1
SRR11808872:2741150.619048	1	1
SRR11808872:2741170.626764	1	1
SRR11808872:2741280.605158	1	1
SRR11808872:2741300.607276	1	1
SRR11808872:2741320.604446	1	1
SRR11808872:2741590.616622	1	1
SRR11808872:2741600.605214	1	1
SRR11808872:2741720.610399	1	1
SRR11808872:2741850.623332	1	1
SRR11808872:2741980.600138	1	1
SRR11808872:2742000.615921	1	1
SRR11808872:2742100.616945	1	1
SRR11808872:2742130.638447	1	1
SRR11808872:2742140.609745	1	1
SRR11808872:2742200.630723	1	1
SRR11808872:2742280.606721	1	1
SRR11808872:2742380.613181	1	1
SRR11808872:2742460.625481	1	1
SRR11808872:2742480.613145	1	1
SRR11808872:274260.627911	1	1
SRR11808872:2742670.627714	1	1
SRR11808872:2742700.649067	1	1
SRR11808872:274270.639017	1	1
SRR11808872:2742710.690400	1	1
SRR11808872:2742740.611009	1	1
SRR11808872:2742900.620195	1	1
SRR11808872:2742930.622890	1	1
SRR11808872:2743010.626267	1	1
SRR11808872:2743230.629592	1	1
SRR11808872:2743250.635700	1	1
SRR11808872:2743260.601869	1	1
SRR11808872:2743270.611580	1	1
SRR11808872:2743320.606771	1	1
SRR11808872:2743430.622364	1	1
SRR11808872:2743480.611394	1	1
SRR11808872:2743600.629132	1	1
SRR11808872:2743620.612158	1	1
SRR11808872:2744000.607225	1	1
SRR11808872:2744030.623432	1	1
SRR11808872:2744070.616306	1	1
SRR11808872:2744130.617944	1	1
SRR11808872:2744160.650357	1	1
SRR11808872:2744330.616396	1	1
SRR11808872:2744390.609762	1	1
SRR11808872:2744400.626620	1	1
SRR11808872:2744410.630456	1	1
SRR11808872:2744430.607998	1	1
SRR11808872:2744520.600575	1	1
SRR11808872:2744550.638124	1	1
SRR11808872:2744630.615843	1	1
SRR11808872:2744690.626245	1	1
SRR11808872:274470.607200	1	1
SRR11808872:2744710.617248	1	1
SRR11808872:2744800.609224	1	1
SRR11808872:2744870.617298	1	1
SRR11808872:2744910.603888	1	1
SRR11808872:2745100.627680	1	1
SRR11808872:2745360.605045	1	1
SRR11808872:2745390.602227	1	1
SRR11808872:2745640.611670	1	1
SRR11808872:2745770.608643	1	1
SRR11808872:2745790.625983	1	1
SRR11808872:2745840.663408	1	1
SRR11808872:274590.617641	1	1
SRR11808872:2745930.603313	1	1
SRR11808872:2746040.603099	1	1
SRR11808872:2746050.614863	1	1
SRR11808872:2746090.609596	1	1
SRR11808872:2746120.620684	1	1
SRR11808872:2746380.606439	1	1
SRR11808872:2746580.627649	1	1
SRR11808872:2746670.612393	1	1
SRR11808872:2747050.606293	1	1
SRR11808872:2747060.602618	1	1
SRR11808872:2747190.601639	1	1
SRR11808872:2747220.622706	1	1
SRR11808872:2747320.614159	1	1
SRR11808872:2747500.603576	1	1
SRR11808872:2747530.616667	1	1
SRR11808872:2747560.609710	1	1
SRR11808872:2747580.609133	1	1
SRR11808872:2747590.609245	1	1
SRR11808872:2747620.638614	1	1
SRR11808872:2747720.605847	1	1
SRR11808872:2747740.620059	1	1
SRR11808872:2747870.615261	1	1
SRR11808872:2747890.621618	1	1
SRR11808872:2747920.636219	1	1
SRR11808872:2748070.619327	1	1
SRR11808872:2748170.601997	1	1
SRR11808872:2748190.632282	1	1
SRR11808872:2748200.607077	1	1
SRR11808872:274820.603787	1	1
SRR11808872:2748450.620424	1	1
SRR11808872:2748860.636343	1	1
SRR11808872:2749110.623264	1	1
SRR11808872:274930.619709	1	1
SRR11808872:274950.637126	1	1
SRR11808872:2749710.644808	1	1
SRR11808872:2750750.609068	1	1
SRR11808872:2751070.609691	1	1
SRR11808872:2751100.620836	1	1
SRR11808872:2751170.660254	1	1
SRR11808872:2751200.616027	1	1
SRR11808872:2751560.620866	1	1
SRR11808872:2751610.607934	1	1
SRR11808872:2751660.616604	1	1
SRR11808872:2751700.600765	1	1
SRR11808872:2751880.619461	1	1
SRR11808872:2751900.615327	1	1
SRR11808872:2752190.608631	1	1
SRR11808872:2752380.635929	1	1
SRR11808872:2752470.606731	1	1
SRR11808872:275250.620197	1	1
SRR11808872:2752570.603842	1	1
SRR11808872:2752760.629864	1	1
SRR11808872:2753000.613084	1	1
SRR11808872:2753060.633144	1	1
SRR11808872:275310.628639	1	1
SRR11808872:2753210.619983	1	1
SRR11808872:2753230.607802	1	1
SRR11808872:2753420.650791	1	1
SRR11808872:2753490.638195	1	1
SRR11808872:2753660.606799	1	1
SRR11808872:2753670.650943	1	1
SRR11808872:2753990.613872	1	1
SRR11808872:2754120.621782	1	1
SRR11808872:2754190.609883	1	1
SRR11808872:2754210.621113	1	1
SRR11808872:2754310.607967	1	1
SRR11808872:2754320.625191	1	1
SRR11808872:2754360.607790	1	1
SRR11808872:2754370.612209	1	1
SRR11808872:2754430.605966	1	1
SRR11808872:2754480.608766	1	1
SRR11808872:2754520.629514	1	1
SRR11808872:2754580.600728	1	1
SRR11808872:2754610.632650	1	1
SRR11808872:2754630.641297	1	1
SRR11808872:2754650.624117	1	1
SRR11808872:2754760.604156	1	1
SRR11808872:2754790.622966	1	1
SRR11808872:2754860.600597	1	1
SRR11808872:2754910.639924	1	1
SRR11808872:2754950.629635	1	1
SRR11808872:2754970.621077	1	1
SRR11808872:27550.612167	1	1
SRR11808872:2755060.639105	1	1
SRR11808872:2755090.661006	1	1
SRR11808872:2755140.604660	1	1
SRR11808872:2755250.603283	1	1
SRR11808872:2755360.604235	1	1
SRR11808872:2755410.621490	1	1
SRR11808872:2755430.620914	1	1
SRR11808872:2755460.608135	1	1
SRR11808872:2755530.611117	1	1
SRR11808872:2755630.620593	1	1
SRR11808872:2755680.632159	1	1
SRR11808872:2755750.609685	1	1
SRR11808872:2755920.622379	1	1
SRR11808872:2755960.642012	1	1
SRR11808872:2755970.630467	1	1
SRR11808872:2756070.604185	1	1
SRR11808872:275610.626291	1	1
SRR11808872:2756150.608493	1	1
SRR11808872:2756200.606376	1	1
SRR11808872:2756320.603870	1	1
SRR11808872:2756400.619940	1	1
SRR11808872:275650.601811	1	1
SRR11808872:2756520.609786	1	1
SRR11808872:2756570.608187	1	1
SRR11808872:2756630.626832	1	1
SRR11808872:2756670.608367	1	1
SRR11808872:2756700.618026	1	1
SRR11808872:2756720.613815	1	1
SRR11808872:2756760.614050	1	1
SRR11808872:2757100.609794	1	1
SRR11808872:2757110.632388	1	1
SRR11808872:2757140.638576	1	1
SRR11808872:2757180.632112	1	1
SRR11808872:2757190.630038	1	1
SRR11808872:2757200.622449	1	1
SRR11808872:2757310.612502	1	1
SRR11808872:2757510.613877	1	1
SRR11808872:2757600.612233	1	1
SRR11808872:2757650.630485	1	1
SRR11808872:2757840.606326	1	1
SRR11808872:2757980.630213	1	1
SRR11808872:2757990.618310	1	1
SRR11808872:2758010.627110	1	1
SRR11808872:2758080.633901	1	1
SRR11808872:2758140.609982	1	1
SRR11808872:275820.624589	1	1
SRR11808872:2758260.611274	1	1
SRR11808872:2758410.628473	1	1
SRR11808872:2758460.604818	1	1
SRR11808872:2758550.617537	1	1
SRR11808872:2758720.623978	1	1
SRR11808872:2758850.610162	1	1
SRR11808872:2758930.616679	1	1
SRR11808872:2759110.606722	1	1
SRR11808872:2759150.617098	1	1
SRR11808872:2759170.700206	1	1
SRR11808872:275920.619161	1	1
SRR11808872:2759210.606855	1	1
SRR11808872:2759260.645004	1	1
SRR11808872:2759280.613370	1	1
SRR11808872:2759290.611206	1	1
SRR11808872:2759360.683313	1	1
SRR11808872:2759380.601731	1	1
SRR11808872:2759470.601855	1	1
SRR11808872:275980.614618	1	1
SRR11808872:2759860.622468	1	1
SRR11808872:2760010.601104	1	1
SRR11808872:2760090.605703	1	1
SRR11808872:2760100.615252	1	1
SRR11808872:2760210.620791	1	1
SRR11808872:2760390.615297	1	1
SRR11808872:2760420.618443	1	1
SRR11808872:2760460.627306	1	1
SRR11808872:2760720.621140	1	1
SRR11808872:2760840.636184	1	1
SRR11808872:2760920.614203	1	1
SRR11808872:2761130.617481	1	1
SRR11808872:2761240.619445	1	1
SRR11808872:2761860.628405	1	1
SRR11808872:27620.636199	1	1
SRR11808872:2762260.626656	1	1
SRR11808872:2762950.640774	1	1
SRR11808872:2763390.613442	1	1
SRR11808872:2763410.616642	1	1
SRR11808872:2763430.624932	1	1
SRR11808872:2763530.606490	1	1
SRR11808872:276360.609013	1	1
SRR11808872:2763630.605325	1	1
SRR11808872:2763810.626766	1	1
SRR11808872:2763910.645556	1	1
SRR11808872:2763950.618872	1	1
SRR11808872:2764190.618636	1	1
SRR11808872:2764260.636526	1	1
SRR11808872:2764320.618483	1	1
SRR11808872:2764330.618653	1	1
SRR11808872:2764350.632128	1	1
SRR11808872:2764410.617755	1	1
SRR11808872:2764630.654215	1	1
SRR11808872:2764670.609580	1	1
SRR11808872:2764700.618380	1	1
SRR11808872:2764720.604743	1	1
SRR11808872:2764750.624059	1	1
SRR11808872:2764790.600040	1	1
SRR11808872:2765010.607280	1	1
SRR11808872:2765190.607639	1	1
SRR11808872:2765490.605064	1	1
SRR11808872:2765670.600274	1	1
SRR11808872:2765680.644379	1	1
SRR11808872:2765740.607345	1	1
SRR11808872:2766070.629043	1	1
SRR11808872:2766110.613157	1	1
SRR11808872:2766260.639904	1	1
SRR11808872:2766280.635461	1	1
SRR11808872:2766420.631575	1	1
SRR11808872:2766520.617828	1	1
SRR11808872:2766600.607753	1	1
SRR11808872:2766710.607193	1	1
SRR11808872:2766750.631943	1	1
SRR11808872:2766860.626669	1	1
SRR11808872:2766940.608724	1	1
SRR11808872:2766970.607774	1	1
SRR11808872:2767000.616239	1	1
SRR11808872:2767010.630614	1	1
SRR11808872:2767020.643542	1	1
SRR11808872:2767090.626853	1	1
SRR11808872:276710.641694	1	1
SRR11808872:2767180.620558	1	1
SRR11808872:2767220.612955	1	1
SRR11808872:2767240.635727	1	1
SRR11808872:2767300.605567	1	1
SRR11808872:2767470.629455	1	1
SRR11808872:2767520.640328	1	1
SRR11808872:2767540.609490	1	1
SRR11808872:2767550.633634	1	1
SRR11808872:2767570.654451	1	1
SRR11808872:2767630.609910	1	1
SRR11808872:2767650.616581	1	1
SRR11808872:2767660.629791	1	1
SRR11808872:2767670.637005	1	1
SRR11808872:2767700.609927	1	1
SRR11808872:2767730.604041	1	1
SRR11808872:2767810.632770	1	1
SRR11808872:2767840.609182	1	1
SRR11808872:2767890.636013	1	1
SRR11808872:2767910.636499	1	1
SRR11808872:2767920.641578	1	1
SRR11808872:2767930.616896	1	1
SRR11808872:2767990.605496	1	1
SRR11808872:2768160.624690	1	1
SRR11808872:2768170.613139	1	1
SRR11808872:2768210.653078	1	1
SRR11808872:2768370.616330	1	1
SRR11808872:2768490.609008	1	1
SRR11808872:2768640.621821	1	1
SRR11808872:2768740.615115	1	1
SRR11808872:2768760.647342	1	1
SRR11808872:2768770.621679	1	1
SRR11808872:2768780.625226	1	1
SRR11808872:2768830.619401	1	1
SRR11808872:2768910.604872	1	1
SRR11808872:2768940.636548	1	1
SRR11808872:2769110.621688	1	1
SRR11808872:2769140.610037	1	1
SRR11808872:2769190.611315	1	1
SRR11808872:276920.611378	1	1
SRR11808872:2769250.630810	1	1
SRR11808872:2769270.629573	1	1
SRR11808872:2769280.627617	1	1
SRR11808872:2769360.610667	1	1
SRR11808872:2769440.631814	1	1
SRR11808872:2769470.628955	1	1
SRR11808872:2769510.628145	1	1
SRR11808872:2769550.604971	1	1
SRR11808872:2769580.612848	1	1
SRR11808872:2769620.630991	1	1
SRR11808872:2769750.614789	1	1
SRR11808872:2769820.630121	1	1
SRR11808872:2769880.602483	1	1
SRR11808872:276990.603215	1	1
SRR11808872:2769990.638463	1	1
SRR11808872:2770040.613017	1	1
SRR11808872:2770130.603350	1	1
SRR11808872:2770180.618923	1	1
SRR11808872:2770230.618590	1	1
SRR11808872:2770440.602540	1	1
SRR11808872:2770470.634911	1	1
SRR11808872:2770490.601171	1	1
SRR11808872:2770500.609819	1	1
SRR11808872:2770610.605999	1	1
SRR11808872:2770650.620789	1	1
SRR11808872:2770680.629052	1	1
SRR11808872:277070.611482	1	1
SRR11808872:2770750.608826	1	1
SRR11808872:2771080.678746	1	1
SRR11808872:2771190.629025	1	1
SRR11808872:2771260.619408	1	1
SRR11808872:2771360.612270	1	1
SRR11808872:2771400.626492	1	1
SRR11808872:2771450.639534	1	1
SRR11808872:2771460.602908	1	1
SRR11808872:2771530.619716	1	1
SRR11808872:2771610.623301	1	1
SRR11808872:2771650.608408	1	1
SRR11808872:2771660.601608	1	1
SRR11808872:2771740.613584	1	1
SRR11808872:2771750.610104	1	1
SRR11808872:2771850.613321	1	1
SRR11808872:2771870.647101	1	1
SRR11808872:2771920.646048	1	1
SRR11808872:2771940.611598	1	1
SRR11808872:2772000.605464	1	1
SRR11808872:2772030.664245	1	1
SRR11808872:2772040.610366	1	1
SRR11808872:2772090.613293	1	1
SRR11808872:2772120.620370	1	1
SRR11808872:2772160.626383	1	1
SRR11808872:2772220.625129	1	1
SRR11808872:2772320.619867	1	1
SRR11808872:2772570.645349	1	1
SRR11808872:2772680.625911	1	1
SRR11808872:2772710.631279	1	1
SRR11808872:2772740.617811	1	1
SRR11808872:2772830.632057	1	1
SRR11808872:2772850.628442	1	1
SRR11808872:2772960.642648	1	1
SRR11808872:2773000.627676	1	1
SRR11808872:2773100.603873	1	1
SRR11808872:2773260.615502	1	1
SRR11808872:2773410.647888	1	1
SRR11808872:2773420.615374	1	1
SRR11808872:2773720.625751	1	1
SRR11808872:2773820.604730	1	1
SRR11808872:2773840.613889	1	1
SRR11808872:277400.627284	1	1
SRR11808872:2774020.602108	1	1
SRR11808872:2774030.602648	1	1
SRR11808872:2774190.600813	1	1
SRR11808872:277420.616142	1	1
SRR11808872:2774210.602969	1	1
SRR11808872:2774380.609353	1	1
SRR11808872:2774840.606425	1	1
SRR11808872:2774920.624990	1	1
SRR11808872:2774970.607116	1	1
SRR11808872:2775320.611258	1	1
SRR11808872:2775480.618801	1	1
SRR11808872:2776110.602865	1	1
SRR11808872:277640.601538	1	1
SRR11808872:277680.611872	1	1
SRR11808872:277690.602632	1	1
SRR11808872:2777980.611521	1	1
SRR11808872:2778080.600076	1	1
SRR11808872:277860.641384	1	1
SRR11808872:2778650.620049	1	1
SRR11808872:2778850.629526	1	1
SRR11808872:2778870.600165	1	1
SRR11808872:2778950.604115	1	1
SRR11808872:2778960.654981	1	1
SRR11808872:2779400.618747	1	1
SRR11808872:2779520.651134	1	1
SRR11808872:2779540.633343	1	1
SRR11808872:2779710.618237	1	1
SRR11808872:2779870.632191	1	1
SRR11808872:2779880.638060	1	1
SRR11808872:278000.618815	1	1
SRR11808872:2780010.632077	1	1
SRR11808872:2780090.604529	1	1
SRR11808872:2780260.624423	1	1
SRR11808872:2780510.605003	1	1
SRR11808872:278060.601090	1	1
SRR11808872:2780890.633258	1	1
SRR11808872:2780950.611973	1	1
SRR11808872:278110.615767	1	1
SRR11808872:2781160.629397	1	1
SRR11808872:2781180.616683	1	1
SRR11808872:2781200.602633	1	1
SRR11808872:2781330.612659	1	1
SRR11808872:2781380.632397	1	1
SRR11808872:278140.619010	1	1
SRR11808872:2781520.614296	1	1
SRR11808872:2781570.601966	1	1
SRR11808872:278170.606493	1	1
SRR11808872:27820.607708	1	1
SRR11808872:2782130.601782	1	1
SRR11808872:2782160.604909	1	1
SRR11808872:2782330.630121	1	1
SRR11808872:2782370.615654	1	1
SRR11808872:2782460.615956	1	1
SRR11808872:2782650.646470	1	1
SRR11808872:2782720.608349	1	1
SRR11808872:2782830.618475	1	1
SRR11808872:2783070.615108	1	1
SRR11808872:2783080.614849	1	1
SRR11808872:2783110.600292	1	1
SRR11808872:278330.634221	1	1
SRR11808872:2783400.642648	1	1
SRR11808872:2783440.629878	1	1
SRR11808872:2783460.608197	1	1
SRR11808872:2783470.613863	1	1
SRR11808872:2783480.613382	1	1
SRR11808872:2783530.622885	1	1
SRR11808872:2783580.615510	1	1
SRR11808872:278360.616506	1	1
SRR11808872:2783630.634731	1	1
SRR11808872:2783700.610817	1	1
SRR11808872:2783710.646966	1	1
SRR11808872:2783750.622606	1	1
SRR11808872:2783790.608793	1	1
SRR11808872:2784080.628111	1	1
SRR11808872:2784120.638749	1	1
SRR11808872:2784190.613736	1	1
SRR11808872:278420.612446	1	1
SRR11808872:2784350.608123	1	1
SRR11808872:2784370.626414	1	1
SRR11808872:2784510.606131	1	1
SRR11808872:2784550.609595	1	1
SRR11808872:2784640.613579	1	1
SRR11808872:2784680.628587	1	1
SRR11808872:2784690.613290	1	1
SRR11808872:278470.615805	1	1
SRR11808872:2784710.622423	1	1
SRR11808872:2784780.602811	1	1
SRR11808872:2784800.606932	1	1
SRR11808872:2784830.603593	1	1
SRR11808872:2784860.607449	1	1
SRR11808872:2784940.612409	1	1
SRR11808872:2785160.601420	1	1
SRR11808872:2785190.620316	1	1
SRR11808872:278520.628195	1	1
SRR11808872:2785250.626465	1	1
SRR11808872:278530.618381	1	1
SRR11808872:278540.612616	1	1
SRR11808872:2785490.622426	1	1
SRR11808872:2785670.608520	1	1
SRR11808872:2785730.648615	1	1
SRR11808872:2785810.628710	1	1
SRR11808872:2785850.610978	1	1
SRR11808872:2785960.624738	1	1
SRR11808872:2785980.636428	1	1
SRR11808872:2786010.607313	1	1
SRR11808872:2786110.610115	1	1
SRR11808872:2786120.646060	1	1
SRR11808872:2786140.627377	1	1
SRR11808872:2786210.623659	1	1
SRR11808872:2786560.609145	1	1
SRR11808872:2786990.631807	1	1
SRR11808872:27870.636085	1	1
SRR11808872:2787050.605267	1	1
SRR11808872:2787280.604458	1	1
SRR11808872:2787900.628026	1	1
SRR11808872:278910.612643	1	1
SRR11808872:2789240.608689	1	1
SRR11808872:2789560.600515	1	1
SRR11808872:2789610.615710	1	1
SRR11808872:2789690.617884	1	1
SRR11808872:2789730.614959	1	1
SRR11808872:2789760.709834	1	1
SRR11808872:2789770.606907	1	1
SRR11808872:2789860.612919	1	1
SRR11808872:2790090.629330	1	1
SRR11808872:2790390.610505	1	1
SRR11808872:2790400.603718	1	1
SRR11808872:279040.612456	1	1
SRR11808872:2790780.603309	1	1
SRR11808872:2790850.603823	1	1
SRR11808872:2790880.604783	1	1
SRR11808872:279100.608577	1	1
SRR11808872:2791160.607564	1	1
SRR11808872:2791210.612890	1	1
SRR11808872:2791640.664950	1	1
SRR11808872:2791680.609264	1	1
SRR11808872:2791690.612217	1	1
SRR11808872:2791740.604174	1	1
SRR11808872:2791880.610884	1	1
SRR11808872:2791900.621966	1	1
SRR11808872:2792090.605951	1	1
SRR11808872:2792100.609018	1	1
SRR11808872:2792130.604218	1	1
SRR11808872:2792470.627342	1	1
SRR11808872:2792550.609744	1	1
SRR11808872:2792710.613222	1	1
SRR11808872:2792740.604892	1	1
SRR11808872:2792950.637903	1	1
SRR11808872:27930.627850	1	1
SRR11808872:2793010.611289	1	1
SRR11808872:2793140.619161	1	1
SRR11808872:2793190.603468	1	1
SRR11808872:2793210.619820	1	1
SRR11808872:2793330.603588	1	1
SRR11808872:2793430.635104	1	1
SRR11808872:2793470.629833	1	1
SRR11808872:2793520.603458	1	1
SRR11808872:279360.600832	1	1
SRR11808872:2793890.626612	1	1
SRR11808872:2793950.611144	1	1
SRR11808872:2794270.635206	1	1
SRR11808872:2794320.630985	1	1
SRR11808872:2794370.600482	1	1
SRR11808872:2794440.600235	1	1
SRR11808872:2794480.602667	1	1
SRR11808872:2794540.604855	1	1
SRR11808872:2794560.636669	1	1
SRR11808872:2794640.604348	1	1
SRR11808872:2794840.614380	1	1
SRR11808872:2794870.606572	1	1
SRR11808872:2794900.609034	1	1
SRR11808872:279490.601069	1	1
SRR11808872:2795080.614441	1	1
SRR11808872:2795210.614271	1	1
SRR11808872:2795240.617329	1	1
SRR11808872:2795340.627620	1	1
SRR11808872:2795430.619402	1	1
SRR11808872:2795530.612922	1	1
SRR11808872:2795650.621245	1	1
SRR11808872:27960.631516	1	1
SRR11808872:2796060.602166	1	1
SRR11808872:2796070.601305	1	1
SRR11808872:2796120.612903	1	1
SRR11808872:2796160.617231	1	1
SRR11808872:279630.607101	1	1
SRR11808872:2796430.618959	1	1
SRR11808872:2796580.616496	1	1
SRR11808872:2796690.602757	1	1
SRR11808872:2796720.622839	1	1
SRR11808872:2796820.610849	1	1
SRR11808872:2796950.608982	1	1
SRR11808872:2797190.610419	1	1
SRR11808872:2797390.620301	1	1
SRR11808872:2797610.626114	1	1
SRR11808872:2797910.610565	1	1
SRR11808872:2798160.617068	1	1
SRR11808872:2798190.603387	1	1
SRR11808872:2798310.610850	1	1
SRR11808872:2798440.621429	1	1
SRR11808872:2798610.608854	1	1
SRR11808872:2798620.628651	1	1
SRR11808872:2798670.601357	1	1
SRR11808872:2798690.625470	1	1
SRR11808872:2798830.613254	1	1
SRR11808872:2798930.604777	1	1
SRR11808872:2799030.610441	1	1
SRR11808872:2799080.628967	1	1
SRR11808872:2799120.603728	1	1
SRR11808872:2799190.606817	1	1
SRR11808872:2799250.625081	1	1
SRR11808872:2799490.620176	1	1
SRR11808872:2799550.601457	1	1
SRR11808872:2799560.643582	1	1
SRR11808872:2799650.646299	1	1
SRR11808872:2799660.602613	1	1
SRR11808872:2799940.612885	1	1
SRR11808872:2799960.611252	1	1
SRR11808872:28010.625585	1	1
SRR11808872:280160.602282	1	1
SRR11808872:280230.602561	1	1
SRR11808872:2802600.602115	1	1
SRR11808872:2802720.613835	1	1
SRR11808872:2802740.632035	1	1
SRR11808872:2802780.602373	1	1
SRR11808872:2802910.618821	1	1
SRR11808872:2802930.603011	1	1
SRR11808872:2803100.605762	1	1
SRR11808872:2803180.623317	1	1
SRR11808872:2803230.619037	1	1
SRR11808872:2803250.603532	1	1
SRR11808872:2803320.624745	1	1
SRR11808872:2803390.629423	1	1
SRR11808872:2803580.602345	1	1
SRR11808872:2803980.602553	1	1
SRR11808872:2804130.602935	1	1
SRR11808872:2804150.611087	1	1
SRR11808872:2804210.636411	1	1
SRR11808872:2804330.608003	1	1
SRR11808872:2804580.603108	1	1
SRR11808872:2804900.603515	1	1
SRR11808872:28050.607557	1	1
SRR11808872:2805060.626388	1	1
SRR11808872:2805210.607645	1	1
SRR11808872:2805340.658772	1	1
SRR11808872:2805370.629000	1	1
SRR11808872:2805520.623554	1	1
SRR11808872:2805630.625984	1	1
SRR11808872:2805750.603822	1	1
SRR11808872:2805910.602329	1	1
SRR11808872:2805930.609301	1	1
SRR11808872:2806060.620666	1	1
SRR11808872:2806070.620553	1	1
SRR11808872:2806170.606462	1	1
SRR11808872:2806190.631077	1	1
SRR11808872:2806250.614509	1	1
SRR11808872:2806410.641841	1	1
SRR11808872:2806440.609807	1	1
SRR11808872:280650.607144	1	1
SRR11808872:2806540.607631	1	1
SRR11808872:2806610.633826	1	1
SRR11808872:2806640.655527	1	1
SRR11808872:2806690.607250	1	1
SRR11808872:2806710.628706	1	1
SRR11808872:2806740.619808	1	1
SRR11808872:2806830.604478	1	1
SRR11808872:2806840.619570	1	1
SRR11808872:2806850.604295	1	1
SRR11808872:2806900.620979	1	1
SRR11808872:2806960.635164	1	1
SRR11808872:2806970.604096	1	1
SRR11808872:2807020.606297	1	1
SRR11808872:2807130.649472	1	1
SRR11808872:2807150.605892	1	1
SRR11808872:2807180.613163	1	1
SRR11808872:2807290.603461	1	1
SRR11808872:2807440.620639	1	1
SRR11808872:2807560.642946	1	1
SRR11808872:2807570.627394	1	1
SRR11808872:2807630.658136	1	1
SRR11808872:2807710.635321	1	1
SRR11808872:2807770.633925	1	1
SRR11808872:280780.625834	1	1
SRR11808872:2807860.624292	1	1
SRR11808872:2807870.606188	1	1
SRR11808872:2807930.614766	1	1
SRR11808872:2807970.619098	1	1
SRR11808872:2807980.632600	1	1
SRR11808872:2808130.603799	1	1
SRR11808872:2808260.628703	1	1
SRR11808872:2808410.608081	1	1
SRR11808872:2808470.622450	1	1
SRR11808872:2808530.614994	1	1
SRR11808872:2808590.610113	1	1
SRR11808872:2808600.638334	1	1
SRR11808872:2808650.629511	1	1
SRR11808872:2808660.629354	1	1
SRR11808872:2808690.637071	1	1
SRR11808872:2808740.609042	1	1
SRR11808872:2808870.605667	1	1
SRR11808872:2808940.602941	1	1
SRR11808872:2808950.613182	1	1
SRR11808872:2808960.642402	1	1
SRR11808872:2808980.600674	1	1
SRR11808872:2809180.622997	1	1
SRR11808872:2809200.650542	1	1
SRR11808872:2809270.616330	1	1
SRR11808872:2809330.602335	1	1
SRR11808872:2809360.693629	1	1
SRR11808872:2809380.648818	1	1
SRR11808872:2809390.627243	1	1
SRR11808872:2809400.612521	1	1
SRR11808872:2809410.602646	1	1
SRR11808872:2809480.613522	1	1
SRR11808872:280950.613595	1	1
SRR11808872:2809600.640543	1	1
SRR11808872:2809630.612018	1	1
SRR11808872:2809660.640501	1	1
SRR11808872:2809720.630381	1	1
SRR11808872:2809770.613952	1	1
SRR11808872:2809850.637374	1	1
SRR11808872:2809920.621393	1	1
SRR11808872:2809990.621051	1	1
SRR11808872:2810050.642561	1	1
SRR11808872:2810070.623710	1	1
SRR11808872:2810100.607655	1	1
SRR11808872:2810120.629452	1	1
SRR11808872:2810130.607016	1	1
SRR11808872:2810150.615474	1	1
SRR11808872:2810170.610574	1	1
SRR11808872:2810200.600169	1	1
SRR11808872:2810310.618852	1	1
SRR11808872:2810330.647100	1	1
SRR11808872:2810370.615504	1	1
SRR11808872:2810410.602004	1	1
SRR11808872:2810420.604535	1	1
SRR11808872:2810430.635706	1	1
SRR11808872:2810470.622357	1	1
SRR11808872:2810530.604884	1	1
SRR11808872:2810600.632455	1	1
SRR11808872:2810700.625410	1	1
SRR11808872:2810770.649622	1	1
SRR11808872:2810840.622193	1	1
SRR11808872:2810900.608355	1	1
SRR11808872:2810950.669820	1	1
SRR11808872:2810980.613431	1	1
SRR11808872:28110.603479	1	1
SRR11808872:2811070.621798	1	1
SRR11808872:2811090.640657	1	1
SRR11808872:2811140.631830	1	1
SRR11808872:2811220.624772	1	1
SRR11808872:2811230.610082	1	1
SRR11808872:2811260.655692	1	1
SRR11808872:2811320.628612	1	1
SRR11808872:2811410.630113	1	1
SRR11808872:2811450.616617	1	1
SRR11808872:2811530.632000	1	1
SRR11808872:2811560.607498	1	1
SRR11808872:2811650.630452	1	1
SRR11808872:281170.606376	1	1
SRR11808872:2811750.601018	1	1
