OTU	SRR1808872	classification
SRR11808872:2485510.625512	7	Eukaryota;Chordata;Aves;Falconiformes;Accipitridae;Buteo;Buteo leucorrhous
SRR11808872:2565050.606277	7	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Braunsapis;Braunsapis trochanterata
SRR11808872:2591180.631630	7	Eukaryota;Mollusca;Gastropoda;Planorbidae;Planorbula;Planorbula armigera
SRR11808872:2653920.612231	7	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:2706740.603996	7	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:3447650.611202	7	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Peloparion;Peloparion submissus
SRR11808872:3555780.614771	7	Eukaryota;Arthropoda;Insecta;Lepidoptera;Papilionidae;Papilio;Papilio forbesi
SRR11808872:3701700.606957	7	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:3763130.613262	7	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Calycomyza;Calycomyza solidaginis
SRR11808872:496050.604767	7	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Gorgoniidae;Antillogorgia;Antillogorgia bipinnata
SRR11808872:5136760.604791	7	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:545440.604371	7	Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Campanularia;Campanularia hincksii
SRR11808872:1000830.614944	6	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1013220.618754	6	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Nineta;Nineta itoi
SRR11808872:1049110.603423	6	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1101610.635627	6	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium tahanense
SRR11808872:1115500.611656	6	Eukaryota;Arthropoda;Insecta;Lepidoptera;Riodinidae;Ithomiola;Ithomiola theages
SRR11808872:1199040.637848	6	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Dacnusa;Dacnusa nipponica
SRR11808872:1206180.608438	6	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:128970.616369	6	Eukaryota;Arthropoda;Insecta;Coleoptera;Cleridae;Stigmatium;Stigmatium laevium
SRR11808872:1296540.629888	6	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Chrysoperla;Chrysoperla pudica
SRR11808872:1304770.615589	6	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza nr. acteae
SRR11808872:1305760.642833	6	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1321690.612867	6	Eukaryota;Arthropoda;Insecta;Hymenoptera;Tenthredinidae;Allantus;Allantus luctifer
SRR11808872:1349870.617447	6	Eukaryota;Xenacoelomorpha;Acoela;Otocelididae;Philocelis;Philocelis brueggemanni
SRR11808872:1350370.618958	6	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus meyeri
SRR11808872:1436050.611061	6	Eukaryota;Mollusca;Gastropoda;Runcinidae;Runcina;Runcina coronata
SRR11808872:1520780.633650	6	Eukaryota;Arthropoda;Insecta;Coleoptera;Cleridae;Stigmatium;Stigmatium laevium
SRR11808872:1536760.641586	6	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1609220.625864	6	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Plakina;Plakina monolopha
SRR11808872:1675370.647929	6	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria contortella
SRR11808872:1698600.626588	6	Eukaryota;Arthropoda;Insecta;Coleoptera;Silphidae;Nicrophorus;Nicrophorus defodiens
SRR11808872:170730.608821	6	Eukaryota;Chordata;Aves;Galliformes;Odontophoridae;Rhynchortyx;Rhynchortyx cinctus
SRR11808872:171130.604295	6	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1736190.621597	6	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Plakina;Plakina monolopha
SRR11808872:1811060.609843	6	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Howearion;Howearion hilli
SRR11808872:1844680.613038	6	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:189970.622015	6	Eukaryota;Arthropoda;Insecta;Lepidoptera;Riodinidae;Mesosemia;Mesosemia gneris
SRR11808872:1937150.634871	6	Eukaryota;Chordata;Amphibia;Anura;Dicroglossidae;Quasipaa;Quasipaa spinosa
SRR11808872:1945550.608603	6	Eukaryota;Arthropoda;Arachnida;Scorpiones;Vaejovidae;Vaejovis;Vaejovis carolinianus
SRR11808872:2106320.602933	6	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:2126730.615762	6	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Merulinidae;Platygyra;Platygyra carnosus
SRR11808872:2297610.633259	6	Eukaryota;Chordata;Amphibia;Anura;Myobatrachidae;Crinia;Crinia signifera
SRR11808872:2306840.618671	6	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:2324150.616196	6	Eukaryota;Arthropoda;Insecta;Lepidoptera;Papilionidae;Parides;Parides chabrias
SRR11808872:2334320.604647	6	Eukaryota;Mollusca;Gastropoda;Ariophantidae;Victaphanta;Victaphanta lampra
SRR11808872:2341250.611330	6	Eukaryota;Platyhelminthes;Cestoda;Amphilinidea;Amphilinidae;Gigantolina;Gigantolina magna
SRR11808872:2343760.647227	6	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium tahanense
SRR11808872:2367710.602429	6	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:2371410.621785	6	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Howearion;Howearion hilli
SRR11808872:2392620.617972	6	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2393870.612750	6	Eukaryota;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Chrysoritis;Chrysoritis pyramus
SRR11808872:2438180.616058	6	Eukaryota;Arthropoda;Insecta;Ephemeroptera;Siphlonuridae;Siphluriscus;Siphluriscus chinensis
SRR11808872:2503220.622374	6	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Chrysoperla;Chrysoperla pudica
SRR11808872:2523820.622916	6	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:2589800.622207	6	Eukaryota;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydaticus;Hydaticus dregei
SRR11808872:269940.631750	6	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Polyorchidae;Polyorchis;Polyorchis penicillatus
SRR11808872:2866580.616744	6	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria taedivorella
SRR11808872:2923850.641673	6	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:3290020.620745	6	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia lanosa
SRR11808872:3364540.614378	6	Eukaryota;Annelida;Haplotaxida;Naididae;Paranais;Paranais litoralis
SRR11808872:3648100.608930	6	Eukaryota;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Aleurodicus;Aleurodicus dugesii
SRR11808872:3940960.633890	6	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:4443280.609821	6	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:4616730.604605	6	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Didea;Didea intermedia
SRR11808872:536300.632270	6	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:6011760.631940	6	Eukaryota;Arthropoda;Malacostraca;Decapoda;Callianassidae;Corallianassa;Corallianassa coutierei
SRR11808872:947610.617706	6	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium tahanense
SRR11808872:1030160.621163	5	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Serratoparagus;Serratoparagus crenulatus II
SRR11808872:1033780.610039	5	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1059770.651059	5	Eukaryota;Arthropoda;Insecta;Lepidoptera;Crambidae;Catharylla;Catharylla mayrabonillae
SRR11808872:1081950.602576	5	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1102300.630598	5	Eukaryota;Arthropoda;Insecta;Lepidoptera;Crambidae;Paracymoriza;Paracymoriza distinctalis
SRR11808872:1126030.609535	5	Eukaryota;Arthropoda;Insecta;Hemiptera;Membracidae;Darnis;Darnis latior
SRR11808872:1189830.617171	5	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Toxomerus;Toxomerus ciliatus
SRR11808872:126070.620005	5	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1278020.622482	5	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Peloparion;Peloparion submissus
SRR11808872:1278050.612351	5	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Leucophenga;Leucophenga angusta
SRR11808872:130120.601689	5	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:1319970.606363	5	Eukaryota;Nematoda;Enoplea;Mermithida;Mermithidae;Romanomermis;Romanomermis iyengari
SRR11808872:132540.612663	5	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Archimestra;Archimestra teleboas
SRR11808872:1344150.638954	5	Eukaryota;Arthropoda;Arachnida;Araneae;Gnaphosidae;Zelotes;Zelotes tortuosus
SRR11808872:1357160.630500	5	Eukaryota;Chordata;Mammalia;Diprotodontia;Pseudocheiridae;Petauroides;Petauroides volans
SRR11808872:1370830.627973	5	Eukaryota;Porifera;Demospongiae;Haplosclerida;Lubomirskiidae;Rezinkovia;Rezinkovia echinata
SRR11808872:1435360.605514	5	Eukaryota;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Prodoxus;Prodoxus tamaulipellus
SRR11808872:1465220.616508	5	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila malagassya
SRR11808872:147590.631013	5	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1479080.601096	5	Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Altica;Altica carinata
SRR11808872:1574850.631235	5	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Serratoparagus;Serratoparagus crenulatus II
SRR11808872:16200.600445	5	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia lanosa
SRR11808872:162430.600807	5	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia princeps
SRR11808872:1720.630623	5	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Nineta;Nineta itoi
SRR11808872:1722470.640173	5	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1813430.622888	5	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Amphicaryon;Amphicaryon peltifera
SRR11808872:1831320.623749	5	Eukaryota;Arthropoda;Malacostraca;Decapoda;Strahlaxiidae;Neaxius;Neaxius acanthus
SRR11808872:183970.609731	5	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Chrysoperla;Chrysoperla pudica
SRR11808872:1890380.634383	5	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2065680.614806	5	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:2068920.623511	5	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2141800.647923	5	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Malandena;Malandena suturalis
SRR11808872:2275520.655434	5	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Pavona;Pavona decussata
SRR11808872:2297540.621021	5	Eukaryota;Annelida;Polychaeta;Eunicida;Onuphidae;Paradiopatra;Paradiopatra quadricuspis
SRR11808872:2301450.607510	5	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Pavona;Pavona decussata
SRR11808872:2314390.603622	5	Eukaryota;Arthropoda;Insecta;Coleoptera;Schizopodidae;Schizopus;Schizopus laetus
SRR11808872:2317480.628831	5	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta melanopygia
SRR11808872:2317680.601429	5	Eukaryota;Nematoda;Chromadorea;Rhabditida;Metastrongylidae;Metastrongylus;Metastrongylus salmi
SRR11808872:233040.639518	5	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:2364640.614274	5	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Nitor;Nitor circumcincta
SRR11808872:2436090.633179	5	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Galba;Galba pervia
SRR11808872:2485030.604771	5	Eukaryota;Tardigrada;Heterotardigrada;Arthrotardigrada;Batillipedidae;Batillipes;Batillipes longispinosus
SRR11808872:2528740.619885	5	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Diadasia;Diadasia baeri
SRR11808872:2637690.617715	5	Eukaryota;Arthropoda;Pycnogonida;Pantopoda;Ammotheidae;Achelia;Achelia hoekii
SRR11808872:2643740.654523	5	Eukaryota;Arthropoda;Arachnida;Araneae;Araneidae;Neoscona;Neoscona nautica
SRR11808872:26840.621406	5	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2781180.616683	5	Eukaryota;Entoprocta;Loxosomatidae;Loxocorone;Loxocorone allax
SRR11808872:2783470.613863	5	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Greta;Greta lojana
SRR11808872:2795080.614441	5	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa stilbonata
SRR11808872:2806060.620666	5	Eukaryota;Chordata;Mammalia;Rodentia;Cricetidae;Alticola;Alticola stracheyi
SRR11808872:2827100.627618	5	Eukaryota;Mollusca;Gastropoda;Camaenidae;Sinumelon;Sinumelon gillensis
SRR11808872:2867440.609500	5	Eukaryota;Arthropoda;Insecta;Mantodea;Tarachodidae;Pyrgomantis;Pyrgomantis jonesi
SRR11808872:3026210.612059	5	Eukaryota;Annelida;Haplotaxida;Enchytraeidae;Enchytronia;Enchytronia parva
SRR11808872:3289820.614850	5	Eukaryota;Arthropoda;Insecta;Coleoptera;Staphylinidae;Alevonota;Alevonota egregia
SRR11808872:3293960.617747	5	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Toxomerus;Toxomerus costalis
SRR11808872:3344550.612236	5	Eukaryota;Annelida;Haplotaxida;Naididae;Paranais;Paranais litoralis
SRR11808872:3463160.624911	5	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus californicus
SRR11808872:376220.613697	5	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:4246390.632099	5	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Dagon;Dagon pusillus
SRR11808872:4266610.600267	5	Eukaryota;Arthropoda;Insecta;Coleoptera;Dytiscidae;Prodaticus;Prodaticus vittatus
SRR11808872:4641500.612142	5	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Podospongiidae;Diacarnus;Diacarnus spinipoculum
SRR11808872:4806390.637583	5	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila asahinai
SRR11808872:4919040.613546	5	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus meyeri
SRR11808872:4960630.601527	5	Eukaryota;Arthropoda;Maxillopoda;Siphonostomatoida;Pandaridae;Pandarus;Pandarus rhincodonicus
SRR11808872:4992360.618538	5	Eukaryota;Arthropoda;Arachnida;Araneae;Araneidae;Arachnura;Arachnura scorpionoides
SRR11808872:6322290.600013	5	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:71220.636234	5	Eukaryota;Chordata;Squamata;Boidae;Eunectes;Eunectes notaeus
SRR11808872:750120.636214	5	Eukaryota;Arthropoda;Insecta;Orthoptera;Pamphagidae;Nocaracris;Nocaracris cyanipes
SRR11808872:792990.604532	5	Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Brontispa;Brontispa chalybeipennis
SRR11808872:818170.616354	5	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa rufipes
SRR11808872:82800.603159	5	Eukaryota;Arthropoda;Malacostraca;Decapoda;Diogenidae;Clibanarius;Clibanarius infraspinatus
SRR11808872:900610.602684	5	Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;Lasius balcanicus
SRR11808872:1004940.600967	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Vitula;Vitula pinei
SRR11808872:1006300.631889	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa rufipes
SRR11808872:1021610.626604	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1032980.600996	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1036970.605829	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Vitula;Vitula pinei
SRR11808872:10410.637054	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:1041180.640046	4	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Peloparion;Peloparion submissus
SRR11808872:1043560.626057	4	Eukaryota;Arthropoda;Insecta;Diptera;Acroceridae;Thyllis;Thyllis crassa
SRR11808872:1046820.607656	4	Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Zoramia;Zoramia gilberti
SRR11808872:1063810.628391	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia princeps
SRR11808872:111490.611473	4	Eukaryota;Nematoda;Chromadorea;Spirurida;Onchocercidae;Onchocerca;Onchocerca flexuosa
SRR11808872:1116810.623956	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1117890.654472	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1150510.606763	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Clava;Clava multicornis
SRR11808872:1156480.622878	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1184480.602556	4	Eukaryota;Annelida;Haplotaxida;Naididae;Paranais;Paranais litoralis
SRR11808872:1188840.624296	4	Eukaryota;Arthropoda;Insecta;Blattodea;Ectobiidae;Blattella;Blattella bisignata
SRR11808872:1208610.602220	4	Eukaryota;Cnidaria;Hydrozoa;Trachymedusae;Rhopalonematidae;Pantachogon;Pantachogon haeckeli
SRR11808872:1216070.602601	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1226930.622012	4	Eukaryota;Arthropoda;Insecta;Coleoptera;Buprestidae;Trigonogenium;Trigonogenium angulosum
SRR11808872:1240010.616646	4	Eukaryota;Arthropoda;Insecta;Mantodea;Hymenopodidae;Otomantis;Otomantis scutigera
SRR11808872:1244120.645094	4	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:1253990.642541	4	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1254330.644650	4	Eukaryota;Mollusca;Gastropoda;Trochomorphidae;Videna;Videna planorbis
SRR11808872:1269060.633733	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1269460.611334	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Vitula;Vitula pinei
SRR11808872:1297520.639464	4	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Tetraopes;Tetraopes sublaevis
SRR11808872:1310170.614282	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa maculilabris
SRR11808872:1320450.623221	4	Eukaryota;Nematoda;Chromadorea;Oxyurida;Oxyuridae;Wellcomia;Wellcomia siamensis
SRR11808872:134150.648396	4	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:1346400.603560	4	Eukaryota;Arthropoda;Insecta;Mantodea;Mantidae;Macromantis;Macromantis nicaraguae
SRR11808872:1346540.618904	4	Eukaryota;Nematoda;Enoplea;Mermithida;Mermithidae;Romanomermis;Romanomermis iyengari
SRR11808872:1349800.608496	4	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Rhinoprosopa;Rhinoprosopa aenea
SRR11808872:137050.619715	4	Eukaryota;Arthropoda;Insecta;Mantodea;Thespidae;Macromusonia;Macromusonia conspersa
SRR11808872:1371460.644287	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia lanosa
SRR11808872:1373500.619185	4	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza lyalli
SRR11808872:1377200.628626	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Macrocentrus;Macrocentrus camphoraphilus
SRR11808872:1377560.611530	4	Eukaryota;Arthropoda;Insecta;Hemiptera;Clastopteridae;Clastoptera;Clastoptera brunnea
SRR11808872:1384240.612728	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Megachilidae;Hoplitis;Hoplitis speculum
SRR11808872:1399390.601975	4	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta confinis (nomen nudum)
SRR11808872:1414510.621316	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:149510.608831	4	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Radix;Radix swinhoei
SRR11808872:1509010.612061	4	Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Syllides;Syllides convolutus
SRR11808872:151460.600505	4	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Pavona;Pavona decussata
SRR11808872:1517410.621047	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1558100.622601	4	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus meyeri
SRR11808872:1567280.630516	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:157030.623695	4	Eukaryota;Arthropoda;Insecta;Orthoptera;Acrididae;Phlaeoba;Phlaeoba albonema
SRR11808872:1597560.601424	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:161870.621137	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1620550.621849	4	Eukaryota;Cnidaria;Hydrozoa;Trachymedusae;Rhopalonematidae;Pantachogon;Pantachogon haeckeli
SRR11808872:164540.625669	4	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Cheilosia;Cheilosia alpina
SRR11808872:1651360.623617	4	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella malakhovi
SRR11808872:170310.625017	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Eois;Eois nr. fasciata PS-2010
SRR11808872:170440.621915	4	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Pavona;Pavona decussata
SRR11808872:173840.620724	4	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Dideopsis;Dideopsis aegrota
SRR11808872:1784660.609192	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Godyris;Godyris duillia
SRR11808872:1819800.619531	4	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
SRR11808872:1852870.602222	4	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1853650.654523	4	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Dideopsis;Dideopsis aegrota
SRR11808872:1861310.603221	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1864190.609898	4	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Pavona;Pavona decussata
SRR11808872:1893190.642141	4	Eukaryota;Mollusca;Bivalvia;Veneroida;Mactridae;Lutraria;Lutraria rhynchaena
SRR11808872:1907090.616646	4	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Roybellia;Roybellia platystoma
SRR11808872:1928670.600802	4	Eukaryota;Arthropoda;Insecta;Isoptera;Termitidae;Labiotermes;Labiotermes labralis
SRR11808872:1934880.608151	4	Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Scarabaeus;Scarabaeus flavicornis
SRR11808872:194450.606664	4	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Cuninidae;Solmissus;Solmissus incisa
SRR11808872:1946450.632590	4	Eukaryota;Arthropoda;Malacostraca;Isopoda;Cirolanidae;Eurydice;Eurydice pulchra
SRR11808872:2010630.626759	4	Eukaryota;Arthropoda;Arachnida;Araneae;Araneidae;Eriophora;Eriophora ravilla
SRR11808872:2010870.600944	4	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Merulinidae;Platygyra;Platygyra carnosus
SRR11808872:2040350.607567	4	Eukaryota;Nematoda;Chromadorea;Tylenchida;Aphelenchoididae;Bursaphelenchus;Bursaphelenchus parvispicularis
SRR11808872:2050380.611979	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Polyorchidae;Polyorchis;Polyorchis penicillatus
