amplicon	linearized.dereplicate_SRR1808872.merged.fastq	total
SRR11808872:::214494:0:0:0:0.634211	1	1
SRR11808872:::214496:0:0:0:0.610231	1	1
SRR11808872:::214513:0:0:0:0.615684	1	1
SRR11808872:::21453:0:0:0:0.600562	1	1
SRR11808872:::214538:0:0:0:0.612987	1	1
SRR11808872:::214539:0:0:0:0.643927	1	1
SRR11808872:::214552:0:0:0:0.643267	1	1
SRR11808872:::21456:0:0:0:0.630883	1	1
SRR11808872:::214561:0:0:0:0.610057	1	1
SRR11808872:::214577:0:0:0:0.654366	1	1
SRR11808872:::214578:0:0:0:0.623862	1	1
SRR11808872:::214584:0:0:0:0.649077	1	1
SRR11808872:::214601:0:0:0:0.632961	1	1
SRR11808872:::214611:0:0:0:0.646448	1	1
SRR11808872:::214621:0:0:0:0.607639	1	1
SRR11808872:::214644:0:0:0:0.620195	1	1
SRR11808872:::214647:0:0:0:0.620325	1	1
SRR11808872:::214649:0:0:0:0.628768	1	1
SRR11808872:::214650:0:0:0:0.600591	1	1
SRR11808872:::214651:0:0:0:0.623271	1	1
SRR11808872:::21467:0:0:0:0.605089	1	1
SRR11808872:::214688:0:0:0:0.613483	1	1
SRR11808872:::214721:0:0:0:0.604261	1	1
SRR11808872:::21474:0:0:0:0.630951	1	1
SRR11808872:::214742:0:0:0:0.638371	1	1
SRR11808872:::214752:0:0:0:0.615033	1	1
SRR11808872:::21477:0:0:0:0.601902	1	1
SRR11808872:::214923:0:0:0:0.639179	1	1
SRR11808872:::214927:0:0:0:0.611657	1	1
SRR11808872:::21494:0:0:0:0.614032	1	1
SRR11808872:::214994:0:0:0:0.610888	1	1
SRR11808872:::215051:0:0:0:0.627496	1	1
SRR11808872:::215056:0:0:0:0.629505	1	1
SRR11808872:::215057:0:0:0:0.640003	1	1
SRR11808872:::215096:0:0:0:0.613737	1	1
SRR11808872:::215132:0:0:0:0.610583	1	1
SRR11808872:::215199:0:0:0:0.614927	1	1
SRR11808872:::215213:0:0:0:0.601162	1	1
SRR11808872:::215215:0:0:0:0.625457	1	1
SRR11808872:::215231:0:0:0:0.644581	1	1
SRR11808872:::215254:0:0:0:0.633766	1	1
SRR11808872:::215256:0:0:0:0.602047	1	1
SRR11808872:::215257:0:0:0:0.602144	1	1
SRR11808872:::215260:0:0:0:0.641688	1	1
SRR11808872:::215266:0:0:0:0.601032	1	1
SRR11808872:::215276:0:0:0:0.644745	1	1
SRR11808872:::215291:0:0:0:0.615745	1	1
SRR11808872:::215302:0:0:0:0.613534	1	1
SRR11808872:::215304:0:0:0:0.629554	1	1
SRR11808872:::215317:0:0:0:0.606319	1	1
SRR11808872:::215318:0:0:0:0.621832	1	1
SRR11808872:::215327:0:0:0:0.626468	1	1
SRR11808872:::215337:0:0:0:0.602976	1	1
SRR11808872:::215351:0:0:0:0.639009	1	1
SRR11808872:::215352:0:0:0:0.640155	1	1
SRR11808872:::215354:0:0:0:0.616968	1	1
SRR11808872:::215360:0:0:0:0.600076	1	1
SRR11808872:::215365:0:0:0:0.673935	1	1
SRR11808872:::215376:0:0:0:0.618411	1	1
SRR11808872:::215381:0:0:0:0.612323	1	1
SRR11808872:::215389:0:0:0:0.643668	1	1
SRR11808872:::215397:0:0:0:0.630947	1	1
SRR11808872:::215411:0:0:0:0.625472	1	1
SRR11808872:::215414:0:0:0:0.630724	1	1
SRR11808872:::215416:0:0:0:0.654011	1	1
SRR11808872:::215421:0:0:0:0.606476	1	1
SRR11808872:::21543:0:0:0:0.615149	1	1
SRR11808872:::215435:0:0:0:0.622354	1	1
SRR11808872:::215445:0:0:0:0.668126	1	1
SRR11808872:::215452:0:0:0:0.629864	1	1
SRR11808872:::215454:0:0:0:0.652935	1	1
SRR11808872:::215495:0:0:0:0.626268	1	1
SRR11808872:::215516:0:0:0:0.618470	1	1
SRR11808872:::215522:0:0:0:0.601644	1	1
SRR11808872:::215528:0:0:0:0.609435	1	1
SRR11808872:::215531:0:0:0:0.605947	1	1
SRR11808872:::215535:0:0:0:0.614474	1	1
SRR11808872:::215549:0:0:0:0.602465	1	1
SRR11808872:::215566:0:0:0:0.627390	1	1
SRR11808872:::215568:0:0:0:0.602020	1	1
SRR11808872:::215572:0:0:0:0.609126	1	1
SRR11808872:::215577:0:0:0:0.615869	1	1
SRR11808872:::215578:0:0:0:0.614007	1	1
SRR11808872:::215586:0:0:0:0.615354	1	1
SRR11808872:::215587:0:0:0:0.615447	1	1
SRR11808872:::215628:0:0:0:0.648079	1	1
SRR11808872:::215629:0:0:0:0.620237	1	1
SRR11808872:::215630:0:0:0:0.605426	1	1
SRR11808872:::215631:0:0:0:0.614023	1	1
SRR11808872:::215636:0:0:0:0.655140	1	1
SRR11808872:::215649:0:0:0:0.624960	1	1
SRR11808872:::215659:0:0:0:0.625143	1	1
SRR11808872:::215665:0:0:0:0.623100	1	1
SRR11808872:::215667:0:0:0:0.621452	1	1
SRR11808872:::215674:0:0:0:0.629553	1	1
SRR11808872:::215690:0:0:0:0.732495	1	1
SRR11808872:::215712:0:0:0:0.611615	1	1
SRR11808872:::215737:0:0:0:0.633502	1	1
SRR11808872:::215763:0:0:0:0.617974	1	1
SRR11808872:::215768:0:0:0:0.633106	1	1
SRR11808872:::215777:0:0:0:0.600902	1	1
SRR11808872:::215796:0:0:0:0.610679	1	1
SRR11808872:::215803:0:0:0:0.636877	1	1
SRR11808872:::215805:0:0:0:0.629883	1	1
SRR11808872:::215825:0:0:0:0.606516	1	1
SRR11808872:::215835:0:0:0:0.609170	1	1
SRR11808872:::215848:0:0:0:0.608899	1	1
SRR11808872:::215865:0:0:0:0.632699	1	1
SRR11808872:::215869:0:0:0:0.609716	1	1
SRR11808872:::215870:0:0:0:0.653615	1	1
SRR11808872:::215879:0:0:0:0.627286	1	1
SRR11808872:::215902:0:0:0:0.624219	1	1
SRR11808872:::215917:0:0:0:0.602436	1	1
SRR11808872:::215924:0:0:0:0.601412	1	1
SRR11808872:::215935:0:0:0:0.608055	1	1
SRR11808872:::215948:0:0:0:0.602217	1	1
SRR11808872:::215951:0:0:0:0.607781	1	1
SRR11808872:::215956:0:0:0:0.604089	1	1
SRR11808872:::215962:0:0:0:0.625450	1	1
SRR11808872:::215988:0:0:0:0.618834	1	1
SRR11808872:::21610:0:0:0:0.600582	1	1
SRR11808872:::21612:0:0:0:0.616450	1	1
SRR11808872:::21613:0:0:0:0.626018	1	1
SRR11808872:::216161:0:0:0:0.600766	1	1
SRR11808872:::216176:0:0:0:0.613892	1	1
SRR11808872:::216188:0:0:0:0.621455	1	1
SRR11808872:::216201:0:0:0:0.608362	1	1
SRR11808872:::216212:0:0:0:0.634049	1	1
SRR11808872:::216229:0:0:0:0.602689	1	1
SRR11808872:::216246:0:0:0:0.614069	1	1
SRR11808872:::216251:0:0:0:0.654742	1	1
SRR11808872:::216267:0:0:0:0.613379	1	1
SRR11808872:::216270:0:0:0:0.606425	1	1
SRR11808872:::216288:0:0:0:0.605409	1	1
SRR11808872:::216295:0:0:0:0.627634	1	1
SRR11808872:::216334:0:0:0:0.606732	1	1
SRR11808872:::216349:0:0:0:0.632629	1	1
SRR11808872:::216403:0:0:0:0.624013	1	1
SRR11808872:::216456:0:0:0:0.601764	1	1
SRR11808872:::216480:0:0:0:0.617834	1	1
SRR11808872:::216504:0:0:0:0.630594	1	1
SRR11808872:::216528:0:0:0:0.619303	1	1
SRR11808872:::216533:0:0:0:0.632892	1	1
SRR11808872:::216544:0:0:0:0.624361	1	1
SRR11808872:::216548:0:0:0:0.634589	1	1
SRR11808872:::216563:0:0:0:0.618244	1	1
SRR11808872:::216568:0:0:0:0.611384	1	1
SRR11808872:::216591:0:0:0:0.622117	1	1
SRR11808872:::216616:0:0:0:0.608747	1	1
SRR11808872:::216618:0:0:0:0.616575	1	1
SRR11808872:::216621:0:0:0:0.638951	1	1
SRR11808872:::216622:0:0:0:0.636198	1	1
SRR11808872:::216624:0:0:0:0.600673	1	1
SRR11808872:::216628:0:0:0:0.604729	1	1
SRR11808872:::216630:0:0:0:0.612430	1	1
SRR11808872:::216647:0:0:0:0.601442	1	1
SRR11808872:::216652:0:0:0:0.682090	1	1
SRR11808872:::216670:0:0:0:0.670548	1	1
SRR11808872:::216682:0:0:0:0.613367	1	1
SRR11808872:::216726:0:0:0:0.618903	1	1
SRR11808872:::21673:0:0:0:0.609206	1	1
SRR11808872:::216731:0:0:0:0.644969	1	1
SRR11808872:::216735:0:0:0:0.626257	1	1
SRR11808872:::216736:0:0:0:0.646154	1	1
SRR11808872:::216750:0:0:0:0.644335	1	1
SRR11808872:::21676:0:0:0:0.634862	1	1
SRR11808872:::216763:0:0:0:0.605571	1	1
SRR11808872:::216778:0:0:0:0.610597	1	1
SRR11808872:::216781:0:0:0:0.603774	1	1
SRR11808872:::216796:0:0:0:0.643625	1	1
SRR11808872:::216811:0:0:0:0.624503	1	1
SRR11808872:::216833:0:0:0:0.627828	1	1
SRR11808872:::216841:0:0:0:0.615942	1	1
SRR11808872:::216888:0:0:0:0.614850	1	1
SRR11808872:::216895:0:0:0:0.601958	1	1
SRR11808872:::216905:0:0:0:0.606286	1	1
SRR11808872:::216913:0:0:0:0.627074	1	1
SRR11808872:::216928:0:0:0:0.627309	1	1
SRR11808872:::216930:0:0:0:0.633099	1	1
SRR11808872:::216939:0:0:0:0.627320	1	1
SRR11808872:::216952:0:0:0:0.635020	1	1
SRR11808872:::216963:0:0:0:0.639463	1	1
SRR11808872:::216975:0:0:0:0.643216	1	1
SRR11808872:::216980:0:0:0:0.633832	1	1
SRR11808872:::217021:0:0:0:0.619080	1	1
SRR11808872:::217025:0:0:0:0.613711	1	1
SRR11808872:::217034:0:0:0:0.624223	1	1
SRR11808872:::217049:0:0:0:0.606223	1	1
SRR11808872:::217052:0:0:0:0.628594	1	1
SRR11808872:::217055:0:0:0:0.619245	1	1
SRR11808872:::217066:0:0:0:0.601950	1	1
SRR11808872:::217099:0:0:0:0.610533	1	1
SRR11808872:::217107:0:0:0:0.607034	1	1
SRR11808872:::217127:0:0:0:0.606423	1	1
SRR11808872:::217146:0:0:0:0.603565	1	1
SRR11808872:::217147:0:0:0:0.638541	1	1
SRR11808872:::217154:0:0:0:0.618439	1	1
SRR11808872:::217161:0:0:0:0.601471	1	1
SRR11808872:::217164:0:0:0:0.630210	1	1
SRR11808872:::217286:0:0:0:0.606787	1	1
SRR11808872:::217297:0:0:0:0.620898	1	1
SRR11808872:::217452:0:0:0:0.602286	1	1
SRR11808872:::217462:0:0:0:0.601556	1	1
SRR11808872:::217562:0:0:0:0.620742	1	1
SRR11808872:::217570:0:0:0:0.611117	1	1
SRR11808872:::217594:0:0:0:0.646413	1	1
SRR11808872:::217597:0:0:0:0.617966	1	1
SRR11808872:::217603:0:0:0:0.600785	1	1
SRR11808872:::217623:0:0:0:0.621525	1	1
SRR11808872:::217630:0:0:0:0.619419	1	1
SRR11808872:::217640:0:0:0:0.617303	1	1
SRR11808872:::217645:0:0:0:0.604818	1	1
SRR11808872:::217650:0:0:0:0.644749	1	1
SRR11808872:::217671:0:0:0:0.630770	1	1
SRR11808872:::217676:0:0:0:0.643671	1	1
SRR11808872:::217729:0:0:0:0.602583	1	1
SRR11808872:::217808:0:0:0:0.612590	1	1
SRR11808872:::217811:0:0:0:0.606556	1	1
SRR11808872:::217830:0:0:0:0.606604	1	1
SRR11808872:::217831:0:0:0:0.603831	1	1
SRR11808872:::217838:0:0:0:0.647875	1	1
SRR11808872:::217843:0:0:0:0.620842	1	1
SRR11808872:::217847:0:0:0:0.612385	1	1
SRR11808872:::217848:0:0:0:0.604274	1	1
SRR11808872:::217855:0:0:0:0.606233	1	1
SRR11808872:::217865:0:0:0:0.645707	1	1
SRR11808872:::217871:0:0:0:0.621631	1	1
SRR11808872:::217872:0:0:0:0.618158	1	1
SRR11808872:::217873:0:0:0:0.641835	1	1
SRR11808872:::217876:0:0:0:0.602558	1	1
SRR11808872:::217877:0:0:0:0.632448	1	1
SRR11808872:::217881:0:0:0:0.648920	1	1
SRR11808872:::217893:0:0:0:0.607474	1	1
SRR11808872:::217896:0:0:0:0.611075	1	1
SRR11808872:::217920:0:0:0:0.606994	1	1
SRR11808872:::217929:0:0:0:0.708725	1	1
SRR11808872:::217951:0:0:0:0.614643	1	1
SRR11808872:::217980:0:0:0:0.621269	1	1
SRR11808872:::217995:0:0:0:0.627426	1	1
SRR11808872:::217998:0:0:0:0.655824	1	1
SRR11808872:::218019:0:0:0:0.614213	1	1
SRR11808872:::218023:0:0:0:0.608558	1	1
SRR11808872:::218041:0:0:0:0.642394	1	1
SRR11808872:::218064:0:0:0:0.647188	1	1
SRR11808872:::218089:0:0:0:0.616886	1	1
SRR11808872:::218098:0:0:0:0.603049	1	1
SRR11808872:::218116:0:0:0:0.617212	1	1
SRR11808872:::218141:0:0:0:0.625289	1	1
SRR11808872:::218146:0:0:0:0.609584	1	1
SRR11808872:::218166:0:0:0:0.607039	1	1
SRR11808872:::218192:0:0:0:0.627999	1	1
SRR11808872:::218212:0:0:0:0.622028	1	1
SRR11808872:::218219:0:0:0:0.639305	1	1
SRR11808872:::218228:0:0:0:0.642639	1	1
SRR11808872:::218235:0:0:0:0.622900	1	1
SRR11808872:::218244:0:0:0:0.612255	1	1
SRR11808872:::218245:0:0:0:0.628019	1	1
SRR11808872:::218250:0:0:0:0.621932	1	1
SRR11808872:::218252:0:0:0:0.641752	1	1
SRR11808872:::218253:0:0:0:0.614890	1	1
SRR11808872:::21827:0:0:0:0.624403	1	1
SRR11808872:::218292:0:0:0:0.618166	1	1
SRR11808872:::218328:0:0:0:0.616023	1	1
SRR11808872:::218334:0:0:0:0.629107	1	1
SRR11808872:::218336:0:0:0:0.637564	1	1
SRR11808872:::218340:0:0:0:0.612787	1	1
SRR11808872:::218342:0:0:0:0.623413	1	1
SRR11808872:::218355:0:0:0:0.613324	1	1
SRR11808872:::218424:0:0:0:0.609039	1	1
SRR11808872:::218432:0:0:0:0.602427	1	1
SRR11808872:::218440:0:0:0:0.620140	1	1
SRR11808872:::218443:0:0:0:0.619613	1	1
SRR11808872:::218450:0:0:0:0.613916	1	1
SRR11808872:::218461:0:0:0:0.601352	1	1
SRR11808872:::218468:0:0:0:0.651311	1	1
SRR11808872:::218477:0:0:0:0.628352	1	1
SRR11808872:::218494:0:0:0:0.600695	1	1
SRR11808872:::218498:0:0:0:0.645461	1	1
SRR11808872:::218502:0:0:0:0.632253	1	1
SRR11808872:::218516:0:0:0:0.607739	1	1
SRR11808872:::218520:0:0:0:0.626059	1	1
SRR11808872:::218531:0:0:0:0.604852	1	1
SRR11808872:::218556:0:0:0:0.622329	1	1
SRR11808872:::218568:0:0:0:0.644949	1	1
SRR11808872:::218599:0:0:0:0.632148	1	1
SRR11808872:::218604:0:0:0:0.610171	1	1
SRR11808872:::218610:0:0:0:0.638508	1	1
SRR11808872:::218613:0:0:0:0.625208	1	1
SRR11808872:::218622:0:0:0:0.612986	1	1
SRR11808872:::218633:0:0:0:0.605583	1	1
SRR11808872:::218642:0:0:0:0.633664	1	1
SRR11808872:::218647:0:0:0:0.609580	1	1
SRR11808872:::218649:0:0:0:0.630831	1	1
SRR11808872:::218657:0:0:0:0.610715	1	1
SRR11808872:::218658:0:0:0:0.631810	1	1
SRR11808872:::218669:0:0:0:0.622594	1	1
SRR11808872:::218681:0:0:0:0.612460	1	1
SRR11808872:::218738:0:0:0:0.647602	1	1
SRR11808872:::218855:0:0:0:0.604434	1	1
SRR11808872:::218867:0:0:0:0.603692	1	1
SRR11808872:::218876:0:0:0:0.619818	1	1
SRR11808872:::218886:0:0:0:0.608514	1	1
SRR11808872:::218936:0:0:0:0.656474	1	1
SRR11808872:::218938:0:0:0:0.610867	1	1
SRR11808872:::21894:0:0:0:0.612427	1	1
SRR11808872:::218947:0:0:0:0.612422	1	1
SRR11808872:::218998:0:0:0:0.606238	1	1
SRR11808872:::219022:0:0:0:0.610402	1	1
SRR11808872:::219026:0:0:0:0.608302	1	1
SRR11808872:::219032:0:0:0:0.607896	1	1
SRR11808872:::219041:0:0:0:0.603591	1	1
SRR11808872:::219061:0:0:0:0.621252	1	1
SRR11808872:::219128:0:0:0:0.638213	1	1
SRR11808872:::219149:0:0:0:0.609362	1	1
SRR11808872:::219168:0:0:0:0.600615	1	1
SRR11808872:::219212:0:0:0:0.632439	1	1
SRR11808872:::219236:0:0:0:0.609584	1	1
SRR11808872:::219238:0:0:0:0.631276	1	1
SRR11808872:::219257:0:0:0:0.639451	1	1
SRR11808872:::219275:0:0:0:0.624309	1	1
SRR11808872:::219276:0:0:0:0.632090	1	1
SRR11808872:::219284:0:0:0:0.633031	1	1
SRR11808872:::219291:0:0:0:0.625722	1	1
SRR11808872:::219303:0:0:0:0.605132	1	1
SRR11808872:::219320:0:0:0:0.633473	1	1
SRR11808872:::219330:0:0:0:0.619244	1	1
SRR11808872:::219343:0:0:0:0.634137	1	1
SRR11808872:::219363:0:0:0:0.629846	1	1
SRR11808872:::219375:0:0:0:0.609279	1	1
SRR11808872:::219378:0:0:0:0.663093	1	1
SRR11808872:::219379:0:0:0:0.608558	1	1
SRR11808872:::21938:0:0:0:0.606308	1	1
SRR11808872:::219410:0:0:0:0.603669	1	1
SRR11808872:::219425:0:0:0:0.661166	1	1
SRR11808872:::21943:0:0:0:0.643481	1	1
SRR11808872:::219437:0:0:0:0.618955	1	1
SRR11808872:::219448:0:0:0:0.629127	1	1
SRR11808872:::219473:0:0:0:0.618608	1	1
SRR11808872:::219481:0:0:0:0.629745	1	1
SRR11808872:::219503:0:0:0:0.635499	1	1
SRR11808872:::219525:0:0:0:0.631231	1	1
SRR11808872:::219552:0:0:0:0.608127	1	1
SRR11808872:::219576:0:0:0:0.602950	1	1
SRR11808872:::219612:0:0:0:0.626008	1	1
SRR11808872:::219614:0:0:0:0.609778	1	1
SRR11808872:::219627:0:0:0:0.634803	1	1
SRR11808872:::219665:0:0:0:0.620818	1	1
SRR11808872:::219672:0:0:0:0.638190	1	1
SRR11808872:::219689:0:0:0:0.608071	1	1
SRR11808872:::219701:0:0:0:0.605816	1	1
SRR11808872:::219707:0:0:0:0.617658	1	1
SRR11808872:::219714:0:0:0:0.644651	1	1
SRR11808872:::21976:0:0:0:0.621337	1	1
SRR11808872:::219784:0:0:0:0.608443	1	1
SRR11808872:::219807:0:0:0:0.612037	1	1
SRR11808872:::219813:0:0:0:0.605555	1	1
SRR11808872:::219822:0:0:0:0.656900	1	1
SRR11808872:::219823:0:0:0:0.614093	1	1
SRR11808872:::219825:0:0:0:0.622283	1	1
SRR11808872:::219833:0:0:0:0.643915	1	1
SRR11808872:::219841:0:0:0:0.611193	1	1
SRR11808872:::219847:0:0:0:0.623765	1	1
SRR11808872:::219873:0:0:0:0.600060	1	1
SRR11808872:::219875:0:0:0:0.600954	1	1
SRR11808872:::219884:0:0:0:0.642699	1	1
SRR11808872:::219887:0:0:0:0.625506	1	1
SRR11808872:::219899:0:0:0:0.634726	1	1
SRR11808872:::219914:0:0:0:0.632564	1	1
SRR11808872:::219932:0:0:0:0.619936	1	1
SRR11808872:::219944:0:0:0:0.618649	1	1
SRR11808872:::219962:0:0:0:0.628089	1	1
SRR11808872:::219996:0:0:0:0.625654	1	1
SRR11808872:::219998:0:0:0:0.638766	1	1
SRR11808872:::220017:0:0:0:0.635237	1	1
SRR11808872:::220030:0:0:0:0.619998	1	1
SRR11808872:::220131:0:0:0:0.605126	1	1
SRR11808872:::220345:0:0:0:0.615903	1	1
SRR11808872:::220358:0:0:0:0.631694	1	1
SRR11808872:::220383:0:0:0:0.607805	1	1
SRR11808872:::220450:0:0:0:0.600928	1	1
SRR11808872:::220459:0:0:0:0.617930	1	1
SRR11808872:::220537:0:0:0:0.604752	1	1
SRR11808872:::220544:0:0:0:0.616715	1	1
SRR11808872:::220589:0:0:0:0.611210	1	1
SRR11808872:::220605:0:0:0:0.609073	1	1
SRR11808872:::220635:0:0:0:0.627662	1	1
SRR11808872:::220654:0:0:0:0.632322	1	1
SRR11808872:::220662:0:0:0:0.616335	1	1
SRR11808872:::220694:0:0:0:0.626471	1	1
SRR11808872:::220702:0:0:0:0.619128	1	1
SRR11808872:::220712:0:0:0:0.678620	1	1
SRR11808872:::220742:0:0:0:0.613463	1	1
SRR11808872:::220749:0:0:0:0.636226	1	1
SRR11808872:::220761:0:0:0:0.634270	1	1
SRR11808872:::220782:0:0:0:0.635643	1	1
SRR11808872:::220804:0:0:0:0.621709	1	1
SRR11808872:::220821:0:0:0:0.621699	1	1
SRR11808872:::220829:0:0:0:0.660024	1	1
SRR11808872:::220831:0:0:0:0.631058	1	1
SRR11808872:::220862:0:0:0:0.620310	1	1
SRR11808872:::220872:0:0:0:0.607413	1	1
SRR11808872:::220882:0:0:0:0.628047	1	1
SRR11808872:::220884:0:0:0:0.604375	1	1
SRR11808872:::220894:0:0:0:0.613613	1	1
SRR11808872:::220897:0:0:0:0.607204	1	1
SRR11808872:::220908:0:0:0:0.620572	1	1
SRR11808872:::220910:0:0:0:0.615931	1	1
SRR11808872:::220914:0:0:0:0.618510	1	1
SRR11808872:::220917:0:0:0:0.622175	1	1
SRR11808872:::220923:0:0:0:0.614383	1	1
SRR11808872:::220937:0:0:0:0.631713	1	1
SRR11808872:::220939:0:0:0:0.642254	1	1
SRR11808872:::220942:0:0:0:0.605994	1	1
SRR11808872:::220954:0:0:0:0.654096	1	1
SRR11808872:::221008:0:0:0:0.604289	1	1
SRR11808872:::221021:0:0:0:0.631470	1	1
SRR11808872:::221040:0:0:0:0.632806	1	1
SRR11808872:::221044:0:0:0:0.640680	1	1
SRR11808872:::221058:0:0:0:0.605902	1	1
SRR11808872:::221059:0:0:0:0.693434	1	1
SRR11808872:::221071:0:0:0:0.683756	1	1
SRR11808872:::221086:0:0:0:0.612731	1	1
SRR11808872:::221087:0:0:0:0.619230	1	1
SRR11808872:::221113:0:0:0:0.628233	1	1
SRR11808872:::221116:0:0:0:0.609024	1	1
SRR11808872:::221140:0:0:0:0.661349	1	1
SRR11808872:::221148:0:0:0:0.609380	1	1
SRR11808872:::221153:0:0:0:0.624770	1	1
SRR11808872:::221164:0:0:0:0.605238	1	1
SRR11808872:::221167:0:0:0:0.631320	1	1
SRR11808872:::221171:0:0:0:0.606286	1	1
SRR11808872:::221176:0:0:0:0.612957	1	1
SRR11808872:::221214:0:0:0:0.610796	1	1
SRR11808872:::221216:0:0:0:0.603820	1	1
SRR11808872:::221223:0:0:0:0.607482	1	1
SRR11808872:::221241:0:0:0:0.606338	1	1
SRR11808872:::221253:0:0:0:0.641444	1	1
SRR11808872:::221265:0:0:0:0.619572	1	1
SRR11808872:::221275:0:0:0:0.650877	1	1
SRR11808872:::221279:0:0:0:0.605923	1	1
SRR11808872:::221282:0:0:0:0.602495	1	1
SRR11808872:::221285:0:0:0:0.616847	1	1
SRR11808872:::221300:0:0:0:0.616809	1	1
SRR11808872:::221357:0:0:0:0.605054	1	1
SRR11808872:::221364:0:0:0:0.604640	1	1
SRR11808872:::221374:0:0:0:0.602260	1	1
SRR11808872:::221400:0:0:0:0.658237	1	1
SRR11808872:::221442:0:0:0:0.617994	1	1
SRR11808872:::221508:0:0:0:0.630391	1	1
SRR11808872:::221655:0:0:0:0.628353	1	1
SRR11808872:::221661:0:0:0:0.636860	1	1
SRR11808872:::221675:0:0:0:0.626474	1	1
SRR11808872:::221699:0:0:0:0.624541	1	1
SRR11808872:::221703:0:0:0:0.602860	1	1
SRR11808872:::221761:0:0:0:0.606742	1	1
SRR11808872:::221776:0:0:0:0.605740	1	1
SRR11808872:::221829:0:0:0:0.625553	1	1
SRR11808872:::221861:0:0:0:0.614195	1	1
SRR11808872:::221872:0:0:0:0.602046	1	1
SRR11808872:::221880:0:0:0:0.613000	1	1
SRR11808872:::221899:0:0:0:0.606767	1	1
SRR11808872:::2219:0:0:0:0.618205	1	1
SRR11808872:::221918:0:0:0:0.602029	1	1
SRR11808872:::221919:0:0:0:0.640617	1	1
SRR11808872:::221937:0:0:0:0.614196	1	1
SRR11808872:::221939:0:0:0:0.600732	1	1
SRR11808872:::221945:0:0:0:0.636313	1	1
SRR11808872:::221949:0:0:0:0.623115	1	1
SRR11808872:::221954:0:0:0:0.609189	1	1
SRR11808872:::221956:0:0:0:0.614232	1	1
SRR11808872:::221965:0:0:0:0.623471	1	1
SRR11808872:::221966:0:0:0:0.611046	1	1
SRR11808872:::221997:0:0:0:0.600246	1	1
SRR11808872:::221999:0:0:0:0.617750	1	1
SRR11808872:::222003:0:0:0:0.608867	1	1
SRR11808872:::222023:0:0:0:0.612207	1	1
SRR11808872:::222028:0:0:0:0.631383	1	1
SRR11808872:::222047:0:0:0:0.646200	1	1
SRR11808872:::222049:0:0:0:0.603359	1	1
SRR11808872:::222051:0:0:0:0.620339	1	1
SRR11808872:::222053:0:0:0:0.623904	1	1
SRR11808872:::222059:0:0:0:0.611652	1	1
SRR11808872:::222077:0:0:0:0.636009	1	1
SRR11808872:::222092:0:0:0:0.616623	1	1
SRR11808872:::222120:0:0:0:0.618109	1	1
SRR11808872:::222127:0:0:0:0.600325	1	1
SRR11808872:::222142:0:0:0:0.620616	1	1
SRR11808872:::222171:0:0:0:0.647286	1	1
SRR11808872:::222184:0:0:0:0.614227	1	1
SRR11808872:::2222:0:0:0:0.613533	1	1
SRR11808872:::222202:0:0:0:0.606232	1	1
SRR11808872:::222208:0:0:0:0.606456	1	1
SRR11808872:::222219:0:0:0:0.621134	1	1
SRR11808872:::222221:0:0:0:0.629993	1	1
SRR11808872:::222223:0:0:0:0.644581	1	1
SRR11808872:::222232:0:0:0:0.600599	1	1
SRR11808872:::222242:0:0:0:0.632365	1	1
SRR11808872:::222266:0:0:0:0.649865	1	1
SRR11808872:::22227:0:0:0:0.634736	1	1
SRR11808872:::222272:0:0:0:0.629280	1	1
SRR11808872:::222273:0:0:0:0.639319	1	1
SRR11808872:::222277:0:0:0:0.645991	1	1
SRR11808872:::222280:0:0:0:0.600157	1	1
SRR11808872:::22228:0:0:0:0.625356	1	1
SRR11808872:::2223:0:0:0:0.623458	1	1
SRR11808872:::222315:0:0:0:0.638794	1	1
SRR11808872:::222330:0:0:0:0.607148	1	1
SRR11808872:::222331:0:0:0:0.620666	1	1
SRR11808872:::222337:0:0:0:0.648131	1	1
SRR11808872:::222342:0:0:0:0.603619	1	1
SRR11808872:::222345:0:0:0:0.610597	1	1
SRR11808872:::222353:0:0:0:0.609450	1	1
SRR11808872:::222369:0:0:0:0.619296	1	1
SRR11808872:::222382:0:0:0:0.619338	1	1
SRR11808872:::222390:0:0:0:0.607834	1	1
SRR11808872:::222405:0:0:0:0.603988	1	1
SRR11808872:::222423:0:0:0:0.625195	1	1
SRR11808872:::222473:0:0:0:0.620644	1	1
SRR11808872:::222481:0:0:0:0.618869	1	1
SRR11808872:::222494:0:0:0:0.641099	1	1
SRR11808872:::222498:0:0:0:0.638974	1	1
SRR11808872:::222499:0:0:0:0.609729	1	1
SRR11808872:::222519:0:0:0:0.627371	1	1
SRR11808872:::222586:0:0:0:0.602824	1	1
SRR11808872:::222635:0:0:0:0.616076	1	1
SRR11808872:::222636:0:0:0:0.642410	1	1
SRR11808872:::222651:0:0:0:0.603450	1	1
SRR11808872:::222653:0:0:0:0.621769	1	1
SRR11808872:::222660:0:0:0:0.623541	1	1
SRR11808872:::222673:0:0:0:0.645547	1	1
SRR11808872:::222683:0:0:0:0.634315	1	1
SRR11808872:::222707:0:0:0:0.638975	1	1
SRR11808872:::222744:0:0:0:0.646397	1	1
SRR11808872:::22291:0:0:0:0.654006	1	1
SRR11808872:::222918:0:0:0:0.646782	1	1
SRR11808872:::222930:0:0:0:0.613935	1	1
SRR11808872:::222950:0:0:0:0.638472	1	1
