amplicon	linearized.dereplicate_SRR1808872.merged.fastq	total
SRR11808872:::447232:0:0:0:0.606532	1	1
SRR11808872:::447239:0:0:0:0.611947	1	1
SRR11808872:::447247:0:0:0:0.619560	1	1
SRR11808872:::447258:0:0:0:0.606606	1	1
SRR11808872:::447261:0:0:0:0.600157	1	1
SRR11808872:::447276:0:0:0:0.600206	1	1
SRR11808872:::447282:0:0:0:0.636150	1	1
SRR11808872:::447291:0:0:0:0.614865	1	1
SRR11808872:::447299:0:0:0:0.630232	1	1
SRR11808872:::447309:0:0:0:0.635548	1	1
SRR11808872:::447312:0:0:0:0.636635	1	1
SRR11808872:::447314:0:0:0:0.622807	1	1
SRR11808872:::447316:0:0:0:0.629182	1	1
SRR11808872:::447327:0:0:0:0.610787	1	1
SRR11808872:::447329:0:0:0:0.607676	1	1
SRR11808872:::447330:0:0:0:0.601269	1	1
SRR11808872:::447350:0:0:0:0.629317	1	1
SRR11808872:::447376:0:0:0:0.626308	1	1
SRR11808872:::447387:0:0:0:0.605129	1	1
SRR11808872:::447391:0:0:0:0.656048	1	1
SRR11808872:::447395:0:0:0:0.641402	1	1
SRR11808872:::447398:0:0:0:0.625723	1	1
SRR11808872:::447403:0:0:0:0.623750	1	1
SRR11808872:::447412:0:0:0:0.624220	1	1
SRR11808872:::447426:0:0:0:0.628870	1	1
SRR11808872:::447428:0:0:0:0.647140	1	1
SRR11808872:::447431:0:0:0:0.600576	1	1
SRR11808872:::447443:0:0:0:0.647451	1	1
SRR11808872:::447448:0:0:0:0.624980	1	1
SRR11808872:::447449:0:0:0:0.604119	1	1
SRR11808872:::447469:0:0:0:0.630054	1	1
SRR11808872:::447494:0:0:0:0.621128	1	1
SRR11808872:::447497:0:0:0:0.631257	1	1
SRR11808872:::447500:0:0:0:0.614459	1	1
SRR11808872:::447503:0:0:0:0.620644	1	1
SRR11808872:::447518:0:0:0:0.605755	1	1
SRR11808872:::447528:0:0:0:0.614244	1	1
SRR11808872:::447535:0:0:0:0.651339	1	1
SRR11808872:::447570:0:0:0:0.644638	1	1
SRR11808872:::447576:0:0:0:0.623600	1	1
SRR11808872:::447585:0:0:0:0.624379	1	1
SRR11808872:::447594:0:0:0:0.627696	1	1
SRR11808872:::447613:0:0:0:0.644826	1	1
SRR11808872:::447615:0:0:0:0.605848	1	1
SRR11808872:::447632:0:0:0:0.603968	1	1
SRR11808872:::447665:0:0:0:0.600611	1	1
SRR11808872:::447672:0:0:0:0.634585	1	1
SRR11808872:::447673:0:0:0:0.611930	1	1
SRR11808872:::447675:0:0:0:0.622332	1	1
SRR11808872:::447679:0:0:0:0.609100	1	1
SRR11808872:::447682:0:0:0:0.620998	1	1
SRR11808872:::447691:0:0:0:0.620416	1	1
SRR11808872:::447692:0:0:0:0.607713	1	1
SRR11808872:::447699:0:0:0:0.605648	1	1
SRR11808872:::447700:0:0:0:0.626999	1	1
SRR11808872:::447708:0:0:0:0.633425	1	1
SRR11808872:::447709:0:0:0:0.616790	1	1
SRR11808872:::447712:0:0:0:0.615398	1	1
SRR11808872:::447721:0:0:0:0.610779	1	1
SRR11808872:::447722:0:0:0:0.633922	1	1
SRR11808872:::447725:0:0:0:0.617176	1	1
SRR11808872:::447731:0:0:0:0.608660	1	1
SRR11808872:::447736:0:0:0:0.618270	1	1
SRR11808872:::447753:0:0:0:0.625275	1	1
SRR11808872:::447759:0:0:0:0.623077	1	1
SRR11808872:::447761:0:0:0:0.614841	1	1
SRR11808872:::447768:0:0:0:0.605397	1	1
SRR11808872:::447771:0:0:0:0.603273	1	1
SRR11808872:::447792:0:0:0:0.605858	1	1
SRR11808872:::447793:0:0:0:0.612761	1	1
SRR11808872:::447797:0:0:0:0.602116	1	1
SRR11808872:::447812:0:0:0:0.610260	1	1
SRR11808872:::447818:0:0:0:0.627005	1	1
SRR11808872:::447826:0:0:0:0.637053	1	1
SRR11808872:::447827:0:0:0:0.612083	1	1
SRR11808872:::447834:0:0:0:0.609245	1	1
SRR11808872:::447835:0:0:0:0.611926	1	1
SRR11808872:::447836:0:0:0:0.608641	1	1
SRR11808872:::447842:0:0:0:0.605537	1	1
SRR11808872:::447873:0:0:0:0.635648	1	1
SRR11808872:::447874:0:0:0:0.626967	1	1
SRR11808872:::447883:0:0:0:0.618216	1	1
SRR11808872:::447895:0:0:0:0.601992	1	1
SRR11808872:::447912:0:0:0:0.657015	1	1
SRR11808872:::447913:0:0:0:0.605536	1	1
SRR11808872:::447921:0:0:0:0.624022	1	1
SRR11808872:::447923:0:0:0:0.624573	1	1
SRR11808872:::447926:0:0:0:0.624920	1	1
SRR11808872:::448027:0:0:0:0.623259	1	1
SRR11808872:::448065:0:0:0:0.606769	1	1
SRR11808872:::448245:0:0:0:0.653746	1	1
SRR11808872:::448280:0:0:0:0.600585	1	1
SRR11808872:::448290:0:0:0:0.604253	1	1
SRR11808872:::448291:0:0:0:0.610599	1	1
SRR11808872:::448298:0:0:0:0.603742	1	1
SRR11808872:::448328:0:0:0:0.619539	1	1
SRR11808872:::448367:0:0:0:0.622186	1	1
SRR11808872:::448374:0:0:0:0.624450	1	1
SRR11808872:::448416:0:0:0:0.624424	1	1
SRR11808872:::448465:0:0:0:0.608971	1	1
SRR11808872:::448475:0:0:0:0.627450	1	1
SRR11808872:::448479:0:0:0:0.619499	1	1
SRR11808872:::448531:0:0:0:0.629633	1	1
SRR11808872:::448555:0:0:0:0.602411	1	1
SRR11808872:::448556:0:0:0:0.616044	1	1
SRR11808872:::448561:0:0:0:0.605681	1	1
SRR11808872:::448583:0:0:0:0.629232	1	1
SRR11808872:::448598:0:0:0:0.606379	1	1
SRR11808872:::448613:0:0:0:0.620010	1	1
SRR11808872:::448624:0:0:0:0.601813	1	1
SRR11808872:::448632:0:0:0:0.617487	1	1
SRR11808872:::448640:0:0:0:0.609158	1	1
SRR11808872:::448667:0:0:0:0.607734	1	1
SRR11808872:::448702:0:0:0:0.621018	1	1
SRR11808872:::448709:0:0:0:0.606128	1	1
SRR11808872:::448763:0:0:0:0.608322	1	1
SRR11808872:::448767:0:0:0:0.650229	1	1
SRR11808872:::448776:0:0:0:0.659017	1	1
SRR11808872:::448816:0:0:0:0.602970	1	1
SRR11808872:::448823:0:0:0:0.613421	1	1
SRR11808872:::448824:0:0:0:0.610990	1	1
SRR11808872:::448845:0:0:0:0.602376	1	1
SRR11808872:::448846:0:0:0:0.607579	1	1
SRR11808872:::448848:0:0:0:0.609502	1	1
SRR11808872:::448851:0:0:0:0.608199	1	1
SRR11808872:::448872:0:0:0:0.607541	1	1
SRR11808872:::448888:0:0:0:0.643151	1	1
SRR11808872:::448894:0:0:0:0.603446	1	1
SRR11808872:::448903:0:0:0:0.602176	1	1
SRR11808872:::448906:0:0:0:0.610242	1	1
SRR11808872:::448922:0:0:0:0.601683	1	1
SRR11808872:::448923:0:0:0:0.601979	1	1
SRR11808872:::448971:0:0:0:0.614700	1	1
SRR11808872:::448998:0:0:0:0.605697	1	1
SRR11808872:::449004:0:0:0:0.613418	1	1
SRR11808872:::449019:0:0:0:0.637328	1	1
SRR11808872:::449025:0:0:0:0.604050	1	1
SRR11808872:::449026:0:0:0:0.608251	1	1
SRR11808872:::449028:0:0:0:0.617814	1	1
SRR11808872:::449044:0:0:0:0.622384	1	1
SRR11808872:::449049:0:0:0:0.609599	1	1
SRR11808872:::449059:0:0:0:0.603698	1	1
SRR11808872:::449061:0:0:0:0.630543	1	1
SRR11808872:::449063:0:0:0:0.617823	1	1
SRR11808872:::449068:0:0:0:0.602125	1	1
SRR11808872:::449088:0:0:0:0.623393	1	1
SRR11808872:::449091:0:0:0:0.622571	1	1
SRR11808872:::449092:0:0:0:0.627534	1	1
SRR11808872:::449128:0:0:0:0.621221	1	1
SRR11808872:::449137:0:0:0:0.606068	1	1
SRR11808872:::449149:0:0:0:0.601580	1	1
SRR11808872:::449157:0:0:0:0.620150	1	1
SRR11808872:::449158:0:0:0:0.627092	1	1
SRR11808872:::449172:0:0:0:0.608732	1	1
SRR11808872:::449195:0:0:0:0.608965	1	1
SRR11808872:::449222:0:0:0:0.612743	1	1
SRR11808872:::449235:0:0:0:0.606435	1	1
SRR11808872:::449239:0:0:0:0.634337	1	1
SRR11808872:::449250:0:0:0:0.602194	1	1
SRR11808872:::449266:0:0:0:0.612983	1	1
SRR11808872:::449280:0:0:0:0.612331	1	1
SRR11808872:::449316:0:0:0:0.616115	1	1
SRR11808872:::449326:0:0:0:0.638862	1	1
SRR11808872:::449329:0:0:0:0.622912	1	1
SRR11808872:::449368:0:0:0:0.604626	1	1
SRR11808872:::449373:0:0:0:0.607218	1	1
SRR11808872:::449576:0:0:0:0.612348	1	1
SRR11808872:::449639:0:0:0:0.613509	1	1
SRR11808872:::449650:0:0:0:0.617386	1	1
SRR11808872:::449656:0:0:0:0.616171	1	1
SRR11808872:::449674:0:0:0:0.629269	1	1
SRR11808872:::449698:0:0:0:0.617436	1	1
SRR11808872:::449706:0:0:0:0.610823	1	1
SRR11808872:::449732:0:0:0:0.615151	1	1
SRR11808872:::449736:0:0:0:0.613213	1	1
SRR11808872:::449737:0:0:0:0.610554	1	1
SRR11808872:::449783:0:0:0:0.622756	1	1
SRR11808872:::449785:0:0:0:0.616944	1	1
SRR11808872:::449807:0:0:0:0.624240	1	1
SRR11808872:::4499:0:0:0:0.631353	1	1
SRR11808872:::449914:0:0:0:0.623194	1	1
SRR11808872:::449940:0:0:0:0.654185	1	1
SRR11808872:::449958:0:0:0:0.615904	1	1
SRR11808872:::449964:0:0:0:0.607648	1	1
SRR11808872:::449975:0:0:0:0.607565	1	1
SRR11808872:::449993:0:0:0:0.606707	1	1
SRR11808872:::450007:0:0:0:0.610393	1	1
SRR11808872:::450012:0:0:0:0.639797	1	1
SRR11808872:::450020:0:0:0:0.605097	1	1
SRR11808872:::450022:0:0:0:0.640039	1	1
SRR11808872:::450025:0:0:0:0.609866	1	1
SRR11808872:::450040:0:0:0:0.628216	1	1
SRR11808872:::450050:0:0:0:0.659861	1	1
SRR11808872:::450057:0:0:0:0.623298	1	1
SRR11808872:::450065:0:0:0:0.625931	1	1
SRR11808872:::450069:0:0:0:0.617055	1	1
SRR11808872:::450073:0:0:0:0.622869	1	1
SRR11808872:::450079:0:0:0:0.616216	1	1
SRR11808872:::450081:0:0:0:0.607959	1	1
SRR11808872:::450096:0:0:0:0.610290	1	1
SRR11808872:::450112:0:0:0:0.634353	1	1
SRR11808872:::450116:0:0:0:0.616092	1	1
SRR11808872:::450118:0:0:0:0.627892	1	1
SRR11808872:::450147:0:0:0:0.632332	1	1
SRR11808872:::450152:0:0:0:0.621374	1	1
SRR11808872:::450157:0:0:0:0.609624	1	1
SRR11808872:::450171:0:0:0:0.635825	1	1
SRR11808872:::450175:0:0:0:0.607260	1	1
SRR11808872:::450176:0:0:0:0.615508	1	1
SRR11808872:::450178:0:0:0:0.619602	1	1
SRR11808872:::450188:0:0:0:0.638873	1	1
SRR11808872:::450202:0:0:0:0.631007	1	1
SRR11808872:::450204:0:0:0:0.662122	1	1
SRR11808872:::450222:0:0:0:0.618589	1	1
SRR11808872:::450223:0:0:0:0.616467	1	1
SRR11808872:::450240:0:0:0:0.604570	1	1
SRR11808872:::450250:0:0:0:0.635788	1	1
SRR11808872:::450254:0:0:0:0.614514	1	1
SRR11808872:::450270:0:0:0:0.602110	1	1
SRR11808872:::450274:0:0:0:0.616157	1	1
SRR11808872:::450278:0:0:0:0.629308	1	1
SRR11808872:::450290:0:0:0:0.614220	1	1
SRR11808872:::450326:0:0:0:0.600566	1	1
SRR11808872:::450354:0:0:0:0.603602	1	1
SRR11808872:::450387:0:0:0:0.608495	1	1
SRR11808872:::450410:0:0:0:0.605793	1	1
SRR11808872:::450411:0:0:0:0.613305	1	1
SRR11808872:::450415:0:0:0:0.605309	1	1
SRR11808872:::450430:0:0:0:0.601950	1	1
SRR11808872:::450434:0:0:0:0.604573	1	1
SRR11808872:::450450:0:0:0:0.628609	1	1
SRR11808872:::450451:0:0:0:0.606157	1	1
SRR11808872:::450469:0:0:0:0.628392	1	1
SRR11808872:::450483:0:0:0:0.612124	1	1
SRR11808872:::450505:0:0:0:0.627787	1	1
SRR11808872:::450508:0:0:0:0.605959	1	1
SRR11808872:::450516:0:0:0:0.626189	1	1
SRR11808872:::450530:0:0:0:0.608823	1	1
SRR11808872:::450550:0:0:0:0.607716	1	1
SRR11808872:::450572:0:0:0:0.633507	1	1
SRR11808872:::450587:0:0:0:0.619061	1	1
SRR11808872:::450588:0:0:0:0.636389	1	1
SRR11808872:::450605:0:0:0:0.629728	1	1
SRR11808872:::450607:0:0:0:0.612843	1	1
SRR11808872:::450608:0:0:0:0.613682	1	1
SRR11808872:::450613:0:0:0:0.645779	1	1
SRR11808872:::450620:0:0:0:0.667664	1	1
SRR11808872:::450635:0:0:0:0.628202	1	1
SRR11808872:::450660:0:0:0:0.604227	1	1
SRR11808872:::450667:0:0:0:0.604615	1	1
SRR11808872:::450668:0:0:0:0.622748	1	1
SRR11808872:::450673:0:0:0:0.621203	1	1
SRR11808872:::450685:0:0:0:0.601034	1	1
SRR11808872:::450691:0:0:0:0.622263	1	1
SRR11808872:::450699:0:0:0:0.634936	1	1
SRR11808872:::450715:0:0:0:0.609876	1	1
SRR11808872:::450732:0:0:0:0.603553	1	1
SRR11808872:::450734:0:0:0:0.610085	1	1
SRR11808872:::450736:0:0:0:0.606992	1	1
SRR11808872:::45074:0:0:0:0.607116	1	1
SRR11808872:::450741:0:0:0:0.632578	1	1
SRR11808872:::450752:0:0:0:0.612541	1	1
SRR11808872:::450769:0:0:0:0.621854	1	1
SRR11808872:::450772:0:0:0:0.604496	1	1
SRR11808872:::450781:0:0:0:0.604303	1	1
SRR11808872:::450792:0:0:0:0.635418	1	1
SRR11808872:::4508:0:0:0:0.603976	1	1
SRR11808872:::450803:0:0:0:0.614845	1	1
SRR11808872:::450815:0:0:0:0.622353	1	1
SRR11808872:::450862:0:0:0:0.624058	1	1
SRR11808872:::450903:0:0:0:0.604236	1	1
SRR11808872:::4510:0:0:0:0.650858	1	1
SRR11808872:::45103:0:0:0:0.616556	1	1
SRR11808872:::451038:0:0:0:0.629706	1	1
SRR11808872:::451053:0:0:0:0.653189	1	1
SRR11808872:::451057:0:0:0:0.620427	1	1
SRR11808872:::451067:0:0:0:0.611993	1	1
SRR11808872:::451115:0:0:0:0.617115	1	1
SRR11808872:::451260:0:0:0:0.607020	1	1
SRR11808872:::451353:0:0:0:0.618332	1	1
SRR11808872:::4514:0:0:0:0.625452	1	1
SRR11808872:::451434:0:0:0:0.622480	1	1
SRR11808872:::451453:0:0:0:0.623321	1	1
SRR11808872:::451466:0:0:0:0.639310	1	1
SRR11808872:::451479:0:0:0:0.615453	1	1
SRR11808872:::451482:0:0:0:0.607880	1	1
SRR11808872:::451483:0:0:0:0.619340	1	1
SRR11808872:::451488:0:0:0:0.627669	1	1
SRR11808872:::451492:0:0:0:0.612154	1	1
SRR11808872:::451509:0:0:0:0.614416	1	1
SRR11808872:::451514:0:0:0:0.613033	1	1
SRR11808872:::451517:0:0:0:0.622721	1	1
SRR11808872:::451529:0:0:0:0.603586	1	1
SRR11808872:::451535:0:0:0:0.602556	1	1
SRR11808872:::451567:0:0:0:0.641871	1	1
SRR11808872:::451569:0:0:0:0.624712	1	1
SRR11808872:::451581:0:0:0:0.600911	1	1
SRR11808872:::451583:0:0:0:0.602941	1	1
SRR11808872:::451595:0:0:0:0.624659	1	1
SRR11808872:::451610:0:0:0:0.615005	1	1
SRR11808872:::451618:0:0:0:0.603962	1	1
SRR11808872:::451636:0:0:0:0.617158	1	1
SRR11808872:::451644:0:0:0:0.609194	1	1
SRR11808872:::451649:0:0:0:0.600542	1	1
SRR11808872:::45166:0:0:0:0.636266	1	1
SRR11808872:::451692:0:0:0:0.610125	1	1
SRR11808872:::451705:0:0:0:0.620193	1	1
SRR11808872:::451707:0:0:0:0.606755	1	1
SRR11808872:::451719:0:0:0:0.620144	1	1
SRR11808872:::451720:0:0:0:0.619538	1	1
SRR11808872:::451724:0:0:0:0.604935	1	1
SRR11808872:::451754:0:0:0:0.609389	1	1
SRR11808872:::451755:0:0:0:0.618192	1	1
SRR11808872:::451783:0:0:0:0.614184	1	1
SRR11808872:::451791:0:0:0:0.613401	1	1
SRR11808872:::451806:0:0:0:0.636598	1	1
SRR11808872:::451809:0:0:0:0.614489	1	1
SRR11808872:::451811:0:0:0:0.604510	1	1
SRR11808872:::451821:0:0:0:0.617618	1	1
SRR11808872:::45183:0:0:0:0.601791	1	1
SRR11808872:::451831:0:0:0:0.611830	1	1
SRR11808872:::451870:0:0:0:0.614804	1	1
SRR11808872:::451902:0:0:0:0.619878	1	1
SRR11808872:::451913:0:0:0:0.602126	1	1
SRR11808872:::451917:0:0:0:0.607016	1	1
SRR11808872:::451918:0:0:0:0.623269	1	1
SRR11808872:::451921:0:0:0:0.618887	1	1
SRR11808872:::451932:0:0:0:0.611087	1	1
SRR11808872:::451970:0:0:0:0.635170	1	1
SRR11808872:::451972:0:0:0:0.603677	1	1
SRR11808872:::451976:0:0:0:0.610752	1	1
SRR11808872:::4520:0:0:0:0.600739	1	1
SRR11808872:::452033:0:0:0:0.613783	1	1
SRR11808872:::45204:0:0:0:0.624649	1	1
SRR11808872:::452041:0:0:0:0.611653	1	1
SRR11808872:::452069:0:0:0:0.619686	1	1
SRR11808872:::452072:0:0:0:0.628229	1	1
SRR11808872:::452079:0:0:0:0.609111	1	1
SRR11808872:::452083:0:0:0:0.616537	1	1
SRR11808872:::452102:0:0:0:0.629184	1	1
SRR11808872:::452108:0:0:0:0.638767	1	1
SRR11808872:::452114:0:0:0:0.634025	1	1
SRR11808872:::452120:0:0:0:0.619038	1	1
SRR11808872:::452126:0:0:0:0.615928	1	1
SRR11808872:::452148:0:0:0:0.640866	1	1
SRR11808872:::452178:0:0:0:0.612837	1	1
SRR11808872:::452188:0:0:0:0.635779	1	1
SRR11808872:::452193:0:0:0:0.620650	1	1
SRR11808872:::452195:0:0:0:0.612294	1	1
SRR11808872:::452201:0:0:0:0.615672	1	1
SRR11808872:::452206:0:0:0:0.605657	1	1
SRR11808872:::452212:0:0:0:0.603212	1	1
SRR11808872:::452215:0:0:0:0.600835	1	1
SRR11808872:::452260:0:0:0:0.602009	1	1
SRR11808872:::452304:0:0:0:0.651151	1	1
SRR11808872:::45244:0:0:0:0.623215	1	1
SRR11808872:::45259:0:0:0:0.650150	1	1
SRR11808872:::452605:0:0:0:0.633371	1	1
SRR11808872:::452638:0:0:0:0.602554	1	1
SRR11808872:::45264:0:0:0:0.648094	1	1
SRR11808872:::452649:0:0:0:0.606496	1	1
SRR11808872:::452836:0:0:0:0.624441	1	1
SRR11808872:::452864:0:0:0:0.611675	1	1
SRR11808872:::452943:0:0:0:0.608231	1	1
SRR11808872:::452950:0:0:0:0.620603	1	1
SRR11808872:::452969:0:0:0:0.622263	1	1
SRR11808872:::45297:0:0:0:0.614124	1	1
SRR11808872:::453065:0:0:0:0.618084	1	1
SRR11808872:::453067:0:0:0:0.616340	1	1
SRR11808872:::453109:0:0:0:0.601316	1	1
SRR11808872:::45313:0:0:0:0.608804	1	1
SRR11808872:::453140:0:0:0:0.600797	1	1
SRR11808872:::453187:0:0:0:0.609635	1	1
SRR11808872:::453206:0:0:0:0.611390	1	1
SRR11808872:::453212:0:0:0:0.602988	1	1
SRR11808872:::453220:0:0:0:0.609375	1	1
SRR11808872:::453284:0:0:0:0.601404	1	1
SRR11808872:::453286:0:0:0:0.607550	1	1
SRR11808872:::453456:0:0:0:0.602088	1	1
SRR11808872:::453467:0:0:0:0.605119	1	1
SRR11808872:::453483:0:0:0:0.630226	1	1
SRR11808872:::453511:0:0:0:0.610241	1	1
SRR11808872:::453518:0:0:0:0.613087	1	1
SRR11808872:::453522:0:0:0:0.616095	1	1
SRR11808872:::453540:0:0:0:0.617529	1	1
SRR11808872:::453563:0:0:0:0.615203	1	1
SRR11808872:::453572:0:0:0:0.606927	1	1
SRR11808872:::453583:0:0:0:0.637773	1	1
SRR11808872:::45361:0:0:0:0.622271	1	1
SRR11808872:::453647:0:0:0:0.609336	1	1
SRR11808872:::453663:0:0:0:0.627746	1	1
SRR11808872:::453674:0:0:0:0.603205	1	1
SRR11808872:::453688:0:0:0:0.605270	1	1
SRR11808872:::453730:0:0:0:0.615508	1	1
SRR11808872:::453733:0:0:0:0.601613	1	1
SRR11808872:::453817:0:0:0:0.610363	1	1
SRR11808872:::454087:0:0:0:0.621279	1	1
SRR11808872:::454098:0:0:0:0.603600	1	1
SRR11808872:::454119:0:0:0:0.601034	1	1
SRR11808872:::454121:0:0:0:0.624091	1	1
SRR11808872:::454122:0:0:0:0.630576	1	1
SRR11808872:::454125:0:0:0:0.603324	1	1
SRR11808872:::454141:0:0:0:0.612014	1	1
SRR11808872:::454142:0:0:0:0.628680	1	1
SRR11808872:::454156:0:0:0:0.621782	1	1
SRR11808872:::454208:0:0:0:0.610357	1	1
SRR11808872:::454214:0:0:0:0.623479	1	1
SRR11808872:::454274:0:0:0:0.643799	1	1
SRR11808872:::454294:0:0:0:0.620973	1	1
SRR11808872:::4543:0:0:0:0.629036	1	1
SRR11808872:::454302:0:0:0:0.615752	1	1
SRR11808872:::454303:0:0:0:0.617034	1	1
SRR11808872:::454320:0:0:0:0.608895	1	1
SRR11808872:::454321:0:0:0:0.606931	1	1
SRR11808872:::454339:0:0:0:0.629090	1	1
SRR11808872:::454355:0:0:0:0.610512	1	1
SRR11808872:::454363:0:0:0:0.630671	1	1
SRR11808872:::454366:0:0:0:0.609516	1	1
SRR11808872:::454382:0:0:0:0.607675	1	1
SRR11808872:::454400:0:0:0:0.601467	1	1
SRR11808872:::454405:0:0:0:0.619552	1	1
SRR11808872:::454414:0:0:0:0.620376	1	1
SRR11808872:::454422:0:0:0:0.633962	1	1
SRR11808872:::454428:0:0:0:0.617350	1	1
SRR11808872:::454432:0:0:0:0.624757	1	1
SRR11808872:::454451:0:0:0:0.611659	1	1
SRR11808872:::454458:0:0:0:0.621585	1	1
SRR11808872:::454459:0:0:0:0.611200	1	1
SRR11808872:::454479:0:0:0:0.610607	1	1
SRR11808872:::454482:0:0:0:0.612250	1	1
SRR11808872:::454487:0:0:0:0.606952	1	1
SRR11808872:::454499:0:0:0:0.623478	1	1
SRR11808872:::4545:0:0:0:0.613656	1	1
SRR11808872:::454522:0:0:0:0.607134	1	1
SRR11808872:::454530:0:0:0:0.641515	1	1
SRR11808872:::454543:0:0:0:0.625221	1	1
SRR11808872:::454550:0:0:0:0.602926	1	1
SRR11808872:::454551:0:0:0:0.619957	1	1
SRR11808872:::454558:0:0:0:0.609939	1	1
SRR11808872:::454559:0:0:0:0.616887	1	1
SRR11808872:::45456:0:0:0:0.603564	1	1
SRR11808872:::454561:0:0:0:0.625903	1	1
SRR11808872:::454566:0:0:0:0.612372	1	1
SRR11808872:::454574:0:0:0:0.600514	1	1
SRR11808872:::454582:0:0:0:0.626217	1	1
SRR11808872:::454584:0:0:0:0.657174	1	1
SRR11808872:::454604:0:0:0:0.610410	1	1
SRR11808872:::454610:0:0:0:0.619868	1	1
SRR11808872:::454615:0:0:0:0.618297	1	1
SRR11808872:::454624:0:0:0:0.604540	1	1
SRR11808872:::454642:0:0:0:0.614998	1	1
SRR11808872:::454643:0:0:0:0.615580	1	1
SRR11808872:::454654:0:0:0:0.606572	1	1
SRR11808872:::454669:0:0:0:0.635444	1	1
SRR11808872:::454676:0:0:0:0.619956	1	1
SRR11808872:::454677:0:0:0:0.614761	1	1
SRR11808872:::454680:0:0:0:0.604202	1	1
SRR11808872:::454690:0:0:0:0.628494	1	1
SRR11808872:::454691:0:0:0:0.613477	1	1
SRR11808872:::454695:0:0:0:0.613778	1	1
SRR11808872:::454724:0:0:0:0.607105	1	1
SRR11808872:::454731:0:0:0:0.610710	1	1
SRR11808872:::454753:0:0:0:0.647094	1	1
SRR11808872:::454757:0:0:0:0.603082	1	1
SRR11808872:::454777:0:0:0:0.636157	1	1
SRR11808872:::454780:0:0:0:0.605428	1	1
SRR11808872:::454782:0:0:0:0.608220	1	1
SRR11808872:::454787:0:0:0:0.611632	1	1
SRR11808872:::454797:0:0:0:0.605745	1	1
SRR11808872:::454807:0:0:0:0.614982	1	1
SRR11808872:::454814:0:0:0:0.640163	1	1
SRR11808872:::454825:0:0:0:0.614546	1	1
SRR11808872:::454830:0:0:0:0.613619	1	1
SRR11808872:::454832:0:0:0:0.624287	1	1
SRR11808872:::454834:0:0:0:0.614988	1	1
SRR11808872:::454863:0:0:0:0.600510	1	1
SRR11808872:::454865:0:0:0:0.601377	1	1
SRR11808872:::454872:0:0:0:0.621322	1	1
SRR11808872:::454884:0:0:0:0.621888	1	1
SRR11808872:::454896:0:0:0:0.605247	1	1
SRR11808872:::454900:0:0:0:0.610848	1	1
SRR11808872:::454906:0:0:0:0.627037	1	1
SRR11808872:::454926:0:0:0:0.630791	1	1
SRR11808872:::454946:0:0:0:0.604794	1	1
SRR11808872:::454949:0:0:0:0.600273	1	1
SRR11808872:::454977:0:0:0:0.606009	1	1
SRR11808872:::454991:0:0:0:0.643843	1	1
SRR11808872:::454995:0:0:0:0.619048	1	1
SRR11808872:::454996:0:0:0:0.608552	1	1
SRR11808872:::455000:0:0:0:0.616587	1	1
SRR11808872:::455008:0:0:0:0.602318	1	1
SRR11808872:::455010:0:0:0:0.634327	1	1
SRR11808872:::455018:0:0:0:0.611271	1	1
SRR11808872:::455019:0:0:0:0.624812	1	1
SRR11808872:::455022:0:0:0:0.619235	1	1
SRR11808872:::455024:0:0:0:0.602915	1	1
SRR11808872:::455041:0:0:0:0.602058	1	1
SRR11808872:::455042:0:0:0:0.600330	1	1
SRR11808872:::455049:0:0:0:0.603170	1	1
SRR11808872:::455050:0:0:0:0.608009	1	1
SRR11808872:::455052:0:0:0:0.608802	1	1
SRR11808872:::455053:0:0:0:0.610422	1	1
SRR11808872:::455057:0:0:0:0.633324	1	1
SRR11808872:::455059:0:0:0:0.601485	1	1
SRR11808872:::455071:0:0:0:0.600671	1	1
SRR11808872:::455081:0:0:0:0.627488	1	1
SRR11808872:::455086:0:0:0:0.645640	1	1
SRR11808872:::455092:0:0:0:0.610005	1	1
SRR11808872:::455114:0:0:0:0.608263	1	1
SRR11808872:::455118:0:0:0:0.601588	1	1
SRR11808872:::455131:0:0:0:0.610001	1	1
SRR11808872:::455142:0:0:0:0.622438	1	1
SRR11808872:::455149:0:0:0:0.637198	1	1
SRR11808872:::455151:0:0:0:0.647960	1	1
SRR11808872:::455170:0:0:0:0.619984	1	1
SRR11808872:::455172:0:0:0:0.609845	1	1
SRR11808872:::455185:0:0:0:0.626138	1	1
SRR11808872:::455202:0:0:0:0.610266	1	1
SRR11808872:::455204:0:0:0:0.623320	1	1
SRR11808872:::455208:0:0:0:0.602306	1	1
SRR11808872:::455211:0:0:0:0.624310	1	1
SRR11808872:::455237:0:0:0:0.603230	1	1
SRR11808872:::455253:0:0:0:0.634623	1	1
SRR11808872:::455267:0:0:0:0.634117	1	1
SRR11808872:::45529:0:0:0:0.604680	1	1
SRR11808872:::455305:0:0:0:0.625389	1	1
SRR11808872:::455562:0:0:0:0.638722	1	1
SRR11808872:::455673:0:0:0:0.616499	1	1
SRR11808872:::455680:0:0:0:0.603993	1	1
SRR11808872:::455685:0:0:0:0.603645	1	1
SRR11808872:::45575:0:0:0:0.611438	1	1
SRR11808872:::455799:0:0:0:0.618985	1	1
SRR11808872:::455804:0:0:0:0.603267	1	1
SRR11808872:::455805:0:0:0:0.602918	1	1
SRR11808872:::455835:0:0:0:0.614060	1	1
SRR11808872:::455836:0:0:0:0.619257	1	1
SRR11808872:::455860:0:0:0:0.605245	1	1
