LWR	fract	aLWR	afract	taxopath
0	0	192.5	0.07567	Archaea
0	0	186.7	0.07342	Archaea;Euryarchaeota
0	0	184.7	0.07262	Archaea;Euryarchaeota;environmental_samples
158.1	0.06215	184.7	0.07262	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III
21.94	0.008626	21.94	0.008626	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_AD1000_61_A07
0.9999	0.0003931	0.9999	0.0003931	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_KM3_178_D06
0.3634	0.0001429	0.3634	0.0001429	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_AD1000_104_H03
1.107	0.0004351	1.107	0.0004351	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_AD1000_11_G05
0.9999	0.0003931	0.9999	0.0003931	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_KM3_74_C08
0.9894	0.000389	0.9894	0.000389	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_KM3_37_D11
0.2505	9.848e-05	0.2505	9.848e-05	Archaea;Euryarchaeota;environmental_samples;uncultured_marine_group_II/III;euryarchaeote_KM3_164_G07
1.036	0.0004073	1.036	0.0004073	Archaea;Euryarchaeota;Stenosarchaea_group_Halobacteria
1	0.0003932	1	0.0003932	Archaea;Euryarchaeota;Diaforarchaea_group_Thermoplasmata_Thermoplasmatales
0	0	5.712	0.002246	Archaea;TACK_group
0	0	3.712	0.00146	Archaea;TACK_group;Crenarchaeota
3.712	0.00146	3.712	0.00146	Archaea;TACK_group;Crenarchaeota;Thermoprotei
0.0004264	1.677e-07	2	0.0007864	Archaea;TACK_group;Thaumarchaeota
0	0	0.9997	0.000393	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria
0	0	0.9997	0.000393	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales
0	0	0.9997	0.000393	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae
0	0	0.9997	0.000393	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera
0	0	0.9997	0.000393	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Nitrososphaera_viennensis
0.9997	0.000393	0.9997	0.000393	Archaea;TACK_group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Nitrososphaera_viennensis;Nitrososphaera_viennensis_EN76
0.9999	0.0003931	0.9999	0.0003931	Archaea;TACK_group;Thaumarchaeota;Nitrosopumilales
484.6	0.1905	2116	0.832	Eukaryota
0.0007247	2.849e-07	20.71	0.008143	Eukaryota;Ciliophora
2.129	0.000837	8.45	0.003322	Eukaryota;Ciliophora;Spirotrichea
0.3225	0.0001268	0.3225	0.0001268	Eukaryota;Ciliophora;Spirotrichea;Sporadotrichida
0.9999	0.0003931	0.9999	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Tintinnida
0.9999	0.0003931	0.9999	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Urostylida
0.9998	0.0003931	0.9998	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Euplotida
0	0	0.9998	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Kiitrichida
0	0	0.9998	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Kiitrichida;Kiitrichidae
0	0	0.9998	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Kiitrichida;Kiitrichidae;Caryotricha
0.9998	0.0003931	0.9998	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Kiitrichida;Kiitrichidae;Caryotricha;Caryotricha_marina
0	0	0.9998	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Pseudoamphisiellida
0	0	0.9998	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Pseudoamphisiellida;Pseudoamphisiella
0	0	0.9998	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Pseudoamphisiellida;Pseudoamphisiella;Pseudoamphisiella
0.9998	0.0003931	0.9998	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Pseudoamphisiellida;Pseudoamphisiella;Pseudoamphisiella;Pseudoamphisiella_alveolata
0.9998	0.0003931	0.9998	0.0003931	Eukaryota;Ciliophora;Spirotrichea;Stichotrichida
0.174	6.84e-05	7.259	0.002854	Eukaryota;Ciliophora;Oligohymenophorea
0.9999	0.0003931	0.9999	0.0003931	Eukaryota;Ciliophora;Oligohymenophorea;Sessilida
1.087	0.0004275	1.087	0.0004275	Eukaryota;Ciliophora;Oligohymenophorea;Peniculida
0.9997	0.0003931	0.9997	0.0003931	Eukaryota;Ciliophora;Oligohymenophorea;Hymenostomatida
0.9997	0.000393	0.9997	0.000393	Eukaryota;Ciliophora;Oligohymenophorea;Philasterida
0	0	1	0.0003932	Eukaryota;Ciliophora;Oligohymenophorea;Apostomatida
1	0.0003932	1	0.0003932	Eukaryota;Ciliophora;Oligohymenophorea;Apostomatida;Colliniidae
0	0	0.9998	0.0003931	Eukaryota;Ciliophora;Oligohymenophorea;Thigmotrichida
