amplicon	ERR0000001	total
ERR1:290260.674266	10	10
ERR1:131080.651224	9	9
ERR1:445480.673793	9	9
ERR1:161790.641643	8	8
ERR1:236490.612965	8	8
ERR1:325730.671735	7	7
ERR1:430610.677514	7	7
ERR1:898880.705747	7	7
ERR1:143460.716080	6	6
ERR1:190970.660730	6	6
ERR1:197380.640002	6	6
ERR1:203740.665596	6	6
ERR1:339960.650701	6	6
ERR1:354390.719415	6	6
ERR1:359500.661733	6	6
ERR1:362170.652783	6	6
ERR1:387700.725429	6	6
ERR1:445610.683451	6	6
ERR1:477670.697487	6	6
ERR1:549810.675301	6	6
ERR1:695780.648074	6	6
ERR1:959350.633359	6	6
ERR1:1000330.698883	5	5
ERR1:113320.657655	5	5
ERR1:116340.686054	5	5
ERR1:120280.696937	5	5
ERR1:1254090.682397	5	5
ERR1:129640.641795	5	5
ERR1:137830.679319	5	5
ERR1:144160.648097	5	5
ERR1:161040.675698	5	5
ERR1:172140.653307	5	5
ERR1:192280.669606	5	5
ERR1:197300.659394	5	5
ERR1:212520.710864	5	5
ERR1:212620.717722	5	5
ERR1:222100.737161	5	5
ERR1:272540.642044	5	5
ERR1:274230.675836	5	5
ERR1:285880.720702	5	5
ERR1:315900.651918	5	5
ERR1:333250.651125	5	5
ERR1:37610.633697	5	5
ERR1:383990.712716	5	5
ERR1:420760.672202	5	5
ERR1:425800.695424	5	5
ERR1:437430.631224	5	5
ERR1:440030.654069	5	5
ERR1:459250.717255	5	5
ERR1:469450.662855	5	5
ERR1:50190.611948	5	5
ERR1:533540.700882	5	5
ERR1:538130.676106	5	5
ERR1:586550.691776	5	5
ERR1:647180.677482	5	5
ERR1:649980.631791	5	5
ERR1:76350.696153	5	5
ERR1:77990.727661	5	5
ERR1:81200.678561	5	5
ERR1:1018900.703370	4	4
ERR1:1020350.691166	4	4
ERR1:107590.676098	4	4
ERR1:10860.620264	4	4
ERR1:1089570.638951	4	4
ERR1:1097980.639127	4	4
ERR1:1128810.700197	4	4
ERR1:1142770.660328	4	4
ERR1:1153270.645370	4	4
ERR1:1170630.616013	4	4
ERR1:1179170.622054	4	4
ERR1:1199390.669219	4	4
ERR1:125740.645099	4	4
ERR1:128450.695816	4	4
ERR1:1379150.719986	4	4
ERR1:140860.671012	4	4
ERR1:143230.726188	4	4
ERR1:1518560.691726	4	4
ERR1:173030.704111	4	4
ERR1:17660.652634	4	4
ERR1:178670.700217	4	4
ERR1:186870.632721	4	4
ERR1:209810.671080	4	4
ERR1:216960.690199	4	4
ERR1:219370.676603	4	4
ERR1:224680.653355	4	4
ERR1:228830.715210	4	4
