OTU	ERR1308201	classification
ERR1308201:1261920.627919	46	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Binodoxys;Binodoxys acalephae
ERR1308201:1006150.638240	45	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Tanytarsus;Tanytarsus usmaensis
ERR1308201:105660.618163	45	Eukaryota;Entoprocta;Loxosomatidae;Loxocorone;Loxocorone allax
ERR1308201:103660.611864	44	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Tanytarsus;Tanytarsus mendax
ERR1308201:108300.625533	42	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Kiefferulus;Kiefferulus brevibucca
ERR1308201:104910.604182	41	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus curabilis
ERR1308201:114650.619625	40	Eukaryota;Mollusca;Gastropoda;Physidae;Physella;Physella acuta
ERR1308201:1576230.609230	39	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Radix;Radix swinhoei
ERR1308201:1000000.600963	38	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria tumicolella
ERR1308201:1607070.625965	38	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
ERR1308201:1000750.605346	36	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nepticulidae;Stigmella;Stigmella roborella
ERR1308201:1006940.609304	36	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Metriocnemus;Metriocnemus albolineatus
ERR1308201:1096300.600300	36	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava
ERR1308201:1212720.602198	36	Eukaryota;Mollusca;Gastropoda;Ancylidae;Ancylus;Ancylus fluviatilis
ERR1308201:1044650.621618	35	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava
ERR1308201:101060.605626	34	Eukaryota;Arthropoda;Insecta;Diptera;Sciomyzidae;Pherbellia;Pherbellia argyra
ERR1308201:1026500.669947	34	Eukaryota;Nematoda;Chromadorea;Rhabditida;Dictyocaulidae;Dictyocaulus;Dictyocaulus eckerti
ERR1308201:1129190.600170	34	Eukaryota;Arthropoda;Insecta;Diptera;Cecidomyiidae;Contarinia;Contarinia fagi
ERR1308201:1048350.686612	32	Eukaryota;Nematoda;Chromadorea;Tylenchida;Meloidogynidae;Meloidogyne;Meloidogyne chitwoodi
ERR1308201:1032290.613752	31	Eukaryota;Arthropoda;Insecta;Lepidoptera;Papilionidae;Euryades;Euryades duponchelii
ERR1308201:1222860.624993	31	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Psectrocladius;Psectrocladius octomaculatus
ERR1308201:123270.607632	31	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Paraphaenocladius;Paraphaenocladius impensus
ERR1308201:1010500.609643	30	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila pseudobaimaii
ERR1308201:1040990.600214	30	Eukaryota;Arthropoda;Insecta;Diptera;Tephritidae;Philophylla;Philophylla caesio
ERR1308201:1368550.613280	30	Eukaryota;Entoprocta;Loxosomatidae;Loxocorone;Loxocorone allax
ERR1308201:1023280.604938	29	Eukaryota;Arthropoda;Insecta;Diptera;Tachinidae;Cyrtophleba;Cyrtophleba nitida
ERR1308201:1095080.622768	29	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria contortella
ERR1308201:1162730.604625	29	Eukaryota;Arthropoda;Insecta;Diptera;Psychodidae;Psychoda;Psychoda alternata
ERR1308201:123030.605218	29	Eukaryota;Arthropoda;Insecta;Diptera;Muscidae;Lispe;Lispe orientalis
ERR1308201:1049060.615323	28	Eukaryota;Arthropoda;Insecta;Trichoptera;Limnephilidae;Limnephilus;Limnephilus indivisus
ERR1308201:1022450.604496	27	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Radix;Radix swinhoei
ERR1308201:1096760.618600	27	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava
ERR1308201:1206390.608794	26	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Acartiidae;Acartia;Acartia levequei
ERR1308201:1253750.606427	26	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza orobanchia
ERR1308201:110180.600502	25	Eukaryota;Arthropoda;Insecta;Phasmatodea;Diapheromeridae;Neohirasea;Neohirasea japonica
ERR1308201:106190.640462	24	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Procladius;Procladius signatus
ERR1308201:1084350.605022	24	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila nigella
ERR1308201:1013550.605595	22	Eukaryota;Entoprocta;Loxosomatidae;Loxosomella;Loxosomella aloxiata
ERR1308201:1840700.600133	21	Eukaryota;Porifera;Demospongiae;Hadromerida;Tethyidae;Tethya;Tethya californiana
ERR1308201:109310.611712	20	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Nineta;Nineta flava
ERR1308201:1102560.602351	20	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Xenochironomus;Xenochironomus xenolabis
ERR1308201:1250150.600932	20	Eukaryota;Arthropoda;Malacostraca;Decapoda;Cambaridae;Orconectes;Orconectes shoupi
ERR1308201:1013730.609242	19	Eukaryota;Entoprocta;Loxosomatidae;Loxocorone;Loxocorone allax
ERR1308201:105980.623375	19	Eukaryota;Arthropoda;Insecta;Diptera;Sciaridae;Corynoptera;Corynoptera boletiphaga
ERR1308201:107520.634546	19	Eukaryota;Arthropoda;Insecta;Diptera;Ptychopteridae;Bittacomorphella;Bittacomorphella fenderiana
ERR1308201:1099430.618925	19	Eukaryota;Arthropoda;Insecta;Diptera;Psychodidae;Psychoda;Psychoda grisescens
ERR1308201:1593180.722943	19	Eukaryota;Mollusca;Bivalvia;Lucinoida;Lucinidae;Loripes;Loripes lacteus
ERR1308201:1776450.608240	19	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium verecundum
ERR1308201:102340.609374	18	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Paratanytarsus;Paratanytarsus tenuis
ERR1308201:1081520.617223	18	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Phortica;Phortica pinguiseta
ERR1308201:108550.602626	18	Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Problepsis;Problepsis ocellata
ERR1308201:1657230.614552	18	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila multidentata
ERR1308201:1618100.623884	17	Eukaryota;Arthropoda;Insecta;Coleoptera;Elateridae;Yukoana;Yukoana shirozuana
ERR1308201:1016860.626632	16	Eukaryota;Onychophora;Peripatopsidae;Ooperipatellus;Ooperipatellus decoratus
ERR1308201:11130.601418	16	Eukaryota;Nematoda;Chromadorea;Rhabditida;Dictyocaulidae;Dictyocaulus;Dictyocaulus eckerti
ERR1308201:133080.607765	16	Eukaryota;Arthropoda;Insecta;Lepidoptera;Tortricidae;Lozotaenia;Lozotaenia hesperia
ERR1308201:1159710.616130	15	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium podostemi
ERR1308201:1392710.608303	15	Eukaryota;Arthropoda;Insecta;Diptera;Calliphoridae;Chrysomya;Chrysomya chani
ERR1308201:1414330.602869	15	Eukaryota;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Parategeticula;Parategeticula elephantipella
ERR1308201:1618290.633424	15	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax monticola
ERR1308201:103490.606153	14	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus pseudothummi
ERR1308201:1039100.608310	14	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Glyptotendipes;Glyptotendipes glaucus
ERR1308201:1051850.604497	14	Eukaryota;Arthropoda;Malacostraca;Cumacea;Diastylidae;Diastylis;Diastylis sculpta
ERR1308201:1084080.605327	14	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Apis;Apis mellifera
ERR1308201:1562560.612062	14	Eukaryota;Arthropoda;Malacostraca;Decapoda;Cambaridae;Orconectes;Orconectes durelli
ERR1308201:203400.612789	14	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Ablabesmyia;Ablabesmyia aspera
ERR1308201:1043910.600356	13	Eukaryota;Annelida;Hirudinida;Arhynchobdellida;Haemadipsidae;Haemadipsa;Haemadipsa cavatuses
ERR1308201:1045500.600535	13	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Tanytarsus;Tanytarsus brundini
ERR1308201:1076540.609531	13	Eukaryota;Arthropoda;Insecta;Phasmatodea;Diapheromeridae;Neohirasea;Neohirasea japonica
ERR1308201:1250060.623459	13	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila karakasa
ERR1308201:1769550.610269	13	Eukaryota;Arthropoda;Insecta;Diptera;Ceratopogonidae;Forcipomyia;Forcipomyia nigra
ERR1308201:100830.606492	12	Eukaryota;Arthropoda;Malacostraca;Decapoda;Cambaridae;Orconectes;Orconectes rafinesquei
ERR1308201:1034440.625214	12	Eukaryota;Arthropoda;Insecta;Plecoptera;Perlodidae;Isoperla;Isoperla signata
ERR1308201:128950.620039	12	Eukaryota;Arthropoda;Pycnogonida;Pantopoda;Ammotheidae;Achelia;Achelia bituberculata
ERR1308201:1418920.614824	12	Eukaryota;Arthropoda;Insecta;Diptera;Psychodidae;Psychoda;Psychoda lobata
ERR1308201:1608750.726450	12	Eukaryota;Arthropoda;Malacostraca;Decapoda;Callianassidae;Paraglypturus;Paraglypturus tonganus (nomen nudum)
ERR1308201:1616800.622631	12	Eukaryota;Arthropoda;Malacostraca;Decapoda;Cambaridae;Orconectes;Orconectes stannardi
ERR1308201:1022440.633710	11	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava
ERR1308201:142410.621623	11	Eukaryota;Mollusca;Gastropoda;Nudibranchia;Polyceridae;Roboastra;Roboastra europaea
ERR1308201:1596930.665969	11	Eukaryota;Entoprocta;Loxosomatidae;Loxocorone;Loxocorone allax
ERR1308201:1886330.610571	11	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Parachironomus;Parachironomus arcuatus
ERR1308201:2042420.622652	11	Eukaryota;Arthropoda;Insecta;Phasmatodea;Diapheromeridae;Neohirasea;Neohirasea japonica
ERR1308201:1018930.611890	10	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila karakasa
ERR1308201:1152480.674691	10	Eukaryota;Arthropoda;Malacostraca;Decapoda;Callianassidae;Paraglypturus;Paraglypturus tonganus (nomen nudum)
ERR1308201:1488510.602894	10	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Corennys;Corennys taiwana
ERR1308201:1738390.606556	10	Eukaryota;Chordata;Mammalia;Dasyuromorphia;Dasyuridae;Planigale;Planigale gilesi
ERR1308201:1895210.616777	10	Eukaryota;Arthropoda;Insecta;Diptera;Sciomyzidae;Pherbellia;Pherbellia silana
ERR1308201:1966180.623911	10	Eukaryota;Arthropoda;Insecta;Diptera;Psychodidae;Psychoda;Psychoda alticola
ERR1308201:2251450.643577	10	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Tanytarsus;Tanytarsus usmaensis
ERR1308201:1107780.613659	9	Eukaryota;Mollusca;Gastropoda;Bradybaenidae;Mastigeulota;Mastigeulota kiangsinensis
ERR1308201:1178940.602097	9	Eukaryota;Nematoda;Chromadorea;Rhabditida;Filaroididae;Parafilaroides;Parafilaroides normani
ERR1308201:1311580.604049	9	Eukaryota;Porifera;Demospongiae;Hadromerida;Tethyidae;Tethya;Tethya actinia
ERR1308201:1841520.605336	9	Eukaryota;Arthropoda;Insecta;Lepidoptera;Papilionidae;Euryades;Euryades duponchelii
ERR1308201:197530.617459	9	Eukaryota;Entoprocta;Loxosomatidae;Loxocorone;Loxocorone allax
ERR1308201:2025430.604202	9	Eukaryota;Arthropoda;Insecta;Hemiptera;Corixidae;Sigara;Sigara venusta
ERR1308201:100010.648367	8	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila bifilum
ERR1308201:1003030.608824	8	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus riparius
ERR1308201:106510.600113	8	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Pentapedilum sordens
ERR1308201:1089360.602583	8	Eukaryota;Arthropoda;Insecta;Diptera;Hybotidae;Chersodromia;Chersodromia amaura
ERR1308201:1328810.605700	8	Eukaryota;Arthropoda;Insecta;Diptera;Muscidae;Lispe;Lispe orientalis
ERR1308201:1383540.607071	8	Eukaryota;Echinodermata;Ophiuroidea;Euryalida;Gorgonocephalidae;Astrothrombus;Astrothrombus vecors
ERR1308201:1697420.600495	8	Eukaryota;Entoprocta;Loxosomatidae;Loxosomella;Loxosomella aloxiata
ERR1308201:1907460.606021	8	Eukaryota;Mollusca;Gastropoda;Vertiginidae;Vertigo;Vertigo pusilla
ERR1308201:2035150.633335	8	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Diamesa;Diamesa hyperborea
ERR1308201:102530.613251	7	Eukaryota;Nematoda;Chromadorea;Rhabditida;Dictyocaulidae;Dictyocaulus;Dictyocaulus eckerti
ERR1308201:1088310.707934	7	Eukaryota;Entoprocta;Loxosomatidae;Loxosomella;Loxosomella aloxiata
ERR1308201:1317400.607907	7	Eukaryota;Arthropoda;Insecta;Raphidioptera;Inocelliidae;Negha;Negha inflata
ERR1308201:1400510.657459	7	Eukaryota;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Polycarpa;Polycarpa mytiligera
ERR1308201:1443310.608430	7	Eukaryota;Arthropoda;Insecta;Diptera;Muscidae;Lispe;Lispe orientalis
ERR1308201:1452400.606241	7	Eukaryota;Nematoda;Chromadorea;Rhabditida;Protostrongylidae;Protostrongylus;Protostrongylus rufescens
ERR1308201:157720.603031	7	Eukaryota;Arthropoda;Insecta;Diptera;Muscidae;Lispe;Lispe orientalis
ERR1308201:1625830.715914	7	Eukaryota;Nematoda;Chromadorea;Rhabditida;Trichostrongylidae;Trichostrongylus;Trichostrongylus vitrinus
ERR1308201:1706960.601911	7	Eukaryota;Arthropoda;Insecta;Coleoptera;Elateridae;Teslasena;Teslasena femoralis
ERR1308201:1830530.603197	7	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax monticola
ERR1308201:1833110.630746	7	Eukaryota;Entoprocta;Loxosomatidae;Loxosomella;Loxosomella aloxiata
ERR1308201:2047740.607882	7	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Gorgoniidae;Antillogorgia;Antillogorgia bipinnata
ERR1308201:2048020.600708	7	Eukaryota;Nematoda;Chromadorea;Spirurida;Onchocercidae;Onchocerca;Onchocerca flexuosa
ERR1308201:2498730.625074	7	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Phoxinus;Phoxinus phoxinus
ERR1308201:1015360.628085	6	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Radix;Radix balthica
ERR1308201:1112820.614642	6	Eukaryota;Mollusca;Gastropoda;Euconulidae;Coneuplecta;Coneuplecta calculosa
ERR1308201:1146150.657152	6	Eukaryota;Mollusca;Gastropoda;Vertiginidae;Vertigo;Vertigo pusilla
ERR1308201:1147580.607771	6	Eukaryota;Arthropoda;Insecta;Diptera;Muscidae;Lispe;Lispe orientalis
ERR1308201:196000.608873	6	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava
ERR1308201:2070030.708297	6	Eukaryota;Porifera;Demospongiae;Hadromerida;Tethyidae;Tethya;Tethya actinia
ERR1308201:2406330.605756	6	Eukaryota;Arthropoda;Insecta;Diptera;Muscidae;Phaonia;Phaonia tuguriorum
ERR1308201:2504460.633033	6	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Moinidae;Moina;Moina mongolica
ERR1308201:106590.618758	5	Eukaryota;Cnidaria;Anthozoa;Actiniaria;Hormathiidae;Hormathia;Hormathia digitata
ERR1308201:1153270.612494	5	Eukaryota;Porifera;Demospongiae;Astrophorida;Geodiidae;Geodia;Geodia papyracea
ERR1308201:1157580.606299	5	Eukaryota;Nemertea;Enopla;Monostilifera;Prosorhochmidae;Prosadenoporus;Prosadenoporus spectaculum
ERR1308201:116590.607243	5	Eukaryota;Arthropoda;Insecta;Diptera;Sciomyzidae;Trypetolimnia;Trypetolimnia rossica
ERR1308201:1241830.605966	5	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava
ERR1308201:1407770.618595	5	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Gorgoniidae;Antillogorgia;Antillogorgia bipinnata
ERR1308201:1574220.619876	5	Eukaryota;Arthropoda;Arachnida;Araneae;Thomisidae;Tmarus;Tmarus rimosus
ERR1308201:1602900.615443	5	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava
ERR1308201:1786780.608056	5	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava
ERR1308201:1792840.620677	5	Eukaryota;Annelida;Haplotaxida;Naididae;Chaetogaster;Chaetogaster diastrophus
ERR1308201:1907270.610215	5	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
ERR1308201:2599140.635111	5	Eukaryota;Annelida;Haplotaxida;Naididae;Dero;Dero obtusa
ERR1308201:1082100.609730	4	Eukaryota;Cnidaria;Anthozoa;Actiniaria;Aliciidae;Alicia;Alicia sansibarensis
ERR1308201:1219800.604343	4	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
ERR1308201:130260.630033	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Sasakia;Sasakia funebris
ERR1308201:1463920.662519	4	Eukaryota;Mollusca;Gastropoda;Volutidae;Alcithoe;Alcithoe flemingi
ERR1308201:1596640.608103	4	Eukaryota;Arthropoda;Insecta;Diptera;Lonchopteridae;Lonchoptera;Lonchoptera uniseta
ERR1308201:1689520.606172	4	Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Anopheles;Anopheles nimbus
ERR1308201:1744290.603948	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila pilosa
ERR1308201:1765350.602390	4	Eukaryota;Echinodermata;Crinoidea;Comatulida;Antedonidae;Antedon;Antedon bifida
ERR1308201:1833120.604738	4	Eukaryota;Arthropoda;Insecta;Coleoptera;Hydroscaphidae;Hydroscapha;Hydroscapha granulum
ERR1308201:1997820.604292	4	Eukaryota;Nematoda;Chromadorea;Rhabditida;Dictyocaulidae;Dictyocaulus;Dictyocaulus eckerti
ERR1308201:2041410.627509	4	Eukaryota;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Vasdavidius;Vasdavidius concursus
ERR1308201:2045810.626467	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Papilionidae;Papilio;Papilio erostratus
ERR1308201:2052280.621970	4	Eukaryota;Arthropoda;Insecta;Diptera;Psychodidae;Micropygomyia;Micropygomyia venezuelensis
ERR1308201:2268670.615548	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Crambidae;Eudonia;Eudonia angustea
ERR1308201:2503650.632693	4	Eukaryota;Arthropoda;Insecta;Trichoptera;Leptoceridae;Ceraclea;Ceraclea dissimilis
ERR1308201:2515420.639285	4	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Sarcophaga;Sarcophaga chaetoneura
ERR1308201:2541420.615565	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila pilosa
ERR1308201:1002530.609990	3	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Podospongiidae;Diacarnus;Diacarnus spinipoculum
ERR1308201:1026710.633673	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Zygaenidae;Phauda;Phauda bicolor
ERR1308201:1089520.699634	3	Eukaryota;Arthropoda;Malacostraca;Decapoda;Callianassidae;Paraglypturus;Paraglypturus tonganus (nomen nudum)
ERR1308201:1121590.668794	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Tanytarsus;Tanytarsus heliomesonyctios
ERR1308201:1204970.607034	3	Eukaryota;Entoprocta;Loxosomatidae;Loxocorone;Loxocorone allax
ERR1308201:1237350.614540	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Hadoa;Hadoa inaudita
ERR1308201:125270.719779	3	Eukaryota;Entoprocta;Loxosomatidae;Loxocorone;Loxocorone allax
ERR1308201:1396910.694705	3	Eukaryota;Arthropoda;Malacostraca;Decapoda;Callianassidae;Paraglypturus;Paraglypturus tonganus (nomen nudum)
ERR1308201:1436960.619270	3	Eukaryota;Arthropoda;Malacostraca;Decapoda;Callianassidae;Paraglypturus;Paraglypturus tonganus (nomen nudum)
ERR1308201:1592370.719148	3	Eukaryota;Arthropoda;Malacostraca;Decapoda;Callianassidae;Trypaea;Trypaea australiensis
ERR1308201:1622730.645816	3	Eukaryota;Cnidaria;Anthozoa;Helioporacea;Helioporidae;Heliopora;Heliopora coerulea
ERR1308201:1680630.707034	3	Eukaryota;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Polycarpa;Polycarpa mytiligera
ERR1308201:1763400.601096	3	Eukaryota;Chordata;Mammalia;Peramelemorphia;Peramelidae;Isoodon;Isoodon macrourus
ERR1308201:1855650.600080	3	Eukaryota;Mollusca;Gastropoda;Vertiginidae;Vertigo;Vertigo pusilla
