OTU	amplicon	ERR1308201	total
38	ERR1308201:1003020.618344	2	2
41	ERR1308201:1005560.616071	2	2
48	ERR1308201:1012220.693132	1	1
57	ERR1308201:101750.606982	1	1
66	ERR1308201:1027050.726014	1	1
69	ERR1308201:1029380.629549	1	1
75	ERR1308201:1036250.660273	1	1
82	ERR1308201:1044880.608309	1	1
92	ERR1308201:1062910.604124	1	1
97	ERR1308201:1076100.600847	1	1
109	ERR1308201:109330.694481	1	1
110	ERR1308201:109340.634353	2	2
114	ERR1308201:1096940.713652	1	1
118	ERR1308201:1102570.704745	1	1
119	ERR1308201:1103720.730612	1	1
130	ERR1308201:1148040.747259	2	2
131	ERR1308201:1148740.618192	1	1
137	ERR1308201:1165520.645683	1	1
139	ERR1308201:1168550.601665	1	1
140	ERR1308201:1170000.732838	1	1
142	ERR1308201:119700.632175	1	1
145	ERR1308201:1212600.708177	1	1
148	ERR1308201:1221230.706233	1	1
154	ERR1308201:1246590.612007	2	2
160	ERR1308201:1277220.663931	1	1
162	ERR1308201:1290990.723413	1	1
163	ERR1308201:1298230.617005	1	1
165	ERR1308201:1308370.627463	1	1
167	ERR1308201:1315010.749588	1	1
170	ERR1308201:1336590.645625	1	1
171	ERR1308201:1342090.679547	1	1
172	ERR1308201:1357210.686919	1	1
174	ERR1308201:1378810.612356	1	1
176	ERR1308201:1386880.728648	1	1
185	ERR1308201:1443280.649743	1	1
187	ERR1308201:1449710.616256	1	1
191	ERR1308201:1521100.721830	1	1
192	ERR1308201:1534520.694733	1	1
193	ERR1308201:1539550.695070	1	1
194	ERR1308201:1545280.700015	1	1
195	ERR1308201:1551690.611342	2	2
197	ERR1308201:156330.670810	2	2
198	ERR1308201:1570590.682127	1	1
199	ERR1308201:1571310.660086	1	1
201	ERR1308201:1575000.624726	1	1
202	ERR1308201:1575250.642052	1	1
204	ERR1308201:1583370.693311	1	1
205	ERR1308201:1586010.728417	1	1
206	ERR1308201:1588890.686412	1	1
207	ERR1308201:1589680.606624	1	1
208	ERR1308201:1590450.621198	1	1
209	ERR1308201:1591460.747108	2	2
212	ERR1308201:1593620.692509	1	1
213	ERR1308201:1594630.710010	1	1
214	ERR1308201:1594740.698197	1	1
217	ERR1308201:1598340.673530	1	1
218	ERR1308201:1599770.679486	1	1
219	ERR1308201:1599980.707972	1	1
220	ERR1308201:1600120.678591	1	1
221	ERR1308201:1602200.610660	1	1
223	ERR1308201:1606560.601172	1	1
225	ERR1308201:1607530.641786	1	1
226	ERR1308201:1608610.651708	2	2
228	ERR1308201:1609270.677231	1	1
229	ERR1308201:1609990.654193	1	1
230	ERR1308201:1610070.674466	1	1
231	ERR1308201:1613550.659808	2	2
232	ERR1308201:1615040.655223	1	1
233	ERR1308201:1615210.618231	1	1
235	ERR1308201:1617950.603681	1	1
238	ERR1308201:1618430.606812	1	1
239	ERR1308201:1618560.717005	1	1
240	ERR1308201:1620440.605479	1	1
241	ERR1308201:1620660.689964	1	1
242	ERR1308201:1620690.609008	1	1
243	ERR1308201:1621000.619872	1	1
244	ERR1308201:1622390.711736	1	1
246	ERR1308201:1622940.719151	1	1
247	ERR1308201:1623700.659296	1	1
248	ERR1308201:1624020.690512	1	1
249	ERR1308201:1625650.691825	1	1
251	ERR1308201:1628150.693121	1	1
252	ERR1308201:1629160.683257	1	1
253	ERR1308201:1630120.693803	1	1
254	ERR1308201:1630160.613619	1	1
255	ERR1308201:1630310.624725	1	1
256	ERR1308201:1630410.615333	1	1
257	ERR1308201:1630470.607392	1	1
258	ERR1308201:1631120.652835	1	1
259	ERR1308201:1632870.608183	1	1
260	ERR1308201:1635590.714554	1	1
261	ERR1308201:1635700.632822	1	1
262	ERR1308201:1637580.740735	2	2
263	ERR1308201:1639870.610946	2	2
264	ERR1308201:1642440.603069	1	1
265	ERR1308201:1643510.741957	2	2
266	ERR1308201:1645070.684901	1	1
267	ERR1308201:1646100.616476	1	1
268	ERR1308201:164710.621057	1	1
269	ERR1308201:1647470.666711	1	1
270	ERR1308201:1651850.665937	1	1
272	ERR1308201:1659540.695970	1	1
273	ERR1308201:1659850.649097	1	1
274	ERR1308201:1662000.615990	1	1
275	ERR1308201:1662950.696855	1	1
276	ERR1308201:1664760.717196	2	2
277	ERR1308201:1665250.651592	1	1
278	ERR1308201:1666060.710298	2	2
279	ERR1308201:1667340.623223	1	1
280	ERR1308201:1667370.716394	1	1
281	ERR1308201:1669370.742995	1	1
282	ERR1308201:1673170.727031	1	1
283	ERR1308201:1673420.677238	1	1
284	ERR1308201:1673700.704324	1	1
285	ERR1308201:1675350.724139	1	1
286	ERR1308201:1680180.723860	1	1
287	ERR1308201:168050.645107	1	1
289	ERR1308201:1687070.725910	1	1
290	ERR1308201:1688570.624060	1	1
291	ERR1308201:1688840.733323	1	1
293	ERR1308201:1692040.612305	1	1
294	ERR1308201:1692110.713734	1	1
295	ERR1308201:1693070.629192	1	1
296	ERR1308201:1693960.702738	1	1
297	ERR1308201:1695290.632134	1	1
298	ERR1308201:1696340.606421	1	1
300	ERR1308201:1697660.714505	1	1
301	ERR1308201:1698430.649511	1	1
302	ERR1308201:1700210.734828	1	1
303	ERR1308201:1700230.696699	1	1
304	ERR1308201:1700700.735578	1	1
305	ERR1308201:1703940.680202	1	1
307	ERR1308201:1708410.723487	1	1
308	ERR1308201:1709670.714646	1	1
309	ERR1308201:1711870.637472	1	1
310	ERR1308201:1713550.617827	1	1
311	ERR1308201:1715250.716198	1	1
312	ERR1308201:1717940.603774	1	1
313	ERR1308201:1719110.656261	1	1
314	ERR1308201:1719400.625849	1	1
315	ERR1308201:1720690.654599	1	1
316	ERR1308201:1729520.650811	1	1
318	ERR1308201:1741220.612863	2	2
320	ERR1308201:1748700.725156	1	1
321	ERR1308201:1757200.609670	1	1
322	ERR1308201:1762790.622269	1	1
325	ERR1308201:1765850.676305	1	1
327	ERR1308201:1770680.624430	1	1
328	ERR1308201:1774030.612357	1	1
330	ERR1308201:1778220.603815	1	1
332	ERR1308201:178850.650342	1	1
334	ERR1308201:1800720.651191	1	1
335	ERR1308201:1815500.685981	1	1
336	ERR1308201:181860.637381	1	1
337	ERR1308201:1822020.614303	1	1
343	ERR1308201:1845430.614538	1	1
344	ERR1308201:1849310.685114	1	1
346	ERR1308201:1857000.600904	1	1
347	ERR1308201:1859680.702280	1	1
351	ERR1308201:189740.696744	1	1
354	ERR1308201:191140.603565	2	2
356	ERR1308201:191380.722404	2	2
357	ERR1308201:1914090.608622	2	2
358	ERR1308201:1918030.631911	1	1
361	ERR1308201:1925720.667169	1	1
362	ERR1308201:1948930.753144	2	2
363	ERR1308201:1950000.698539	1	1
364	ERR1308201:1955610.660383	1	1
367	ERR1308201:1964410.702242	1	1
368	ERR1308201:1968520.721745	2	2
369	ERR1308201:197010.701792	1	1
370	ERR1308201:1975050.627440	2	2
372	ERR1308201:1978070.698697	1	1
375	ERR1308201:2000240.651704	1	1
376	ERR1308201:2020570.644420	2	2
380	ERR1308201:2038660.642729	2	2
382	ERR1308201:204200.672745	1	1
384	ERR1308201:204320.716611	1	1
387	ERR1308201:2047950.620390	1	1
390	ERR1308201:2058430.627800	1	1
392	ERR1308201:2118340.703977	1	1
393	ERR1308201:2120080.717625	1	1
394	ERR1308201:2134650.612168	1	1
395	ERR1308201:213640.712485	1	1
396	ERR1308201:2149780.701631	1	1
397	ERR1308201:2159020.674746	1	1
398	ERR1308201:2166190.703066	1	1
399	ERR1308201:2192370.696342	1	1
400	ERR1308201:2208970.613789	2	2
401	ERR1308201:2216270.612781	1	1
402	ERR1308201:2237190.609355	1	1
403	ERR1308201:2237300.622559	1	1
404	ERR1308201:2239490.673697	1	1
406	ERR1308201:2265470.642084	1	1
409	ERR1308201:2272030.610254	1	1
410	ERR1308201:2272450.609054	1	1
412	ERR1308201:2278760.649485	2	2
413	ERR1308201:2282260.608598	1	1
414	ERR1308201:2293950.709983	1	1
415	ERR1308201:2296050.669393	1	1
416	ERR1308201:230240.706461	1	1
417	ERR1308201:2308460.665357	1	1
418	ERR1308201:2321100.775123	2	2
419	ERR1308201:2343270.612994	1	1
420	ERR1308201:2347080.662697	1	1
421	ERR1308201:2350330.603870	1	1
422	ERR1308201:2355180.732737	1	1
423	ERR1308201:2356850.601705	1	1
424	ERR1308201:238620.731291	1	1
425	ERR1308201:2390440.600052	1	1
426	ERR1308201:2402670.603243	1	1
428	ERR1308201:2429710.631773	1	1
429	ERR1308201:2430700.729835	1	1
430	ERR1308201:245320.712297	1	1
431	ERR1308201:2460100.701536	1	1
432	ERR1308201:246100.610941	1	1
433	ERR1308201:2467470.688819	1	1
434	ERR1308201:2468060.607025	1	1
435	ERR1308201:2469810.634597	1	1
436	ERR1308201:2477780.627635	1	1
437	ERR1308201:2493450.614892	2	2
440	ERR1308201:2514470.638191	1	1
441	ERR1308201:2514700.621087	1	1
443	ERR1308201:2520260.644578	1	1
444	ERR1308201:2537720.635112	1	1
446	ERR1308201:2543780.641702	1	1
448	ERR1308201:2559980.651082	1	1
449	ERR1308201:2569820.615458	1	1
450	ERR1308201:2573870.701249	1	1
451	ERR1308201:2577440.652328	2	2
453	ERR1308201:2625590.615843	2	2
454	ERR1308201:2630060.720590	1	1
455	ERR1308201:2632020.688623	1	1
457	ERR1308201:2658450.711035	1	1
458	ERR1308201:2658570.704878	1	1
459	ERR1308201:267920.605895	1	1
460	ERR1308201:2692400.731917	1	1
461	ERR1308201:269990.715721	1	1
462	ERR1308201:2703060.633053	1	1
463	ERR1308201:2706880.710115	1	1
464	ERR1308201:2714030.686120	1	1
465	ERR1308201:2719270.603132	1	1
466	ERR1308201:2726360.613733	1	1
467	ERR1308201:2731370.611011	2	2
468	ERR1308201:2733500.726718	2	2
469	ERR1308201:2743180.615021	1	1
470	ERR1308201:2744070.600853	1	1
471	ERR1308201:2756450.677285	1	1
472	ERR1308201:2758820.663084	1	1
473	ERR1308201:276650.627961	1	1
474	ERR1308201:2807740.719331	1	1
475	ERR1308201:280780.622499	2	2
476	ERR1308201:281640.632069	1	1
477	ERR1308201:2836730.609999	1	1
478	ERR1308201:286160.618499	1	1
479	ERR1308201:298990.665885	1	1
480	ERR1308201:300360.711676	1	1
481	ERR1308201:316450.714397	1	1
482	ERR1308201:329930.604368	1	1
483	ERR1308201:332900.741352	1	1
484	ERR1308201:336000.686685	1	1
485	ERR1308201:340360.738563	1	1
486	ERR1308201:354460.699156	1	1
487	ERR1308201:366050.611374	1	1
488	ERR1308201:367490.613375	1	1
489	ERR1308201:373650.665045	1	1
490	ERR1308201:388920.692940	1	1
491	ERR1308201:395210.605182	1	1
492	ERR1308201:404110.624935	2	2
493	ERR1308201:416180.605638	1	1
494	ERR1308201:423270.638870	1	1
495	ERR1308201:439880.607338	1	1
496	ERR1308201:442270.630362	1	1
497	ERR1308201:470870.687502	1	1
498	ERR1308201:491130.610947	1	1
499	ERR1308201:493800.614518	1	1
500	ERR1308201:498920.601477	1	1
501	ERR1308201:50.722940	1	1
502	ERR1308201:509310.627106	1	1
503	ERR1308201:520180.672208	2	2
504	ERR1308201:521390.621586	1	1
505	ERR1308201:535200.690020	1	1
506	ERR1308201:546050.623198	1	1
507	ERR1308201:553200.605034	1	1
508	ERR1308201:574100.607151	1	1
509	ERR1308201:574140.606237	2	2
510	ERR1308201:57710.712309	1	1
511	ERR1308201:586940.615034	1	1
512	ERR1308201:590250.650977	1	1
513	ERR1308201:599050.682126	1	1
514	ERR1308201:608600.681149	1	1
515	ERR1308201:608900.650241	1	1
516	ERR1308201:623580.685996	1	1
517	ERR1308201:641010.714296	1	1
518	ERR1308201:64700.618444	1	1
519	ERR1308201:676100.734833	1	1
520	ERR1308201:681050.613732	1	1
521	ERR1308201:708170.738046	1	1
522	ERR1308201:713230.716329	1	1
523	ERR1308201:718550.657747	1	1
524	ERR1308201:722400.669978	1	1
525	ERR1308201:723950.693531	2	2
526	ERR1308201:748390.691223	1	1
527	ERR1308201:780170.642497	1	1
