name	LWR	fract	aLWR	afract	taxopath
Query43	0.3522	1	0.3522	1	Bacteria
Query44	0.785	0.785	0.785	0.785	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query38	0.8368	0.8368	0.8368	0.8368	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query47	0.9289	0.9665	0.9289	0.9665	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query25	0.4516	0.453	0.4516	0.453	DISTANT
Query29	0.572	0.5764	0.572	0.5764	DISTANT
Query52	0.5325	0.534	0.5325	0.534	Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales
Query62	0.7706	0.9817	0.7706	0.9817	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query12	0.9855	0.9856	0.9931	0.9932	Bacteria
Query19	0.8234	0.8234	0.8234	0.8234	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query13	0.8053	0.8078	0.9892	0.9923	Bacteria;Proteobacteria;Alphaproteobacteria
Query23	0.09175	1	0.09175	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query7	0.8474	0.8474	0.8474	0.8474	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query42	0.2226	0.9341	0.2226	0.9341	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query34	0.5818	0.5818	0.5818	0.5818	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query41	0.9069	0.9069	0.9069	0.9069	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query28	0.7697	0.7723	0.7697	0.7723	DISTANT
Query18	0.8784	0.8784	0.8784	0.8784	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query5	0.8326	0.8326	0.8326	0.8326	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query35	0.5172	0.5172	0.5172	0.5172	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;SAR116_cluster_alpha_proteobacterium_HIMB100
Query1	0.8153	0.8153	0.8153	0.8153	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query39	0.614	0.614	0.614	0.614	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query53	0.2249	0.9035	0.2249	0.9035	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales
Query17	0.9306	0.9658	0.9306	0.9658	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query27	0.06502	1	0.06502	1	Eukaryota;Chordata;Thaliacea;Pyrosomata;Pyrosomatidae;Pyrostremma;Pyrostremma_spinosum
Query8	0.9156	0.9156	0.9156	0.9156	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query21	0.7369	0.7369	0.7369	0.7369	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query24	0.8121	0.8121	0.8121	0.8121	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query11	0.9901	1	0.9901	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query4	0.6007	0.6007	0.6007	0.6007	Eukaryota
Query32	0.8324	0.8324	0.8324	0.8324	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query50	0.8276	0.8276	0.8276	0.8276	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query14	0.7262	0.7262	1	1	Bacteria;Proteobacteria;Gammaproteobacteria
Query30	0.8413	0.8413	0.8413	0.8413	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query65	0.9625	1	0.9625	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
Query61	0.8701	0.8701	0.8701	0.8701	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
Query59	0.8135	0.8135	0.8135	0.8135	Eukaryota
Query9	0.5497	0.5497	0.5497	0.5497	DISTANT
Query55	0.7772	0.9778	0.7772	0.9778	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
